step,group,cohort,n_origins,elapsed_mean_s,elapsed_std_s,elapsed_min_s,elapsed_p05_s,elapsed_p25_s,elapsed_median_s,elapsed_p75_s,elapsed_p95_s,elapsed_max_s
4,low,Sep17,201,0.07968198507462686,0.002906966072174926,0.068914,0.07859999999999999,0.078859,0.079785,0.07987699999999999,0.088555,0.08986899999999999
4,middle,ALL,1240,0.08001506935483871,0.0035374414877544056,0.06862,0.0785915,0.07885874999999999,0.0796645,0.07985824999999999,0.0887481,0.090048
4,middle,Sep7,609,0.07998907717569786,0.003427615081509976,0.06862,0.0785964,0.07886399999999999,0.07960199999999999,0.07983599999999999,0.0887456,0.090031
4,middle,Sep17,631,0.08004015530903327,0.0036428431589354375,0.06888,0.0785855,0.07885699999999998,0.079758,0.0798855,0.08874599999999999,0.090048
4,high,ALL,454,0.07992425330396474,0.00375398370296106,0.068945,0.07851925000000001,0.07884225,0.079173,0.07986625,0.088748,0.09001100000000001
4,high,Sep7,185,0.07996878378378379,0.0038616016595331946,0.068974,0.0785114,0.078842,0.07912999999999999,0.079829,0.088732,0.08985699999999999
4,high,Sep17,269,0.0798936282527881,0.0036851017021675547,0.068945,0.0785418,0.078843,0.079371,0.079876,0.0887606,0.09001100000000001
5,ALL,ALL,2582,0.10000155654531372,0.004171137529348858,0.08843,0.0901122,0.098564,0.0996335,0.09984499999999999,0.10864744999999999,0.10996500000000001
5,ALL,Sep7,1481,0.09998849493585414,0.004102705133647405,0.08843,0.09696,0.09856999999999999,0.09956,0.09986399999999998,0.108552,0.109951
5,ALL,Sep17,1101,0.10001912624886466,0.0042632688377743245,0.088437,0.08988399999999999,0.09855799999999999,0.099713,0.09983500000000001,0.109706,0.10996500000000001
5,low,ALL,888,0.09981968581081081,0.0040487782556477584,0.08843,0.0900899,0.09856249999999998,0.09959099999999999,0.09984925,0.10863044999999999,0.10994
5,low,Sep7,687,0.09982444687045122,0.004024322967851659,0.08843,0.0901184,0.09856399999999998,0.09953999999999999,0.09986399999999998,0.1085385,0.109939
5,low,Sep17,201,0.09980341293532338,0.004141426003640755,0.08864499999999999,0.08987,0.098557,0.09971999999999999,0.09983299999999998,0.109762,0.10994
5,middle,ALL,1240,0.10001327419354838,0.004118406527026157,0.088547,0.09018159999999997,0.09856899999999999,0.09966549999999999,0.09984199999999999,0.1085272,0.109951
5,middle,Sep7,609,0.10010388998357965,0.00412455505966148,0.088547,0.09812839999999999,0.09858099999999999,0.099587,0.099863,0.10854799999999999,0.109951
5,middle,Sep17,631,0.0999258177496038,0.004113840593103022,0.088601,0.0899045,0.0985605,0.099714,0.099828,0.10850099999999999,0.109898
5,high,ALL,454,0.10032528193832599,0.004524366665741718,0.088437,0.0981961,0.09854999999999998,0.0995165,0.09984499999999999,0.10972605,0.10996500000000001
5,high,Sep7,185,0.10021782162162161,0.004312617118203935,0.08880099999999999,0.0982154,0.098553,0.09882899999999999,0.09984699999999999,0.10928939999999998,0.10986099999999999
5,high,Sep17,269,0.10039918587360594,0.004670925348854961,0.088437,0.09328199999999999,0.098549,0.099708,0.09984499999999999,0.10975120000000001,0.10996500000000001
6,ALL,ALL,2582,0.11998350735863669,0.0037112374774265207,0.109461,0.11802205,0.118291,0.1196145,0.119789,0.12828235000000002,0.13002799999999998
6,ALL,Sep7,1481,0.11998544496961512,0.003680298716372507,0.10957899999999998,0.118017,0.11828799999999999,0.11955199999999999,0.11979499999999998,0.12828699999999998,0.13002799999999998
6,ALL,Sep17,1101,0.11998090099909174,0.0037541281493854318,0.109461,0.118052,0.11829399999999998,0.11968,0.119784,0.128246,0.12992399999999998
6,low,ALL,888,0.11990665765765765,0.003690064802370144,0.109598,0.1180057,0.11829100000000001,0.11963749999999998,0.11978399999999999,0.12833865,0.129899
6,low,Sep7,687,0.11997517321688499,0.0036706583307002773,0.109598,0.11802539999999999,0.1182925,0.11960399999999999,0.119784,0.12828579999999998,0.12987400000000002
6,low,Sep17,201,0.11967247761194029,0.0037554469868107923,0.10972299999999999,0.117961,0.118289,0.11969499999999998,0.119778,0.12967599999999999,0.129899
6,middle,ALL,1240,0.11991467499999998,0.0036147921385640156,0.109461,0.11805175000000001,0.11829699999999999,0.1196085,0.1197925,0.12821005,0.13002799999999998
6,middle,Sep7,609,0.12001676190476189,0.0036409878120496,0.109651,0.1180584,0.118285,0.11955199999999999,0.11980400000000001,0.12834959999999998,0.13002799999999998
6,middle,Sep17,631,0.11981614738510299,0.003589461368111347,0.109461,0.1180495,0.11829999999999999,0.11966999999999998,0.119782,0.1281775,0.12992399999999998
6,high,ALL,454,0.12032182158590306,0.003991765427550046,0.10955599999999999,0.11801794999999998,0.11827725,0.1196045,0.119791,0.12849175,0.12984300000000001
6,high,Sep7,185,0.11992049729729731,0.0038599431344712,0.10957899999999998,0.1179552,0.11826700000000001,0.118556,0.119787,0.12816219999999998,0.129797
6,high,Sep17,269,0.12059782527881041,0.004064064757565628,0.10955599999999999,0.1180994,0.118282,0.119696,0.11979100000000001,0.1296918,0.12984300000000001
7,ALL,ALL,2582,0.1399814229279628,0.003061051247036987,0.129784,0.1378791,0.13801825,0.139635,0.13973799999999997,0.147883,0.149921
7,ALL,Sep7,1481,0.1399760236326806,0.0030579197477861603,0.136979,0.13786,0.138017,0.139585,0.139734,0.147878,0.14984799999999998
7,ALL,Sep17,1101,0.13998868574023612,0.003066633643422246,0.129784,0.137905,0.13802199999999998,0.13966399999999998,0.139741,0.147892,0.149921
7,low,ALL,888,0.1398863536036036,0.0029285529502045193,0.136979,0.13786235,0.13802974999999998,0.1396385,0.139739,0.14787299999999998,0.149779
7,low,Sep7,687,0.1399663406113537,0.0030616401557958346,0.136979,0.1378606,0.1380235,0.139625,0.1397425,0.14788069999999998,0.149779
7,low,Sep17,201,0.13961296517412933,0.0024057752895441185,0.13759699999999997,0.137905,0.138043,0.139669,0.139729,0.147801,0.14970499999999998
7,middle,ALL,1240,0.14004884596774195,0.003105282183039625,0.129784,0.137893,0.138019,0.1396405,0.13973799999999997,0.147892,0.149816
7,middle,Sep7,609,0.13996892446633824,0.0029792224061994887,0.13749499999999998,0.13786199999999998,0.138014,0.13957799999999998,0.139733,0.1478736,0.14969500000000002
7,middle,Sep17,631,0.14012598098256734,0.0032227591308552333,0.129784,0.13791349999999997,0.138025,0.139664,0.1397425,0.14789549999999999,0.149816
7,high,ALL,454,0.13998322246696038,0.003192052601591388,0.137625,0.1378752,0.13799799999999998,0.1396055,0.13973175,0.14788445,0.149921
7,high,Sep7,185,0.14003535135135134,0.0033065834250073727,0.137625,0.13782519999999998,0.13799899999999998,0.13948799999999997,0.13972199999999999,0.1478746,0.14984799999999998
7,high,Sep17,269,0.1399473717472119,0.0031165759093277007,0.137625,0.13788799999999998,0.137991,0.139652,0.139745,0.1478862,0.149921
8,ALL,ALL,2582,0.1600058109992254,0.004109682609004286,0.147588,0.15744399999999997,0.15771924999999998,0.15959800000000002,0.159739,0.16789549999999995,0.170066
8,ALL,Sep7,1481,0.1600390553679946,0.0041124182401681185,0.14760299999999998,0.157437,0.15771200000000002,0.15955699999999998,0.159722,0.16789699999999996,0.170066
8,ALL,Sep17,1101,0.15996109264305178,0.004107443593874906,0.147588,0.15747599999999995,0.15772799999999998,0.159628,0.159761,0.167862,0.169888
8,low,ALL,888,0.1598980563063063,0.0040351702491132685,0.14760299999999998,0.1574148,0.15771575,0.1595895,0.15972225,0.16929879999999997,0.170066
8,low,Sep7,687,0.15997024017467248,0.004127571331339201,0.14760299999999998,0.15739630000000002,0.157713,0.159576,0.1597215,0.1680901,0.170066
8,low,Sep17,201,0.1596513383084577,0.003701064089552505,0.14962799999999998,0.157578,0.157725,0.159631,0.159729,0.16963499999999995,0.169888
8,middle,ALL,1240,0.16000034999999996,0.004129614698661697,0.147742,0.157437,0.15772075,0.159605,0.15975499999999998,0.1677967,0.16995900000000003
8,middle,Sep7,609,0.16009424137931033,0.004052421247391644,0.147903,0.1574536,0.157717,0.15956299999999998,0.159727,0.1678184,0.16995900000000003
8,middle,Sep17,631,0.1599097321711569,0.004203996232561578,0.147742,0.15741349999999998,0.157723,0.159624,0.1597925,0.167747,0.16988599999999998
8,high,ALL,454,0.1602314889867841,0.004198729243648349,0.147588,0.1575418,0.15772350000000002,0.1595835,0.15973825,0.1679806,0.16999199999999998
8,high,Sep7,185,0.16011293513513514,0.004267989262357129,0.149611,0.15744859999999997,0.15770399999999998,0.159429,0.159712,0.16783659999999997,0.16999199999999998
8,high,Sep17,269,0.1603130223048327,0.004156456088534866,0.147588,0.1576148,0.157742,0.159626,0.15975899999999998,0.1682408,0.169884
9,ALL,ALL,2582,0.17999156971340047,0.004209556626285911,0.169365,0.17715104999999998,0.17743799999999998,0.179566,0.179681,0.18784569999999998,0.189847
9,ALL,Sep7,1481,0.1799668035111411,0.004189293662632335,0.16949,0.177133,0.17743,0.179531,0.17967899999999998,0.18765,0.189758
9,ALL,Sep17,1101,0.1800248837420527,0.004238338914664884,0.169365,0.17717999999999998,0.17745,0.179593,0.17968299999999998,0.18953,0.189847
9,low,ALL,888,0.1798256903153153,0.004117534202879077,0.16949,0.1771287,0.17743175,0.17956149999999999,0.17967225,0.18932500000000002,0.189758
9,low,Sep7,687,0.1798997787481805,0.004097240016134042,0.16949,0.17713720000000002,0.17743,0.179554,0.1796695,0.18759359999999997,0.189758
9,low,Sep17,201,0.17957246268656718,0.004186571529288702,0.169594,0.17712199999999997,0.177437,0.17959199999999997,0.17967300000000003,0.189586,0.189704
9,middle,ALL,1240,0.17999750725806452,0.0041592872881913295,0.169365,0.17717264999999996,0.17744675,0.17957099999999998,0.17968225000000002,0.18752115,0.18978199999999998
9,middle,Sep7,609,0.17999389326765186,0.004146984669466097,0.16953799999999997,0.1771688,0.17743499999999998,0.179524,0.179677,0.18761960000000003,0.189672
9,middle,Sep17,631,0.1800009952456418,0.004174413267199857,0.169365,0.17718499999999998,0.1774555,0.17959499999999998,0.17968399999999998,0.187493,0.18978199999999998
9,high,ALL,454,0.1802998039647577,0.004505598057230314,0.16949799999999998,0.1771644,0.17743025,0.17955549999999998,0.1797,0.18956610000000002,0.189847
9,high,Sep7,185,0.1801265243243243,0.004658913327383128,0.16949799999999998,0.17707959999999998,0.177412,0.179446,0.179717,0.187682,0.189697
9,high,Sep17,269,0.18041897397769519,0.004401876037816762,0.169545,0.1772912,0.17745799999999998,0.179588,0.17968800000000001,0.18958919999999999,0.189847
10,ALL,ALL,2582,0.20002676607281172,0.003648649212599274,0.189358,0.19703705,0.19714899999999996,0.199567,0.199646,0.20708195,0.20979399999999995
10,ALL,Sep7,1481,0.20004676434841323,0.003654601273843995,0.18953,0.19701599999999997,0.19714000000000004,0.199562,0.199651,0.20715399999999998,0.209742
10,ALL,Sep17,1101,0.19999986557674837,0.0036421140339724972,0.189358,0.197056,0.197154,0.19957399999999997,0.19963999999999996,0.207038,0.20979399999999995
10,low,ALL,888,0.1999278063063063,0.003585816136519093,0.18953,0.19701144999999998,0.19715375,0.1995725,0.19963625,0.20712894999999998,0.20979399999999995
10,low,Sep7,687,0.20002053566229985,0.0036507102334031438,0.18953,0.19700530000000002,0.197148,0.199567,0.19964300000000001,0.20715609999999995,0.20967199999999997
10,low,Sep17,201,0.19961086567164182,0.0033438185621928805,0.189634,0.19706099999999996,0.19716999999999998,0.19957699999999998,0.199621,0.207,0.20979399999999995
10,middle,ALL,1240,0.20003123306451612,0.0035805043726077753,0.189358,0.1970479,0.197145,0.199569,0.19964725,0.2070422,0.209742
10,middle,Sep7,609,0.2000652052545156,0.003582280411913283,0.189598,0.1970336,0.197129,0.199567,0.19965999999999995,0.2070562,0.209742
10,middle,Sep17,631,0.19999844532488112,0.0035813253492145217,0.189358,0.19705999999999999,0.197152,0.19957399999999997,0.19963999999999998,0.207034,0.209702
10,high,ALL,454,0.20020812555066078,0.003944192388549115,0.189366,0.1970419,0.1971485,0.19955049999999996,0.19966449999999997,0.2072171,0.20971299999999998
10,high,Sep7,185,0.20008345945945946,0.003915563277782,0.189792,0.19699700000000003,0.19713699999999995,0.19952999999999999,0.19966499999999998,0.2072028,0.20960699999999996
10,high,Sep17,269,0.2002938624535316,0.003968763541009116,0.189366,0.1970492,0.197155,0.199562,0.199662,0.2071746,0.20971299999999998
11,ALL,ALL,2582,0.21993208249419055,0.004033256974881174,0.209323,0.21668815,0.216863,0.21950599999999998,0.21961999999999998,0.226945,0.229809
11,ALL,Sep7,1481,0.2199377832545577,0.00402709524812229,0.20937099999999997,0.21665399999999999,0.21686099999999997,0.21948499999999999,0.21962199999999998,0.22696000000000002,0.229707
11,ALL,Sep17,1101,0.21992441416893732,0.0040433489174579226,0.209323,0.216721,0.216867,0.21952600000000003,0.219617,0.226848,0.229809
11,low,ALL,888,0.2197622117117117,0.003916908972200278,0.209502,0.216667,0.21686675,0.21950350000000002,0.21961125,0.22695899999999997,0.229707
11,low,Sep7,687,0.2198874949053857,0.004020247706373431,0.209502,0.21666559999999999,0.21686799999999995,0.21949399999999997,0.219618,0.22696560000000002,0.229707
11,low,Sep17,201,0.21933400497512437,0.0035167248520427507,0.209531,0.216715,0.216862,0.21953099999999998,0.21959900000000002,0.22676299999999996,0.229567
11,middle,ALL,1240,0.22003963064516127,0.004085137804928821,0.209323,0.21671295,0.216867,0.21950849999999997,0.21962199999999998,0.22694014999999998,0.229809
11,middle,Sep7,609,0.22003766995073887,0.003957644401033657,0.20937099999999997,0.21670899999999998,0.21686099999999997,0.21947999999999995,0.21962199999999998,0.2269486,0.22958199999999998
11,middle,Sep17,631,0.2200415229793978,0.004207662894151611,0.209323,0.21671649999999998,0.2168715,0.21952299999999997,0.21962449999999997,0.22689499999999999,0.229809
11,high,ALL,454,0.21997059691629958,0.0041119885209648585,0.209336,0.21664555,0.21685624999999997,0.2195005,0.21963024999999997,0.22689740000000003,0.22966799999999998
11,high,Sep7,185,0.2197957135135135,0.004285892515121566,0.20946,0.2165578,0.21684499999999998,0.21935700000000002,0.21964899999999998,0.226941,0.22964099999999996
11,high,Sep17,269,0.22009086988847584,0.00399164491700547,0.209336,0.216752,0.21686299999999997,0.219534,0.219624,0.22681220000000002,0.22966799999999998
12,ALL,ALL,2582,0.2400061169635941,0.0044240372950353855,0.229228,0.23632904999999998,0.23658600000000002,0.23947000000000002,0.23970375000000002,0.24926059999999997,0.249896
12,ALL,Sep7,1481,0.23998619918973665,0.004369833677816941,0.229412,0.23630299999999999,0.23657399999999998,0.239449,0.23972000000000004,0.24910699999999997,0.249896
12,ALL,Sep17,1101,0.24003290917347864,0.004497773900186357,0.229228,0.236367,0.23662,0.239485,0.239639,0.249443,0.24975499999999995
12,low,ALL,888,0.2397952623873874,0.004358526784019644,0.22944399999999998,0.23628164999999998,0.236576,0.2394715,0.2396655,0.24926535,0.249896
12,low,Sep7,687,0.23984214119359532,0.004288681937709318,0.22944399999999998,0.2363048,0.23656699999999997,0.239469,0.2397035,0.24677369999999998,0.249896
12,low,Sep17,201,0.23963503482587062,0.004596736059834315,0.22947499999999998,0.23620299999999997,0.23662300000000003,0.23948299999999997,0.23957299999999998,0.24948699999999996,0.24956699999999998
12,middle,ALL,1240,0.24001543064516126,0.004390426680388136,0.229228,0.23635915000000002,0.23660474999999997,0.239469,0.23966274999999998,0.24673679999999998,0.24985
12,middle,Sep7,609,0.24007546633825946,0.0043607521384609795,0.229412,0.2363684,0.23658500000000002,0.23943899999999999,0.239711,0.24920159999999997,0.24985
12,middle,Sep17,631,0.23995748811410464,0.0044215625054880615,0.229228,0.23635899999999999,0.23663499999999998,0.239482,0.2396085,0.2466585,0.24958999999999998
12,high,ALL,454,0.24039309911894272,0.004621461811236187,0.22930799999999998,0.23636315,0.23657725000000002,0.239471,0.24631775,0.24944405,0.24975499999999995
12,high,Sep7,185,0.2402273027027027,0.004692799627371244,0.22944599999999998,0.23628359999999998,0.23655999999999996,0.23939699999999997,0.246318,0.24865459999999995,0.249572
12,high,Sep17,269,0.24050712267657992,0.00457704949320548,0.22930799999999998,0.23642979999999997,0.236597,0.239498,0.246317,0.2494536,0.24975499999999995
13,ALL,ALL,2582,0.25997551626646015,0.004216138661503523,0.24918200000000001,0.25610404999999997,0.25630449999999994,0.259434,0.25964175,0.26642879999999997,0.26957800000000004
13,ALL,Sep7,1481,0.25997098784604994,0.0041544584204706815,0.249382,0.256055,0.256299,0.259413,0.259565,0.266414,0.269547
13,ALL,Sep17,1101,0.25998160762942774,0.0042996022011022785,0.24918200000000001,0.256148,0.25631,0.259457,0.25971500000000003,0.26646699999999995,0.26957800000000004
13,low,ALL,888,0.25988183783783786,0.004207660779620547,0.249382,0.2560494,0.25629575,0.25943499999999997,0.2595515,0.26648229999999995,0.26957
13,low,Sep7,687,0.2599321965065502,0.004150518458687558,0.249382,0.2560671,0.25629599999999997,0.25943,0.25955300000000003,0.26635549999999997,0.269538
13,low,Sep17,201,0.25970971641791046,0.004403706845849199,0.24940400000000001,0.256006,0.25629599999999997,0.25945999999999997,0.25954699999999997,0.269431,0.26957
13,middle,ALL,1240,0.2600281306451613,0.004161422841244123,0.24918200000000001,0.25614289999999995,0.256326,0.2594345,0.25964225,0.26641005,0.269566
13,middle,Sep7,609,0.2600276666666667,0.004118038670971173,0.24941499999999997,0.2561004,0.256324,0.259403,0.259554,0.26642859999999996,0.26953199999999994
13,middle,Sep17,631,0.2600285784469097,0.004206136209832213,0.24918200000000001,0.2561565,0.256327,0.259457,0.25968650000000004,0.266275,0.269566
13,high,ALL,454,0.2600150418502203,0.004384235993864876,0.249241,0.25605384999999997,0.25628999999999996,0.2594295,0.2659245,0.26644795,0.26957800000000004
13,high,Sep7,185,0.25992845945945947,0.004306575640773796,0.24947799999999998,0.2560192,0.256274,0.25937899999999997,0.265967,0.26623860000000005,0.269547
13,high,Sep17,269,0.26007458736059474,0.004443860870605916,0.249241,0.2561438,0.256296,0.259451,0.26573800000000003,0.2694048,0.26957800000000004
14,ALL,ALL,2582,0.2799696758326878,0.0038350191779422432,0.269422,0.27588205,0.276047,0.279411,0.27964049999999996,0.28594395,0.289625
14,ALL,Sep7,1481,0.2799622180958812,0.0038277360674067347,0.274962,0.275863,0.27605599999999997,0.279392,0.279569,0.28595499999999996,0.289625
14,ALL,Sep17,1101,0.27997970753860124,0.003846512041486114,0.269422,0.2758999999999999,0.276041,0.27943299999999993,0.27968000000000004,0.28593799999999997,0.28954700000000005
14,low,ALL,888,0.2798613547297297,0.003761744922905564,0.274962,0.2758695,0.2760505,0.27941049999999995,0.2795415,0.28597795,0.289544
14,low,Sep7,687,0.2799709213973799,0.0038695800884421573,0.274962,0.27584339999999996,0.27605099999999994,0.279405,0.279574,0.2859781,0.289544
14,low,Sep17,201,0.2794868656716418,0.0033491290101854356,0.27562299999999995,0.275909,0.27604199999999995,0.279432,0.279513,0.28588600000000003,0.28947999999999996
14,middle,ALL,1240,0.2800088322580645,0.003789959296165827,0.269422,0.27589595,0.27607349999999997,0.279411,0.27965025,0.2859251,0.289625
14,middle,Sep7,609,0.2799932676518883,0.0037213421190118346,0.27549899999999994,0.2758868,0.27618,0.27937900000000004,0.27953500000000003,0.2859156,0.289625
14,middle,Sep17,631,0.28002385419968306,0.003857918738310455,0.269422,0.27590749999999997,0.2760465,0.279435,0.27970300000000003,0.28593,0.289525
14,high,ALL,454,0.2800745991189427,0.004094355734530433,0.27559799999999995,0.27587765,0.276015,0.2794125,0.28565149999999995,0.28599625,0.28954700000000005
14,high,Sep7,185,0.2798276864864865,0.004030173603052393,0.275607,0.2758006,0.276011,0.279373,0.2855,0.2859458,0.28947800000000007
14,high,Sep17,269,0.28024440892193303,0.0041368203689542485,0.27559799999999995,0.27589260000000004,0.276019,0.27943299999999993,0.285722,0.2860242,0.28954700000000005
15,ALL,ALL,2582,0.3000019744384198,0.004521696322233181,0.28909,0.2954734,0.29573825000000004,0.29938200000000004,0.30544874999999994,0.30921455,0.309721
15,ALL,Sep7,1481,0.3000109770425388,0.004496833659697244,0.28920399999999996,0.29546300000000003,0.295739,0.29937499999999995,0.305444,0.30912999999999996,0.309721
15,ALL,Sep17,1101,0.29998986466848315,0.0045569455630274985,0.28909,0.295544,0.29573800000000006,0.299389,0.3054529999999999,0.309315,0.309535
15,low,ALL,888,0.29991526463963963,0.0045315057337620155,0.289309,0.2954851,0.29573774999999997,0.29938200000000004,0.3053945,0.30933864999999994,0.309721
15,low,Sep7,687,0.29995984716157204,0.0045338906140877586,0.289309,0.29546880000000003,0.29573499999999997,0.29938200000000004,0.30541949999999995,0.3092951,0.309721
15,low,Sep17,201,0.29976288557213926,0.004531324071597704,0.2893279999999999,0.295579,0.295749,0.29938499999999996,0.29949499999999996,0.30935599999999996,0.309534
15,middle,ALL,1240,0.2999921879032258,0.004486817472423664,0.28909,0.2954598500000001,0.29575375,0.29938149999999997,0.30545474999999994,0.30589204999999997,0.309537
15,middle,Sep7,609,0.30011377339901474,0.004421606767432442,0.28920399999999996,0.2954696,0.29580400000000007,0.299368,0.30546,0.30902559999999996,0.309537
15,middle,Sep17,631,0.2998748415213946,0.004549290264923442,0.28909,0.29541649999999997,0.29573800000000006,0.299389,0.3054515,0.3058195,0.309535
15,high,ALL,454,0.3001983039647577,0.004600855647950002,0.289279,0.2955163,0.29571749999999997,0.29938549999999997,0.305487,0.30931434999999996,0.309485
15,high,Sep7,185,0.29986245405405404,0.004619917671638147,0.289352,0.29542419999999997,0.29571,0.299331,0.30544499999999997,0.3059402,0.30944699999999997
