kind,condition,group,group_rule,step,horizon_s,metric,cohort,mean,std,min,max,n_seeds,n_flights,n_origins,elapsed_mean_s,elapsed_std_s,elapsed_min_s,elapsed_p05_s,elapsed_p25_s,elapsed_median_s,elapsed_p75_s,elapsed_p95_s,elapsed_max_s
evolution,Actual,ALL,fixed_500ms_train_quantiles,5,0.1,position_rmse_m,Sep7,0.050059170231032346,8.744334916525886e-05,0.04997010980519788,0.05014490141148525,3,9,1481,0.0999884949358541,0.0041027051336474,0.08843,0.09696,0.0985699999999999,0.09956,0.0998639999999999,0.108552,0.109951
evolution,Actual,ALL,fixed_500ms_train_quantiles,5,0.1,velocity_rmse_m_s,ALL,0.14492896236407948,0.004558853008184936,0.14035855362762464,0.14947617109493305,3,17,2582,0.1000015565453137,0.0041711375293488,0.08843,0.0901122,0.098564,0.0996335,0.0998449999999999,0.1086474499999999,0.109965
evolution,Actual,ALL,fixed_500ms_train_quantiles,5,0.1,velocity_rmse_m_s,Sep17,0.15328337006033146,0.004828245157538848,0.14915633314651408,0.15859305949784006,3,8,1101,0.1000191262488646,0.0042632688377743,0.088437,0.0898839999999999,0.0985579999999999,0.099713,0.099835,0.109706,0.109965
evolution,Actual,ALL,fixed_500ms_train_quantiles,5,0.1,velocity_rmse_m_s,Sep7,0.13750282218963325,0.004517645063215637,0.13253830516638956,0.14137227029234903,3,9,1481,0.0999884949358541,0.0041027051336474,0.08843,0.09696,0.0985699999999999,0.09956,0.0998639999999999,0.108552,0.109951
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,attitude_error_deg,ALL,1.5601333231040968,0.02475551793061158,1.5315594946941655,1.57511874680268,3,17,2582,0.1199835073586366,0.0037112374774265,0.109461,0.11802205,0.118291,0.1196145,0.119789,0.12828235,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,attitude_error_deg,Sep17,1.6444132624908832,0.016071384082655786,1.627794185218559,1.6598743107085692,3,8,1101,0.1199809009990917,0.0037541281493854,0.109461,0.118052,0.1182939999999999,0.11968,0.119784,0.128246,0.1299239999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,attitude_error_deg,Sep7,1.4852178214269536,0.03480548448074143,1.4460175475613712,1.5124942625868214,3,9,1481,0.1199854449696151,0.0036802987163725,0.1095789999999999,0.118017,0.1182879999999999,0.1195519999999999,0.1197949999999999,0.1282869999999999,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,body_rate_rmse_rad_s,ALL,0.5560959095445691,0.0017445500692212026,0.5541426453289496,0.557499184503022,3,17,2582,0.1199835073586366,0.0037112374774265,0.109461,0.11802205,0.118291,0.1196145,0.119789,0.12828235,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,body_rate_rmse_rad_s,Sep17,0.517609511529578,0.0025846278947724392,0.5156458216711877,0.520537697374306,3,8,1101,0.1199809009990917,0.0037541281493854,0.109461,0.118052,0.1182939999999999,0.11968,0.119784,0.128246,0.1299239999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,body_rate_rmse_rad_s,Sep7,0.5903060411134502,0.002808575070726468,0.5874738718051356,0.5930904118066676,3,9,1481,0.1199854449696151,0.0036802987163725,0.1095789999999999,0.118017,0.1182879999999999,0.1195519999999999,0.1197949999999999,0.1282869999999999,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,position_rmse_m,ALL,0.04206337723346376,0.00023139908771749725,0.04182326854865925,0.042284952029015,3,17,2582,0.1199835073586366,0.0037112374774265,0.109461,0.11802205,0.118291,0.1196145,0.119789,0.12828235,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,position_rmse_m,Sep17,0.022504493013250842,0.00042020770511313126,0.022140160445989744,0.022964185603312235,3,8,1101,0.1199809009990917,0.0037541281493854,0.109461,0.118052,0.1182939999999999,0.11968,0.119784,0.128246,0.1299239999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,position_rmse_m,Sep7,0.059449052095875234,0.00012502537162816625,0.05931936463992102,0.059568825018065014,3,9,1481,0.1199854449696151,0.0036802987163725,0.1095789999999999,0.118017,0.1182879999999999,0.1195519999999999,0.1197949999999999,0.1282869999999999,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,velocity_rmse_m_s,ALL,0.1604757728103721,0.004986675073136016,0.15549573422887364,0.16546905798394843,3,17,2582,0.1199835073586366,0.0037112374774265,0.109461,0.11802205,0.118291,0.1196145,0.119789,0.12828235,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,velocity_rmse_m_s,Sep17,0.17426700971484696,0.00403316336494859,0.1709849589943874,0.1787694183121863,3,8,1101,0.1199809009990917,0.0037541281493854,0.109461,0.118052,0.1182939999999999,0.11968,0.119784,0.128246,0.1299239999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,6,0.12,velocity_rmse_m_s,Sep7,0.14821689556195,0.00602974425650577,0.1417275344373058,0.15364651546995922,3,9,1481,0.1199854449696151,0.0036802987163725,0.1095789999999999,0.118017,0.1182879999999999,0.1195519999999999,0.1197949999999999,0.1282869999999999,0.1300279999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,attitude_error_deg,ALL,1.720186686011336,0.029090034165764195,1.686611572134849,1.7378482474696018,3,17,2582,0.1399814229279628,0.0030610512470369,0.129784,0.1378791,0.13801825,0.139635,0.1397379999999999,0.147883,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,attitude_error_deg,Sep17,1.8187132904058843,0.024618837010579465,1.792720763240198,1.8416784322811572,3,8,1101,0.1399886857402361,0.0030666336434222,0.129784,0.137905,0.1380219999999999,0.1396639999999999,0.139741,0.147892,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,attitude_error_deg,Sep7,1.632607482105071,0.036462181602461466,1.5922922911523163,1.6632772001569833,3,9,1481,0.1399760236326806,0.0030579197477861,0.136979,0.13786,0.138017,0.139585,0.139734,0.147878,0.1498479999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,body_rate_rmse_rad_s,ALL,0.5593218777764422,0.0031892869631960545,0.5572812341104538,0.5629970784023304,3,17,2582,0.1399814229279628,0.0030610512470369,0.129784,0.1378791,0.13801825,0.139635,0.1397379999999999,0.147883,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,body_rate_rmse_rad_s,Sep17,0.5376011623440883,0.002826770061240089,0.5350516022719527,0.5406410023105981,3,8,1101,0.1399886857402361,0.0030666336434222,0.129784,0.137905,0.1380219999999999,0.1396639999999999,0.139741,0.147892,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,body_rate_rmse_rad_s,Sep7,0.578629180382979,0.003894838151404946,0.5752104355866671,0.5828691460394259,3,9,1481,0.1399760236326806,0.0030579197477861,0.136979,0.13786,0.138017,0.139585,0.139734,0.147878,0.1498479999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,position_rmse_m,ALL,0.048730471815774605,0.0003096216936697139,0.048421145942333495,0.04904038848419209,3,17,2582,0.1399814229279628,0.0030610512470369,0.129784,0.1378791,0.13801825,0.139635,0.1397379999999999,0.147883,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,position_rmse_m,Sep17,0.026356545406135953,0.0005594665201306681,0.02590008802528887,0.026980675323824307,3,8,1101,0.1399886857402361,0.0030666336434222,0.129784,0.137905,0.1380219999999999,0.1396639999999999,0.139741,0.147892,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,position_rmse_m,Sep7,0.06861840640212007,0.00016537365176159838,0.0684398640908176,0.06876633271102357,3,9,1481,0.1399760236326806,0.0030579197477861,0.136979,0.13786,0.138017,0.139585,0.139734,0.147878,0.1498479999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,velocity_rmse_m_s,ALL,0.1739042092030719,0.004817036087054053,0.16896110314552062,0.1785844074142684,3,17,2582,0.1399814229279628,0.0030610512470369,0.129784,0.1378791,0.13801825,0.139635,0.1397379999999999,0.147883,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,velocity_rmse_m_s,Sep17,0.19296704887480173,0.002383495147896646,0.19120999295979343,0.1956801380887641,3,8,1101,0.1399886857402361,0.0030666336434222,0.129784,0.137905,0.1380219999999999,0.1396639999999999,0.139741,0.147892,0.149921
evolution,Actual,ALL,fixed_500ms_train_quantiles,7,0.14,velocity_rmse_m_s,Sep7,0.15695946282820092,0.007197030019840554,0.14918431219950035,0.1633882023702722,3,9,1481,0.1399760236326806,0.0030579197477861,0.136979,0.13786,0.138017,0.139585,0.139734,0.147878,0.1498479999999999
evolution,Actual,ALL,fixed_500ms_train_quantiles,8,0.16,attitude_error_deg,ALL,1.873883876749152,0.03204649271660601,1.8371771627306699,1.896291929173528,3,17,2582,0.1600058109992254,0.0041096826090042,0.147588,0.1574439999999999,0.1577192499999999,0.159598,0.159739,0.1678954999999999,0.170066
evolution,Actual,ALL,fixed_500ms_train_quantiles,8,0.16,attitude_error_deg,Sep17,1.9983422275889156,0.03697798280821287,1.9587943051052856,2.032056869695957,3,8,1101,0.1599610926430517,0.0041074435938749,0.147588,0.1574759999999999,0.1577279999999999,0.159628,0.159761,0.167862,0.169888
evolution,Actual,ALL,fixed_500ms_train_quantiles,8,0.16,attitude_error_deg,Sep7,1.763254231558251,0.02997774893206619,1.729073036175456,1.7850776764568168,3,9,1481,0.1600390553679946,0.0041124182401681,0.1476029999999999,0.157437,0.157712,0.1595569999999999,0.159722,0.1678969999999999,0.170066
evolution,Actual,ALL,fixed_500ms_train_quantiles,8,0.16,body_rate_rmse_rad_s,ALL,0.5658493571139546,0.002682149072961595,0.5638633757641042,0.5689004615389246,3,17,2582,0.1600058109992254,0.0041096826090042,0.147588,0.1574439999999999,0.1577192499999999,0.159598,0.159739,0.1678954999999999,0.170066
evolution,Actual,ALL,fixed_500ms_train_quantiles,8,0.16,body_rate_rmse_rad_s,Sep17,0.5300767342776388,0.001086491729088077,0.5289541626890488,0.5311231376337111,3,8,1101,0.1599610926430517,0.0041074435938749,0.147588,0.1574759999999999,0.1577279999999999,0.159628,0.159761,0.167862,0.169888
