model,seed,cohort,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_flights,n_windows
B2_StandardGRU,17,ALL,0.1,0.035362451832502986,0.14035855362762464,1.3845081999116717,0.5438908711237967,0.14035855362762464,0.5438908711237967,0.06245899928869085,0.06368893881046389,0.1039646517113139,0.4762783239684384,0.2220844076613292,0.13502715242563715,17,2582
B2_StandardGRU,17,ALL,0.2,0.07037190053473635,0.191337249956398,2.153924950052745,0.5642465257049663,0.191337249956398,0.5642465257049663,0.08804070146912818,0.08925993193624204,0.14163087663505067,0.4988074968435311,0.21699200547669906,0.1456706482653244,17,2582
B2_StandardGRU,17,ALL,0.5,0.19181756174914597,0.3512097180469291,4.033739771723627,0.5987111840019169,0.3512097180469291,0.5987111840019169,0.18695265610987355,0.18616324680223692,0.22673953078944797,0.5234362960146132,0.24350756552482727,0.15348245796622753,17,2582
B2_StandardGRU,17,ALL,1.0,0.4710118358619498,0.6397393092867328,6.743670494699981,0.6179617016979126,0.6397393092867328,0.6179617016979126,0.3841710713506121,0.40668320924807055,0.306596792816769,0.5146079867613828,0.294705714091293,0.16743041035874964,17,2582
B2_StandardGRU,17,Sep17,0.1,0.018732196056147968,0.14915633314651408,1.4554005293162402,0.5271383388882338,0.14915633314651408,0.5271383388882338,0.0646648400734976,0.06041526430527262,0.11964479797643533,0.45525084061902554,0.22912816309620085,0.12985899294251352,8,1101
B2_StandardGRU,17,Sep17,0.2,0.04013913313889041,0.21956426359757708,2.315408116422238,0.5362156869348987,0.21956426359757708,0.5362156869348987,0.10107149512043376,0.09271941313819362,0.16912293677929507,0.4633663733843764,0.22220707228510672,0.1517490893710403,8,1101
B2_StandardGRU,17,Sep17,0.5,0.12703654598931655,0.36104228813823613,4.526343428566673,0.5620904662494558,0.36104228813823613,0.5620904662494558,0.18169251153466995,0.17479359161586447,0.255984017775043,0.48269437832588835,0.23367331655829943,0.16700034361350172,8,1101
B2_StandardGRU,17,Sep17,1.0,0.3575994088262163,0.6744544644740484,7.675610016839577,0.6087628786367513,0.6744544644740484,0.6087628786367513,0.3970528246407614,0.4167900037458592,0.34945116963397477,0.49870986576381826,0.2930436391331126,0.18682440245442547,8,1101
B2_StandardGRU,17,Sep7,0.1,0.050144901411485227,0.1325383051663896,1.3214927959964997,0.5587820108887416,0.1325383051663896,0.5587820108887416,0.060498251924418184,0.06659887170396722,0.09002674392009487,0.49496942027902757,0.2158232917192211,0.13962107196619147,9,1481
B2_StandardGRU,17,Sep7,0.2,0.09724547155326607,0.16624657116423885,2.0103843577243063,0.5891628268339152,0.16624657116423885,0.5891628268339152,0.07645777377907878,0.08618483753450731,0.1171934898401667,0.5303107176961129,0.21235639053589225,0.14026758950468804,9,1481
B2_StandardGRU,17,Sep7,0.5,0.2494006868689943,0.34246965574354504,3.59586985452981,0.6312629331152156,0.34246965574354504,0.6312629331152156,0.19162834017672117,0.19626960696790133,0.2007444312466968,0.5596513339601464,0.25224912016174084,0.1414665596130949,9,1481
B2_StandardGRU,17,Sep7,1.0,0.5718228821159352,0.6088813935646745,5.915279808353674,0.6261384333078338,0.6088813935646745,0.6261384333078338,0.37272062398159045,0.39769939191670284,0.2685040134236973,0.528739649870329,0.29618311405411996,0.15019130627370447,9,1481
