seed,flight_id,cohort,horizon_s,n_windows,metric,value
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,attitude_error_deg,1.9917612017720427
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,attitude_error_deg,3.6420646917898933
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,attitude_error_deg,5.65515124703263
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,attitude_error_deg,1.4313910536925332
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,attitude_error_deg,2.4272051464929167
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,attitude_error_deg,5.089979765987883
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,attitude_error_deg,8.712782194714038
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,attitude_error_deg,1.580875086343199
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,attitude_error_deg,2.3019290183442345
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,attitude_error_deg,4.601717289712312
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,attitude_error_deg,7.183740862583435
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,attitude_error_deg,1.3651247791549745
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,attitude_error_deg,2.1297464381569875
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,attitude_error_deg,4.266206165740824
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,attitude_error_deg,6.663523549222292
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,attitude_error_deg,1.5975086131451322
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,attitude_error_deg,2.6326737873363
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,attitude_error_deg,5.14215135980124
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,attitude_error_deg,7.976358721520959
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,attitude_error_deg,1.4131560661908456
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,attitude_error_deg,2.721305928591298
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,attitude_error_deg,4.8671327814116125
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,attitude_error_deg,7.890427767248598
42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,attitude_error_deg,1.439642622428517
42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,attitude_error_deg,2.1073857085160905
42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,attitude_error_deg,4.3827501780245255
42,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,attitude_error_deg,8.049469229526261
42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,attitude_error_deg,1.4714812538522843
42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,attitude_error_deg,2.4819371454972994
42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,attitude_error_deg,4.501562062462141
42,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,attitude_error_deg,7.729249353540057
42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,attitude_error_deg,1.5242289707110548
42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,attitude_error_deg,2.6187128140935476
42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,attitude_error_deg,4.665651582223881
42,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,attitude_error_deg,8.577750787367266
42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,attitude_error_deg,1.4226517224739157
42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,attitude_error_deg,2.34904561197168
42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,attitude_error_deg,4.136865145420412
42,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,attitude_error_deg,6.637740914414329
42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,attitude_error_deg,1.4355474025247774
42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,attitude_error_deg,2.2949620460281346
42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,attitude_error_deg,3.968292637444162
42,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,attitude_error_deg,5.966883160744056
42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,attitude_error_deg,1.4631887032274489
42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,attitude_error_deg,2.3166626506158994
42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,attitude_error_deg,3.950515575352584
42,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,attitude_error_deg,6.070941448273149
42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,attitude_error_deg,1.4712373933863874
42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,attitude_error_deg,2.2694286161902433
42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,attitude_error_deg,4.284552650891433
42,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,attitude_error_deg,6.944584189686468
42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,attitude_error_deg,1.2840112265699586
42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,attitude_error_deg,1.9992274551921854
42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,attitude_error_deg,3.5710877054027392
42,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,attitude_error_deg,5.296727329046424
42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,attitude_error_deg,1.1988268766190742
42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,attitude_error_deg,1.772567958511711
42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,attitude_error_deg,3.035588538802986
42,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,attitude_error_deg,5.351825507347558
42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,attitude_error_deg,1.2722876915818946
42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,attitude_error_deg,1.7000519522039286
42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,attitude_error_deg,3.064477419802634
42,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,attitude_error_deg,5.061718236809398
42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,attitude_error_deg,1.2922674160820848
42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,attitude_error_deg,1.779724413444253
42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,attitude_error_deg,2.979850810522697
42,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,attitude_error_deg,5.510551294112624
42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,attitude_error_deg,1.3580090529712796
42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,attitude_error_deg,1.9893249658681535
42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,attitude_error_deg,3.629601687028138
42,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,attitude_error_deg,5.828795561179275
17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,body_rate_rmse_rad_s,0.5619771453138035
17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,body_rate_rmse_rad_s,0.5316276862954696
17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,body_rate_rmse_rad_s,0.6061456647058073
17,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,body_rate_rmse_rad_s,0.6932807119455628
17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,body_rate_rmse_rad_s,0.5437917577858278
17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,body_rate_rmse_rad_s,0.554091411948374
17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,body_rate_rmse_rad_s,0.5822998166571918
17,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,body_rate_rmse_rad_s,0.6291595462385188
17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,body_rate_rmse_rad_s,0.4493565761941317
17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,body_rate_rmse_rad_s,0.511005679256703
17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,body_rate_rmse_rad_s,0.5645281878432944
17,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,body_rate_rmse_rad_s,0.5352832406710408
17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,body_rate_rmse_rad_s,0.5399545934367994
17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,body_rate_rmse_rad_s,0.5665396637858569
17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,body_rate_rmse_rad_s,0.5690288190031161
17,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,body_rate_rmse_rad_s,0.6562789623120678
17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,body_rate_rmse_rad_s,0.5445082624346029
17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,body_rate_rmse_rad_s,0.522308483154721
17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,body_rate_rmse_rad_s,0.4988036644677375
17,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,body_rate_rmse_rad_s,0.48780969191912743
17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,body_rate_rmse_rad_s,0.49777231742328726
17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,body_rate_rmse_rad_s,0.44846489035804804
17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,body_rate_rmse_rad_s,0.49335305394405465
17,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,body_rate_rmse_rad_s,0.5951478011068103
17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,body_rate_rmse_rad_s,0.4790180664383273
17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,body_rate_rmse_rad_s,0.6090293458554911
17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,body_rate_rmse_rad_s,0.5618948720015354
17,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,body_rate_rmse_rad_s,0.5708199369381322
17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,body_rate_rmse_rad_s,0.6007279920790904
17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,body_rate_rmse_rad_s,0.5466583348245261
17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,body_rate_rmse_rad_s,0.6206696513729096
17,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,body_rate_rmse_rad_s,0.7023231379627503
17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,body_rate_rmse_rad_s,0.5445551940421941
17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,body_rate_rmse_rad_s,0.5543507125138374
17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,body_rate_rmse_rad_s,0.6545154805428604
17,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,body_rate_rmse_rad_s,0.6460150876402315
17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,body_rate_rmse_rad_s,0.6010194332979779
17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,body_rate_rmse_rad_s,0.5643999571269996
17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,body_rate_rmse_rad_s,0.6260238415548602
17,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,body_rate_rmse_rad_s,0.5804222422906736
17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,body_rate_rmse_rad_s,0.5242412525417668
17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,body_rate_rmse_rad_s,0.6337594479467622
17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,body_rate_rmse_rad_s,0.7322075821227971
17,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,body_rate_rmse_rad_s,0.6475085025456018
17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,body_rate_rmse_rad_s,0.5464108966705735
17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,body_rate_rmse_rad_s,0.5759970064113579
17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,body_rate_rmse_rad_s,0.6510973122987423
17,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,body_rate_rmse_rad_s,0.6382837517426422
17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,body_rate_rmse_rad_s,0.5528062519712666
17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,body_rate_rmse_rad_s,0.6332639074145637
17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,body_rate_rmse_rad_s,0.5991301289312887
17,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,body_rate_rmse_rad_s,0.6349718524928125
17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,body_rate_rmse_rad_s,0.54457490223179
17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,body_rate_rmse_rad_s,0.6085769338565149
17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,body_rate_rmse_rad_s,0.6163981944800815
17,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,body_rate_rmse_rad_s,0.626157035822806
17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,body_rate_rmse_rad_s,0.5449412823835681
17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,body_rate_rmse_rad_s,0.6064975686880584
17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,body_rate_rmse_rad_s,0.6092795082548232
17,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,body_rate_rmse_rad_s,0.6352426736720638
17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,body_rate_rmse_rad_s,0.6126144949965739
17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,body_rate_rmse_rad_s,0.5579676095359404
17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,body_rate_rmse_rad_s,0.6004105487149611
17,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,body_rate_rmse_rad_s,0.566723098718402
17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,body_rate_rmse_rad_s,0.5578743898629627
17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,body_rate_rmse_rad_s,0.5676522980112023
17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,body_rate_rmse_rad_s,0.5923038011365261
17,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,body_rate_rmse_rad_s,0.6599216548452717
23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,body_rate_rmse_rad_s,0.5558465823670794
23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,body_rate_rmse_rad_s,0.5411726831280687
23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,body_rate_rmse_rad_s,0.6041233972044874
23,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,body_rate_rmse_rad_s,0.7325986708092026
23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,body_rate_rmse_rad_s,0.539208574187658
23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,body_rate_rmse_rad_s,0.5671006840867485
23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,body_rate_rmse_rad_s,0.5707310194212849
23,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,body_rate_rmse_rad_s,0.6729043564035379
23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,body_rate_rmse_rad_s,0.4422824102509942
23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,body_rate_rmse_rad_s,0.5147095697886742
23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,body_rate_rmse_rad_s,0.5784621157596689
23,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,body_rate_rmse_rad_s,0.5523639010689453
23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,body_rate_rmse_rad_s,0.5470719089159553
23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,body_rate_rmse_rad_s,0.5642192825769928
23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,body_rate_rmse_rad_s,0.5654766928435675
23,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,body_rate_rmse_rad_s,0.6913309766749968
23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,body_rate_rmse_rad_s,0.5231667664739533
23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,body_rate_rmse_rad_s,0.522129232093861
23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,body_rate_rmse_rad_s,0.5301689694759586
23,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1.0,138,body_rate_rmse_rad_s,0.5212452045334924
23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.1,131,body_rate_rmse_rad_s,0.5096393519910623
23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.2,131,body_rate_rmse_rad_s,0.45467306097881505
23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0.5,131,body_rate_rmse_rad_s,0.5029258268266432
23,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,1.0,131,body_rate_rmse_rad_s,0.6151156460961337
23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.1,146,body_rate_rmse_rad_s,0.48567701039661587
23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.2,146,body_rate_rmse_rad_s,0.6087787131174904
23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0.5,146,body_rate_rmse_rad_s,0.5487277716240767
23,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1.0,146,body_rate_rmse_rad_s,0.5940831431281236
23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.1,114,body_rate_rmse_rad_s,0.5954270615459528
23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.2,114,body_rate_rmse_rad_s,0.5266860621463204
23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,0.5,114,body_rate_rmse_rad_s,0.6178828583756419
23,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1.0,114,body_rate_rmse_rad_s,0.7076759855493193
23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.1,168,body_rate_rmse_rad_s,0.5457492045416003
23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.2,168,body_rate_rmse_rad_s,0.5683764116255585
23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,0.5,168,body_rate_rmse_rad_s,0.6510191398865701
23,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1.0,168,body_rate_rmse_rad_s,0.6273475980597581
23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.1,182,body_rate_rmse_rad_s,0.6127930652359399
23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.2,182,body_rate_rmse_rad_s,0.6067550006710819
23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0.5,182,body_rate_rmse_rad_s,0.6171671097110557
23,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1.0,182,body_rate_rmse_rad_s,0.5991787655192855
23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.1,160,body_rate_rmse_rad_s,0.5494887389948218
23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.2,160,body_rate_rmse_rad_s,0.6375170376071397
23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,0.5,160,body_rate_rmse_rad_s,0.7238169258758133
23,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1.0,160,body_rate_rmse_rad_s,0.6404503462608535
23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.1,161,body_rate_rmse_rad_s,0.552668069934205
23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.2,161,body_rate_rmse_rad_s,0.5822528522925022
23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,0.5,161,body_rate_rmse_rad_s,0.6473349101913747
23,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1.0,161,body_rate_rmse_rad_s,0.6525660241191702
23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.1,150,body_rate_rmse_rad_s,0.5312620649585565
23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.2,150,body_rate_rmse_rad_s,0.6325053637359764
23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0.5,150,body_rate_rmse_rad_s,0.5903795251926333
23,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,1.0,150,body_rate_rmse_rad_s,0.6304331125841188
23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.1,155,body_rate_rmse_rad_s,0.5241918085082813
23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.2,155,body_rate_rmse_rad_s,0.6146622700095467
23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0.5,155,body_rate_rmse_rad_s,0.6244909286479984
23,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,1.0,155,body_rate_rmse_rad_s,0.614333980579427
23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.1,140,body_rate_rmse_rad_s,0.553110961758129
23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.2,140,body_rate_rmse_rad_s,0.6088945223242851
23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0.5,140,body_rate_rmse_rad_s,0.5958104171782584
23,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,1.0,140,body_rate_rmse_rad_s,0.6410302466864863
23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.1,201,body_rate_rmse_rad_s,0.6043080681181473
23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.2,201,body_rate_rmse_rad_s,0.5671484906265277
23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,0.5,201,body_rate_rmse_rad_s,0.5995224461368729
23,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1.0,201,body_rate_rmse_rad_s,0.5985507015568878
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.1,164,body_rate_rmse_rad_s,0.5712828689355605
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.2,164,body_rate_rmse_rad_s,0.5644908052724318
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,0.5,164,body_rate_rmse_rad_s,0.5916859188727831
23,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1.0,164,body_rate_rmse_rad_s,0.6719187211312787
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.1,130,body_rate_rmse_rad_s,0.5537834689827106
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.2,130,body_rate_rmse_rad_s,0.5365734880009264
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0.5,130,body_rate_rmse_rad_s,0.5885311725914473
42,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,1.0,130,body_rate_rmse_rad_s,0.6776381298227778
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.1,145,body_rate_rmse_rad_s,0.5504526383144165
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.2,145,body_rate_rmse_rad_s,0.5645660843076179
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0.5,145,body_rate_rmse_rad_s,0.5857766889757076
42,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,1.0,145,body_rate_rmse_rad_s,0.6367480503292501
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.1,144,body_rate_rmse_rad_s,0.4601633584574671
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.2,144,body_rate_rmse_rad_s,0.5070936983587367
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,0.5,144,body_rate_rmse_rad_s,0.5647518691684843
42,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1.0,144,body_rate_rmse_rad_s,0.5487903751145408
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.1,153,body_rate_rmse_rad_s,0.5404964252053598
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.2,153,body_rate_rmse_rad_s,0.5680757024016273
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0.5,153,body_rate_rmse_rad_s,0.5668789445112856
42,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,1.0,153,body_rate_rmse_rad_s,0.6561727139460221
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.1,138,body_rate_rmse_rad_s,0.5306515658933975
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.2,138,body_rate_rmse_rad_s,0.5122405687595857
42,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0.5,138,body_rate_rmse_rad_s,0.4980371822751314
