model,seed,cohort,log_id,horizon_s,position_rmse_m,velocity_rmse_m_s,attitude_error_deg,body_rate_rmse_rad_s,delta_v_rmse_m_s,delta_omega_rmse_rad_s,velocity_x_rmse_m_s,velocity_y_rmse_m_s,velocity_z_rmse_m_s,body_rate_p_rmse_rad_s,body_rate_q_rmse_rad_s,body_rate_r_rmse_rad_s,n_windows
B2_StandardGRU,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.1122917034999642,0.37032161531341384,4.22265671060065,0.5645281878432944,0.37032161531341384,0.5645281878432944,0.2073093496755299,0.17504092225815476,0.25203493377002234,0.49086082810331855,0.22971113722570416,0.15805225635160028,144
B2_StandardGRU,17,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.3401198048160254,0.6599768267369087,6.456471918787028,0.5352832406710408,0.6599768267369087,0.5352832406710408,0.4125278681674823,0.38278556022512805,0.34476859586981945,0.43145601631285246,0.27099286859856453,0.16412409603545758,144
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,0.018297520092448984,0.1700440305343062,1.5619469278092148,0.5399545934367994,0.1700440305343062,0.5399545934367994,0.06359155554609393,0.061448509040108124,0.14524175405277873,0.4726451361130596,0.23473577642862495,0.11426571465937337,153
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.04074705310380606,0.23836151876922873,2.5979264990960917,0.5665396637858569,0.23836151876922873,0.5665396637858569,0.09448069735736332,0.08455871115948774,0.20184012441505778,0.4905483785069589,0.244374126096879,0.14356449937631433,153
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.13869285323066954,0.39186896036113855,5.048225138399652,0.5690288190031161,0.39186896036113855,0.5690288190031161,0.19666061697464454,0.17813791842731744,0.28836221292682246,0.4809149258192525,0.25723817475887994,0.16230573750506744,153
B2_StandardGRU,17,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.397251003766311,0.7317053681279885,8.37128908537877,0.6562789623120678,0.7317053681279885,0.6562789623120678,0.4533797405997089,0.42205980443421576,0.38949336071620944,0.551612754399496,0.299314464237024,0.19192784335710425,153
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,0.021628590020485408,0.13475604185415352,1.3584131333836744,0.5445082624346029,0.13475604185415352,0.5445082624346029,0.06045709361969187,0.05686994092792071,0.10615997582004716,0.4409948623106812,0.2910439926607739,0.13155293083473707,138
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,0.041032205824233864,0.19759175744723662,2.5304852326887937,0.522308483154721,0.19759175744723662,0.522308483154721,0.07828055967826915,0.1157833329357346,0.13967417943856825,0.4424020609347349,0.21576978752108,0.17472826574195907,138
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.5,0.12372357928529704,0.3355868909071546,4.677233335191161,0.4988036644677375,0.3355868909071546,0.4988036644677375,0.1393715752668991,0.1392829889321544,0.27165119979576546,0.4130722592962104,0.2330241148931336,0.15451914497769928,138
B2_StandardGRU,17,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,0.3396401553755459,0.60644964886933,7.578453866323518,0.48780969191912743,0.60644964886933,0.48780969191912743,0.3409426436917362,0.38323877149151664,0.3235233134596277,0.36534569050409116,0.2651005560016062,0.1849392256065817,138
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.1,0.023055611492101252,0.13032111327186263,1.4079197599700108,0.49777231742328726,0.13032111327186263,0.49777231742328726,0.05371970511613164,0.04626279959022744,0.1093505337011574,0.41422562277221237,0.24541751478838528,0.12635132317081346,131
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.2,0.0460354612543846,0.17154600481196064,1.959053231765182,0.44846489035804804,0.17154600481196064,0.44846489035804804,0.07701399057930697,0.06238602011677307,0.14001736148058647,0.3743529495376977,0.205694066365441,0.13664032391037256,131
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.5,0.1310759135376375,0.29859648491782387,4.081483297050321,0.49335305394405465,0.29859648491782387,0.49335305394405465,0.14416560358103198,0.13336489514873556,0.2249220849346807,0.41327750148729203,0.22191354353377718,0.15281793676342115,131
B2_StandardGRU,17,Sep17,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,0.34962494775138275,0.6279970495934822,7.450525921721815,0.5951478011068103,0.6279970495934822,0.5951478011068103,0.34830090819469595,0.4249491902450295,0.30411339555988376,0.5166513645321836,0.252683264093179,0.15304718467361939,131
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.1,0.0160476254743038,0.1438878117561204,1.4032411079469826,0.4790180664383273,0.1438878117561204,0.4790180664383273,0.05665198067383063,0.06907149442584778,0.11279797921716832,0.4076336911068177,0.21433416392718782,0.13173438435950804,146
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.2,0.03727305950297965,0.2094634403429353,2.3728601924869186,0.6090293458554911,0.2094634403429353,0.6090293458554911,0.10453388495463517,0.08463887228740856,0.16057353777788308,0.5384413122814165,0.24081377942233437,0.15167867675505606,146
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.5,0.12016761384861706,0.3594692435803127,4.275844100866328,0.5618948720015354,0.3594692435803127,0.5618948720015354,0.1941625343989882,0.17978360272821495,0.24330413787280167,0.4841455985255234,0.2203287119442763,0.1810639260122255,146
B2_StandardGRU,17,Sep17,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.3292222409366492,0.6467712541104693,7.212742927965045,0.5708199369381322,0.6467712541104693,0.5708199369381322,0.403528557785219,0.36262419948211866,0.3521099943843729,0.47216582465391627,0.26337101847874556,0.18311346498935743,146
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.1,0.016038578241960946,0.20052790687115676,1.4716326013254215,0.6007279920790904,0.20052790687115676,0.6007279920790904,0.10228254357905432,0.08444088869582024,0.15039766962751214,0.5341071720823035,0.23385204254363134,0.1446266621193758,114
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2,0.040990408729152786,0.30918460956241817,2.3246061939618996,0.5466583348245261,0.30918460956241817,0.5466583348245261,0.19380261124915288,0.12943713215463512,0.20317898386117156,0.47365350750203944,0.22087066533168478,0.1603241686710961,114
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.5,0.13558910826364737,0.389508621094766,4.413815737028658,0.6206696513729096,0.389508621094766,0.6206696513729096,0.24331011002123834,0.1971468537033689,0.23162528865273196,0.5441541429280213,0.2411718995145227,0.17596363190783704,114
B2_StandardGRU,17,Sep17,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.34690435331965913,0.6860771118640652,8.065678914528227,0.7023231379627503,0.6860771118640652,0.7023231379627503,0.40389766686305717,0.45063194641092774,0.3232635565606098,0.5817185906516339,0.335577149139525,0.20554621957970962,114
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.1,0.015249058942216504,0.11923349609670052,1.3165172441700261,0.5445551940421941,0.11923349609670052,0.5445551940421941,0.047165190007563695,0.04387396477196346,0.10033517159092725,0.4770357572314942,0.20202250218275786,0.16782179325917151,168
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.2,0.0290790905238958,0.15533909426952716,2.1672846472838296,0.5543507125138374,0.15533909426952716,0.5543507125138374,0.06548194528522523,0.07777946172054634,0.11744234493827972,0.48865231146992133,0.21409210530758488,0.15062603163022031,168
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5,0.09124618567845837,0.34723804138317155,4.136544675776466,0.6545154805428604,0.34723804138317155,0.6545154805428604,0.20191933083521257,0.16715305768598848,0.22773382824013153,0.5679533177634598,0.27544350763964404,0.1730618883836046,168
B2_StandardGRU,17,Sep7,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.2919045976760462,0.5861489990208459,6.869961961100897,0.6460150876402315,0.5861489990208459,0.6460150876402315,0.3347492074292128,0.3893922284901701,0.28264343185383367,0.5251594172110202,0.3281443336377889,0.1840227602086469,168
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.1,0.059582695341743604,0.11732436847647199,1.401723855665228,0.6010194332979779,0.11732436847647199,0.6010194332979779,0.05168466401721478,0.04215262216203516,0.09652387988832242,0.5361106402145758,0.2254218704625809,0.15164010342812234,182
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.2,0.11304232238609381,0.1716009906153253,2.2468225055099533,0.5643999571269996,0.1716009906153253,0.5643999571269996,0.07685759530067089,0.0641163173332986,0.1393876173710384,0.4945519573092956,0.22103829952464585,0.1584542308357734,182
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.2746770761572336,0.3182390753516594,3.9011101617353527,0.6260238415548602,0.3182390753516594,0.6260238415548602,0.17769341672161243,0.15396838509875815,0.21446420476284395,0.5480085273123871,0.2614255816041486,0.15247678338339243,182
B2_StandardGRU,17,Sep7,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.635073430162332,0.6059490982028282,5.761672012596997,0.5804222422906736,0.6059490982028282,0.5804222422906736,0.3816391171208314,0.36454158237600903,0.2977168598095319,0.4937963154959712,0.263378381397071,0.15390583601993663,182
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.1,0.021796018823468613,0.12228191324464899,1.4271107125535334,0.5242412525417668,0.12228191324464899,0.5242412525417668,0.055882739771449315,0.04758222353522311,0.0978055095884296,0.44139872405194597,0.23577403762854277,0.1562263116514275,160
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.2,0.041525996400820386,0.1565015760387926,2.2354934342852286,0.6337594479467622,0.1565015760387926,0.6337594479467622,0.07102257388101207,0.06686810608783432,0.12238134535201145,0.5833123433878056,0.20163354739146683,0.1440196531017371,160
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.5,0.1226711070619163,0.30603857174514276,3.8318947678208937,0.7322075821227971,0.30603857174514276,0.7322075821227971,0.1709586718480133,0.1664473457861936,0.191645560857802,0.6855887940517508,0.21466545677900206,0.1414732853037667,160
B2_StandardGRU,17,Sep7,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.3449458758420377,0.6854492390177201,6.09011037483899,0.6475085025456018,0.6854492390177201,0.6475085025456018,0.39314749559329076,0.4867669104458423,0.2798815479335934,0.5626259867310199,0.2830917855543607,0.15026077623730538,160
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.1,0.020835595757850097,0.12387283284648468,1.4021935754925106,0.5464108966705735,0.12387283284648468,0.5464108966705735,0.05028742084450637,0.050347667196423224,0.10139411437602701,0.48033914197514205,0.212788629360327,0.15020045240237437,161
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.2,0.03901581336585204,0.18094644455692704,2.220722223160671,0.5759970064113579,0.18094644455692704,0.5759970064113579,0.08206783051563299,0.08025337035009346,0.13987810243101367,0.501062091035732,0.22351258207597274,0.1753609362870684,161
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.5,0.1156689763249565,0.4282776879939973,4.13966367708682,0.6510973122987423,0.4282776879939973,0.6510973122987423,0.24719770244257697,0.24062876351891213,0.2537969111473864,0.5496792660975702,0.3125923838282644,0.15513354272253843,161
B2_StandardGRU,17,Sep7,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.360899576750326,0.693525290746372,6.94548536787599,0.6382837517426422,0.693525290746372,0.6382837517426422,0.43812362360722523,0.44650511370983387,0.2994297960675971,0.5436839676722531,0.2877806771902082,0.17028262645015885,161
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.1,0.022509578436654253,0.277848067263074,1.259540986268535,0.5528062519712666,0.277848067263074,0.5528062519712666,0.14425357009187229,0.2232573244167804,0.08091120498321268,0.47153528126264993,0.2516401090700663,0.1411612066053498,150
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.2,0.04555640619081967,0.23156956397733564,1.9873065906407763,0.6332639074145637,0.23156956397733564,0.6332639074145637,0.0915052007543823,0.17169977819318114,0.12558044180510727,0.5797040483777651,0.2041489913706895,0.1526092462818716,150
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5,0.11671210512973947,0.31259749246144486,3.5228423126998925,0.5991301289312887,0.31259749246144486,0.5991301289312887,0.16838571267349994,0.18619172187403973,0.186268856135965,0.5240440381469167,0.2572967857221741,0.13465927941635916,150
B2_StandardGRU,17,Sep7,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.32740504291302536,0.549460871926039,5.264845878903599,0.6349718524928125,0.549460871926039,0.6349718524928125,0.33276019453255884,0.3501300742947789,0.2618908814500979,0.4802331997782848,0.38533535311987244,0.15518373924109208,150
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.1,0.05907500997990514,0.0988383195147788,1.2146077739879368,0.54457490223179,0.0988383195147788,0.54457490223179,0.043935254181840445,0.046615398021407406,0.07527092075820739,0.49260528484642385,0.198774501959985,0.11996063876412559,155
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.2,0.10615664093616234,0.12537205353900013,1.7833133968606287,0.6085769338565149,0.12537205353900013,0.6085769338565149,0.058540750152197826,0.06284493793848989,0.0913326127717324,0.5465328888859994,0.24233387416475824,0.11376282002666745,155
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.5,0.23171066510259727,0.26970378257979244,3.025534219122878,0.6163981944800815,0.26970378257979244,0.6163981944800815,0.13793513227273554,0.1429498669555614,0.1824263280344649,0.5484732507479463,0.25477579894277297,0.11921878897789825,155
B2_StandardGRU,17,Sep7,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.458123034675128,0.5629421428144887,5.523693698464578,0.626157035822806,0.5629421428144887,0.626157035822806,0.33702466896008026,0.3528571618576803,0.28073128075556414,0.519569732969547,0.32267272029408656,0.1341724326021204,155
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.1,0.08520116605069257,0.11586115213308808,1.222540263772063,0.5449412823835681,0.11586115213308808,0.5449412823835681,0.042743062939128794,0.054814390014388,0.0926942273905922,0.4811522288969825,0.21614532167912168,0.13687488370604195,140
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.2,0.1655099660065887,0.16805572760176574,1.7316458490071949,0.6064975686880584,0.16805572760176574,0.6064975686880584,0.07198330021249609,0.08969715279244715,0.12253796493823832,0.5553051553002601,0.19626780930155774,0.14475645876245855,140
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5,0.4198476200525967,0.2833550599047995,3.1110810861331375,0.6092795082548232,0.2833550599047995,0.6092795082548232,0.16602647138294824,0.14929793592233784,0.1744575223460114,0.5566122874894516,0.21202668802888686,0.12825351518964423,140
B2_StandardGRU,17,Sep7,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.852175463407855,0.574934828098384,5.3289770812417805,0.6352426736720638,0.574934828098384,0.6352426736720638,0.39584384715865356,0.3489889142922981,0.2281763417364689,0.5667951616484244,0.25426353830677045,0.13276502654573605,140
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.1,0.039225204724890876,0.09883087135281898,1.2962024433458856,0.6126144949965739,0.09883087135281898,0.6126144949965739,0.04887258412024115,0.04072351700773847,0.075634693205485,0.5660647982409919,0.2100236488827544,0.10371706986926463,201
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.2,0.06989867351261184,0.13699178263631911,1.8216191094505327,0.5579676095359404,0.13699178263631911,0.5579676095359404,0.07173526741754219,0.07209697642172895,0.09177595496236944,0.5183986745982764,0.18249067840058272,0.09637333533139296,201
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.5,0.20227588205091837,0.45625683945038514,3.137735206994753,0.6004105487149611,0.45625683945038514,0.6004105487149611,0.23537807654899923,0.34049452914258327,0.19191388758846623,0.5225230811708109,0.26054383919149904,0.13992628241798277,201
B2_StandardGRU,17,Sep7,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.483770604234896,0.5463839115254244,5.732273202765129,0.566723098718402,0.5463839115254244,0.566723098718402,0.3333416965623778,0.3680994034776845,0.22786294403897986,0.4885793312158038,0.2540724317328501,0.13383761490351542,201
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.1,0.12782978464594535,0.11875372556944028,1.3529983087127788,0.5578743898629627,0.11875372556944028,0.5578743898629627,0.0596597813459468,0.050022738209745767,0.0896709734996503,0.5084829257910422,0.189819004246854,0.1289871880098455,164
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.2,0.26542433465655013,0.16984190724315706,1.8992514633199413,0.5676522980112023,0.16984190724315706,0.5676522980112023,0.09892550049254943,0.09030743697294595,0.10442502399170975,0.5052769888999616,0.22568962728577177,0.12644559328500266,164
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.5,0.6697965642625322,0.36052035082151257,3.556422583398095,0.5923038011365261,0.36052035082151257,0.5923038011365261,0.2191605468648924,0.21929485672673724,0.1839927821072,0.5339794428610246,0.22147203971927565,0.12899567072266752,164
B2_StandardGRU,17,Sep7,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,1.3921083133817704,0.6751381607299684,5.720498697395104,0.6599216548452717,0.6751381607299684,0.6599216548452717,0.4078557648700837,0.4720131383060287,0.2582030371676086,0.5782137361106364,0.2869088052540715,0.1372909442548285,164
B2_StandardGRU,23,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.1,0.01907695495692875,0.13811248432822024,1.4332487400108433,0.5558465823670794,0.13811248432822024,0.5558465823670794,0.060950953829132785,0.053223179034587495,0.11192556798195867,0.47474149512367625,0.24597248216044956,0.15193246511765085,130
B2_StandardGRU,23,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.2,0.03960856464188177,0.19947674516524377,2.402760284007449,0.5411726831280687,0.19947674516524377,0.5411726831280687,0.07843136458088588,0.07875067361208926,0.1656436666985549,0.47658451685412384,0.21133227949399705,0.14516796789521255,130
B2_StandardGRU,23,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.1318920357736623,0.3862584462394438,4.848701375581996,0.6041233972044874,0.3862584462394438,0.6041233972044874,0.16916612568145364,0.20902317038488583,0.27728635641784993,0.5142075289239789,0.2649824374579102,0.17418382268928126,130
B2_StandardGRU,23,Sep17,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.415799451898983,0.7894268211525483,8.096153644525796,0.7325986708092026,0.7894268211525483,0.7325986708092026,0.40786695947074886,0.532855390492514,0.4158177270754271,0.5430929176142374,0.45077982998949756,0.19633756691806362,130
B2_StandardGRU,23,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.1,0.02076680086737308,0.1785442671327195,1.5953261403915036,0.539208574187658,0.1785442671327195,0.539208574187658,0.06235628648180278,0.0860131419637529,0.14349734586981927,0.47973923543835906,0.19925075787020302,0.14455202505207407,145
B2_StandardGRU,23,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.2,0.04362017592351084,0.2202462849660264,2.2769621319070716,0.5671006840867485,0.2202462849660264,0.5671006840867485,0.08387343593697281,0.12975610563628387,0.1569618610859599,0.48770841397907067,0.2413494033728994,0.15966888963484097,145
B2_StandardGRU,23,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.5,0.13532809686346053,0.3866210710875046,4.491426186810249,0.5707310194212849,0.3866210710875046,0.5707310194212849,0.17293096682272296,0.23231205902124413,0.2561285625538814,0.4743951703383823,0.27066928263913376,0.16559365424101558,145
B2_StandardGRU,23,Sep17,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.3933929037853785,0.6987296819381121,7.140609043755597,0.6729043564035379,0.6987296819381121,0.6729043564035379,0.37766626663911146,0.475531317944497,0.3456317767772238,0.518826554162174,0.3747179819650113,0.2078598411313103,145
B2_StandardGRU,23,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.1,0.016511575149261687,0.1332084890887313,1.3882249491639935,0.4422824102509942,0.1332084890887313,0.4422824102509942,0.0627052887587185,0.048888922468845124,0.10687572964346782,0.37042059615377915,0.19714062430629073,0.13977799043709824,144
B2_StandardGRU,23,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.2,0.03599450166341838,0.1961171088355189,2.1152253464663406,0.5147095697886742,0.1961171088355189,0.5147095697886742,0.10023133773581566,0.07485367867433121,0.1510381610806077,0.4336451579778252,0.23639890584298828,0.14489090899938153,144
B2_StandardGRU,23,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.5,0.12011301169414243,0.39922960389047596,4.307539174364803,0.5784621157596689,0.39922960389047596,0.5784621157596689,0.2401550772196487,0.16646222798677215,0.27202967147326196,0.4930358113032023,0.2524025598079838,0.16681443565867676,144
B2_StandardGRU,23,Sep17,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.36406304176636833,0.7080083569482151,6.643860392797955,0.5523639010689453,0.7080083569482151,0.5523639010689453,0.44912083814274373,0.39843611584425126,0.3752532049768754,0.4351519362578006,0.29905550553210597,0.16221737325615654,144
B2_StandardGRU,23,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.1,0.018548585431572787,0.17132903482544115,1.6077823507425213,0.5470719089159553,0.17132903482544115,0.5470719089159553,0.06488340025665464,0.06194739724978367,0.145966785671705,0.476042593094593,0.2375695925052097,0.12740412788301494,153
B2_StandardGRU,23,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.2,0.04083725222684426,0.23587856525635897,2.6247150492351836,0.5642192825769928,0.23587856525635897,0.5642192825769928,0.09278486075894961,0.07702565441328842,0.20272324909478293,0.4785337162348705,0.2596455938398359,0.14809809876463617,153
B2_StandardGRU,23,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.5,0.1395521789599699,0.39863636196677055,5.0649545268639695,0.5654766928435675,0.39863636196677055,0.5654766928435675,0.20439053907429972,0.1860953132138088,0.2872350797149849,0.46693959030151105,0.27998168240119625,0.15277947073527617,153
B2_StandardGRU,23,Sep17,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.40861663561524714,0.74096536971764,7.485016395672595,0.6913309766749968,0.74096536971764,0.6913309766749968,0.4606435074920075,0.3802609010423198,0.43845055053534016,0.558593168726983,0.3690749730704936,0.17232485431581754,153
B2_StandardGRU,23,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.1,0.022164307199246384,0.14121628432043956,1.4028923077092343,0.5231667664739533,0.14121628432043956,0.5231667664739533,0.05466175870900628,0.048315230640467076,0.12091223916654621,0.4181116367810321,0.28126450006605397,0.14062860922902945,138
B2_StandardGRU,23,Sep17,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.2,0.04177970992232627,0.1921631740471985,2.662667441813176,0.522129232093861,0.1921631740471985,0.522129232093861,0.0731704411229799,0.1066517876600109,0.14212025962080982,0.42378388661222405,0.25977775496157984,0.15981761630647587,138
