model,seed,cohort,horizon_s,position_rmse_m_mean_across_flights,position_rmse_m_std_across_flights,velocity_rmse_m_s_mean_across_flights,velocity_rmse_m_s_std_across_flights,attitude_error_deg_mean_across_flights,attitude_error_deg_std_across_flights,body_rate_rmse_rad_s_mean_across_flights,body_rate_rmse_rad_s_std_across_flights,delta_v_rmse_m_s_mean_across_flights,delta_v_rmse_m_s_std_across_flights,delta_omega_rmse_rad_s_mean_across_flights,delta_omega_rmse_rad_s_std_across_flights,velocity_x_rmse_m_s_mean_across_flights,velocity_x_rmse_m_s_std_across_flights,velocity_y_rmse_m_s_mean_across_flights,velocity_y_rmse_m_s_std_across_flights,velocity_z_rmse_m_s_mean_across_flights,velocity_z_rmse_m_s_std_across_flights,body_rate_p_rmse_rad_s_mean_across_flights,body_rate_p_rmse_rad_s_std_across_flights,body_rate_q_rmse_rad_s_mean_across_flights,body_rate_q_rmse_rad_s_std_across_flights,body_rate_r_rmse_rad_s_mean_across_flights,body_rate_r_rmse_rad_s_std_across_flights,n_flights,n_windows
B2_StandardGRU,23,Sep7,1.0,0.5675809285921884,0.3596642499061621,0.6157170927344298,0.07776197767274665,5.982187191717056,0.8123212067771522,0.6306454996108073,0.02420016666152685,0.6157170927344298,0.07776197767274665,0.6306454996108073,0.02420016666152685,0.3793385432718479,0.049344475164757304,0.4060079637562355,0.07124735309542553,0.2603554203242979,0.0379612764628907,0.5310698765281875,0.03388343854981012,0.3023058004359244,0.032499466117318854,0.1498112257529193,0.02141188819540359,9,1481
B2_StandardGRU,42,ALL,0.1,0.035169717334037454,0.031109682020350936,0.14495216236968078,0.037867406605626305,1.4130256429973742,0.1083334292658538,0.5483794331513228,0.041166080954401406,0.14495216236968078,0.037867406605626305,0.5483794331513228,0.041166080954401406,0.06282210294170429,0.024158946880143577,0.06698598435181372,0.03913385302394536,0.10827372594640183,0.015046766326751582,0.4811185619357693,0.047955284271640766,0.22368023487312283,0.026943221668123206,0.13329613572595536,0.014264942308312207,17,2582
B2_StandardGRU,42,ALL,0.2,0.06988022607147458,0.06223157913937585,0.19619477972288255,0.04170759482747408,2.2289348033561684,0.3080890275651775,0.5650685449125675,0.04769500063420826,0.19619477972288255,0.04170759482747408,0.5650685449125675,0.04769500063420826,0.08856058924050093,0.03358099873035643,0.09300255269885922,0.027883063146765124,0.14532320628652012,0.02775875255175106,0.5005209740658307,0.05580119433282904,0.21624125116312082,0.018566325937300454,0.14333947818803708,0.019576318265415157,17,2582
B2_StandardGRU,42,ALL,0.5,0.1908963429723979,0.1474319088832083,0.35546537899543096,0.05120843824370656,4.125763726825424,0.6855655110361599,0.5933875807324946,0.05865476704306346,0.35546537899543096,0.05120843824370656,0.5933875807324946,0.05865476704306346,0.19630284282202148,0.03197842969867079,0.19068292865621111,0.042938230569139944,0.22346592079836972,0.037081863423610056,0.5222663461580447,0.06880759060189506,0.23500730417088206,0.022525115213182564,0.14865407810594175,0.018574083748864042,17,2582
B2_StandardGRU,42,ALL,1.0,0.4697262323362134,0.27266337581530653,0.650696611449709,0.08189952134683151,6.791357065137423,1.2051632945430124,0.6121323463723045,0.054268081309180496,0.650696611449709,0.08189952134683151,0.6121323463723045,0.054268081309180496,0.3912014964702744,0.054494177112525216,0.4178646673742013,0.058017831453306884,0.3054550892877567,0.05458008872183329,0.5184803036774818,0.05732154116551988,0.2750308930557088,0.03415729287251682,0.16733937987892844,0.029533906620611537,17,2582
B2_StandardGRU,42,Sep17,0.1,0.01851927580398196,0.0026165915507600514,0.15210071753664034,0.02390119132626139,1.4779260556898175,0.0824918987978822,0.5302459665563374,0.04755473481337619,0.15210071753664034,0.02390119132626139,0.5302459665563374,0.04755473481337619,0.06623658135022953,0.018330917335390082,0.06477934853208886,0.01902968014942668,0.11961694681023531,0.012270374747352583,0.4575412196725678,0.05164917846047739,0.23042082722376503,0.0349132530899303,0.13131798941105866,0.008047382807015713,8,1101
B2_StandardGRU,42,Sep17,0.2,0.039687025497768806,0.0025237858906156864,0.22067932331009382,0.04596121832937662,2.4276119983785844,0.23140636828955213,0.5374540629190476,0.04653319542072456,0.22067932331009382,0.04596121832937662,0.5374540629190476,0.04653319542072456,0.10234571670404193,0.043462742975823615,0.0978007976857423,0.028157429226558235,0.16639835516840684,0.02325189462194887,0.46210062442706473,0.04820898799956338,0.22711124872317812,0.016448244249541496,0.15252275462684162,0.010771592975315967,8,1101
B2_StandardGRU,42,Sep17,0.5,0.12689403723965165,0.007579650279975356,0.3706077418279852,0.03619117084480784,4.689643898170552,0.3193070351557886,0.5558534135091175,0.04221519177529883,0.3706077418279852,0.03619117084480784,0.5558534135091175,0.04221519177529883,0.1978849923420171,0.03415587924434354,0.18485368436180266,0.031260718667051816,0.250830237078541,0.02070574395499898,0.4750833701305352,0.04495612141366802,0.23735501609521528,0.018431847571290922,0.16238288211776053,0.008062197785950742,8,1101
B2_StandardGRU,42,Sep17,1.0,0.36266834263901937,0.029916010522122036,0.6955118791321241,0.06502090990875997,7.847912808215363,0.6758673477763248,0.6074177776532983,0.07441259181946788,0.6955118791321241,0.06502090990875997,0.6074177776532983,0.07441259181946788,0.4140936378728381,0.04652515502048229,0.4379911384362216,0.057729077179096006,0.343740368277398,0.036390375309415975,0.4976883174289376,0.07150944657006064,0.2894090102331772,0.035178413684691275,0.1908696607933387,0.02033268336675296,8,1101
B2_StandardGRU,42,Sep7,0.1,0.04997010980519788,0.03749618148265761,0.1385978911101612,0.0476602212331139,1.355336387270758,0.0977846845083762,0.5644980701246431,0.02809647422098705,0.1385978911101612,0.0476602212331139,0.5644980701246431,0.02809647422098705,0.059787011023015174,0.02917649389536667,0.06894743841379138,0.05231497694543044,0.09819086295632763,0.008833329949482768,0.5020761995030596,0.03485999405927239,0.2176885972281076,0.017305585209508666,0.13505448800586356,0.018518112576763886,9,1481
B2_StandardGRU,42,Sep7,0.2,0.09671862658143528,0.07757576300290653,0.17443074097869474,0.02232245755097476,2.052332852225132,0.2615778962940073,0.5896147511290296,0.03485060679664966,0.17443074097869474,0.02232245755097476,0.5896147511290296,0.03485060679664966,0.07630714260624229,0.015605707767982986,0.08873744604385202,0.0285955682098707,0.12658974061373193,0.01513456077545162,0.534672395966956,0.03749293977569307,0.20657903110973652,0.01514942625080145,0.13517656579798862,0.02248656961743947,9,1481
B2_StandardGRU,42,Sep7,0.5,0.24778728140150572,0.1889037305850572,0.3420055009220494,0.06054277036830163,3.624536907851976,0.5001950297437253,0.6267512849310521,0.05157822910368869,0.3420055009220494,0.06054277036830163,0.6267512849310521,0.05157822910368869,0.19489648769313656,0.03193298599731982,0.19586447914012975,0.052612928174031424,0.1991420841048841,0.03099324717396976,0.5642067692936086,0.05912225128227226,0.2329204491270303,0.026591054242055635,0.13645069676210284,0.01664635485252955,9,1481
B2_StandardGRU,42,Sep7,1.0,0.5648888009559414,0.35532835627926507,0.610860817954229,0.07695550235493015,5.852196404623697,0.6297256683997258,0.6163230741225322,0.031669939566771,0.610860817954229,0.07695550235493015,0.6163230741225322,0.031669939566771,0.37085292633466227,0.0552751472362872,0.3999744708746276,0.05523522984092227,0.2714237301858534,0.04506198527110805,0.5369620692317433,0.03578460598646146,0.2622503444535147,0.02932780494844825,0.14642357462167488,0.018355751853400503,9,1481
