seed,checkpoint_path,checkpoint_sha256,final_epoch,best_epoch,final_train_loss,final_val_loss,training_time_s,status
17,artifacts/paper_baseline_comparison_v1/B2_StandardGRU.pt,f9895418b7dd2a2757dde8d740109ab42dae258c593fd5902f0076a3faeb0e26,65,,0.3428593127113112,0.37574528461274576,1816.3941045831887,reused_complete
23,artifacts/paper_standard_gru_multiseed_v1/seed23/model.pt,1cfbb865db55e3fc7c248eff4de95892fa9ee9155ee8e81c0318a9021b7d8b03,65,,0.342157386901948,0.38443940000696575,5353.385570913553,complete
42,artifacts/paper_standard_gru_multiseed_v1/seed42/model.pt,98fd6266bdc8926055c7f8b0dc2f37a4333fa92f55f336fb4cba4d3480324f86,65,,0.3417657966583096,0.37851807807509424,5334.5454798825085,complete
