relative_path,folder,filename_date,bytes,sha256,ulog_magic_valid,existing_qgclogs_matches,registered_role,role,flight_id,current_status
9.6数据/log_34_2026-9-6-18-58-10.ulg,9.6数据,2026-09-06,18874368,3b0afa4b3526fae934d9705082c0dbfe247fc39baff68014c06cf6642e71275e,True,/home/zn/QgcLogs/9.6数据/log_34_2026-9-6-18-58-10.ulg | /home/zn/QgcLogs/2026.9.6/log_20_2026-9-6-18-58-10.ulg,train,train,2026.9.6/log_20_2026-9-6-18-58-10.ulg,admitted
9.7数据/log_0_2026-9-7-18-00-56.ulg,9.7数据,2026-09-07,31457280,8ea1a9652b9bcb07c2e8a028fd0e2e1c07f3b611c6754fc7011006ec6f72f1a2,True,/home/zn/QgcLogs/9.7数据/log_0_2026-9-7-18-00-56.ulg,not_registered_in_current_trajectory_manifest,not_admitted,,existing_exclusion_or_unassigned
9.7数据/log_26_2026-9-7-06-30-26.ulg,9.7数据,2026-09-07,22213655,580d9dd51677020f5a87c43f51f9d7082d4157599eab9e148b683e4baa03eadd,True,/home/zn/QgcLogs/2026.9.7/log_26_2026-9-7-06-30-26.ulg | /home/zn/QgcLogs/9.7数据/log_26_2026-9-7-06-30-26.ulg,validation,validation,2026.9.7/log_26_2026-9-7-06-30-26.ulg,admitted
9.7数据/log_27_2026-9-7-05-54-56.ulg,9.7数据,2026-09-07,23222576,0581f71024f354537f8c836f497c26695a9ee69216cbb7d38ca0a58a24dbf088,True,/home/zn/QgcLogs/2026.9.7/log_21_2026-9-7-05-54-56.ulg | /home/zn/QgcLogs/9.7数据/log_27_2026-9-7-05-54-56.ulg,validation,validation,2026.9.7/log_21_2026-9-7-05-54-56.ulg,admitted
9.7数据/log_27_2026-9-7-06-37-24.ulg,9.7数据,2026-09-07,23294988,f265efde972974cc8bad4223ace9abe36dceeddebf26d92fd0f9b1ae0498905b,True,/home/zn/QgcLogs/2026.9.7/log_27_2026-9-7-06-37-24.ulg | /home/zn/QgcLogs/9.7数据/log_27_2026-9-7-06-37-24.ulg,validation,validation,2026.9.7/log_27_2026-9-7-06-37-24.ulg,admitted
9.7数据/log_28_2026-9-7-06-01-40.ulg,9.7数据,2026-09-07,24219781,a907493b8fd3708bac45e39fc54185e2fa4e9f9a35a71ba030f3f38b06c1d51f,True,/home/zn/QgcLogs/2026.9.7/log_22_2026-9-7-06-01-40.ulg | /home/zn/QgcLogs/9.7数据/log_28_2026-9-7-06-01-40.ulg,validation,validation,2026.9.7/log_22_2026-9-7-06-01-40.ulg,admitted
9.7数据/log_28_2026-9-7-06-44-02.ulg,9.7数据,2026-09-07,21233664,8d1191724e9bb10dcc592dc354b6c8cc21f51ae79dd14e9960bc656411cb7758,True,/home/zn/QgcLogs/2026.9.7/log_28_2026-9-7-06-44-02.ulg | /home/zn/QgcLogs/9.7数据/log_28_2026-9-7-06-44-02.ulg,validation,validation,2026.9.7/log_28_2026-9-7-06-44-02.ulg,admitted
9.7数据/log_29_2026-9-7-06-09-22.ulg,9.7数据,2026-09-07,24348912,4b5e90d7f0e7d8ecc77c4c680cde74d6848246d6878e3606503b97570bb9f462,True,/home/zn/QgcLogs/2026.9.7/log_23_2026-9-7-06-09-22.ulg | /home/zn/QgcLogs/9.7数据/log_29_2026-9-7-06-09-22.ulg,validation,validation,2026.9.7/log_23_2026-9-7-06-09-22.ulg,admitted
9.7数据/log_29_2026-9-7-06-51-04.ulg,9.7数据,2026-09-07,28901376,0e3d4d085a0d8bcd87a2c76c5c3230e2ae238cf0d3b54051abd498e0b9c8bf8c,True,/home/zn/QgcLogs/2026.9.7/log_29_2026-9-7-06-51-04.ulg | /home/zn/QgcLogs/9.7数据/log_29_2026-9-7-06-51-04.ulg,validation,validation,2026.9.7/log_29_2026-9-7-06-51-04.ulg,admitted
9.7数据/log_30_2026-9-7-06-16-04.ulg,9.7数据,2026-09-07,23615833,a1945d5edee81010214065ee8ff847438d7306eb73e9a8aa359a727ff7a9070e,True,/home/zn/QgcLogs/2026.9.7/log_24_2026-9-7-06-16-04.ulg | /home/zn/QgcLogs/9.7数据/log_30_2026-9-7-06-16-04.ulg,validation,validation,2026.9.7/log_24_2026-9-7-06-16-04.ulg,admitted
9.7数据/log_30_2026-9-7-06-58-22.ulg,9.7数据,2026-09-07,28469500,b9b276a937ef21b53dc65c8f8cdeb72063f754c0aa9b7a15448580fedd3e9933,True,/home/zn/QgcLogs/2026.9.7/log_30_2026-9-7-06-58-22.ulg | /home/zn/QgcLogs/9.7数据/log_30_2026-9-7-06-58-22.ulg,validation,validation,2026.9.7/log_30_2026-9-7-06-58-22.ulg,admitted
9.8数据/log_0_2026-9-8-05-42-48.ulg,9.8数据,2026-09-08,17913774,41d11cab7c29a50e3d8b308e359b69b800425d2c50232f57cf8633638ae779ae,True,/home/zn/QgcLogs/9.8数据/log_0_2026-9-8-05-42-48.ulg | /home/zn/QgcLogs/2026.9.8/log_0_2026-9-8-05-42-48.ulg,sealed_test_filename_match_not_content_admission,Sep8,2026.9.8/log_0_2026-9-8-05-42-48.ulg,admitted
9.8数据/log_1_2026-9-8-05-49-28.ulg,9.8数据,2026-09-08,24733548,beb4f5cd49db700b4070625816bce259ed2e23c1578dc54d5d3dbaed7ed88ac3,True,/home/zn/QgcLogs/9.8数据/log_1_2026-9-8-05-49-28.ulg | /home/zn/QgcLogs/2026.9.8/log_1_2026-9-8-05-49-28.ulg,sealed_test_filename_match_not_content_admission,Sep8,2026.9.8/log_1_2026-9-8-05-49-28.ulg,admitted
9.8数据/log_2_2026-9-8-05-56-46.ulg,9.8数据,2026-09-08,22729335,fbd85cc58f867e96946b0d1dfdccbfd6552f226b47a70b21937ca8a06f42be6d,True,/home/zn/QgcLogs/9.8数据/log_2_2026-9-8-05-56-46.ulg | /home/zn/QgcLogs/2026.9.8/log_2_2026-9-8-05-56-46.ulg,sealed_test_filename_match_not_content_admission,Sep8,2026.9.8/log_2_2026-9-8-05-56-46.ulg,admitted
9.8数据/log_3_2026-9-8-06-03-36.ulg,9.8数据,2026-09-08,19963729,b926f754feae8bdb4665e2c29cca547a5526a7c6e0e56bc08cac83dc8ae0fd69,True,/home/zn/QgcLogs/9.8数据/log_3_2026-9-8-06-03-36.ulg | /home/zn/QgcLogs/2026.9.8/log_3_2026-9-8-06-03-36.ulg,not_registered_in_current_trajectory_manifest,not_admitted,,existing_exclusion_or_unassigned
9.8数据/log_4_2026-9-8-06-38-56.ulg,9.8数据,2026-09-08,23252960,12a319f5d82a85943caa072d0c2aeb302ea530cefabce53b4a325e463e502af5,True,/home/zn/QgcLogs/9.8数据/log_4_2026-9-8-06-38-56.ulg | /home/zn/QgcLogs/2026.9.8/log_4_2026-9-8-06-38-56.ulg,sealed_test_filename_match_not_content_admission,Sep8,2026.9.8/log_4_2026-9-8-06-38-56.ulg,admitted
9.8数据/log_6_2026-9-8-06-46-18.ulg,9.8数据,2026-09-08,23303638,e7bb1d4beebb4a33ffe62dc5940d65c20a7bcfc8f5ac829ee99077fb06f6dc1d,True,/home/zn/QgcLogs/9.8数据/log_6_2026-9-8-06-46-18.ulg | /home/zn/QgcLogs/2026.9.8/log_6_2026-9-8-06-46-18.ulg,sealed_test_filename_match_not_content_admission,Sep8,2026.9.8/log_6_2026-9-8-06-46-18.ulg,admitted
9.8数据/log_7_2026-9-8-06-55-26.ulg,9.8数据,2026-09-08,21811703,b54473daf2edded6bdf87803b1b47c5ccc0f4ce0a7c1b0481d8714a6d35ee98a,True,/home/zn/QgcLogs/9.8数据/log_7_2026-9-8-06-55-26.ulg | /home/zn/QgcLogs/2026.9.8/log_7_2026-9-8-06-55-26.ulg,sealed_test_filename_match_not_content_admission,Sep8,2026.9.8/log_7_2026-9-8-06-55-26.ulg,admitted
