partition,channel,flight_id,window_id,origin_timestamp_us,end_us,sign,persistence
train,drive,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:4685,186533847,187531890.0,-1.0,0.8692650103978903
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:695,197585282,198583145.0,-1.0,0.8519948827680675
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:745,198583145,199581068.0,1.0,0.8965917751347711
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:1075,205179068,206176959.0,-1.0,0.85711766733054
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:1545,214578950,215576821.0,-1.0,0.8709477148625153
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:2165,226982509,227980568.0,1.0,0.8649254719501274
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:4415,271976210,272984246.0,-1.0,0.8629319285645453
train,drive,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:1:4675,277185083,278182893.0,-1.0,0.8646289654985579
train,drive,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:1:1235,150275957,151271390.0,-1.0,0.8639112084561514
train,drive,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:1:1285,151271390,152276731.0,1.0,0.8595918669773185
train,drive,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:1:3105,187678636,188674208.0,1.0,0.8685627987296415
train,drive,9.18数据/log_2_2026-9-18-18-29-40.ulg,train:9.18数据/log_2_2026-9-18-18-29-40.ulg:3:445,69610500,70605864.0,-1.0,0.8736823983363643
train,drive,9.18数据/log_2_2026-9-18-18-29-40.ulg,train:9.18数据/log_2_2026-9-18-18-29-40.ulg:3:935,79406964,80412197.0,1.0,0.8626502672188118
train,drive,9.18数据/log_2_2026-9-18-18-29-40.ulg,train:9.18数据/log_2_2026-9-18-18-29-40.ulg:3:4765,156014275,157009633.0,-1.0,0.850022109582347
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:835,106512313,107510307.0,1.0,0.9452520338246103
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:895,107709929,108717906.0,-1.0,0.9515015374937459
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1045,110713817,111711955.0,-1.0,0.884774712170219
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1115,112111036,113119007.0,-1.0,0.815906292039497
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2195,133707496,134715542.0,1.0,0.8793123081284951
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:95,153697419,154695374.0,-1.0,0.9170342953862977
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:885,169495597,170493596.0,-1.0,0.8936538489561562
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1985,191491400,192499404.0,1.0,0.8641986140606768
train,common,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:1295,271450967,272448905.0,1.0,0.8811605805687108
train,common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:845,381024094,382029665.0,1.0,0.9055955594672815
train,common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1775,506904255,507909630.0,1.0,0.8617865825296721
train,common,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1875,508905242,509910670.0,-1.0,0.8097063771004667
train,common,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:145,60276199,61274216.0,-1.0,0.8147857359027664
train,common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:1875,72686788,73684853.0,-1.0,0.9117974304384653
train,common,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:75,125989409,126987369.0,-1.0,0.8608302006856059
train,common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:765,433855357,434853505.0,1.0,0.8746655777662571
train,common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1445,447459176,448457148.0,-1.0,0.8622580131598615
train,common,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:115,520874721,521882482.0,-1.0,0.9122577952391593
train,common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:375,63763463,64761361.0,1.0,0.8862632256654004
train,common,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:25,88223627,89231613.0,1.0,0.9196436862655194
train,common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1265,248159953,249155489.0,1.0,0.8030181704684634
train,common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1385,250555119,251550608.0,1.0,0.9177600836799442
train,common,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:4:1645,255749551,256754862.0,1.0,0.8904925115295058
train,common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:315,260231675,261227157.0,-1.0,0.8962353355014124
train,common,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:3:55,292894776,293890232.0,1.0,0.816618416182804
train,common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:0:535,79592495,80588008.0,-1.0,0.8914314453922572
train,common,9.12数据/log_12_2026-9-12-06-29-44.ulg,train:9.12数据/log_12_2026-9-12-06-29-44.ulg:4:255,192367551,193372897.0,1.0,0.883228472596375
train,common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:985,194550795,195548736.0,1.0,0.8709175566054972
train,common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1055,195947958,196945908.0,1.0,0.8384152468891813
train,common,9.12数据/log_2_2026-9-12-18-32-54.ulg,train:9.12数据/log_2_2026-9-12-18-32-54.ulg:3:1235,199550660,200548659.0,1.0,0.8761755269306551
train,common,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:105,144891434,145896876.0,1.0,0.9132212566055908
train,common,9.12数据/log_7_2026-9-12-05-49-02.ulg,train:9.12数据/log_7_2026-9-12-05-49-02.ulg:2:975,252095514,253093376.0,1.0,0.9243136515712838
train,common,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:675,187444110,188441922.0,1.0,0.8202349368964063
train,common,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:0:375,62262558,63250469.0,1.0,0.9133247660513055
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:0:505,105746971,106744949.0,-1.0,0.8853011188010994
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:485,117792141,118790122.0,1.0,0.8472850364106651
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:695,121983550,122991459.0,1.0,0.8746103296748403
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:1:1965,147391087,148389010.0,1.0,0.8768393885713506
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:65,222924165,223932054.0,1.0,0.8966987501593268
train,common,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:925,240128228,241126172.0,-1.0,0.8996560315758723
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:0:305,105843109,106838633.0,-1.0,0.897906518946403
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:55,219775657,220780896.0,1.0,0.9393981489305838
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:445,227581782,228577284.0,1.0,0.8184991442710322
train,common,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:1135,241380680,242376112.0,1.0,0.889484878338048
train,common,9.13数据/log_4_2026-9-13-06-36-26.ulg,train:9.13数据/log_4_2026-9-13-06-36-26.ulg:1:2305,93096603,94094478.0,1.0,0.8741886512760413
train,common,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:465,150616223,151614306.0,-1.0,0.8740270404117642
train,common,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1155,236698977,237697009.0,1.0,0.8186711201834365
train,common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:185,294007794,295005952.0,-1.0,0.9264146937748483
train,common,9.14数据/log_13_2026-9-14-18-28-32.ulg,train:9.14数据/log_13_2026-9-14-18-28-32.ulg:3:945,309207706,310205750.0,1.0,0.8971328768369234
train,common,9.15数据/log_11_2026-9-15-17-51-56.ulg,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:0:145,136696771,137694786.0,-1.0,0.8616145331576657
train,common,9.15数据/log_11_2026-9-15-17-51-56.ulg,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:2:675,236677775,237675810.0,1.0,0.9045505942786817
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:165,105028856,106034231.0,-1.0,0.859297641969267
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1145,124634702,125630312.0,1.0,0.8022394083128153
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:555,238029989,239035398.0,1.0,0.8926724992415208
train,common,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:2:625,239429666,240425219.0,1.0,0.9134669650860229
train,common,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:405,204396874,205404913.0,-1.0,0.9115441344586462
train,common,9.15数据/log_13_2026-9-15-18-10-58.ulg,train:9.15数据/log_13_2026-9-15-18-10-58.ulg:2:1615,228598306,229596340.0,1.0,0.8762656565906998
train,common,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:0:615,86850928,87848886.0,-1.0,0.8706516499339871
train,common,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:505,194096468,195094567.0,1.0,0.9367759543536213
train,common,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:1255,209096416,210094376.0,1.0,0.880338421471491
train,common,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:2:1075,203177129,204185113.0,1.0,0.8288490356411168
train,common,9.16数据/log_1_2026-9-16-18-02-34.ulg,train:9.16数据/log_1_2026-9-16-18-02-34.ulg:5:595,193833876,194831928.0,-1.0,0.8204346927793775
train,common,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:0:125,88219699,89227678.0,-1.0,0.852639373081655
train,common,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:505,206984992,207983032.0,-1.0,0.8635312175316266
train,common,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:1335,223582100,224580130.0,-1.0,0.9310408482223204
train,common,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:0:135,148927207,149925355.0,-1.0,0.9093713884075182
train,common,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:1:415,101131395,102129445.0,1.0,0.8847461059793179
train,common,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:2:265,200456717,201454666.0,1.0,0.9144735225836715
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:285,95514559,96512545.0,1.0,0.8481519236280668
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1265,115114994,116112956.0,1.0,0.937694899870789
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:1685,123518164,124515992.0,-1.0,0.8121262655244166
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:185,155493708,156491740.0,-1.0,0.8558293704497001
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:565,163098420,164096451.0,1.0,0.8469442509788996
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:615,164096451,165094439.0,-1.0,0.9340801792570611
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:735,166491610,167489642.0,1.0,0.8311800072498391
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:855,168896868,169894807.0,-1.0,0.8810678352068331
train,differential,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1835,188497437,189495493.0,-1.0,0.9427562752064582
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:1505,394223607,395229197.0,1.0,0.9073715120964824
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:1635,396826075,397821760.0,-1.0,0.8129120554319558
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:0:1725,398630014,399625708.0,1.0,0.8271458110928067
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:4:115,426586355,427581958.0,1.0,0.8119415485983645
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:4:495,434186562,435192011.0,-1.0,0.960023116474339
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:285,477105698,478101411.0,-1.0,0.9060823583942074
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:975,490905874,491901455.0,-1.0,0.8731363990795753
train,differential,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1145,494306602,495312115.0,-1.0,0.9204172971975974
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:855,74477927,75475930.0,1.0,0.9080548110225819
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:1035,78070353,79078346.0,1.0,0.8166816351891861
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:1165,80675156,81673213.0,1.0,0.8109997294906325
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:1535,88080432,89078390.0,1.0,0.8963221543571117
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:1685,91074401,92072339.0,-1.0,0.94663376955474
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:1735,92072339,93070328.0,-1.0,0.9135743017122131
train,differential,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:2:425,174537093,175535146.0,-1.0,0.9116133752451233
train,differential,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:295,130380591,131378612.0,-1.0,0.8068807180605857
train,differential,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:375,131987319,132985318.0,-1.0,0.8713742593334686
train,differential,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1195,442458768,443456828.0,1.0,0.8256291701350414
train,differential,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:2:305,461721395,462719472.0,1.0,0.8335317595960301
train,differential,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:265,523878701,524876678.0,1.0,0.8337244263965313
train,differential,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:1185,542271667,543279747.0,-1.0,0.9284201055163998
train,differential,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:8:1405,546672897,547680563.0,-1.0,0.9297024192266935
train,differential,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:2:1355,83363436,84361418.0,-1.0,0.934895340181399
train,differential,9.11数据/log_15_2026-9-11-18-40-48.ulg,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1675,149049803,150047825.0,-1.0,0.9105185559013561
train,differential,9.12数据/log_3_2026-9-12-18-40-02.ulg,train:9.12数据/log_3_2026-9-12-18-40-02.ulg:2:405,150894725,151899892.0,-1.0,0.9034367614075546
train,differential,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:5:375,181446855,182444821.0,-1.0,0.9329468102072134
train,differential,9.12数据/log_8_2026-9-12-05-55-30.ulg,train:9.12数据/log_8_2026-9-12-05-55-30.ulg:6:45,191345764,192343592.0,-1.0,0.8534916720845928
train,differential,9.12数据/log_9_2026-9-12-06-03-32.ulg,train:9.12数据/log_9_2026-9-12-06-03-32.ulg:6:605,234196893,235194769.0,1.0,0.8559351263789364
train,differential,9.13数据/log_1_2026-9-13-06-11-06.ulg,train:9.13数据/log_1_2026-9-13-06-11-06.ulg:2:345,228532527,229530458.0,1.0,0.897364970098924
train,differential,9.13数据/log_2_2026-9-13-06-20-06.ulg,train:9.13数据/log_2_2026-9-13-06-20-06.ulg:2:335,225383838,226379324.0,-1.0,0.8139965511839707
train,differential,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:0:315,84774154,85772195.0,-1.0,0.8554248683933859
train,differential,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:1325,167812646,168810744.0,1.0,0.8918988346552242
train,differential,9.13数据/log_7_2026-9-13-18-12-52.ulg,train:9.13数据/log_7_2026-9-13-18-12-52.ulg:4:1445,170217998,171216000.0,-1.0,0.8434764416087158
train,differential,9.14数据/log_12_2026-9-14-18-20-30.ulg,train:9.14数据/log_12_2026-9-14-18-20-30.ulg:2:1305,239702987,240701024.0,1.0,0.9070283436088207
train,differential,9.15数据/log_11_2026-9-15-17-51-56.ulg,train:9.15数据/log_11_2026-9-15-17-51-56.ulg:2:305,229282465,230280481.0,-1.0,0.8268678663102033
train,differential,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:895,119627258,120632667.0,-1.0,0.8640661035390996
train,differential,9.15数据/log_12_2026-9-15-18-03-58.ulg,train:9.15数据/log_12_2026-9-15-18-03-58.ulg:0:1305,127828400,128833857.0,1.0,0.8284110519049359
train,differential,9.15数据/log_14_2026-9-15-18-17-26.ulg,train:9.15数据/log_14_2026-9-15-18-17-26.ulg:2:355,191092496,192090506.0,-1.0,0.9201961781132306
train,differential,9.15数据/log_15_2026-9-15-18-23-44.ulg,train:9.15数据/log_15_2026-9-15-18-23-44.ulg:0:185,70563240,71561200.0,-1.0,0.8154929255480059
train,differential,9.16数据/log_2_2026-9-16-18-08-46.ulg,train:9.16数据/log_2_2026-9-16-18-08-46.ulg:2:575,208382232,209390290.0,-1.0,0.9153681097671488
train,differential,9.16数据/log_3_2026-9-16-18-13-58.ulg,train:9.16数据/log_3_2026-9-16-18-13-58.ulg:0:355,75171994,76169948.0,-1.0,0.91804425095928
train,differential,9.16数据/log_3_2026-9-16-18-13-58.ulg,train:9.16数据/log_3_2026-9-16-18-13-58.ulg:2:915,171092326,172090406.0,1.0,0.8339224595541936
train,differential,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:0:325,152729754,153727881.0,-1.0,0.890331783532218
train,differential,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:2:685,276845055,277843066.0,1.0,0.937012230118945
train,differential,9.16数据/log_4_2026-9-16-18-20-50.ulg,train:9.16数据/log_4_2026-9-16-18-20-50.ulg:2:755,278252287,279240305.0,1.0,0.8772240369466042
train,differential,9.16数据/log_5_2026-9-16-18-26-48.ulg,train:9.16数据/log_5_2026-9-16-18-26-48.ulg:2:135,197851585,198849657.0,1.0,0.92251159876212
train,differential,9.18数据/log_0_2026-9-18-18-15-06.ulg,train:9.18数据/log_0_2026-9-18-18-15-06.ulg:0:435,170043831,171041716.0,-1.0,0.9265568071472031
train,differential,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:0:475,118855397,119850813.0,1.0,0.8892232041541627
train,differential,9.18数据/log_1_2026-9-18-18-23-36.ulg,train:9.18数据/log_1_2026-9-18-18-23-36.ulg:0:715,123655286,124650589.0,1.0,0.9140582209227516
train,differential,9.18数据/log_2_2026-9-18-18-29-40.ulg,train:9.18数据/log_2_2026-9-18-18-29-40.ulg:2:365,57527522,58532891.0,-1.0,0.8519117945108402
train,rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:0:2445,138717577,139715504.0,-1.0,0.9243281601862547
train,rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:995,171691287,172699199.0,-1.0,0.8675597610383067
train,rudder,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:2:1045,172699199,173697171.0,1.0,0.8878911126100385
train,rudder,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:6:1385,499107189,500102719.0,-1.0,0.8870432678553245
train,rudder,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train:2026.9.6/log_19_2026-9-6-18-52-30.ulg:0:225,61872983,62870988.0,-1.0,0.9010354891934483
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:735,49882926,50880899.0,1.0,0.9156960823600209
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:0:2015,75481122,76489182.0,-1.0,0.9175665718701244
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:115,126787783,127785754.0,1.0,0.8505086668569589
train,rudder,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train:2026.9.6/log_20_2026-9-6-18-58-10.ulg:6:1445,153384394,154382453.0,-1.0,0.8965836998412181
train,rudder,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train:2026.9.6/log_28_2026-9-6-07-01-38.ulg:0:1415,446860263,447858314.0,-1.0,0.90498901873033
train,rudder,9.11数据/log_13_2026-9-11-18-28-08.ulg,train:9.11数据/log_13_2026-9-11-18-28-08.ulg:4:885,105428744,106426705.0,-1.0,0.8383566705000584
train,rudder,9.11数据/log_14_2026-9-11-18-34-58.ulg,train:9.11数据/log_14_2026-9-11-18-34-58.ulg:0:545,159430338,160435773.0,1.0,0.8459384596275468
train,rudder,9.11数据/log_15_2026-9-11-18-40-48.ulg,train:9.11数据/log_15_2026-9-11-18-40-48.ulg:0:1215,139848287,140846253.0,-1.0,0.8493641979025478
train,rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:0:465,263237790,264233281.0,-1.0,0.9070914121573791
train,rudder,9.12数据/log_10_2026-9-12-06-13-40.ulg,train:9.12数据/log_10_2026-9-12-06-13-40.ulg:1:155,282417779,283413266.0,-1.0,0.8385507312076533
