experiment,horizon_s,scope,median,p10,p90
R1,0.2,prefix,0.610223665220007,0.3588637873358303,0.9144469434095018
R1,0.5,prefix,0.47836601458242023,0.28404687063901296,0.7268738371977461
R1,1.0,prefix,0.37061592995581655,0.22838737252457655,0.5911361246482485
R1,2.0,prefix,0.3000538689107499,0.20924681473529474,0.4780633003247438
R1,3.0,prefix,0.2844469478941961,0.19746441069779955,0.42592179024367693
R1,5.0,prefix,0.2574277694783422,0.17817485362166469,0.37795697160013975
R1,5.0,last1s,0.07591575657026262,0.05428786092792326,0.11740421188887562
