experiment,partition,window_id,log_id,step,actual_duration_s,dt_s,epsilon,epsilon_control,epsilon_max_matrix_difference,singular_epsilon_difference,radius_epsilon_difference,largest_singular,spectral_radius,dynamic_largest_singular,dynamic_spectral_radius,rigid_largest_singular,rigid_spectral_radius
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:0,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009857999999999999,0.001,0.002,0.00029802416,9.322497077146608e-05,2.6421406373211553e-05,1.0781688569336547,1.0019751660217173,1.0781661806939413,1.0019751660217187,1.0203648804683554,1.0019764220639247
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:0:890,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715999999999997,0.001,0.002,0.0019073486,3.171733000995047e-05,0.0,1.16195161588935,1.0004042387008667,1.1619465608002926,0.9984908545199302,1.0403166048474148,0.9959421976787411
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:90,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029573,0.001,0.002,0.0019073486,9.149766344229704e-05,0.0009536147117614746,1.2491199625689628,0.9994506239891052,1.2491141008157203,0.9994294446775962,1.0571243126609973,0.9968346117851851
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:990,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.029571999999999998,0.001,0.002,0.007629335,4.846126234547832e-05,0.00667572021484375,1.2479056427717508,1.0070799589157104,1.247900227504118,0.9926400552135967,1.0638159527117472,0.9931925966967997
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:1880,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019715,0.001,0.002,0.0019073486,0.0001328911615960937,1.246676614430342e-05,1.1631695766857673,1.0009857530019173,1.1631626289085826,1.0009857530019157,1.036965854621612,0.9993399903840672
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:2770,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,7.057303366875267e-05,0.0009536147117614746,1.1662618755452065,0.9994506239891052,1.166259632192979,0.9993533108167265,1.0377583338587606,0.9995745514858075
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:3:3670,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,9.419172256164288e-06,0.0005429546158220999,1.159679376172114,0.9998612840850446,1.159676306303652,0.9998612840850442,1.0368683200453024,0.9977971107715503
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:230,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.019714,0.001,0.002,0.0019073486,1.8310756910722148e-07,9.539537567970768e-05,1.1596020242853498,1.001229300097388,1.1595945121912568,1.0012293000973866,1.039237566229816,1.0014672506921933
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:1120,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.009856,0.001,0.002,0.0076293936,3.594468107537274e-05,0.0058849664462754525,1.0790543609359484,1.0070799589157104,1.0790533056861105,1.0012640731754687,1.019932868861128,1.0009939882047592
R1,train,train:2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg:5:2020,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,0.0,0.02957,0.001,0.002,0.0009536743,5.55737745178142e-06,0.0004023313522338867,1.245426043155276,1.0000019073486328,1.2454009138836917,0.9986665862816704,1.0604952249033055,0.9996469352146651
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:0:0,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.00017035007,0.00015246013934233638,2.3552681455152324e-05,1.1668586288522445,1.0012513927548927,1.1668526732534408,1.0012513927548932,1.0406824486442399,1.0011520050146072
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:0:910,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,3.100820323997944e-05,2.4240726130830836e-05,1.1642112468427726,1.001358935107336,1.1642034993191708,1.0013589351073358,1.038233217026263,0.9983698819613409
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:220,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,9.975012101648417e-06,1.9153499635216065e-05,1.1626934970877114,1.005044684457113,1.1626888749580129,1.0050446844571126,1.0391053644977302,1.004383088525906
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:1130,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0076293945,3.2285446088131664e-05,0.00667572021484375,1.1616019051634034,1.0070799589157104,1.161594208695164,0.9995828459016988,1.0370530302517056,0.9997552419399203
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:2040,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0019073486,8.793368680803937e-05,4.1874810000619433e-05,1.161727926258571,1.0060280181488575,1.1617233517021572,1.0060280181488568,1.0443614475204068,1.0059914688934235
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:2950,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0009536743,9.421799993214464e-05,0.00012242463240697,1.1623190850830474,1.0006235883852792,1.162314233570942,1.0006235883852783,1.038974446418729,0.9978879403987547
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:3:3860,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.029939,0.001,0.002,0.007629335,0.0001162478813119261,0.005751358228831993,1.2520053250163667,1.0070799589157104,1.2519983062883424,1.0013665923551653,1.0628256488141037,0.9980532430524139
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:30,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.0009536743,0.00019848545153022812,0.0005331384208115963,1.1637369533429576,1.0032821605252722,1.1637286325591483,1.0032821605252729,1.0447080826951665,1.0038937330687032
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:940,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,8.361226064890204e-05,0.006596526106579237,1.1656534968755297,1.0070799589157104,1.1656463492890494,1.0003354544511218,1.0426619783534918,1.0001899630121502
R1,train,train:2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg:5:1860,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,0.0,0.019961,0.001,0.002,0.0009536147,0.00014767051770214756,0.000148544915948845,1.1662033877444702,1.0043028143059511,1.16619739837014,1.0043028143059538,1.0508994210880198,1.00463052468492
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:1:0,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.00047677755,9.845132952102098e-05,0.0002327875446652694,1.1633009667135734,1.0017752764723198,1.1632945726616313,1.0017752764723205,1.0396175243052506,1.00094346438313
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:1:900,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,2.9159409411283477e-05,0.0009536147117614746,1.1633943054925202,0.9994506239891052,1.1633914541594428,0.9986240844660537,1.038213376209591,0.9967524936447133
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:320,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,9.771036044492476e-06,0.0001059335114601545,1.1649866393301203,1.00030909974067,1.1649837436433625,1.0003090997406696,1.0391417403776482,0.9962023555869455
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:1220,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.0019073485,1.7076960414641462e-06,0.0009536147117614746,1.1653784367937399,0.9994506239891052,1.1653507727601895,0.9990850811826958,1.042250694198613,0.9971111870355495
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:2120,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.009981,0.001,0.002,0.0019073486,0.0001306936332423625,0.0009536147117614746,1.0792962464841191,0.9994506239891052,1.0792941247630807,0.9991950197651188,1.019254371873527,0.9973068493918776
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:2:3020,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.00095367426,1.168110323335192e-05,8.834298402593532e-06,1.1628246960113124,1.0016982808631476,1.1628222666293324,1.0016982808631476,1.0436858742759976,1.0002993687585342
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:3:10,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,0.00012737438989796068,0.005142178800151109,1.1624661965317464,1.0070799589157104,1.162463780850561,1.001984264878033,1.0410272459690024,0.9997636575285005
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:4:60,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.0009536743,0.00011922465536140514,0.0009536147117614746,1.1621670436337308,0.9994506239891052,1.1621553604429915,0.9982599036004766,1.0380473037647084,0.9969391660743753
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:4:960,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.01996,0.001,0.002,0.007629335,4.977071456635507e-05,0.0061610711836097565,1.170025123969913,1.0070799589157104,1.1700221046743886,1.0008979818867643,1.040684757313489,1.0031576993937195
R1,train,train:2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg:4:1860,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,0,0.0,0.019958999999999998,0.001,0.002,0.0009536147,5.7737735069229856e-05,1.9119850061644073e-05,1.1641979506740079,1.005219241532864,1.164190149232398,1.0052192415328665,1.040143313092174,1.001044050184393
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:0:0,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962999999999998,0.001,0.002,0.00047677755,0.00015982080066700988,3.877946126951137e-05,1.1618857768974387,1.0079569447157883,1.1618774108015348,1.0079569447157901,1.0444864528606461,1.0081508224061932
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:0:710,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962999999999998,0.001,0.002,0.0019073486,3.120230273134794e-05,0.0004767775535583496,1.1625668463134808,1.0004042387008667,1.1625638452604852,0.9977663632546628,1.0380506562045957,0.9952409897792349
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:0:1420,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0019073486,2.968605478415043e-05,0.0008795655632010124,1.163536131441397,0.9995246731376657,1.1635299924807823,0.9995246731376654,1.0398050179534208,1.001779662582111
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:3:300,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0019073486,2.2236954877463688e-05,3.5630693830279725e-05,1.1653303139766678,1.0010094141434855,1.1653267122300626,1.001009414143486,1.0408853833553848,1.0002883617331786
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:3:1010,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0019073486,2.3865238632847507e-05,0.0,1.1636673390566676,1.0004042387008667,1.1636657977415215,0.9992372820377393,1.0396637274682754,0.9977411672095894
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:3:1720,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.0009536743,9.083352987282467e-05,0.00028793974656204924,1.167687277912122,1.0018813267047744,1.1676821660893208,1.0018813267047764,1.0488217013431969,1.0008234404090417
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:3:2440,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019962,0.001,0.002,0.007629335,6.552972348083941e-05,0.00667572021484375,1.1651910950132602,1.0070799589157104,1.1651871167544072,0.9984302855975203,1.0403515821860772,0.9973647118048908
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:4:120,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.00998,0.001,0.002,0.0009536743,8.677152393277154e-06,2.9068546483435043e-05,1.078644044430683,1.0010150396019235,1.078642914464604,1.001015039601924,1.0231650367213356,0.9998812623038488
R1,train,train:2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg:4:830,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,0.0,0.019961,0.001,0.002,0.0019073486,7.715842921651728e-05,6.135788856997948e-06,1.1629469789244637,1.000644354547004,1.1629394138627323,1.0006443545470045,1.042361753627282,1.0007178007212127
