experiment,horizon_s,rotation_component_rms,body_derivative_component_rms,vector_sum_rms
A0_baseline_retrain,0.2,0.08871883898973465,10.07826213194071,10.079628543715808
A0_baseline_retrain,0.5,0.14180712401866913,10.374165562795643,10.375855244406058
A0_baseline_retrain,1.0,0.23366853594779968,10.5251225341838,10.526167284005513
A0_baseline_retrain,2.0,0.3568553924560547,10.622686569691968,10.62801813836719
A0_baseline_retrain,3.0,0.43756943941116333,10.654227575316137,10.661063117865544
A0_baseline_retrain,5.0,0.6072725057601929,10.681596577627682,10.685004063103037
