group,horizon_s,axis,log_id,n,rmse,abs_error_p95,mean_seed_std,coverage_2std
ALL,0.1,p,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.5289127183815642,0.9808119431138036,0.06951005637643158,0.20175438596491227
ALL,0.1,q,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.20539310225007046,0.3952804386615756,0.05018339258368304,0.39880952380952384
ALL,0.1,q,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.2244450628402417,0.4380293503403663,0.044234594835337704,0.3516483516483517
ALL,0.1,q,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.24115506621998306,0.3985757246613499,0.04457292030834068,0.29375
ALL,0.1,q,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.20893848228891596,0.4194129407405853,0.04645424298722677,0.2732919254658385
ALL,0.1,q,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.2329139777272172,0.3865556806325909,0.03886777363548083,0.30666666666666664
ALL,0.1,q,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.18930628599013125,0.392093528062105,0.04286867450157081,0.36129032258064514
ALL,0.1,q,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.21513946470987333,0.40152679681777914,0.04034267885934769,0.20714285714285716
ALL,0.1,q,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.21014566239010832,0.3641776442527771,0.04438758467193554,0.26865671641791045
ALL,0.1,q,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.18940936999449667,0.3440042227506637,0.04282603172459101,0.2926829268292683
ALL,0.1,q,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.22517886661613826,0.36378394588828084,0.05683190409871924,0.4461538461538462
ALL,0.1,q,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.17972040746585494,0.3181955724954605,0.057510109756160346,0.3931034482758621
ALL,0.1,q,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.1946309300091402,0.3504631713032722,0.048162055506354814,0.3680555555555556
ALL,0.1,q,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.22489852207807234,0.45457937717437746,0.05497448320605922,0.33986928104575165
ALL,0.1,q,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.28234589614457317,0.3638408847153187,0.04541327916687098,0.3188405797101449
ALL,0.1,q,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.24700421747949827,0.37780189141631126,0.04610694268575825,0.37404580152671757
ALL,0.1,q,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.217108071442046,0.437189981341362,0.045187304740922085,0.3287671232876712
ALL,0.1,q,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.231406185155927,0.3771027661859988,0.059059153256348515,0.34210526315789475
ALL,0.1,r,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.1611855447000509,0.2877706199884415,0.01945928251972089,0.1488095238095238
ALL,0.1,r,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.1480192142461055,0.2951516279950738,0.018298468202724964,0.16483516483516483
ALL,0.1,r,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.1521229349181764,0.26085255248472083,0.019690017290875255,0.20625
ALL,0.1,r,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.14447389575541467,0.28430792689323425,0.02342971020352058,0.19254658385093168
ALL,0.1,r,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.1361627135454371,0.23046488054096695,0.016684108572772097,0.21333333333333335
ALL,0.1,r,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.11608798684175141,0.22029255330562592,0.017864053688503093,0.1935483870967742
ALL,0.1,r,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.13266682070967228,0.23270610738545652,0.017868787444719647,0.17142857142857143
ALL,0.1,r,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.10326010131553709,0.20273730158805847,0.018280811897867153,0.27860696517412936
ALL,0.1,r,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.1285286305028476,0.25001962725073096,0.017021400467579342,0.17682926829268292
ALL,0.1,r,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.13919203155931478,0.2889636639505623,0.025501266193223328,0.3076923076923077
ALL,0.1,r,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.13668262470071738,0.2875976443290706,0.023225315469153657,0.2620689655172414
ALL,0.1,r,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.12818250034407763,0.2749710693955421,0.022565681604079475,0.2638888888888889
ALL,0.1,r,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.11800733868056275,0.22839104756712922,0.025552343683683833,0.3202614379084967
ALL,0.1,r,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.13156780715372546,0.24479198046028616,0.023463432740257847,0.2536231884057971
ALL,0.1,r,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.12448431333159289,0.21619897766504437,0.020736950893970717,0.1984732824427481
ALL,0.1,r,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.13105605899364392,0.22373593505471945,0.02215630184540294,0.22602739726027396
ALL,0.1,r,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.14388619163127353,0.264740937296301,0.02275881224437619,0.23684210526315788
ALL,0.1,vx,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.0448029851219045,0.09180092811584474,0.01858762562491519,0.5714285714285714
ALL,0.1,vx,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.05380681526970196,0.0903201103210449,0.017784114728247955,0.5274725274725275
ALL,0.1,vx,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.05131966468891749,0.10703601837158198,0.01775896607394605,0.50625
ALL,0.1,vx,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.04676922673692816,0.09179973602294922,0.01943922536486912,0.5590062111801242
ALL,0.1,vx,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.14110989967824072,0.07652351856231673,0.01674349572907944,0.58
ALL,0.1,vx,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.04197020155997499,0.08170140087604523,0.017051025377334557,0.5483870967741935
ALL,0.1,vx,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.040803662901457594,0.0794333279132843,0.01598869196024632,0.5571428571428572
ALL,0.1,vx,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.04504486200440785,0.0965723991394043,0.01817418192162994,0.5671641791044776
ALL,0.1,vx,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.055578080136810856,0.10292534232139587,0.017919857846027867,0.4695121951219512
ALL,0.1,vx,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.055909284352699214,0.1061279296875,0.020960409320369282,0.5
ALL,0.1,vx,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.05864711491893873,0.11326732635498045,0.0203511251396585,0.503448275862069
ALL,0.1,vx,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.05970057120861449,0.09103873968124389,0.01792239202479465,0.4722222222222222
ALL,0.1,vx,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.058848453125874764,0.1171022415161133,0.022205274301530097,0.5620915032679739
ALL,0.1,vx,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.05393867827853202,0.11501114964485169,0.01828067261015458,0.5289855072463768
ALL,0.1,vx,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.052689806436753854,0.09007704257965088,0.01984661358991382,0.5190839694656488
ALL,0.1,vx,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.053773035284723325,0.10218727588653564,0.017387330359147038,0.4452054794520548
ALL,0.1,vx,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.1068586825375572,0.09462153911590569,0.019983963349938506,0.543859649122807
ALL,0.1,vy,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.04057547410742249,0.08216895237565043,0.01644349913328459,0.5
ALL,0.1,vy,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.040038341463932765,0.07377187311649319,0.017656833174934505,0.5659340659340659
ALL,0.1,vy,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.04842211629036107,0.08814196586608876,0.017729328758208113,0.48125
ALL,0.1,vy,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.05601065785469978,0.1063833236694336,0.018403868536207513,0.4906832298136646
ALL,0.1,vy,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.21666619840842458,0.09259507358074173,0.014750450740676975,0.4866666666666667
ALL,0.1,vy,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.04295064637317883,0.07785077095031727,0.017021666616906912,0.5032258064516129
ALL,0.1,vy,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.05499389050452063,0.09917624592781064,0.01660123218294394,0.4928571428571429
ALL,0.1,vy,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.038231722969464976,0.06964254379272461,0.016206866475403005,0.5572139303482587
ALL,0.1,vy,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.0494408795037502,0.107290244102478,0.015602380576989941,0.5365853658536586
ALL,0.1,vy,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.048618261070762135,0.10255743265151976,0.01916077128788509,0.5692307692307692
ALL,0.1,vy,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.06655298604308994,0.0954702377319336,0.020271283182458716,0.4689655172413793
ALL,0.1,vy,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.045706563641813226,0.08298858404159545,0.0192935429398001,0.5694444444444444
ALL,0.1,vy,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.061061349330642826,0.11086778640747076,0.02221797865913476,0.5228758169934641
ALL,0.1,vy,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.05015999184232434,0.09487922191619873,0.018559461585609793,0.5869565217391305
ALL,0.1,vy,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.04458661187387029,0.0945277214050293,0.01769096136807166,0.6030534351145038
ALL,0.1,vy,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.06842973273279149,0.07751703262329102,0.01833800894655663,0.5136986301369864
ALL,0.1,vy,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.09359505830027201,0.10043678879737843,0.01964494414015239,0.5789473684210527
ALL,0.1,vz,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.09735463560611976,0.18730141445994378,0.030802225728998926,0.44642857142857145
ALL,0.1,vz,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.09921844696103405,0.18645569942891596,0.029834780743904273,0.4230769230769231
ALL,0.1,vz,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.10488116675559342,0.1851149562746285,0.026504511191037416,0.35625
ALL,0.1,vz,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.09261133288873871,0.18054723739624023,0.03064544692258167,0.40372670807453415
ALL,0.1,vz,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.08482190136677428,0.15073089748620977,0.023241574734854366,0.38
ALL,0.1,vz,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.07827164739862878,0.15242929831147178,0.02510751976388878,0.4838709677419355
ALL,0.1,vz,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.09202012076451993,0.16609693914651857,0.026874302332027845,0.37857142857142856
ALL,0.1,vz,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.07848932771136936,0.15245264023542404,0.029367426256913784,0.44776119402985076
ALL,0.1,vz,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.08987997395859344,0.16683828607201576,0.02608318146016364,0.40853658536585363
ALL,0.1,vz,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.10635813075703883,0.20257163345813747,0.03542032698339667,0.5461538461538461
ALL,0.1,vz,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.1225857496470093,0.2068226933479308,0.03730151831770095,0.4482758620689655
ALL,0.1,vz,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.10243969765338322,0.19944414794445034,0.031064865529147237,0.3958333333333333
ALL,0.1,vz,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.14098110231903307,0.2432804614305498,0.03223112079655438,0.47058823529411764
ALL,0.1,vz,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.10777705994834656,0.20459803789854056,0.03236767520920124,0.4855072463768116
ALL,0.1,vz,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.10788127635303674,0.20067653059959412,0.029897982461100335,0.4198473282442748
ALL,0.1,vz,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.11200361438773465,0.2163492515683174,0.030215932417817466,0.363013698630137
ALL,0.1,vz,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.14423297099385696,0.22876145839691162,0.03478774085453078,0.5
ALL,0.2,p,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.49746657504639946,1.0929745718836785,0.05946505474911551,0.18452380952380953
ALL,0.2,p,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.5052377064727614,1.0959411621093746,0.060897419802562296,0.24725274725274726
ALL,0.2,p,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.5837106432895249,1.1991702347993838,0.06319451606963286,0.23125
ALL,0.2,p,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.5003982516668964,0.9956743866205215,0.06489829441298392,0.2360248447204969
ALL,0.2,p,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.5807062039622771,1.2548608481884,0.052277003064443314,0.12666666666666668
ALL,0.2,p,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.5466139207768197,1.1556126803159705,0.0543169752208709,0.1935483870967742
ALL,0.2,p,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.5495452225117623,1.1886980131268499,0.049970477935042244,0.1
ALL,0.2,p,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.5136515557860756,1.0114391446113586,0.05354930672586601,0.22388059701492538
ALL,0.2,p,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.4987371971672983,0.9589650452136991,0.05342358196313521,0.18902439024390244
ALL,0.2,p,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.46730774832442284,0.9316575508564711,0.06097889241895342,0.2230769230769231
ALL,0.2,p,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.4810096007798918,0.9875650346279142,0.06094630709900085,0.21379310344827587
ALL,0.2,p,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.4339801917801133,0.8846409559249877,0.058537044470093544,0.25
ALL,0.2,p,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.4813447599907561,1.0018448412418366,0.065958112226779,0.20915032679738563
ALL,0.2,p,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.42943907945090287,0.8010170631110669,0.057860296959031866,0.2608695652173913
ALL,0.2,p,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.3679924130431156,0.7188523039221764,0.06044487190815226,0.21374045801526717
ALL,0.2,p,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.532023252990192,1.0321689620614052,0.05581871147819022,0.1643835616438356
ALL,0.2,p,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.45759203783835395,0.8319073602557177,0.0637355110600092,0.18421052631578946
ALL,0.2,q,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.20589396264061055,0.4131857827305796,0.051920047132548,0.40476190476190477
ALL,0.2,q,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.21335665580965105,0.428545768558979,0.051692075366247654,0.3516483516483517
ALL,0.2,q,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.19797705856716433,0.3643086344003677,0.05240125225473138,0.39375
ALL,0.2,q,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.20739089468917626,0.39687108993530273,0.055679887014099635,0.3416149068322981
ALL,0.2,q,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.19570540926541194,0.3754266530275345,0.04201243697899277,0.32666666666666666
ALL,0.2,q,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.234361375804147,0.41969804763793944,0.04594084920791786,0.27741935483870966
ALL,0.2,q,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.19521164981801026,0.34873404540121544,0.045099032406305625,0.36428571428571427
ALL,0.2,q,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.1821672177955258,0.3544488996267319,0.04326252874495961,0.3333333333333333
ALL,0.2,q,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.2254258210957123,0.4533409290015697,0.04539552860825184,0.3597560975609756
ALL,0.2,q,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.2067836410230408,0.4056793972849846,0.047303936896236236,0.33076923076923076
ALL,0.2,q,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.2250862127594201,0.4334478378295891,0.058046654131441645,0.33793103448275863
ALL,0.2,q,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.21789201658510662,0.44373439922928776,0.04657018340327149,0.375
ALL,0.2,q,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.24646646408300094,0.4428465008735657,0.054882562525983114,0.3137254901960784
ALL,0.2,q,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.23220057110640718,0.4268512204289437,0.05013756468247226,0.36231884057971014
ALL,0.2,q,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.21360482581105628,0.3925730884075165,0.04724646838379085,0.3435114503816794
ALL,0.2,q,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.24517432398414513,0.44121820479631424,0.052168533079011016,0.3013698630136986
ALL,0.2,q,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.2220961261148671,0.3965208649635314,0.056664909304036344,0.34210526315789475
ALL,0.2,r,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.1485821483545863,0.3178129632025958,0.02120919385709593,0.2619047619047619
ALL,0.2,r,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.1535448088316059,0.2782971400767564,0.019852017160608023,0.15934065934065933
ALL,0.2,r,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.13982253551303792,0.269109895825386,0.022763240837425102,0.225
ALL,0.2,r,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.16939674878177804,0.3342595398426056,0.025639230345803562,0.18633540372670807
ALL,0.2,r,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.15142092566015164,0.28525267839431745,0.019095236030158277,0.23333333333333334
ALL,0.2,r,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.1120056776907901,0.20020759375765915,0.02183493769431116,0.2709677419354839
ALL,0.2,r,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.13895175417418046,0.2560221407562493,0.020101391504435004,0.25
ALL,0.2,r,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.09420876681175515,0.18001165241003036,0.02421088074281177,0.3333333333333333
ALL,0.2,r,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.12532283692229518,0.22413189569488165,0.021687466742576805,0.2621951219512195
ALL,0.2,r,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.14104497898357585,0.26481884764507413,0.026788122099890274,0.2923076923076923
ALL,0.2,r,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.16054196214179414,0.2882656037807458,0.025863671781067618,0.22758620689655173
ALL,0.2,r,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.14465310811828277,0.3251007258892058,0.024537327266494262,0.2569444444444444
ALL,0.2,r,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.14342121041260836,0.28083769083023075,0.027335889291860226,0.2875816993464052
ALL,0.2,r,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.16482535530705442,0.27763827629387394,0.022565703965746697,0.21014492753623187
ALL,0.2,r,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.13205370396444255,0.26674482226371765,0.02449422954236428,0.2900763358778626
ALL,0.2,r,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.1469704096649991,0.2983787599951029,0.025441978760010885,0.2602739726027397
ALL,0.2,r,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.15711873082160316,0.30615101996809235,0.02796963833158989,0.3684210526315789
ALL,0.2,vx,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.06345976098166319,0.12535668611526496,0.02432882707787066,0.5297619047619048
ALL,0.2,vx,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.079226665206316,0.13187859058380125,0.024487683588607635,0.4945054945054945
ALL,0.2,vx,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.06502975358119222,0.13822968006134032,0.024740989658917734,0.50625
ALL,0.2,vx,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.08385255512173223,0.16028881072998047,0.025031855285455543,0.4409937888198758
ALL,0.2,vx,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.08456532809664224,0.11213814020156848,0.021996758497697878,0.52
ALL,0.2,vx,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.05671678169797457,0.10486617088317866,0.02086408627431377,0.5483870967741935
ALL,0.2,vx,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.07144496069397416,0.1286853432655329,0.02023906158667315,0.4357142857142857
ALL,0.2,vx,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.06356399342333137,0.11233949661254883,0.02314738393511733,0.5223880597014925
ALL,0.2,vx,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.09809407734429214,0.18549838066101068,0.02351082128467628,0.36585365853658536
ALL,0.2,vx,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.08112385149560383,0.1482771039009094,0.02815800391373404,0.4230769230769231
ALL,0.2,vx,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.08038225300579652,0.15169882774353022,0.02661972190567821,0.42758620689655175
ALL,0.2,vx,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.0936493210807201,0.1699301242828368,0.02510302949047842,0.5069444444444444
ALL,0.2,vx,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.08751107074770814,0.16558570861816407,0.02938608823547817,0.47058823529411764
ALL,0.2,vx,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.06733848194728961,0.12175253033638003,0.024738364781638173,0.4782608695652174
ALL,0.2,vx,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.06648797765138996,0.1215447187423706,0.026450578973791855,0.5038167938931297
ALL,0.2,vx,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.10696015221309971,0.14912285655736923,0.02529896609180281,0.4452054794520548
ALL,0.2,vx,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.19916686638953043,0.13808777332305905,0.02832600197978206,0.4824561403508772
ALL,0.2,vy,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.06675244772877549,0.11300392150878906,0.022870452448718208,0.5
ALL,0.2,vy,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.06599131393188286,0.12997776865959162,0.02326845915821258,0.43956043956043955
ALL,0.2,vy,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.0676233264704771,0.12321697473525992,0.02409953687507817,0.51875
ALL,0.2,vy,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.09104084326420278,0.14648175239562988,0.02506747081364719,0.4906832298136646
ALL,0.2,vy,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.16355675399158243,0.1086935877799986,0.019693990044916704,0.46
ALL,0.2,vy,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.06070480036467324,0.11414759159088127,0.020025042165119352,0.43870967741935485
ALL,0.2,vy,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.09221617209507772,0.1474630594253539,0.022305314149323633,0.45714285714285713
ALL,0.2,vy,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.064097558607246,0.1101682186126709,0.022132743770824487,0.48756218905472637
ALL,0.2,vy,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.090834233655456,0.1837851047515869,0.02156199168946193,0.42073170731707316
ALL,0.2,vy,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.07133632326111751,0.14318437576293944,0.024197521989869564,0.4307692307692308
ALL,0.2,vy,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.11018002377662722,0.1748055458068847,0.02761223859636127,0.4413793103448276
ALL,0.2,vy,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.07835852522081194,0.11394071578979492,0.02459589032811074,0.5486111111111112
ALL,0.2,vy,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.07574518288657289,0.15657501220703127,0.030923242566090418,0.5424836601307189
ALL,0.2,vy,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.10985701423809403,0.139905680064112,0.023153100771393043,0.4782608695652174
