group,horizon_s,axis,log_id,n,rmse,abs_error_p95,mean_seed_std,coverage_2std
ALL,0.2,vy,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.05812956051291463,0.10476183891296387,0.021308835741118762,0.4732824427480916
ALL,0.2,vy,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.08882921873301772,0.12821710109710693,0.022295694990134077,0.4863013698630137
ALL,0.2,vy,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.14242393031427827,0.11841103434562683,0.026393188286854073,0.47368421052631576
ALL,0.2,vz,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.11765809269870424,0.22012200802564624,0.03761198132243794,0.4523809523809524
ALL,0.2,vz,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.1522878453879331,0.2901149534620342,0.042080886414461685,0.4175824175824176
ALL,0.2,vz,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.12954675633409676,0.27483867951668794,0.037441319122561614,0.35
ALL,0.2,vz,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.13316218159219145,0.2676262743771076,0.040311396039117216,0.4782608695652174
ALL,0.2,vz,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.11709455502736434,0.19247274529188863,0.03226379452811264,0.5133333333333333
ALL,0.2,vz,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.09268388318111222,0.1926765650510787,0.03138606411372572,0.4645161290322581
ALL,0.2,vz,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.12419675423807967,0.2334470584988592,0.03628570207679113,0.45
ALL,0.2,vz,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.0982622943479049,0.1801498830318451,0.03923676990284583,0.5124378109452736
ALL,0.2,vz,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.10507806470248504,0.21299685128033152,0.03628466507000826,0.5
ALL,0.2,vz,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.15585084255351384,0.31729169189929957,0.044057377369524475,0.3923076923076923
ALL,0.2,vz,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.17381133583484412,0.2792394816875457,0.04776684997454117,0.3586206896551724
ALL,0.2,vz,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.14699772322577775,0.27481080144643777,0.041818940126216564,0.4097222222222222
ALL,0.2,vz,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.1936487998602714,0.3034439057111741,0.045579234348111404,0.45098039215686275
ALL,0.2,vz,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.1374779189401942,0.27990436553955084,0.037541960086516446,0.4057971014492754
ALL,0.2,vz,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.13641188805929816,0.28019480034708977,0.03629259616117082,0.3893129770992366
ALL,0.2,vz,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.15689355348601586,0.28034356981515884,0.04069367497475135,0.3904109589041096
ALL,0.2,vz,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.20397667852961254,0.2890240371227264,0.04389272057385889,0.37719298245614036
ALL,0.5,p,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.5757223291020938,1.2850682444870476,0.05753873100159189,0.2261904761904762
ALL,0.5,p,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.5453172224006497,1.218151237815618,0.06289230341415897,0.21428571428571427
ALL,0.5,p,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.6870208277019134,1.4817472653463477,0.0611180106807838,0.14375
ALL,0.5,p,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.546021820492903,1.1942819207906723,0.06337907042376721,0.21739130434782608
ALL,0.5,p,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.5211592861870887,0.9895365670323366,0.05092893217930774,0.16666666666666666
ALL,0.5,p,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.5489464142810359,1.1714494675397864,0.05769145245862332,0.21935483870967742
ALL,0.5,p,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.5478034779121401,1.1585039101541033,0.05192567298490145,0.15714285714285714
ALL,0.5,p,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.519768481269867,0.8902474045753479,0.062183467781968205,0.208955223880597
ALL,0.5,p,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.5262166287185581,0.9980274844914673,0.05756516977425838,0.21951219512195122
ALL,0.5,p,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.5166044996659194,1.161194049566984,0.06869566749245318,0.2
ALL,0.5,p,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.4878726114917617,0.9644549548625942,0.06637553948598661,0.15172413793103448
ALL,0.5,p,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.48971985421947295,1.0918710738420483,0.05527257532787784,0.22916666666666666
ALL,0.5,p,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.47496548073743183,0.9414288178086282,0.06366762667374914,0.20261437908496732
ALL,0.5,p,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.41662001806483534,0.9168423473834991,0.06566103295727227,0.21739130434782608
ALL,0.5,p,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.40428914665837773,0.8149979785084724,0.07703959958223194,0.2900763358778626
ALL,0.5,p,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.4725164845403987,0.9486150145530701,0.0648103395549374,0.22602739726027396
ALL,0.5,p,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.524973999932374,1.0350518703460692,0.07969567019346811,0.2543859649122807
ALL,0.5,q,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.25131943646416355,0.43305780179798603,0.0592790034549235,0.375
ALL,0.5,q,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.2356268921945353,0.44837128451908936,0.059621460291045834,0.34065934065934067
ALL,0.5,q,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.1993390838173454,0.3759097073227161,0.06135655443404486,0.3875
ALL,0.5,q,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.29379193811678134,0.5460597621276975,0.05750355716431555,0.35403726708074534
ALL,0.5,q,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.24251131413549099,0.48130239807069297,0.051665700330450794,0.30666666666666664
ALL,0.5,q,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.2420924055144739,0.47468839436769483,0.052057845509836644,0.3032258064516129
ALL,0.5,q,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.2084829364032615,0.38259370774030665,0.049179981433265865,0.35
ALL,0.5,q,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.25473861644455176,0.45518749952316284,0.050757716341648496,0.34328358208955223
ALL,0.5,q,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.2216618418593937,0.4208105968777089,0.051338967273851316,0.3780487804878049
ALL,0.5,q,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.23242938137664923,0.48380192592740057,0.06746445136273452,0.36153846153846153
ALL,0.5,q,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.2503126715821468,0.4773086234927177,0.062289945781926974,0.3448275862068966
ALL,0.5,q,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.22925416790057276,0.46913289651274676,0.052728075402602645,0.3541666666666667
ALL,0.5,q,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.25530577666159376,0.5220909565687181,0.06508983367975735,0.33986928104575165
ALL,0.5,q,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.23704660502801705,0.5108663201332092,0.06176323944125495,0.35507246376811596
ALL,0.5,q,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.22179116511084682,0.43204183876514435,0.0606997151613543,0.3893129770992366
ALL,0.5,q,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.21720441236361526,0.41351884603500366,0.056555645360701914,0.3972602739726027
ALL,0.5,q,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.24468715779637137,0.3986482501029968,0.07304666569634581,0.32456140350877194
ALL,0.5,r,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.1701447442919721,0.365028027817607,0.02239212631653518,0.14285714285714285
ALL,0.5,r,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.1483262821319359,0.277039985731244,0.021836851342809514,0.19230769230769232
ALL,0.5,r,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.1404814637335953,0.29325274601578705,0.025234409789668743,0.29375
ALL,0.5,r,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.15213334425545383,0.28210604190826416,0.024329816271527936,0.2608695652173913
ALL,0.5,r,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.13001717608069618,0.25983415823429795,0.024605985835124387,0.3
ALL,0.5,r,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.11435825299286019,0.22845484986901282,0.021806820696444795,0.2903225806451613
ALL,0.5,r,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.12340387789685216,0.24319328963756556,0.02416319194227777,0.35
ALL,0.5,r,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.1387920240473363,0.24213027954101562,0.024846341120417573,0.27860696517412936
ALL,0.5,r,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.12746378867139396,0.2520654268562793,0.018989843553973047,0.2621951219512195
ALL,0.5,r,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.17030111780654766,0.31411431506276133,0.035554095225416166,0.36153846153846153
ALL,0.5,r,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.16191512242682843,0.30876245144754644,0.03205770898087782,0.31724137931034485
ALL,0.5,r,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.1580279178715593,0.3260293111205099,0.030654281429684307,0.3611111111111111
ALL,0.5,r,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.1539804108878963,0.2998847961425782,0.032112649308289054,0.29411764705882354
ALL,0.5,r,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.1475873873524964,0.2882335692644119,0.03264545132149316,0.3695652173913043
ALL,0.5,r,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.14947424978789126,0.30603088065981865,0.03120443621007323,0.26717557251908397
ALL,0.5,r,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.17644258569459031,0.31870351172983646,0.02660591347339304,0.2945205479452055
ALL,0.5,r,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.1656090798171499,0.33092501666396834,0.03568887739472968,0.2982456140350877
ALL,0.5,vx,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.20056885454435527,0.27909240722656253,0.04232885748303455,0.36904761904761907
ALL,0.5,vx,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.18778393781778027,0.35516355037689207,0.044602917686376684,0.34615384615384615
ALL,0.5,vx,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.16957112449789014,0.3635243833065032,0.0453485182540876,0.38125
ALL,0.5,vx,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.23188946028454901,0.40308094024658203,0.04906442848201725,0.3167701863354037
ALL,0.5,vx,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.1685539749747838,0.31820135116577136,0.037406803694801455,0.3466666666666667
ALL,0.5,vx,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.1370012761333163,0.26291813850402806,0.037890793395764934,0.4258064516129032
ALL,0.5,vx,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.1699325444332454,0.33195116221904736,0.03575459892194216,0.37857142857142856
ALL,0.5,vx,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.2258687027864797,0.2619755268096924,0.045201181256106435,0.5024875621890548
ALL,0.5,vx,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.21746084020917075,0.40405729711055755,0.04415057716762638,0.3475609756097561
ALL,0.5,vx,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.16949323542543376,0.3224019050598144,0.055711843238735646,0.4153846153846154
ALL,0.5,vx,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.1630996175613659,0.285911464691162,0.050661479768748005,0.36551724137931035
ALL,0.5,vx,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.22730127619572696,0.46623733043670607,0.05177342583909176,0.4027777777777778
ALL,0.5,vx,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.1945662168457924,0.3405033111572266,0.05792813784684899,0.38562091503267976
ALL,0.5,vx,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.14178164058599266,0.27436790466308597,0.05036961352519952,0.463768115942029
ALL,0.5,vx,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.1445577814259509,0.25757288932800293,0.05522074374784118,0.4961832061068702
ALL,0.5,vx,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.2007258297095094,0.3244810402393341,0.050350190847690886,0.3904109589041096
ALL,0.5,vx,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.2598572999976142,0.28471589088439925,0.05800365057177411,0.47368421052631576
ALL,0.5,vy,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.1845452500815411,0.29878455400466924,0.04107475794053702,0.4107142857142857
ALL,0.5,vy,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.1596481071995315,0.34978740811347925,0.03935770930038537,0.34065934065934067
ALL,0.5,vy,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.16898291659136658,0.32101708650588934,0.04398749638245027,0.45
ALL,0.5,vy,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.21632707403519755,0.3686048984527588,0.04873775411881338,0.34782608695652173
ALL,0.5,vy,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.17435304650720426,0.2993783116340633,0.03296792796891667,0.2866666666666667
ALL,0.5,vy,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.138700310025566,0.29571937322616576,0.03617050683837691,0.41935483870967744
ALL,0.5,vy,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.15428559373878983,0.2896253108978267,0.04098570091342537,0.35714285714285715
ALL,0.5,vy,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.3005384367001009,0.24874544143676758,0.042476170366202506,0.5522388059701493
ALL,0.5,vy,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.21760080112580976,0.46758928298950186,0.04467742366217772,0.4024390243902439
ALL,0.5,vy,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.19512131244279032,0.39668011665344227,0.05284553421868272,0.47692307692307695
ALL,0.5,vy,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.1976269318973629,0.34460601806640573,0.05220483782073941,0.4068965517241379
ALL,0.5,vy,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.1736109950950553,0.2822976112365721,0.04893845040698022,0.5
ALL,0.5,vy,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.18098972027950372,0.3257864832878113,0.05979174597630056,0.5098039215686274
ALL,0.5,vy,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.13977253181942006,0.28679667189717295,0.047246224759107745,0.5
ALL,0.5,vy,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.1279714187340527,0.2483922243118286,0.04704499091991617,0.45038167938931295
ALL,0.5,vy,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.19527606183532953,0.2767797289416194,0.04704903961444227,0.5273972602739726
ALL,0.5,vy,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.20550524548704027,0.31287951171398154,0.04951925167196977,0.5087719298245614
ALL,0.5,vz,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.2115290923910254,0.4050406508147717,0.058814351986389395,0.44047619047619047
ALL,0.5,vz,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.21613479196842986,0.40647815167903867,0.05743362625883762,0.36813186813186816
ALL,0.5,vz,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.18777339274267327,0.3714167594909663,0.06027452663818651,0.49375
ALL,0.5,vz,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.23988305585104705,0.3541715741157532,0.06187264310846786,0.4968944099378882
ALL,0.5,vz,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.17277357152240616,0.3401869803667068,0.05096388129003283,0.48
ALL,0.5,vz,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.16545419463883027,0.35861676260828956,0.05685891019401868,0.5161290322580645
ALL,0.5,vz,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.1636385013986153,0.3212131202220916,0.05501001773432593,0.5357142857142857
ALL,0.5,vz,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.20290407074596792,0.29982829466462135,0.06740342692718489,0.5771144278606966
ALL,0.5,vz,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.17781014370832104,0.3532721251249313,0.054251609547104174,0.45121951219512196
ALL,0.5,vz,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.26303786143372354,0.5715495645999908,0.07159671564298306,0.3384615384615385
ALL,0.5,vz,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.2420273538385478,0.5047485977411265,0.07171257493796407,0.42758620689655175
ALL,0.5,vz,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.24790687271058875,0.4699071712791919,0.07038168422109048,0.4583333333333333
ALL,0.5,vz,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.2780584291113337,0.49142634570598603,0.07550533639502628,0.47058823529411764
ALL,0.5,vz,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.2720327708423285,0.40798294544219976,0.06367244216902401,0.37681159420289856
ALL,0.5,vz,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.22192830041102032,0.433684766292572,0.06490654012621801,0.3816793893129771
ALL,0.5,vz,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.24072644066633594,0.4722937345504761,0.06586458631590607,0.4452054794520548
ALL,0.5,vz,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.2286295841363822,0.43395076114684306,0.06731327234180728,0.42105263157894735
ALL,1.0,p,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.5220668252484408,1.1460831254720694,0.06951011507276948,0.26785714285714285
ALL,1.0,p,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.4974319111129455,1.1451255634427069,0.06458498216573719,0.25824175824175827
ALL,1.0,p,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.5582078734827709,1.249656009674072,0.07270315992229248,0.2
ALL,1.0,p,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.5461909678643386,0.9326539784669876,0.07595738575944225,0.20496894409937888
ALL,1.0,p,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.48419326683637776,0.9755296289920804,0.06149216962458337,0.24666666666666667
ALL,1.0,p,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.5116499597098069,1.079585686326026,0.06870064705252474,0.16129032258064516
ALL,1.0,p,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.565870814578082,1.1351181447505947,0.06273410530824601,0.22142857142857142
ALL,1.0,p,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.4877969337251974,1.0016561150550842,0.08203062068595621,0.2736318407960199
ALL,1.0,p,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.5773144875962756,1.3982115417718888,0.0711514636938574,0.25609756097560976
ALL,1.0,p,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.5452459984093709,1.0530163295567037,0.09020167965019937,0.2153846153846154
ALL,1.0,p,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.5157454368571153,1.0437072873115538,0.07466534441166542,0.1793103448275862
ALL,1.0,p,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.4324265100030299,0.8054754659533498,0.06470364371380818,0.19444444444444445
ALL,1.0,p,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.5521457152594111,1.1571696460247043,0.0811144052348226,0.20261437908496732
ALL,1.0,p,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.35924768043473365,0.7227806404232981,0.07740329031458773,0.3115942028985507
ALL,1.0,p,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.504747043629369,1.1389977782964706,0.08385413255070781,0.32061068702290074
ALL,1.0,p,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.4718714354822879,1.0602737739682198,0.06564188926397181,0.2808219178082192
ALL,1.0,p,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.5617674627192469,1.1198762111365794,0.09457784785185734,0.24561403508771928
ALL,1.0,q,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.27313655806217346,0.5356735080480576,0.09387398119763121,0.4642857142857143
ALL,1.0,q,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.2514667045548222,0.4997881770133971,0.0743180767506822,0.38461538461538464
ALL,1.0,q,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.26756276116032207,0.5460819646716115,0.07765476623809489,0.48125
ALL,1.0,q,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.26981850415132425,0.5197545811533928,0.0851848351806248,0.4720496894409938
ALL,1.0,q,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.35697602060965905,0.6816277354955672,0.07258763774738101,0.3333333333333333
ALL,1.0,q,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.29713444266118216,0.5824964124709366,0.07537042374700942,0.3225806451612903
ALL,1.0,q,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.23506505772123332,0.4672053672373293,0.07825961858283868,0.45714285714285713
ALL,1.0,q,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.2564252872202936,0.5533372163772583,0.0753977554081196,0.43781094527363185
ALL,1.0,q,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.27412569223397554,0.523025413416326,0.08594718231817848,0.4573170731707317
ALL,1.0,q,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.3642377674918178,0.6606751660379814,0.12044909909615026,0.45384615384615384
ALL,1.0,q,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.313917803042822,0.5853226542472837,0.09892871139168789,0.4068965517241379
ALL,1.0,q,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.27111375250291053,0.47005223426967846,0.08037038647408659,0.4513888888888889
ALL,1.0,q,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.29696503499522797,0.5718184724450112,0.10464760474901487,0.46405228758169936
ALL,1.0,q,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.27151546118452163,0.568334748595953,0.09162039353568167,0.4782608695652174
ALL,1.0,q,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.25341438417199685,0.48255234211683273,0.08971060489197324,0.46564885496183206
ALL,1.0,q,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.2642847843350837,0.4994867369532585,0.07567816985673406,0.4041095890410959
ALL,1.0,q,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.34460114527192903,0.683340623602271,0.11037643711404796,0.4473684210526316
ALL,1.0,r,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.17915261611973993,0.3694783278740943,0.027751715312628565,0.2857142857142857
ALL,1.0,r,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.15097902441384545,0.28168409541249273,0.024888975271569993,0.27472527472527475
ALL,1.0,r,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.147445198301972,0.28317521102726456,0.03315872823593492,0.35
ALL,1.0,r,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.17091370059503977,0.3187699168920517,0.032718494584912806,0.2670807453416149
ALL,1.0,r,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.15209869967528097,0.29759797900915136,0.027657593220724776,0.24666666666666667
ALL,1.0,r,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.12602184156028962,0.23544028997421262,0.02660161032755483,0.2967741935483871
ALL,1.0,r,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.12750319454437348,0.24256241321563715,0.028716569799842107,0.36428571428571427
ALL,1.0,r,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.12837662699758512,0.2493785247206688,0.030015783733140778,0.3880597014925373
ALL,1.0,r,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.13434656505498957,0.24534884355962275,0.02672864238375296,0.27439024390243905
ALL,1.0,r,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.20160396426496432,0.41823971373960367,0.04224064613170304,0.3076923076923077
ALL,1.0,r,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.1956346253443609,0.36948201656341545,0.041918418247662445,0.3103448275862069
ALL,1.0,r,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.16284640107951326,0.302290679141879,0.033229898541036466,0.3055555555555556
ALL,1.0,r,9.17数据/log_13_2026-9-17-06-52-30.ulg,153,0.179536087721829,0.3738326922059059,0.04004126821800892,0.3137254901960784
ALL,1.0,r,9.17数据/log_6_2026-9-17-06-02-24.ulg,138,0.1773439929653325,0.3340096980333331,0.03927084409916922,0.34782608695652173
ALL,1.0,r,9.17数据/log_7_2026-9-17-06-12-16.ulg,131,0.15238659118891254,0.3062243373133242,0.03770685547030836,0.40458015267175573
ALL,1.0,r,9.17数据/log_8_2026-9-17-06-17-52.ulg,146,0.18046602579653157,0.3739024931564927,0.03585084670157967,0.3424657534246575
ALL,1.0,r,9.17数据/log_9_2026-9-17-06-28-10.ulg,114,0.20457241941943102,0.3647046633996069,0.04131163837012045,0.32456140350877194
ALL,1.0,vx,2026.9.7/log_21_2026-9-7-05-54-56.ulg,168,0.3149182578246229,0.5862690687179566,0.08770775654196279,0.42857142857142855
ALL,1.0,vx,2026.9.7/log_22_2026-9-7-06-01-40.ulg,182,0.4036342069022265,0.7534336686134336,0.09166385495354244,0.2967032967032967
ALL,1.0,vx,2026.9.7/log_23_2026-9-7-06-09-22.ulg,160,0.3761042732937494,0.7526383921504018,0.10296499459700954,0.41875
ALL,1.0,vx,2026.9.7/log_24_2026-9-7-06-16-04.ulg,161,0.4252057374339328,0.8152475357055664,0.11316006545857459,0.32298136645962733
ALL,1.0,vx,2026.9.7/log_26_2026-9-7-06-30-26.ulg,150,0.3410980026289109,0.6777530431747436,0.08176592682127815,0.3933333333333333
ALL,1.0,vx,2026.9.7/log_27_2026-9-7-06-37-24.ulg,155,0.31848599255243265,0.6489216804504383,0.09506266313185956,0.4645161290322581
ALL,1.0,vx,2026.9.7/log_28_2026-9-7-06-44-02.ulg,140,0.3852420767404936,0.7734681844711296,0.0852054338274313,0.2857142857142857
ALL,1.0,vx,2026.9.7/log_29_2026-9-7-06-51-04.ulg,201,0.2911020068962069,0.5905535221099854,0.0992721119421914,0.5024875621890548
ALL,1.0,vx,2026.9.7/log_30_2026-9-7-06-58-22.ulg,164,0.4010471822684985,0.7812708139419554,0.0963458789754722,0.40853658536585363
ALL,1.0,vx,9.17数据/log_10_2026-9-17-06-34-34.ulg,130,0.42220978894454986,0.9656150013208388,0.12641332372620065,0.5076923076923077
ALL,1.0,vx,9.17数据/log_11_2026-9-17-06-40-30.ulg,145,0.36278006328596357,0.6941900253295898,0.11534983917309397,0.4482758620689655
ALL,1.0,vx,9.17数据/log_12_2026-9-17-06-46-02.ulg,144,0.42047642042671224,0.9232069969177238,0.11424318614043555,0.4930555555555556
