partition,steps,log_id,group,variant,axis,rmse,n
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,ALL,signed_diagnostic,vz,0.09486014111936894,895
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,ALL,signed_diagnostic,p,0.4165514753770919,895
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,ALL,signed_diagnostic,q,0.2047035454455343,895
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,ALL,signed_diagnostic,r,0.12705063038456502,895
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,zero_baseline,vx,0.11720751975089579,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,zero_baseline,vy,0.1575720933316181,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,zero_baseline,vz,0.13121759632849692,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,zero_baseline,p,0.48952443477256335,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,zero_baseline,q,0.2523988471629325,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,zero_baseline,r,0.1506624629579266,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,persistent_gain_clipped_0_1,vx,0.11433171783706754,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,persistent_gain_clipped_0_1,vy,0.1557975016011181,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,persistent_gain_clipped_0_1,vz,0.12352327781269049,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,persistent_gain_clipped_0_1,p,0.48952443477256335,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,persistent_gain_clipped_0_1,q,0.2503645653125635,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,persistent_gain_clipped_0_1,r,0.1506624629579266,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,signed_diagnostic,vx,0.11433171783706754,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,signed_diagnostic,vy,0.1557975016011181,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,signed_diagnostic,vz,0.12352327781269049,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,signed_diagnostic,p,0.4893613346420895,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,signed_diagnostic,q,0.2503645653125635,200
train_correction_oof,5,2026.9.6/log_17_2026-9-6-18-34-06.ulg,high_change,signed_diagnostic,r,0.1506475367373741,200
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,zero_baseline,vx,0.04842902001472985,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,zero_baseline,vy,0.05287384445192453,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,zero_baseline,vz,0.09189009020568255,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,zero_baseline,p,0.501595106416816,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,zero_baseline,q,0.1971969790291033,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,zero_baseline,r,0.15431806522843758,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,persistent_gain_clipped_0_1,vx,0.048602833933877376,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,persistent_gain_clipped_0_1,vy,0.05093135842402804,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,persistent_gain_clipped_0_1,vz,0.09032311820416941,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,persistent_gain_clipped_0_1,p,0.501595106416816,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,persistent_gain_clipped_0_1,q,0.19759329277531187,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,persistent_gain_clipped_0_1,r,0.15431806522843758,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,signed_diagnostic,vx,0.048602833933877376,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,signed_diagnostic,vy,0.05093135842402804,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,signed_diagnostic,vz,0.09032311820416941,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,signed_diagnostic,p,0.5035258611730145,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,signed_diagnostic,q,0.19759329277531187,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,ALL,signed_diagnostic,r,0.14924556760777077,695
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,zero_baseline,vx,0.0582528364821223,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,zero_baseline,vy,0.06820633669006732,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,zero_baseline,vz,0.09650241800609566,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,zero_baseline,p,0.5022083508948301,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,zero_baseline,q,0.19947165097214384,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,zero_baseline,r,0.16670423309764387,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,persistent_gain_clipped_0_1,vx,0.058079931358351655,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,persistent_gain_clipped_0_1,vy,0.0637275774247601,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,persistent_gain_clipped_0_1,vz,0.09376961383977114,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,persistent_gain_clipped_0_1,p,0.5022083508948301,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,persistent_gain_clipped_0_1,q,0.1971624740527916,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,persistent_gain_clipped_0_1,r,0.16670423309764387,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,signed_diagnostic,vx,0.058079931358351655,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,signed_diagnostic,vy,0.0637275774247601,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,signed_diagnostic,vz,0.09376961383977114,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,signed_diagnostic,p,0.5065873240305134,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,signed_diagnostic,q,0.1971624740527916,207
train_correction_oof,5,2026.9.6/log_18_2026-9-6-18-46-20.ulg,high_change,signed_diagnostic,r,0.1596336021724455,207
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,zero_baseline,vx,0.061070611227815395,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,zero_baseline,vy,0.04490121953229887,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,zero_baseline,vz,0.08314650790470844,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,zero_baseline,p,0.4760172212966653,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,zero_baseline,q,0.18261642613817497,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,zero_baseline,r,0.14186099067320898,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,persistent_gain_clipped_0_1,vx,0.06906856731691909,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,persistent_gain_clipped_0_1,vy,0.04511554284240267,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,persistent_gain_clipped_0_1,vz,0.079812815412418,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,persistent_gain_clipped_0_1,p,0.4760172212966653,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,persistent_gain_clipped_0_1,q,0.18386263803882902,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,persistent_gain_clipped_0_1,r,0.14186099067320898,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,signed_diagnostic,vx,0.06906856731691909,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,signed_diagnostic,vy,0.04511554284240267,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,signed_diagnostic,vz,0.079812815412418,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,signed_diagnostic,p,0.47860385081011486,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,signed_diagnostic,q,0.18386263803882902,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,ALL,signed_diagnostic,r,0.1332097923458691,774
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,zero_baseline,vx,0.10864671339540947,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,zero_baseline,vy,0.05500762910296899,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,zero_baseline,vz,0.09495124396645258,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,zero_baseline,p,0.47491716516998794,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,zero_baseline,q,0.21275378586974264,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,zero_baseline,r,0.15463792587263822,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,persistent_gain_clipped_0_1,vx,0.12898277984342787,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,persistent_gain_clipped_0_1,vy,0.055883879316878056,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,persistent_gain_clipped_0_1,vz,0.09287288350273018,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,persistent_gain_clipped_0_1,p,0.47491716516998794,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,persistent_gain_clipped_0_1,q,0.21375237081142498,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,persistent_gain_clipped_0_1,r,0.15463792587263822,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,signed_diagnostic,vx,0.12898277984342787,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,signed_diagnostic,vy,0.055883879316878056,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,signed_diagnostic,vz,0.09287288350273018,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,signed_diagnostic,p,0.47839234888271565,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,signed_diagnostic,q,0.21375237081142498,165
train_correction_oof,5,2026.9.6/log_19_2026-9-6-18-52-30.ulg,high_change,signed_diagnostic,r,0.1468182291133588,165
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,zero_baseline,vx,0.13850141638274985,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,zero_baseline,vy,0.046304546050228795,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,zero_baseline,vz,0.11498237610714644,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,zero_baseline,p,0.5023720644183052,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,zero_baseline,q,0.2126043110350336,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,zero_baseline,r,0.14294780236068294,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,persistent_gain_clipped_0_1,vx,0.13672245377986947,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,persistent_gain_clipped_0_1,vy,0.046280624395292916,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,persistent_gain_clipped_0_1,vz,0.11131794144213471,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,persistent_gain_clipped_0_1,p,0.5023720644183052,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,persistent_gain_clipped_0_1,q,0.20847525475086695,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,persistent_gain_clipped_0_1,r,0.14294780236068294,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,signed_diagnostic,vx,0.13672245377986947,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,signed_diagnostic,vy,0.046280624395292916,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,signed_diagnostic,vz,0.11131794144213471,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,signed_diagnostic,p,0.501635334906863,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,signed_diagnostic,q,0.20847525475086695,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,ALL,signed_diagnostic,r,0.13538929924545384,588
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,zero_baseline,vx,0.2631251192667849,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,zero_baseline,vy,0.05850447114692361,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,zero_baseline,vz,0.1700835736968594,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,zero_baseline,p,0.46990562971025795,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,zero_baseline,q,0.2888735306189897,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,zero_baseline,r,0.1555908538161502,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,persistent_gain_clipped_0_1,vx,0.2593746008283974,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,persistent_gain_clipped_0_1,vy,0.05855639728380654,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,persistent_gain_clipped_0_1,vz,0.1604835168796464,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,persistent_gain_clipped_0_1,p,0.46990562971025795,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,persistent_gain_clipped_0_1,q,0.27588317134228924,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,persistent_gain_clipped_0_1,r,0.1555908538161502,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,signed_diagnostic,vx,0.2593746008283974,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,signed_diagnostic,vy,0.05855639728380654,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,signed_diagnostic,vz,0.1604835168796464,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,signed_diagnostic,p,0.46862220018600276,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,signed_diagnostic,q,0.27588317134228924,152
train_correction_oof,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,signed_diagnostic,r,0.15195434483760764,152
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,zero_baseline,vx,0.06148907649095243,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,zero_baseline,vy,0.07566675600831468,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,zero_baseline,vz,0.11878810320569576,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,zero_baseline,p,0.31504045633311395,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,zero_baseline,q,0.25088066324296876,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,zero_baseline,r,0.12655722764670618,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,persistent_gain_clipped_0_1,vx,0.06001098575855482,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,persistent_gain_clipped_0_1,vy,0.07491054535296521,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,persistent_gain_clipped_0_1,vz,0.11465876536721886,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,persistent_gain_clipped_0_1,p,0.31504045633311395,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,persistent_gain_clipped_0_1,q,0.25150628372271205,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,persistent_gain_clipped_0_1,r,0.12655722764670618,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,signed_diagnostic,vx,0.06001098575855482,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,signed_diagnostic,vy,0.07491054535296521,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,signed_diagnostic,vz,0.11465876536721886,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,signed_diagnostic,p,0.316179689860429,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,signed_diagnostic,q,0.25150628372271205,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,signed_diagnostic,r,0.12670683123267712,702
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,zero_baseline,vx,0.07709957533480268,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,zero_baseline,vy,0.10353034356938219,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,zero_baseline,vz,0.12337558774435668,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,zero_baseline,p,0.3149358826955472,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,zero_baseline,q,0.2542358588859117,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,zero_baseline,r,0.13317190180182348,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,persistent_gain_clipped_0_1,vx,0.07440481904530219,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,persistent_gain_clipped_0_1,vy,0.10228403816552395,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,persistent_gain_clipped_0_1,vz,0.11984501488956936,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,persistent_gain_clipped_0_1,p,0.3149358826955472,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,persistent_gain_clipped_0_1,q,0.2546653276731072,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,persistent_gain_clipped_0_1,r,0.13317190180182348,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,signed_diagnostic,vx,0.07440481904530219,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,signed_diagnostic,vy,0.10228403816552395,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,signed_diagnostic,vz,0.11984501488956936,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,signed_diagnostic,p,0.31681493900419483,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,signed_diagnostic,q,0.2546653276731072,269
train_correction_oof,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,signed_diagnostic,r,0.13358547899122716,269
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,zero_baseline,vx,0.07365445504261448,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,zero_baseline,vy,0.07211520529332864,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,zero_baseline,vz,0.14006658241232645,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,zero_baseline,p,0.37685496625241294,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,zero_baseline,q,0.27819316647619435,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,zero_baseline,r,0.14520576428889437,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,persistent_gain_clipped_0_1,vx,0.07242943792148514,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,persistent_gain_clipped_0_1,vy,0.07110495953451555,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,persistent_gain_clipped_0_1,vz,0.13416819695554447,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,persistent_gain_clipped_0_1,p,0.37685496625241294,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,persistent_gain_clipped_0_1,q,0.27813621120464305,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,persistent_gain_clipped_0_1,r,0.14520576428889437,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,signed_diagnostic,vx,0.07242943792148514,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,signed_diagnostic,vy,0.07110495953451555,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,signed_diagnostic,vz,0.13416819695554447,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,signed_diagnostic,p,0.37906790316894307,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,signed_diagnostic,q,0.27813621120464305,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,signed_diagnostic,r,0.14408996494984472,727
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,zero_baseline,vx,0.08492738826198903,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,zero_baseline,vy,0.08860460373780854,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,zero_baseline,vz,0.1544853296134926,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,zero_baseline,p,0.4154212570494602,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,zero_baseline,q,0.3211015142903256,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,zero_baseline,r,0.16578636354745566,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,persistent_gain_clipped_0_1,vx,0.08492724276406781,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,persistent_gain_clipped_0_1,vy,0.08704767514319507,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,persistent_gain_clipped_0_1,vz,0.15191681465280626,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,persistent_gain_clipped_0_1,p,0.4154212570494602,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,persistent_gain_clipped_0_1,q,0.3190875345651223,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,persistent_gain_clipped_0_1,r,0.16578636354745566,275
train_correction_oof,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,signed_diagnostic,vx,0.08492724276406781,275
