partition,steps,log_id,group,axis,coverage,n
train,5,2026.9.6/log_20_2026-9-6-18-58-10.ulg,high_change,r,0.9736842105263158,152
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,vx,0.9829059829059829,702
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,vy,0.9829059829059829,702
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,vz,0.9814814814814815,702
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,p,1.0,702
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,q,0.9615384615384616,702
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,ALL,r,0.99002849002849,702
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,vx,0.9702602230483272,269
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,vy,0.9776951672862454,269
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,vz,0.9739776951672863,269
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,p,1.0,269
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,q,0.9516728624535316,269
train,5,2026.9.6/log_24_2026-9-6-06-28-38.ulg,high_change,r,0.9851301115241635,269
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,vx,0.9491059147180193,727
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,vy,0.9642365887207703,727
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,vz,0.9683631361760661,727
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,p,0.9903713892709766,727
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,q,0.9491059147180193,727
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,ALL,r,0.9683631361760661,727
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,vx,0.9490909090909091,275
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,vy,0.9345454545454546,275
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,vz,0.96,275
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,p,0.9818181818181818,275
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,q,0.9127272727272727,275
train,5,2026.9.6/log_28_2026-9-6-07-01-38.ulg,high_change,r,0.9454545454545454,275
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,ALL,vx,0.9574944071588367,447
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,ALL,vy,0.9888143176733781,447
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,ALL,vz,0.9798657718120806,447
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,ALL,p,0.9910514541387024,447
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,ALL,q,0.9888143176733781,447
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,ALL,r,0.9955257270693513,447
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,high_change,vx,0.9415204678362573,171
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,high_change,vy,0.9824561403508771,171
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,high_change,vz,0.9649122807017544,171
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,high_change,p,0.9824561403508771,171
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,high_change,q,0.9766081871345029,171
train,5,9.11数据/log_13_2026-9-11-18-28-08.ulg,high_change,r,0.9941520467836257,171
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,ALL,vx,0.9695945945945946,592
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,ALL,vy,0.9763513513513513,592
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,ALL,vz,0.9881756756756757,592
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,ALL,p,0.9983108108108109,592
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,ALL,q,0.9831081081081081,592
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,ALL,r,0.9949324324324325,592
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,high_change,vx,0.95625,160
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,high_change,vy,0.9625,160
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,high_change,vz,0.9875,160
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,high_change,p,0.99375,160
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,high_change,q,0.96875,160
train,5,9.11数据/log_14_2026-9-11-18-34-58.ulg,high_change,r,1.0,160
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,ALL,vx,0.9681818181818181,440
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,ALL,vy,0.9681818181818181,440
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,ALL,vz,0.9659090909090909,440
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,ALL,p,0.990909090909091,440
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,ALL,q,0.9727272727272728,440
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,ALL,r,0.9659090909090909,440
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,high_change,vx,0.9712643678160919,174
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,high_change,vy,0.9597701149425287,174
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,high_change,vz,0.9712643678160919,174
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,high_change,p,0.9942528735632183,174
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,high_change,q,0.9540229885057471,174
train,5,9.11数据/log_15_2026-9-11-18-40-48.ulg,high_change,r,0.9310344827586207,174
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,ALL,vx,0.9894459102902374,758
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,ALL,vy,0.9894459102902374,758
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,ALL,vz,0.9920844327176781,758
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,ALL,p,0.9802110817941952,758
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,ALL,q,0.9920844327176781,758
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,ALL,r,0.9947229551451188,758
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,high_change,vx,0.9811320754716981,159
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,high_change,vy,0.9622641509433962,159
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,high_change,vz,0.9748427672955975,159
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,high_change,p,0.9748427672955975,159
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,high_change,q,0.9874213836477987,159
train,5,9.12数据/log_10_2026-9-12-06-13-40.ulg,high_change,r,0.9811320754716981,159
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,ALL,vx,0.9791666666666666,720
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,ALL,vy,0.9819444444444444,720
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,ALL,vz,0.9861111111111112,720
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,ALL,p,0.9625,720
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,ALL,q,0.9833333333333333,720
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,ALL,r,0.9958333333333333,720
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,high_change,vx,0.965,200
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,high_change,vy,0.96,200
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,high_change,vz,0.97,200
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,high_change,p,0.94,200
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,high_change,q,0.96,200
train,5,9.12数据/log_11_2026-9-12-06-21-12.ulg,high_change,r,0.995,200
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,ALL,vx,0.9882869692532943,683
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,ALL,vy,0.9795021961932651,683
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,ALL,vz,0.9838945827232797,683
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,ALL,p,0.9736456808199122,683
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,ALL,q,0.9795021961932651,683
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,ALL,r,0.9912152269399708,683
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,high_change,vx,0.9700598802395209,167
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,high_change,vy,0.9520958083832335,167
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,high_change,vz,0.9700598802395209,167
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,high_change,p,0.9461077844311377,167
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,high_change,q,0.9580838323353293,167
train,5,9.12数据/log_12_2026-9-12-06-29-44.ulg,high_change,r,0.9700598802395209,167
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,ALL,vx,0.99867197875166,753
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,ALL,vy,0.9960159362549801,753
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,ALL,vz,0.99734395750332,753
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,ALL,p,0.9920318725099602,753
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,ALL,q,0.9946879150066401,753
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,ALL,r,1.0,753
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,high_change,vx,1.0,103
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,high_change,vy,1.0,103
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,high_change,vz,0.9902912621359223,103
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,high_change,p,1.0,103
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,high_change,q,0.9902912621359223,103
train,5,9.12数据/log_2_2026-9-12-18-32-54.ulg,high_change,r,1.0,103
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,ALL,vx,0.9924242424242424,792
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,ALL,vy,0.9924242424242424,792
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,ALL,vz,0.9873737373737373,792
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,ALL,p,0.9861111111111112,792
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,ALL,q,0.9949494949494949,792
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,ALL,r,0.9962121212121212,792
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,high_change,vx,0.961038961038961,154
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,high_change,vy,0.9675324675324676,154
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,high_change,vz,0.961038961038961,154
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,high_change,p,0.9805194805194806,154
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,high_change,q,0.974025974025974,154
train,5,9.12数据/log_3_2026-9-12-18-40-02.ulg,high_change,r,0.9805194805194806,154
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,ALL,vx,0.981679389312977,655
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,ALL,vy,0.9862595419847329,655
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,ALL,vz,0.9893129770992366,655
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,ALL,p,0.9877862595419847,655
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,ALL,q,0.9877862595419847,655
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,ALL,r,0.9923664122137404,655
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,high_change,vx,0.948905109489051,137
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,high_change,vy,0.9708029197080292,137
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,high_change,vz,0.9708029197080292,137
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,high_change,p,0.9927007299270073,137
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,high_change,q,0.9635036496350365,137
train,5,9.12数据/log_7_2026-9-12-05-49-02.ulg,high_change,r,0.9854014598540146,137
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,ALL,vx,0.9852760736196319,815
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,ALL,vy,0.9889570552147239,815
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,ALL,vz,0.9840490797546012,815
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,ALL,p,0.9791411042944785,815
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,ALL,q,0.9877300613496932,815
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,ALL,r,0.9938650306748467,815
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,high_change,vx,0.9581151832460733,191
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,high_change,vy,0.9685863874345549,191
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,high_change,vz,0.9581151832460733,191
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,high_change,p,0.9790575916230366,191
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,high_change,q,0.9633507853403142,191
train,5,9.12数据/log_8_2026-9-12-05-55-30.ulg,high_change,r,0.9895287958115183,191
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,ALL,vx,0.9626352015732547,1017
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,ALL,vy,0.9705014749262537,1017
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,ALL,vz,0.9862340216322517,1017
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,ALL,p,0.9803343166175025,1017
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,ALL,q,0.9901671583087512,1017
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,ALL,r,0.9911504424778761,1017
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,high_change,vx,0.940677966101695,236
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,high_change,vy,0.9491525423728814,236
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,high_change,vz,0.9830508474576272,236
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,high_change,p,0.9661016949152542,236
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,high_change,q,0.9788135593220338,236
train,5,9.12数据/log_9_2026-9-12-06-03-32.ulg,high_change,r,0.9745762711864406,236
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,ALL,vx,0.9971910112359551,712
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,ALL,vy,0.9985955056179775,712
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,ALL,vz,0.9971910112359551,712
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,ALL,p,0.9985955056179775,712
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,ALL,q,0.9929775280898876,712
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,ALL,r,0.9985955056179775,712
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,high_change,vx,0.9696969696969697,66
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,high_change,vy,0.9848484848484849,66
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,high_change,vz,0.9696969696969697,66
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,high_change,p,1.0,66
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,high_change,q,0.9393939393939394,66
train,5,9.13数据/log_1_2026-9-13-06-11-06.ulg,high_change,r,0.9848484848484849,66
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,ALL,vx,0.9985915492957746,710
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,ALL,vy,0.9985915492957746,710
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,ALL,vz,0.9985915492957746,710
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,ALL,p,0.9943661971830986,710
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,ALL,q,0.9985915492957746,710
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,ALL,r,1.0,710
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,high_change,vx,0.9911504424778761,113
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,high_change,vy,0.9911504424778761,113
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,high_change,vz,0.9911504424778761,113
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,high_change,p,0.9823008849557522,113
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,high_change,q,1.0,113
train,5,9.13数据/log_2_2026-9-13-06-20-06.ulg,high_change,r,1.0,113
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,ALL,vx,0.9929577464788732,710
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,ALL,vy,0.995774647887324,710
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,ALL,vz,0.9971830985915493,710
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,ALL,p,0.9943661971830986,710
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,ALL,q,0.9985915492957746,710
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,ALL,r,0.9971830985915493,710
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,high_change,vx,0.9553571428571429,112
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,high_change,vy,0.9732142857142857,112
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,high_change,vz,0.9821428571428571,112
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,high_change,p,1.0,112
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,high_change,q,1.0,112
train,5,9.13数据/log_3_2026-9-13-06-31-26.ulg,high_change,r,0.9821428571428571,112
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,ALL,vx,0.9956896551724138,696
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,ALL,vy,0.9942528735632183,696
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,ALL,vz,0.992816091954023,696
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,ALL,p,0.9971264367816092,696
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,ALL,q,0.9985632183908046,696
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,ALL,r,1.0,696
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,high_change,vx,0.978494623655914,93
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,high_change,vy,0.956989247311828,93
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,high_change,vz,0.967741935483871,93
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,high_change,p,0.989247311827957,93
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,high_change,q,1.0,93
train,5,9.13数据/log_4_2026-9-13-06-36-26.ulg,high_change,r,1.0,93
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,ALL,vx,0.9904109589041096,730
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,ALL,vy,0.9972602739726028,730
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,ALL,vz,0.9931506849315068,730
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,ALL,p,0.9808219178082191,730
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,ALL,q,0.9972602739726028,730
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,ALL,r,0.9986301369863013,730
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,high_change,vx,0.9814814814814815,108
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,high_change,vy,0.9814814814814815,108
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,high_change,vz,0.9814814814814815,108
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,high_change,p,0.9722222222222222,108
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,high_change,q,1.0,108
train,5,9.13数据/log_5_2026-9-13-06-42-40.ulg,high_change,r,1.0,108
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,ALL,vx,0.9733333333333334,450
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,ALL,vy,0.9888888888888889,450
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,ALL,vz,0.9711111111111111,450
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,ALL,p,0.9644444444444444,450
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,ALL,q,0.9866666666666667,450
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,ALL,r,0.9911111111111112,450
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,high_change,vx,0.9444444444444444,144
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,high_change,vy,0.9791666666666666,144
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,high_change,vz,0.9583333333333334,144
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,high_change,p,0.9652777777777778,144
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,high_change,q,0.9652777777777778,144
train,5,9.13数据/log_7_2026-9-13-18-12-52.ulg,high_change,r,0.9861111111111112,144
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,ALL,vx,0.9761904761904762,756
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,ALL,vy,0.9854497354497355,756
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,ALL,vz,0.9920634920634921,756
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,ALL,p,0.9603174603174603,756
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,ALL,q,0.9801587301587301,756
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,ALL,r,0.9947089947089947,756
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,high_change,vx,0.9731182795698925,186
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,high_change,vy,0.9731182795698925,186
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,high_change,vz,0.989247311827957,186
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,high_change,p,0.9623655913978495,186
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,high_change,q,0.9838709677419355,186
train,5,9.14数据/log_11_2026-9-14-18-13-22.ulg,high_change,r,0.989247311827957,186
train,5,9.14数据/log_12_2026-9-14-18-20-30.ulg,ALL,vx,0.9856770833333334,768
train,5,9.14数据/log_12_2026-9-14-18-20-30.ulg,ALL,vy,0.9908854166666666,768
