model,offset,origin,steps,common_steps,feedback_rmse,hold_rmse
ensemble,0.2,40,5,5,0.957641937908878,0.9398822710954762
ensemble,0.2,40,10,10,0.7455396959985344,0.731929382972486
ensemble,0.2,40,25,25,0.6787342878249331,0.6729206247681528
ensemble,0.2,40,50,50,0.6585106713496666,0.6582247750862049
ensemble,0.2,41,5,0,,
ensemble,0.2,41,10,0,,
ensemble,0.2,41,25,0,,
ensemble,0.2,41,50,0,,
ensemble,0.2,42,5,0,,
ensemble,0.2,42,10,0,,
ensemble,0.2,42,25,0,,
ensemble,0.2,42,50,0,,
ensemble,0.2,43,5,5,0.8744971563301277,0.8525886238292796
ensemble,0.2,43,10,10,0.9487034398427564,0.9310342979904915
ensemble,0.2,43,25,25,0.8763201499271899,0.8734490885859717
ensemble,0.2,43,50,50,0.8583813392760307,0.8580065199304925
ensemble,0.2,44,5,0,,
ensemble,0.2,44,10,0,,
ensemble,0.2,44,25,0,,
ensemble,0.2,44,50,0,,
ensemble,0.2,45,5,0,,
ensemble,0.2,45,10,0,,
ensemble,0.2,45,25,0,,
ensemble,0.2,45,50,0,,
ensemble,0.2,46,5,5,0.5714014787120818,0.5571306545448108
ensemble,0.2,46,10,10,0.643617759107444,0.6306171593772479
ensemble,0.2,46,25,25,0.5862160678832624,0.5835083536319899
ensemble,0.2,46,50,50,0.5921351748396219,0.5942882276541661
ensemble,0.2,47,5,0,,
ensemble,0.2,47,10,0,,
ensemble,0.2,47,25,0,,
ensemble,0.2,47,50,0,,
ensemble,0.2,48,5,0,,
ensemble,0.2,48,10,0,,
ensemble,0.2,48,25,0,,
ensemble,0.2,48,50,0,,
ensemble,0.2,49,5,5,0.3649527110819034,0.3504930927780488
ensemble,0.2,49,10,10,0.5281390266663932,0.5133689668982911
ensemble,0.2,49,25,25,0.51724394928565,0.5141336277207197
ensemble,0.2,49,50,50,0.5189484779926549,0.5197264049341747
ensemble,0.2,50,5,0,,
ensemble,0.2,50,10,0,,
ensemble,0.2,50,25,0,,
ensemble,0.2,50,50,0,,
seed17,-0.2,0,5,0,,
seed17,-0.2,0,10,0,,
seed17,-0.2,0,25,0,,
seed17,-0.2,0,50,0,,
seed17,-0.2,1,5,5,0.6573981158916054,0.6440367309341974
seed17,-0.2,1,10,10,0.9132916389847204,0.903486492395963
seed17,-0.2,1,25,25,0.8934715945800258,0.8921193074810266
seed17,-0.2,1,50,50,0.9037073586744097,0.906324708877082
seed17,-0.2,2,5,5,0.3200096082205075,0.3136492776514414
seed17,-0.2,2,10,10,0.3955746817186787,0.4004923447295151
seed17,-0.2,2,25,25,0.49442824383167455,0.4907030812708351
seed17,-0.2,2,50,50,0.5171331112479979,0.5160302482787814
seed17,-0.2,3,5,0,,
seed17,-0.2,3,10,0,,
seed17,-0.2,3,25,0,,
seed17,-0.2,3,50,0,,
seed17,-0.2,4,5,5,1.0995185062516009,1.076416882515904
seed17,-0.2,4,10,10,1.3391873582364258,1.3175411587304222
seed17,-0.2,4,25,25,1.265163707585544,1.2579434665412839
seed17,-0.2,4,50,50,1.2858839218032494,1.286494593717021
seed17,-0.2,5,5,0,,
seed17,-0.2,5,10,0,,
seed17,-0.2,5,25,0,,
seed17,-0.2,5,50,0,,
seed17,-0.2,6,5,0,,
seed17,-0.2,6,10,0,,
seed17,-0.2,6,25,0,,
seed17,-0.2,6,50,0,,
seed17,-0.2,7,5,0,,
seed17,-0.2,7,10,0,,
seed17,-0.2,7,25,0,,
seed17,-0.2,7,50,0,,
seed17,-0.2,8,5,0,,
seed17,-0.2,8,10,0,,
seed17,-0.2,8,25,0,,
seed17,-0.2,8,50,0,,
seed17,-0.2,9,5,0,,
seed17,-0.2,9,10,0,,
seed17,-0.2,9,25,0,,
seed17,-0.2,9,50,0,,
seed17,-0.2,10,5,0,,
seed17,-0.2,10,10,0,,
seed17,-0.2,10,25,0,,
seed17,-0.2,10,50,0,,
seed17,-0.2,11,5,5,1.1320866464124066,1.1066746386123685
seed17,-0.2,11,10,10,0.909907253075276,0.8862542358364667
seed17,-0.2,11,25,25,0.8548489919871483,0.8503824853610478
seed17,-0.2,11,50,50,0.7961618665552499,0.7949899300636226
seed17,-0.2,12,5,0,,
seed17,-0.2,12,10,0,,
seed17,-0.2,12,25,0,,
seed17,-0.2,12,50,0,,
seed17,-0.2,13,5,5,0.3367833898686558,0.32325955357316394
seed17,-0.2,13,10,10,0.43641520397857586,0.42748366562161405
seed17,-0.2,13,25,25,0.4650263161296495,0.45961784344517864
seed17,-0.2,13,50,50,0.42878884827578184,0.4259099867232775
seed17,-0.2,14,5,5,0.9260224256714764,0.8995619350332376
seed17,-0.2,14,10,10,0.6727117865574124,0.6529791082863672
seed17,-0.2,14,25,25,0.5897014453466709,0.5852130465952351
seed17,-0.2,14,50,50,0.5798834860707773,0.5792658418485673
seed17,-0.2,15,5,5,0.5923499566343408,0.5724841142990374
seed17,-0.2,15,10,10,0.6343721571585462,0.6146911516913504
seed17,-0.2,15,25,25,0.5512508805679252,0.5437346391724086
seed17,-0.2,15,50,50,0.5232725284197832,0.5209972605022445
seed17,-0.2,16,5,5,1.0780068047661564,1.0559186150416833
seed17,-0.2,16,10,10,1.306890056190778,1.2871098306992845
seed17,-0.2,16,25,25,1.2229481112847957,1.216229292921525
seed17,-0.2,16,50,50,1.2177150596456237,1.2178078257582696
seed17,-0.2,17,5,5,0.8692901447724211,0.8440721107251764
seed17,-0.2,17,10,10,0.6707031416064279,0.6511016585606597
seed17,-0.2,17,25,25,0.6725341359775637,0.6675756983392275
seed17,-0.2,17,50,34,0.6977119714370869,0.6946112930732141
seed17,-0.2,18,5,0,,
seed17,-0.2,18,10,0,,
seed17,-0.2,18,25,0,,
seed17,-0.2,18,50,0,,
seed17,-0.2,19,5,5,0.5288482910458062,0.5457643158829957
seed17,-0.2,19,10,10,0.517580532093748,0.519747507663339
seed17,-0.2,19,25,25,0.5120236385730979,0.5103781342833302
seed17,-0.2,19,50,50,0.5138585578351267,0.5113175035630649
seed17,-0.2,20,5,5,0.39404186100993455,0.3912307049863805
seed17,-0.2,20,10,10,0.4989253714961069,0.4845739741325697
seed17,-0.2,20,25,25,0.4813219699459989,0.4801505955394133
seed17,-0.2,20,50,50,0.4463933071607841,0.44651019897954497
seed17,-0.2,21,5,0,,
seed17,-0.2,21,10,0,,
seed17,-0.2,21,25,0,,
seed17,-0.2,21,50,0,,
seed17,-0.2,22,5,5,0.7377937609838452,0.717151159012206
seed17,-0.2,22,10,10,0.9041952149560711,0.8888084579014925
seed17,-0.2,22,25,25,0.9682444689291628,0.96239086189966
seed17,-0.2,22,50,50,0.9326824951843549,0.9320823801290152
seed17,-0.2,23,5,5,0.46514719234529134,0.4503797349514621
seed17,-0.2,23,10,10,0.40410415868157373,0.4010124870663365
seed17,-0.2,23,25,25,0.45375125710400754,0.45702930281019466
seed17,-0.2,23,50,50,0.4475150698771632,0.4504167866492444
seed17,-0.2,24,5,0,,
seed17,-0.2,24,10,0,,
seed17,-0.2,24,25,0,,
seed17,-0.2,24,50,0,,
seed17,-0.2,25,5,5,0.9055622209198984,0.8864936865761222
seed17,-0.2,25,10,10,0.7264496984977554,0.7128297700823186
seed17,-0.2,25,25,25,0.6840295791908796,0.6818902698012755
seed17,-0.2,25,50,50,0.6888415223776434,0.6921006805029087
seed17,-0.2,26,5,0,,
seed17,-0.2,26,10,0,,
seed17,-0.2,26,25,0,,
seed17,-0.2,26,50,0,,
seed17,-0.2,27,5,0,,
seed17,-0.2,27,10,0,,
seed17,-0.2,27,25,0,,
seed17,-0.2,27,50,0,,
seed17,-0.2,28,5,5,0.7151071084313037,0.6917205846916362
seed17,-0.2,28,10,10,0.8410376881964658,0.8205931791887107
seed17,-0.2,28,25,25,0.8169697798238098,0.8097165783961995
seed17,-0.2,28,50,50,0.8287509181604457,0.8287642608291279
seed17,-0.2,29,5,0,,
seed17,-0.2,29,10,0,,
seed17,-0.2,29,25,0,,
seed17,-0.2,29,50,0,,
seed17,-0.2,30,5,0,,
seed17,-0.2,30,10,0,,
seed17,-0.2,30,25,0,,
seed17,-0.2,30,50,0,,
seed17,-0.2,31,5,5,0.5258409325155207,0.5098213411589972
seed17,-0.2,31,10,10,0.9108848684900334,0.8999515588837647
seed17,-0.2,31,25,25,1.0856676700735657,1.0835806031089465
seed17,-0.2,31,50,50,1.1012405141642831,1.103113730667386
seed17,-0.2,32,5,0,,
seed17,-0.2,32,10,0,,
seed17,-0.2,32,25,0,,
seed17,-0.2,32,50,0,,
seed17,-0.2,33,5,0,,
seed17,-0.2,33,10,0,,
seed17,-0.2,33,25,0,,
seed17,-0.2,33,50,0,,
seed17,-0.2,34,5,5,0.8130611985242954,0.7868441682456744
seed17,-0.2,34,10,10,0.596089522481696,0.5787562859527347
seed17,-0.2,34,25,25,0.6117442813528867,0.6079990684358104
seed17,-0.2,34,50,50,0.6122933039420705,0.6084771023725793
seed17,-0.2,35,5,0,,
seed17,-0.2,35,10,0,,
seed17,-0.2,35,25,0,,
seed17,-0.2,35,50,0,,
seed17,-0.2,36,5,0,,
seed17,-0.2,36,10,0,,
seed17,-0.2,36,25,0,,
seed17,-0.2,36,50,0,,
seed17,-0.2,37,5,5,0.32139181190420746,0.31495968078963443
seed17,-0.2,37,10,10,0.41674316450312476,0.40626640028511557
seed17,-0.2,37,25,25,0.4084579902837065,0.40822824887349557
seed17,-0.2,37,50,50,0.38889261354381804,0.3884625935215973
seed17,-0.2,38,5,0,,
seed17,-0.2,38,10,0,,
seed17,-0.2,38,25,0,,
seed17,-0.2,38,50,0,,
seed17,-0.2,39,5,0,,
seed17,-0.2,39,10,0,,
seed17,-0.2,39,25,0,,
seed17,-0.2,39,50,0,,
seed17,-0.2,40,5,5,0.5443119479805101,0.5246148870505335
seed17,-0.2,40,10,10,0.4052427646403279,0.392944745926362
seed17,-0.2,40,25,25,0.44063243668638485,0.4351733985569291
seed17,-0.2,40,50,50,0.4618750150796321,0.45993949681159346
seed17,-0.2,41,5,0,,
seed17,-0.2,41,10,0,,
seed17,-0.2,41,25,0,,
seed17,-0.2,41,50,0,,
seed17,-0.2,42,5,0,,
seed17,-0.2,42,10,0,,
seed17,-0.2,42,25,0,,
seed17,-0.2,42,50,0,,
seed17,-0.2,43,5,5,0.6123946000350873,0.5935537440856938
seed17,-0.2,43,10,10,0.6486732671877362,0.6323643935395765
seed17,-0.2,43,25,25,0.5760491898512031,0.5726130387137334
seed17,-0.2,43,50,50,0.5570783326651232,0.5560808696467928
seed17,-0.2,44,5,0,,
seed17,-0.2,44,10,0,,
seed17,-0.2,44,25,0,,
seed17,-0.2,44,50,0,,
seed17,-0.2,45,5,0,,
seed17,-0.2,45,10,0,,
seed17,-0.2,45,25,0,,
seed17,-0.2,45,50,0,,
seed17,-0.2,46,5,5,0.5365674591004578,0.5407458959150042
seed17,-0.2,46,10,10,0.5093184338330504,0.5073815276974929
seed17,-0.2,46,25,25,0.4774407033857682,0.4766216094268593
seed17,-0.2,46,50,50,0.48051462378242327,0.48131025443108716
seed17,-0.2,47,5,0,,
seed17,-0.2,47,10,0,,
seed17,-0.2,47,25,0,,
seed17,-0.2,47,50,0,,
seed17,-0.2,48,5,0,,
seed17,-0.2,48,10,0,,
seed17,-0.2,48,25,0,,
seed17,-0.2,48,50,0,,
seed17,-0.2,49,5,5,0.7306753288287962,0.7100396704604635
seed17,-0.2,49,10,10,0.8475779191151281,0.825957710769737
seed17,-0.2,49,25,25,0.7742382698781188,0.768414254768064
seed17,-0.2,49,50,50,0.795297448177046,0.7970609506955653
seed17,-0.2,50,5,0,,
seed17,-0.2,50,10,0,,
seed17,-0.2,50,25,0,,
seed17,-0.2,50,50,0,,
seed17,0.0,0,5,0,,
seed17,0.0,0,10,0,,
seed17,0.0,0,25,0,,
seed17,0.0,0,50,0,,
seed17,0.0,1,5,5,0.5424998514313453,0.5383035905138773
seed17,0.0,1,10,10,0.7585165077731557,0.7469374961720621
seed17,0.0,1,25,25,0.747951816287825,0.7402795551909055
seed17,0.0,1,50,50,0.7616883670928748,0.7552175365139515
seed17,0.0,2,5,5,0.28412788774854497,0.2927027594177791
seed17,0.0,2,10,10,0.502610030900136,0.5132266463420095
seed17,0.0,2,25,25,0.6286078550863433,0.6257164611817965
seed17,0.0,2,50,50,0.663326731494544,0.6625675944220578
seed17,0.0,3,5,0,,
seed17,0.0,3,10,0,,
seed17,0.0,3,25,0,,
seed17,0.0,3,50,0,,
seed17,0.0,4,5,5,0.9096340010316843,0.8866447746354218
seed17,0.0,4,10,10,1.1485057066468813,1.1270946359432732
seed17,0.0,4,25,25,1.082179700454786,1.0753319891944384
seed17,0.0,4,50,50,1.1015191023288644,1.1021951406336457
seed17,0.0,5,5,0,,
seed17,0.0,5,10,0,,
seed17,0.0,5,25,0,,
seed17,0.0,5,50,0,,
seed17,0.0,6,5,0,,
seed17,0.0,6,10,0,,
seed17,0.0,6,25,0,,
seed17,0.0,6,50,0,,
seed17,0.0,7,5,0,,
seed17,0.0,7,10,0,,
seed17,0.0,7,25,0,,
seed17,0.0,7,50,0,,
seed17,0.0,8,5,0,,
seed17,0.0,8,10,0,,
seed17,0.0,8,25,0,,
seed17,0.0,8,50,0,,
seed17,0.0,9,5,0,,
seed17,0.0,9,10,0,,
seed17,0.0,9,25,0,,
seed17,0.0,9,50,0,,
seed17,0.0,10,5,0,,
seed17,0.0,10,10,0,,
seed17,0.0,10,25,0,,
seed17,0.0,10,50,0,,
seed17,0.0,11,5,5,0.9398998640493293,0.9144843836673485
seed17,0.0,11,10,10,0.733381533169479,0.7104714822524065
seed17,0.0,11,25,25,0.678660349339179,0.6741455890473372
seed17,0.0,11,50,50,0.624236027684299,0.6225767393971231
seed17,0.0,12,5,0,,
seed17,0.0,12,10,0,,
seed17,0.0,12,25,0,,
seed17,0.0,12,50,0,,
seed17,0.0,13,5,5,0.46152604933305463,0.4413033499932101
seed17,0.0,13,10,10,0.5432159795014931,0.526810988123574
seed17,0.0,13,25,25,0.5791419802125096,0.5718937226749633
seed17,0.0,13,50,50,0.5119981965004528,0.5091149819836545
seed17,0.0,14,5,5,0.7325293391069099,0.7065006663650127
seed17,0.0,14,10,10,0.5336471169118175,0.5182097717471222
seed17,0.0,14,25,25,0.4735539346643206,0.46825028146856457
seed17,0.0,14,50,50,0.46037888129479676,0.458801184485289
seed17,0.0,15,5,5,0.4264299795562336,0.40966378176936463
seed17,0.0,15,10,10,0.459424311678132,0.4418441802218464
seed17,0.0,15,25,25,0.40968006946353375,0.40372560277046626
seed17,0.0,15,50,50,0.39436208774073894,0.39193223328641985
seed17,0.0,16,5,5,0.8918626728581608,0.8700288371308305
seed17,0.0,16,10,10,1.1187718915439537,1.0993196368808718
seed17,0.0,16,25,25,1.038997726432966,1.032600243471516
seed17,0.0,16,50,50,1.0348558818552498,1.0349266881516124
seed17,0.0,17,5,5,0.6778092769074038,0.6532985143413659
seed17,0.0,17,10,10,0.518702463880715,0.5028631142700984
seed17,0.0,17,25,25,0.5187542859396214,0.5144947670875137
seed17,0.0,17,50,34,0.5430945429707563,0.5404080836095098
seed17,0.0,18,5,0,,
seed17,0.0,18,10,0,,
seed17,0.0,18,25,0,,
seed17,0.0,18,50,0,,
seed17,0.0,19,5,5,0.3677816026738316,0.3855779375055863
seed17,0.0,19,10,10,0.5478031977529323,0.544394885840312
seed17,0.0,19,25,25,0.5089017828381023,0.5080390585712125
seed17,0.0,19,50,50,0.5121332781148175,0.5129468671311589
seed17,0.0,20,5,5,0.43745483152192105,0.4465295936130895
seed17,0.0,20,10,10,0.44859410917744996,0.4446290721802298
seed17,0.0,20,25,25,0.4093521922184637,0.41082395771580166
seed17,0.0,20,50,50,0.38994805263424354,0.39020401474900396
seed17,0.0,21,5,0,,
seed17,0.0,21,10,0,,
seed17,0.0,21,25,0,,
seed17,0.0,21,50,0,,
seed17,0.0,22,5,5,0.5743328488302207,0.5554346565381472
seed17,0.0,22,10,10,0.7287051682973935,0.7143818133822137
seed17,0.0,22,25,25,0.7931101865221171,0.787849129013243
seed17,0.0,22,50,50,0.7599366061472437,0.7593113909708143
seed17,0.0,23,5,5,0.33799259869923914,0.3320952552226402
seed17,0.0,23,10,10,0.4101850944711086,0.4160682617370652
seed17,0.0,23,25,25,0.41590118314876184,0.4184523978775134
seed17,0.0,23,50,50,0.412683826118006,0.4146861119120254
seed17,0.0,24,5,0,,
seed17,0.0,24,10,0,,
seed17,0.0,24,25,0,,
seed17,0.0,24,50,0,,
seed17,0.0,25,5,5,1.0929885831541284,1.0736447219749738
seed17,0.0,25,10,10,0.9044577887973327,0.8903786367135701
seed17,0.0,25,25,25,0.8531152466384786,0.8510865817574401
seed17,0.0,25,50,50,0.8536944338042559,0.8571391589933074
seed17,0.0,26,5,0,,
seed17,0.0,26,10,0,,
seed17,0.0,26,25,0,,
seed17,0.0,26,50,0,,
seed17,0.0,27,5,0,,
seed17,0.0,27,10,0,,
seed17,0.0,27,25,0,,
seed17,0.0,27,50,0,,
seed17,0.0,28,5,5,0.5278060289559336,0.5047765272852129
seed17,0.0,28,10,10,0.6654953464370988,0.6464056578905417
seed17,0.0,28,25,25,0.6478913730932944,0.641741733748967
seed17,0.0,28,50,50,0.6598543615509442,0.6601803037431877
seed17,0.0,29,5,0,,
seed17,0.0,29,10,0,,
seed17,0.0,29,25,0,,
seed17,0.0,29,50,0,,
seed17,0.0,30,5,0,,
seed17,0.0,30,10,0,,
seed17,0.0,30,25,0,,
seed17,0.0,30,50,0,,
seed17,0.0,31,5,5,0.3977329234799501,0.3865906527763226
seed17,0.0,31,10,10,0.7480871918548643,0.7388025051524637
seed17,0.0,31,25,25,0.9124783088967274,0.9109973050424399
seed17,0.0,31,50,50,0.9246242206432362,0.9265960511473857
seed17,0.0,32,5,0,,
seed17,0.0,32,10,0,,
seed17,0.0,32,25,0,,
seed17,0.0,32,50,0,,
seed17,0.0,33,5,0,,
seed17,0.0,33,10,0,,
seed17,0.0,33,25,0,,
seed17,0.0,33,50,0,,
seed17,0.0,34,5,5,0.5816040627131128,0.6068099907348824
seed17,0.0,34,10,10,0.4890918616417701,0.4981260616997331
seed17,0.0,34,25,25,0.5006221889531542,0.4998005304703757
seed17,0.0,34,50,50,0.499969399185509,0.4990899189970412
seed17,0.0,35,5,0,,
seed17,0.0,35,10,0,,
seed17,0.0,35,25,0,,
seed17,0.0,35,50,0,,
seed17,0.0,36,5,0,,
seed17,0.0,36,10,0,,
seed17,0.0,36,25,0,,
seed17,0.0,36,50,0,,
seed17,0.0,37,5,5,0.3368941602693512,0.3445193948848645
seed17,0.0,37,10,10,0.40196750189014147,0.4045622904092803
seed17,0.0,37,25,25,0.4135650794731651,0.4117478671257907
seed17,0.0,37,50,50,0.4224406204675436,0.4175594818055766
seed17,0.0,38,5,0,,
seed17,0.0,38,10,0,,
seed17,0.0,38,25,0,,
seed17,0.0,38,50,0,,
seed17,0.0,39,5,0,,
seed17,0.0,39,10,0,,
seed17,0.0,39,25,0,,
seed17,0.0,39,50,0,,
seed17,0.0,40,5,5,0.7363861157434666,0.7163727683416349
seed17,0.0,40,10,10,0.5605579499118988,0.5460736532956616
seed17,0.0,40,25,25,0.5471463980745881,0.5406997082090935
seed17,0.0,40,50,50,0.5491309647001452,0.5478312533411765
seed17,0.0,41,5,0,,
seed17,0.0,41,10,0,,
seed17,0.0,41,25,0,,
seed17,0.0,41,50,0,,
seed17,0.0,42,5,0,,
seed17,0.0,42,10,0,,
seed17,0.0,42,25,0,,
seed17,0.0,42,50,0,,
seed17,0.0,43,5,5,0.7453231013134307,0.7230568954734352
seed17,0.0,43,10,10,0.8059356999240355,0.7880980563512818
seed17,0.0,43,25,25,0.7244951324050459,0.7213114938326968
seed17,0.0,43,50,50,0.702292752131763,0.7014344844221246
seed17,0.0,44,5,0,,
seed17,0.0,44,10,0,,
seed17,0.0,44,25,0,,
seed17,0.0,44,50,0,,
seed17,0.0,45,5,0,,
seed17,0.0,45,10,0,,
seed17,0.0,45,25,0,,
seed17,0.0,45,50,0,,
seed17,0.0,46,5,5,0.5117048280995813,0.5058149192167952
seed17,0.0,46,10,10,0.5354019025816557,0.5267891976898152
seed17,0.0,46,25,25,0.493154762557351,0.49155718005377513
seed17,0.0,46,50,50,0.49846819709474377,0.5002564545205729
seed17,0.0,47,5,0,,
seed17,0.0,47,10,0,,
seed17,0.0,47,25,0,,
seed17,0.0,47,50,0,,
seed17,0.0,48,5,0,,
seed17,0.0,48,10,0,,
seed17,0.0,48,25,0,,
seed17,0.0,48,50,0,,
seed17,0.0,49,5,5,0.5445706594931745,0.5251198060074747
seed17,0.0,49,10,10,0.6755148238547654,0.6556560210826633
seed17,0.0,49,25,25,0.6247040433391945,0.6197485875638766
seed17,0.0,49,50,50,0.6404933752614363,0.6420746213198083
seed17,0.0,50,5,0,,
seed17,0.0,50,10,0,,
seed17,0.0,50,25,0,,
seed17,0.0,50,50,0,,
seed17,0.2,0,5,0,,
seed17,0.2,0,10,0,,
seed17,0.2,0,25,0,,
seed17,0.2,0,50,0,,
seed17,0.2,1,5,5,0.4930545180885841,0.4947304713600841
seed17,0.2,1,10,10,0.6112148705456996,0.6160709602779431
seed17,0.2,1,25,25,0.6183443733375474,0.6165636759171739
seed17,0.2,1,50,50,0.6360065203812335,0.6318881049294424
seed17,0.2,2,5,5,0.3728956345986286,0.3911188486054486
seed17,0.2,2,10,10,0.6547933628018036,0.668138498294815
seed17,0.2,2,25,25,0.7955551607979922,0.7888299360565045
seed17,0.2,2,50,50,0.8387067177788972,0.8316876952685234
seed17,0.2,3,5,0,,
seed17,0.2,3,10,0,,
seed17,0.2,3,25,0,,
seed17,0.2,3,50,0,,
seed17,0.2,4,5,5,0.7252084171627735,0.7025700489478326
seed17,0.2,4,10,10,0.9616174629443268,0.940622158610232
seed17,0.2,4,25,25,0.9064142248564789,0.9001422700515622
seed17,0.2,4,50,50,0.9236835737625313,0.9244458009019902
seed17,0.2,5,5,0,,
seed17,0.2,5,10,0,,
seed17,0.2,5,25,0,,
seed17,0.2,5,50,0,,
seed17,0.2,6,5,0,,
seed17,0.2,6,10,0,,
seed17,0.2,6,25,0,,
seed17,0.2,6,50,0,,
seed17,0.2,7,5,0,,
seed17,0.2,7,10,0,,
seed17,0.2,7,25,0,,
seed17,0.2,7,50,0,,
seed17,0.2,8,5,0,,
seed17,0.2,8,10,0,,
seed17,0.2,8,25,0,,
seed17,0.2,8,50,0,,
seed17,0.2,9,5,0,,
seed17,0.2,9,10,0,,
seed17,0.2,9,25,0,,
seed17,0.2,9,50,0,,
seed17,0.2,10,5,0,,
seed17,0.2,10,10,0,,
seed17,0.2,10,25,0,,
seed17,0.2,10,50,0,,
seed17,0.2,11,5,5,0.7518000642440564,0.7265222990732074
seed17,0.2,11,10,10,0.5725083029577692,0.5514461808937274
seed17,0.2,11,25,25,0.5199931829152181,0.5155522845213406
seed17,0.2,11,50,50,0.47483418200811034,0.4724347626972641
seed17,0.2,12,5,0,,
seed17,0.2,12,10,0,,
seed17,0.2,12,25,0,,
seed17,0.2,12,50,0,,
seed17,0.2,13,5,5,0.6265696531247725,0.6041527312105851
seed17,0.2,13,10,10,0.6926102717054898,0.6725454296054618
seed17,0.2,13,25,25,0.7311370534964596,0.7231018454912986
seed17,0.2,13,50,50,0.6484014368175888,0.645752894326279
seed17,0.2,14,5,5,0.543765499444445,0.5187240850778865
seed17,0.2,14,10,10,0.4438663493906231,0.4366932588122699
seed17,0.2,14,25,25,0.4251574537751155,0.4195739908891393
seed17,0.2,14,50,50,0.40942956056162666,0.40675315132508577
seed17,0.2,15,5,5,0.3046417259459993,0.29649752082925895
seed17,0.2,15,10,10,0.3157742614297225,0.30431459192667176
seed17,0.2,15,25,25,0.33436207573392057,0.3321767323269174
seed17,0.2,15,50,50,0.3423868893317196,0.34026992561982067
seed17,0.2,16,5,5,0.7132597820071291,0.6920522869855028
seed17,0.2,16,10,10,0.9355958684823299,0.9167092122296419
seed17,0.2,16,25,25,0.8622242332537912,0.8563369608876281
seed17,0.2,16,50,50,0.8596648074606688,0.8597038675532908
seed17,0.2,17,5,5,0.4931383133695225,0.47025535498984306
seed17,0.2,17,10,10,0.4101972018238166,0.4022551635717508
seed17,0.2,17,25,25,0.4073202910082185,0.40466328494070647
seed17,0.2,17,50,34,0.4279034075067631,0.42614187504600465
seed17,0.2,18,5,0,,
seed17,0.2,18,10,0,,
seed17,0.2,18,25,0,,
seed17,0.2,18,50,0,,
seed17,0.2,19,5,5,0.274948058059658,0.28192552371952756
seed17,0.2,19,10,10,0.6432300762495942,0.6345030681472048
seed17,0.2,19,25,25,0.5799467481895394,0.5794148384594358
seed17,0.2,19,50,50,0.5844393351947514,0.5871825982475573
seed17,0.2,20,5,5,0.554494823058378,0.5707152817046077
seed17,0.2,20,10,10,0.4832668405196842,0.4904876134727028
seed17,0.2,20,25,25,0.4283311829968025,0.43244428834298615
seed17,0.2,20,50,50,0.4299441666325637,0.43028710549368515
seed17,0.2,21,5,0,,
seed17,0.2,21,10,0,,
seed17,0.2,21,25,0,,
seed17,0.2,21,50,0,,
seed17,0.2,22,5,5,0.4219373878071427,0.4274453191030189
seed17,0.2,22,10,10,0.5688383477696426,0.557406712265791
seed17,0.2,22,25,25,0.639681055859105,0.6286623171842587
seed17,0.2,22,50,50,0.611869909210751,0.6035975236438925
seed17,0.2,23,5,5,0.3035063106549355,0.31262213905999586
seed17,0.2,23,10,10,0.503193251213334,0.5151840196481339
seed17,0.2,23,25,25,0.4691027377916674,0.4704561887864007
seed17,0.2,23,50,50,0.4696466569631859,0.47016364521461773
seed17,0.2,24,5,0,,
seed17,0.2,24,10,0,,
seed17,0.2,24,25,0,,
seed17,0.2,24,50,0,,
seed17,0.2,25,5,5,1.2842137404593363,1.264735139361097
seed17,0.2,25,10,10,1.090118572262188,1.0758354646443007
seed17,0.2,25,25,25,1.0333028067694212,1.0313691866988155
seed17,0.2,25,50,50,1.0310604627367825,1.0345877020312064
seed17,0.2,26,5,0,,
seed17,0.2,26,10,0,,
seed17,0.2,26,25,0,,
seed17,0.2,26,50,0,,
seed17,0.2,27,5,0,,
seed17,0.2,27,10,0,,
seed17,0.2,27,25,0,,
seed17,0.2,27,50,0,,
seed17,0.2,28,5,5,0.3546550831419854,0.333348628871576
seed17,0.2,28,10,10,0.5083539123989064,0.49224725804667363
seed17,0.2,28,25,25,0.5020824879496574,0.4980200647339664
seed17,0.2,28,50,50,0.5137970979560692,0.5146123384704755
seed17,0.2,29,5,0,,
seed17,0.2,29,10,0,,
seed17,0.2,29,25,0,,
seed17,0.2,29,50,0,,
seed17,0.2,30,5,0,,
seed17,0.2,30,10,0,,
seed17,0.2,30,25,0,,
seed17,0.2,30,50,0,,
seed17,0.2,31,5,5,0.3462287130553884,0.3449447796855895
seed17,0.2,31,10,10,0.6079126194307793,0.6014528714560429
seed17,0.2,31,25,25,0.7527012212139074,0.7521205822372313
seed17,0.2,31,50,50,0.7596902861363624,0.7617746979079612
seed17,0.2,32,5,0,,
seed17,0.2,32,10,0,,
seed17,0.2,32,25,0,,
seed17,0.2,32,50,0,,
seed17,0.2,33,5,0,,
seed17,0.2,33,10,0,,
seed17,0.2,33,25,0,,
seed17,0.2,33,50,0,,
seed17,0.2,34,5,5,0.42130998265967,0.4441992946468582
seed17,0.2,34,10,10,0.49143405668048507,0.4912232848719945
seed17,0.2,34,25,25,0.45879199151219663,0.4581902222313899
seed17,0.2,34,50,50,0.4554335828210079,0.4560012227163452
seed17,0.2,35,5,0,,
seed17,0.2,35,10,0,,
seed17,0.2,35,25,0,,
seed17,0.2,35,50,0,,
seed17,0.2,36,5,0,,
seed17,0.2,36,10,0,,
seed17,0.2,36,25,0,,
seed17,0.2,36,50,0,,
