model,source_model,mode,offset,steps,requested,admitted,completed,completion_fraction,accepted_steps_mean,completed_only_flight_rmse,completed_flights,guard_fraction
ensemble,seed23,replay,-0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.6836944480362162,16,0.0
ensemble,seed23,replay,-0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.7191086596902672,16,0.0
ensemble,seed23,replay,-0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.7040406549527372,16,0.0
ensemble,seed23,replay,-0.2,50,51,23,21,0.4117647058823529,21.294117647058822,0.7015482297331386,16,0.0
ensemble,seed23,replay,0.0,5,51,23,22,0.43137254901960786,2.156862745098039,0.6142752811239165,16,0.0
ensemble,seed23,replay,0.0,10,51,23,22,0.43137254901960786,4.313725490196078,0.6673457438255745,16,0.0
ensemble,seed23,replay,0.0,25,51,23,22,0.43137254901960786,10.784313725490197,0.6501678769638184,16,0.0
ensemble,seed23,replay,0.0,50,51,23,21,0.4117647058823529,21.294117647058822,0.6483920638898968,16,0.0
ensemble,seed23,replay,0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.5870310425029623,16,0.0
ensemble,seed23,replay,0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.6554301875452542,16,0.0
ensemble,seed23,replay,0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.637639275700419,16,0.0
ensemble,seed23,replay,0.2,50,51,23,21,0.4117647058823529,21.294117647058822,0.6366283427963928,16,0.0
ensemble,seed42,replay,-0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.6837454920157235,16,0.0
ensemble,seed42,replay,-0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.7191268239019035,16,0.0
ensemble,seed42,replay,-0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.7040318428233034,16,0.0
ensemble,seed42,replay,-0.2,50,51,23,21,0.4117647058823529,21.294117647058822,0.701518003691761,16,0.0
ensemble,seed42,replay,0.0,5,51,23,22,0.43137254901960786,2.156862745098039,0.6143510398457066,16,0.0
ensemble,seed42,replay,0.0,10,51,23,22,0.43137254901960786,4.313725490196078,0.6673861402364732,16,0.0
