mode,pattern,step,cohort,condition,metric,seed,value
Mission,sustained,45,ALL,local100ms,attitude_deg,23,1.3699225642174355
Mission,sustained,45,ALL,local100ms,attitude_deg,42,1.3437435181397952
Mission,sustained,45,ALL,local100ms,body_rate_rad_s,17,0.5281338773399376
Mission,sustained,45,ALL,local100ms,body_rate_rad_s,23,0.5198464854303304
Mission,sustained,45,ALL,local100ms,body_rate_rad_s,42,0.5190435429049788
Mission,sustained,45,ALL,local100ms,p_rad_s,17,0.47393951306714494
Mission,sustained,45,ALL,local100ms,p_rad_s,23,0.45970326833162284
Mission,sustained,45,ALL,local100ms,p_rad_s,42,0.46378676524834733
Mission,sustained,45,ALL,local100ms,position_m,17,0.02121955859885309
Mission,sustained,45,ALL,local100ms,position_m,23,0.021450495834838355
Mission,sustained,45,ALL,local100ms,position_m,42,0.021036476248225217
Mission,sustained,45,ALL,local100ms,q_rad_s,17,0.19063556582187982
Mission,sustained,45,ALL,local100ms,q_rad_s,23,0.19900104915007263
Mission,sustained,45,ALL,local100ms,q_rad_s,42,0.19134260272193707
Mission,sustained,45,ALL,local100ms,r_rad_s,17,0.13127978140489846
Mission,sustained,45,ALL,local100ms,r_rad_s,23,0.1367129479057173
Mission,sustained,45,ALL,local100ms,r_rad_s,42,0.13005890496124828
Mission,sustained,45,ALL,local100ms,roll_deg,17,0.9648168538770326
Mission,sustained,45,ALL,local100ms,roll_deg,23,0.9914258851972012
Mission,sustained,45,ALL,local100ms,roll_deg,42,0.9863538358834979
Mission,sustained,45,ALL,local100ms,velocity_m_s,17,0.12262961396661687
Mission,sustained,45,ALL,local100ms,velocity_m_s,23,0.1279930537987034
Mission,sustained,45,ALL,local100ms,velocity_m_s,42,0.12711461701250906
Mission,sustained,45,Sep17,continuous,attitude_deg,17,7.050756360478768
Mission,sustained,45,Sep17,continuous,attitude_deg,23,6.5429687669466805
Mission,sustained,45,Sep17,continuous,attitude_deg,42,7.257650976327636
Mission,sustained,45,Sep17,continuous,body_rate_rad_s,17,0.5908602291305627
Mission,sustained,45,Sep17,continuous,body_rate_rad_s,23,0.5973136271584546
Mission,sustained,45,Sep17,continuous,body_rate_rad_s,42,0.5816747513200331
Mission,sustained,45,Sep17,continuous,p_rad_s,17,0.49849285874112814
Mission,sustained,45,Sep17,continuous,p_rad_s,23,0.4789996945487291
Mission,sustained,45,Sep17,continuous,p_rad_s,42,0.48944493014810275
Mission,sustained,45,Sep17,continuous,position_m,17,0.2677439465637238
Mission,sustained,45,Sep17,continuous,position_m,23,0.2736050287335932
Mission,sustained,45,Sep17,continuous,position_m,42,0.2582657162459513
Mission,sustained,45,Sep17,continuous,q_rad_s,17,0.2539145832595829
Mission,sustained,45,Sep17,continuous,q_rad_s,23,0.3065786409171772
Mission,sustained,45,Sep17,continuous,q_rad_s,42,0.24952918563368293
Mission,sustained,45,Sep17,continuous,r_rad_s,17,0.18767222679940207
Mission,sustained,45,Sep17,continuous,r_rad_s,23,0.17811792565351633
Mission,sustained,45,Sep17,continuous,r_rad_s,42,0.18747561153879055
Mission,sustained,45,Sep17,continuous,roll_deg,17,5.475820348426169
Mission,sustained,45,Sep17,continuous,roll_deg,23,4.70761687144093
Mission,sustained,45,Sep17,continuous,roll_deg,42,5.810396845919158
Mission,sustained,45,Sep17,continuous,velocity_m_s,17,0.5787037396302475
Mission,sustained,45,Sep17,continuous,velocity_m_s,23,0.5725544512681704
Mission,sustained,45,Sep17,continuous,velocity_m_s,42,0.5614001064466253
Mission,sustained,45,Sep17,local100ms,attitude_deg,17,1.3070315760624645
Mission,sustained,45,Sep17,local100ms,attitude_deg,23,1.3328764051598714
Mission,sustained,45,Sep17,local100ms,attitude_deg,42,1.3247937864276484
Mission,sustained,45,Sep17,local100ms,body_rate_rad_s,17,0.5121544456605008
Mission,sustained,45,Sep17,local100ms,body_rate_rad_s,23,0.5046268776611547
Mission,sustained,45,Sep17,local100ms,body_rate_rad_s,42,0.5033799140066553
Mission,sustained,45,Sep17,local100ms,p_rad_s,17,0.45745597191323106
Mission,sustained,45,Sep17,local100ms,p_rad_s,23,0.4443112351466461
Mission,sustained,45,Sep17,local100ms,p_rad_s,42,0.450760866723234
Mission,sustained,45,Sep17,local100ms,position_m,17,0.016923988424142892
Mission,sustained,45,Sep17,local100ms,position_m,23,0.01735884825185234
Mission,sustained,45,Sep17,local100ms,position_m,42,0.016672028756021057
Mission,sustained,45,Sep17,local100ms,q_rad_s,17,0.189986558452429
Mission,sustained,45,Sep17,local100ms,q_rad_s,23,0.19461503927324103
Mission,sustained,45,Sep17,local100ms,q_rad_s,42,0.18329660107952608
Mission,sustained,45,Sep17,local100ms,r_rad_s,17,0.12789960199075256
Mission,sustained,45,Sep17,local100ms,r_rad_s,23,0.13710759362517672
Mission,sustained,45,Sep17,local100ms,r_rad_s,42,0.1264034171182389
Mission,sustained,45,Sep17,local100ms,roll_deg,17,0.9330553461626175
Mission,sustained,45,Sep17,local100ms,roll_deg,23,0.9252218663278953
Mission,sustained,45,Sep17,local100ms,roll_deg,42,0.9572461586598746
Mission,sustained,45,Sep17,local100ms,velocity_m_s,17,0.12811258856964589
Mission,sustained,45,Sep17,local100ms,velocity_m_s,23,0.1346525598808309
Mission,sustained,45,Sep17,local100ms,velocity_m_s,42,0.1292016147919472
Mission,sustained,45,Sep7,continuous,attitude_deg,17,4.36619423213436
Mission,sustained,45,Sep7,continuous,attitude_deg,23,4.833996928799494
Mission,sustained,45,Sep7,continuous,attitude_deg,42,4.564178672194373
Mission,sustained,45,Sep7,continuous,body_rate_rad_s,17,0.5911644402357896
Mission,sustained,45,Sep7,continuous,body_rate_rad_s,23,0.6016399129068744
Mission,sustained,45,Sep7,continuous,body_rate_rad_s,42,0.5926922823152463
Mission,sustained,45,Sep7,continuous,p_rad_s,17,0.5201999279117031
Mission,sustained,45,Sep7,continuous,p_rad_s,23,0.5240046937888527
Mission,sustained,45,Sep7,continuous,p_rad_s,42,0.5263684572722631
Mission,sustained,45,Sep7,continuous,position_m,17,0.3151850753705606
Mission,sustained,45,Sep7,continuous,position_m,23,0.3171126873544268
Mission,sustained,45,Sep7,continuous,position_m,42,0.31780177236036705
Mission,sustained,45,Sep7,continuous,q_rad_s,17,0.24043809260592758
Mission,sustained,45,Sep7,continuous,q_rad_s,23,0.2580041208924175
Mission,sustained,45,Sep7,continuous,q_rad_s,42,0.23276774161919206
Mission,sustained,45,Sep7,continuous,r_rad_s,17,0.13728234751274104
Mission,sustained,45,Sep7,continuous,r_rad_s,23,0.1343156359101296
Mission,sustained,45,Sep7,continuous,r_rad_s,42,0.13469367437274476
Mission,sustained,45,Sep7,continuous,roll_deg,17,2.908097442072719
Mission,sustained,45,Sep7,continuous,roll_deg,23,3.334438182627226
Mission,sustained,45,Sep7,continuous,roll_deg,42,3.2394021354803355
Mission,sustained,45,Sep7,continuous,velocity_m_s,17,0.4271364162460317
Mission,sustained,45,Sep7,continuous,velocity_m_s,23,0.48407049186481377
Mission,sustained,45,Sep7,continuous,velocity_m_s,42,0.4647251954852697
Mission,sustained,45,Sep7,local100ms,attitude_deg,17,1.3545711026922391
Mission,sustained,45,Sep7,local100ms,attitude_deg,23,1.4440148823325643
Mission,sustained,45,Sep7,local100ms,attitude_deg,42,1.3816429815640894
Mission,sustained,45,Sep7,local100ms,body_rate_rad_s,17,0.5600927406988111
Mission,sustained,45,Sep7,local100ms,body_rate_rad_s,23,0.5502857009686821
Mission,sustained,45,Sep7,local100ms,body_rate_rad_s,42,0.5503708007016258
Mission,sustained,45,Sep7,local100ms,p_rad_s,17,0.5069065953749728
Mission,sustained,45,Sep7,local100ms,p_rad_s,23,0.49048733470157635
Mission,sustained,45,Sep7,local100ms,p_rad_s,42,0.48983856229857387
Mission,sustained,45,Sep7,local100ms,position_m,17,0.029810698948273495
Mission,sustained,45,Sep7,local100ms,position_m,23,0.029633791000810383
Mission,sustained,45,Sep7,local100ms,position_m,42,0.02976537123263354
Mission,sustained,45,Sep7,local100ms,q_rad_s,17,0.19193358056078147
Mission,sustained,45,Sep7,local100ms,q_rad_s,23,0.2077730689037358
Mission,sustained,45,Sep7,local100ms,q_rad_s,42,0.20743460600675906
Mission,sustained,45,Sep7,local100ms,r_rad_s,17,0.13804014023319028
Mission,sustained,45,Sep7,local100ms,r_rad_s,23,0.1359236564667985
Mission,sustained,45,Sep7,local100ms,r_rad_s,42,0.137369880647267
Mission,sustained,45,Sep7,local100ms,roll_deg,17,1.028339869305863
Mission,sustained,45,Sep7,local100ms,roll_deg,23,1.123833922935813
Mission,sustained,45,Sep7,local100ms,roll_deg,42,1.0445691903307446
Mission,sustained,45,Sep7,local100ms,velocity_m_s,17,0.11166366476055882
Mission,sustained,45,Sep7,local100ms,velocity_m_s,23,0.11467404163444843
Mission,sustained,45,Sep7,local100ms,velocity_m_s,42,0.12294062145363288
Mission,sustained,50,ALL,continuous,attitude_deg,17,6.784275275492596
Mission,sustained,50,ALL,continuous,attitude_deg,23,6.5265076661215815
Mission,sustained,50,ALL,continuous,attitude_deg,42,6.992375741872535
Mission,sustained,50,ALL,continuous,body_rate_rad_s,17,0.581757468211148
Mission,sustained,50,ALL,continuous,body_rate_rad_s,23,0.6069197863724719
Mission,sustained,50,ALL,continuous,body_rate_rad_s,42,0.5774412507049989
Mission,sustained,50,ALL,continuous,p_rad_s,17,0.4933158266759888
Mission,sustained,50,ALL,continuous,p_rad_s,23,0.49407766268900183
Mission,sustained,50,ALL,continuous,p_rad_s,42,0.49355727220349094
Mission,sustained,50,ALL,continuous,position_m,17,0.3362788774068504
Mission,sustained,50,ALL,continuous,position_m,23,0.3410101147706326
Mission,sustained,50,ALL,continuous,position_m,42,0.33033473304389455
Mission,sustained,50,ALL,continuous,q_rad_s,17,0.25134383000471294
Mission,sustained,50,ALL,continuous,q_rad_s,23,0.30470177160315365
Mission,sustained,50,ALL,continuous,q_rad_s,42,0.23885079360355863
Mission,sustained,50,ALL,continuous,r_rad_s,17,0.1717870924976094
Mission,sustained,50,ALL,continuous,r_rad_s,23,0.1658169894967851
Mission,sustained,50,ALL,continuous,r_rad_s,42,0.1734395207494146
Mission,sustained,50,ALL,continuous,roll_deg,17,5.145770561380117
Mission,sustained,50,ALL,continuous,roll_deg,23,4.709841289481044
Mission,sustained,50,ALL,continuous,roll_deg,42,5.475695843871933
Mission,sustained,50,ALL,continuous,velocity_m_s,17,0.5972938708607145
Mission,sustained,50,ALL,continuous,velocity_m_s,23,0.5993952402535568
Mission,sustained,50,ALL,continuous,velocity_m_s,42,0.6012111089754913
Mission,sustained,50,ALL,local100ms,attitude_deg,17,1.3010127296258567
Mission,sustained,50,ALL,local100ms,attitude_deg,23,1.348855645096613
Mission,sustained,50,ALL,local100ms,attitude_deg,42,1.3329752289906203
Mission,sustained,50,ALL,local100ms,body_rate_rad_s,17,0.5282671215056632
Mission,sustained,50,ALL,local100ms,body_rate_rad_s,23,0.5277969095405642
Mission,sustained,50,ALL,local100ms,body_rate_rad_s,42,0.5304472611917226
Mission,sustained,50,ALL,local100ms,p_rad_s,17,0.47094519247424366
Mission,sustained,50,ALL,local100ms,p_rad_s,23,0.4666980057301089
Mission,sustained,50,ALL,local100ms,p_rad_s,42,0.47429230734141997
Mission,sustained,50,ALL,local100ms,position_m,17,0.02095894223446086
Mission,sustained,50,ALL,local100ms,position_m,23,0.021251388846255766
Mission,sustained,50,ALL,local100ms,position_m,42,0.020916639871105074
Mission,sustained,50,ALL,local100ms,q_rad_s,17,0.19251864969364782
Mission,sustained,50,ALL,local100ms,q_rad_s,23,0.19688064169393085
Mission,sustained,50,ALL,local100ms,q_rad_s,42,0.1909154753526886
Mission,sustained,50,ALL,local100ms,r_rad_s,17,0.13654325289647604
Mission,sustained,50,ALL,local100ms,r_rad_s,23,0.14299487901555163
Mission,sustained,50,ALL,local100ms,r_rad_s,42,0.13535510968112993
Mission,sustained,50,ALL,local100ms,roll_deg,17,0.9778056640698529
Mission,sustained,50,ALL,local100ms,roll_deg,23,0.9992131730904495
Mission,sustained,50,ALL,local100ms,roll_deg,42,0.9904280288336215
Mission,sustained,50,ALL,local100ms,velocity_m_s,17,0.11569374394672073
Mission,sustained,50,ALL,local100ms,velocity_m_s,23,0.12209764795632637
Mission,sustained,50,ALL,local100ms,velocity_m_s,42,0.1243496685765371
Mission,sustained,50,Sep17,continuous,attitude_deg,17,7.81482019278633
Mission,sustained,50,Sep17,continuous,attitude_deg,23,7.168211522658166
Mission,sustained,50,Sep17,continuous,attitude_deg,42,8.052349979638004
Mission,sustained,50,Sep17,continuous,body_rate_rad_s,17,0.5908246170637644
Mission,sustained,50,Sep17,continuous,body_rate_rad_s,23,0.6176024015113298
Mission,sustained,50,Sep17,continuous,body_rate_rad_s,42,0.5833113990650161
Mission,sustained,50,Sep17,continuous,p_rad_s,17,0.49220548635269457
Mission,sustained,50,Sep17,continuous,p_rad_s,23,0.48447622282218833
Mission,sustained,50,Sep17,continuous,p_rad_s,42,0.48555802403083037
Mission,sustained,50,Sep17,continuous,position_m,17,0.32452794669583535
Mission,sustained,50,Sep17,continuous,position_m,23,0.3290564406698923
Mission,sustained,50,Sep17,continuous,position_m,42,0.3129546287964057
Mission,sustained,50,Sep17,continuous,q_rad_s,17,0.2625423817942863
Mission,sustained,50,Sep17,continuous,q_rad_s,23,0.33625721294126115
Mission,sustained,50,Sep17,continuous,q_rad_s,42,0.25660600808005757
Mission,sustained,50,Sep17,continuous,r_rad_s,17,0.18884469228809897
Mission,sustained,50,Sep17,continuous,r_rad_s,23,0.17724284076436952
Mission,sustained,50,Sep17,continuous,r_rad_s,42,0.1923705776816624
Mission,sustained,50,Sep17,continuous,roll_deg,17,6.121010028231447
Mission,sustained,50,Sep17,continuous,roll_deg,23,5.259324751516896
Mission,sustained,50,Sep17,continuous,roll_deg,42,6.498024355018201
Mission,sustained,50,Sep17,continuous,velocity_m_s,17,0.6588653122591132
Mission,sustained,50,Sep17,continuous,velocity_m_s,23,0.6325437871499775
Mission,sustained,50,Sep17,continuous,velocity_m_s,42,0.645992480960657
Mission,sustained,50,Sep17,local100ms,attitude_deg,17,1.305178582001936
Mission,sustained,50,Sep17,local100ms,attitude_deg,23,1.335008949221409
Mission,sustained,50,Sep17,local100ms,attitude_deg,42,1.3412313120385644
Mission,sustained,50,Sep17,local100ms,body_rate_rad_s,17,0.514705143584992
Mission,sustained,50,Sep17,local100ms,body_rate_rad_s,23,0.5098524268094936
Mission,sustained,50,Sep17,local100ms,body_rate_rad_s,42,0.5126275676639833
Mission,sustained,50,Sep17,local100ms,p_rad_s,17,0.46045949417991416
Mission,sustained,50,Sep17,local100ms,p_rad_s,23,0.4502473225565127
Mission,sustained,50,Sep17,local100ms,p_rad_s,42,0.4611242524058202
Mission,sustained,50,Sep17,local100ms,position_m,17,0.01651479780978655
Mission,sustained,50,Sep17,local100ms,position_m,23,0.016844353856375605
Mission,sustained,50,Sep17,local100ms,position_m,42,0.016442858085942626
Mission,sustained,50,Sep17,local100ms,q_rad_s,17,0.18746832454332923
Mission,sustained,50,Sep17,local100ms,q_rad_s,23,0.1899043211835986
Mission,sustained,50,Sep17,local100ms,q_rad_s,42,0.180180805515648
Mission,sustained,50,Sep17,local100ms,r_rad_s,17,0.1275494324263589
Mission,sustained,50,Sep17,local100ms,r_rad_s,23,0.1403027063545448
Mission,sustained,50,Sep17,local100ms,r_rad_s,42,0.12753721862161316
Mission,sustained,50,Sep17,local100ms,roll_deg,17,0.9803814820808744
Mission,sustained,50,Sep17,local100ms,roll_deg,23,0.9638392590484094
Mission,sustained,50,Sep17,local100ms,roll_deg,42,1.0055329380418343
Mission,sustained,50,Sep17,local100ms,velocity_m_s,17,0.12175811647355961
Mission,sustained,50,Sep17,local100ms,velocity_m_s,23,0.12716048346325695
Mission,sustained,50,Sep17,local100ms,velocity_m_s,42,0.12604265242552132
Mission,sustained,50,Sep7,continuous,attitude_deg,17,4.723185440905125
Mission,sustained,50,Sep7,continuous,attitude_deg,23,5.243099953048412
Mission,sustained,50,Sep7,continuous,attitude_deg,42,4.872427266341598
Mission,sustained,50,Sep7,continuous,body_rate_rad_s,17,0.5636231705059151
Mission,sustained,50,Sep7,continuous,body_rate_rad_s,23,0.5855545560947563
Mission,sustained,50,Sep7,continuous,body_rate_rad_s,42,0.5657009539849644
Mission,sustained,50,Sep7,continuous,p_rad_s,17,0.49553650732257737
Mission,sustained,50,Sep7,continuous,p_rad_s,23,0.513280542422629
Mission,sustained,50,Sep7,continuous,p_rad_s,42,0.5095557685488121
Mission,sustained,50,Sep7,continuous,position_m,17,0.3597807388288805
Mission,sustained,50,Sep7,continuous,position_m,23,0.3649174629721131
Mission,sustained,50,Sep7,continuous,position_m,42,0.3650949415388722
Mission,sustained,50,Sep7,continuous,q_rad_s,17,0.22894672642556632
Mission,sustained,50,Sep7,continuous,q_rad_s,23,0.2415908889269386
Mission,sustained,50,Sep7,continuous,q_rad_s,42,0.20334036465056074
Mission,sustained,50,Sep7,continuous,r_rad_s,17,0.1376718929166303
Mission,sustained,50,Sep7,continuous,r_rad_s,23,0.14296528696161626
Mission,sustained,50,Sep7,continuous,r_rad_s,42,0.13557740688491893
Mission,sustained,50,Sep7,continuous,roll_deg,17,3.19529162767746
Mission,sustained,50,Sep7,continuous,roll_deg,23,3.61087436540934
Mission,sustained,50,Sep7,continuous,roll_deg,42,3.431038821579401
Mission,sustained,50,Sep7,continuous,velocity_m_s,17,0.47415098806391726
Mission,sustained,50,Sep7,continuous,velocity_m_s,23,0.5330981464607156
Mission,sustained,50,Sep7,continuous,velocity_m_s,42,0.51164836500516
Mission,sustained,50,Sep7,local100ms,attitude_deg,17,1.2926810248736984
Mission,sustained,50,Sep7,local100ms,attitude_deg,23,1.3765490368470203
Mission,sustained,50,Sep7,local100ms,attitude_deg,42,1.3164630628947322
Mission,sustained,50,Sep7,local100ms,body_rate_rad_s,17,0.5553910773470057
Mission,sustained,50,Sep7,local100ms,body_rate_rad_s,23,0.5636858750027056
Mission,sustained,50,Sep7,local100ms,body_rate_rad_s,42,0.5660866482472012
Mission,sustained,50,Sep7,local100ms,p_rad_s,17,0.4919165890629027
Mission,sustained,50,Sep7,local100ms,p_rad_s,23,0.4995993720773014
Mission,sustained,50,Sep7,local100ms,p_rad_s,42,0.5006284172126194
Mission,sustained,50,Sep7,local100ms,position_m,17,0.029847231083809482
Mission,sustained,50,Sep7,local100ms,position_m,23,0.03006545882601608
Mission,sustained,50,Sep7,local100ms,position_m,42,0.029864203441429968
Mission,sustained,50,Sep7,local100ms,q_rad_s,17,0.202619299994285
Mission,sustained,50,Sep7,local100ms,q_rad_s,23,0.2108332827145954
Mission,sustained,50,Sep7,local100ms,q_rad_s,42,0.2123848150267698
Mission,sustained,50,Sep7,local100ms,r_rad_s,17,0.1545308938367103
Mission,sustained,50,Sep7,local100ms,r_rad_s,23,0.14837922433756529
Mission,sustained,50,Sep7,local100ms,r_rad_s,42,0.1509908918001635
Mission,sustained,50,Sep7,local100ms,roll_deg,17,0.97265402804781
Mission,sustained,50,Sep7,local100ms,roll_deg,23,1.0699610011745295
Mission,sustained,50,Sep7,local100ms,roll_deg,42,0.9602182104171959
Mission,sustained,50,Sep7,local100ms,velocity_m_s,17,0.10356499889304298
Mission,sustained,50,Sep7,local100ms,velocity_m_s,23,0.11197197694246519
Mission,sustained,50,Sep7,local100ms,velocity_m_s,42,0.1209637008785687
Stabilized,ALL,5,ALL,continuous,attitude_deg,17,1.525432631097768
Stabilized,ALL,5,ALL,continuous,attitude_deg,23,1.5536985943538053
Stabilized,ALL,5,ALL,continuous,attitude_deg,42,1.570550531092099
Stabilized,ALL,5,ALL,continuous,body_rate_rad_s,17,0.5703959654548038
Stabilized,ALL,5,ALL,continuous,body_rate_rad_s,23,0.5725937953349087
Stabilized,ALL,5,ALL,continuous,body_rate_rad_s,42,0.5779255541662349
Stabilized,ALL,5,ALL,continuous,p_rad_s,17,0.4784926191469995
Stabilized,ALL,5,ALL,continuous,p_rad_s,23,0.4756750182424762
Stabilized,ALL,5,ALL,continuous,p_rad_s,42,0.48352832455469186
Stabilized,ALL,5,ALL,continuous,position_m,17,0.039493158989414495
Stabilized,ALL,5,ALL,continuous,position_m,23,0.039636672369266435
Stabilized,ALL,5,ALL,continuous,position_m,42,0.0393745168106301
Stabilized,ALL,5,ALL,continuous,q_rad_s,17,0.2641825914457218
Stabilized,ALL,5,ALL,continuous,q_rad_s,23,0.2719885394199014
Stabilized,ALL,5,ALL,continuous,q_rad_s,42,0.26959160422119677
Stabilized,ALL,5,ALL,continuous,r_rad_s,17,0.1408216021420293
Stabilized,ALL,5,ALL,continuous,r_rad_s,23,0.14370923762320045
Stabilized,ALL,5,ALL,continuous,r_rad_s,42,0.14132508673281394
Stabilized,ALL,5,ALL,continuous,roll_deg,17,1.1207124955409378
Stabilized,ALL,5,ALL,continuous,roll_deg,23,1.1488405668855133
Stabilized,ALL,5,ALL,continuous,roll_deg,42,1.204422872725257
Stabilized,ALL,5,ALL,continuous,velocity_m_s,17,0.166419026289428
Stabilized,ALL,5,ALL,continuous,velocity_m_s,23,0.18023669613000917
Stabilized,ALL,5,ALL,continuous,velocity_m_s,42,0.17199676540033154
Stabilized,ALL,5,ALL,local100ms,attitude_deg,17,1.5254326279468828
Stabilized,ALL,5,ALL,local100ms,attitude_deg,23,1.5536985869945859
Stabilized,ALL,5,ALL,local100ms,attitude_deg,42,1.5705505343971946
Stabilized,ALL,5,ALL,local100ms,body_rate_rad_s,17,0.5703959656247718
Stabilized,ALL,5,ALL,local100ms,body_rate_rad_s,23,0.5725937951304532
Stabilized,ALL,5,ALL,local100ms,body_rate_rad_s,42,0.5779255545881604
Stabilized,ALL,5,ALL,local100ms,p_rad_s,17,0.4784926190689452
Stabilized,ALL,5,ALL,local100ms,p_rad_s,23,0.47567501867665124
Stabilized,ALL,5,ALL,local100ms,p_rad_s,42,0.4835283246440433
Stabilized,ALL,5,ALL,local100ms,position_m,17,0.039493158989414495
Stabilized,ALL,5,ALL,local100ms,position_m,23,0.039636672369266435
Stabilized,ALL,5,ALL,local100ms,position_m,42,0.0393745168106301
Stabilized,ALL,5,ALL,local100ms,q_rad_s,17,0.26418259204475303
Stabilized,ALL,5,ALL,local100ms,q_rad_s,23,0.2719885381401302
Stabilized,ALL,5,ALL,local100ms,q_rad_s,42,0.2695916048788046
Stabilized,ALL,5,ALL,local100ms,r_rad_s,17,0.1408216019990499
Stabilized,ALL,5,ALL,local100ms,r_rad_s,23,0.1437092376863173
Stabilized,ALL,5,ALL,local100ms,r_rad_s,42,0.14132508670085872
Stabilized,ALL,5,ALL,local100ms,roll_deg,17,1.120712489127275
Stabilized,ALL,5,ALL,local100ms,roll_deg,23,1.1488405545724742
Stabilized,ALL,5,ALL,local100ms,roll_deg,42,1.2044228736904279
Stabilized,ALL,5,ALL,local100ms,velocity_m_s,17,0.16641902622020122
Stabilized,ALL,5,ALL,local100ms,velocity_m_s,23,0.18023669710388338
Stabilized,ALL,5,ALL,local100ms,velocity_m_s,42,0.17199676553337562
Stabilized,ALL,5,Sep17,continuous,attitude_deg,17,1.7181321555320912
Stabilized,ALL,5,Sep17,continuous,attitude_deg,23,1.718568616693619
Stabilized,ALL,5,Sep17,continuous,attitude_deg,42,1.7744761652927
Stabilized,ALL,5,Sep17,continuous,body_rate_rad_s,17,0.5645534219355425
Stabilized,ALL,5,Sep17,continuous,body_rate_rad_s,23,0.5663974693919218
Stabilized,ALL,5,Sep17,continuous,body_rate_rad_s,42,0.5742411889689621
Stabilized,ALL,5,Sep17,continuous,p_rad_s,17,0.4434528301880098
Stabilized,ALL,5,Sep17,continuous,p_rad_s,23,0.43553991904158407
Stabilized,ALL,5,Sep17,continuous,p_rad_s,42,0.4454023733240859
Stabilized,ALL,5,Sep17,continuous,position_m,17,0.023938086535680716
Stabilized,ALL,5,Sep17,continuous,position_m,23,0.02431782500541088
Stabilized,ALL,5,Sep17,continuous,position_m,42,0.023854213815016206
Stabilized,ALL,5,Sep17,continuous,q_rad_s,17,0.3098990324409612
Stabilized,ALL,5,Sep17,continuous,q_rad_s,23,0.32016426265348175
Stabilized,ALL,5,Sep17,continuous,q_rad_s,42,0.3205125025794682
Stabilized,ALL,5,Sep17,continuous,r_rad_s,17,0.13989759198249338
Stabilized,ALL,5,Sep17,continuous,r_rad_s,23,0.15023316633865552
Stabilized,ALL,5,Sep17,continuous,r_rad_s,42,0.14759851800125579
Stabilized,ALL,5,Sep17,continuous,roll_deg,17,1.233011597849764
Stabilized,ALL,5,Sep17,continuous,roll_deg,23,1.2252108166392517
Stabilized,ALL,5,Sep17,continuous,roll_deg,42,1.3465984149477468
Stabilized,ALL,5,Sep17,continuous,velocity_m_s,17,0.19940741629603048
Stabilized,ALL,5,Sep17,continuous,velocity_m_s,23,0.21820977474213737
Stabilized,ALL,5,Sep17,continuous,velocity_m_s,42,0.2049381645395644
Stabilized,ALL,5,Sep17,local100ms,attitude_deg,17,1.7181321488364605
Stabilized,ALL,5,Sep17,local100ms,attitude_deg,23,1.7185686010552774
Stabilized,ALL,5,Sep17,local100ms,attitude_deg,42,1.7744761723160276
Stabilized,ALL,5,Sep17,local100ms,body_rate_rad_s,17,0.5645534222967248
Stabilized,ALL,5,Sep17,local100ms,body_rate_rad_s,23,0.5663974689574539
Stabilized,ALL,5,Sep17,local100ms,body_rate_rad_s,42,0.574241189865554
Stabilized,ALL,5,Sep17,local100ms,p_rad_s,17,0.44345283002214453
Stabilized,ALL,5,Sep17,local100ms,p_rad_s,23,0.43553991996420605
Stabilized,ALL,5,Sep17,local100ms,p_rad_s,42,0.4454023735139576
Stabilized,ALL,5,Sep17,local100ms,position_m,17,0.023938086535680716
Stabilized,ALL,5,Sep17,local100ms,position_m,23,0.02431782500541088
Stabilized,ALL,5,Sep17,local100ms,position_m,42,0.023854213815016206
Stabilized,ALL,5,Sep17,local100ms,q_rad_s,17,0.3098990337139024
Stabilized,ALL,5,Sep17,local100ms,q_rad_s,23,0.3201642599339679
Stabilized,ALL,5,Sep17,local100ms,q_rad_s,42,0.3205125039768849
Stabilized,ALL,5,Sep17,local100ms,r_rad_s,17,0.13989759167866214
Stabilized,ALL,5,Sep17,local100ms,r_rad_s,23,0.1502331664727788
Stabilized,ALL,5,Sep17,local100ms,r_rad_s,42,0.14759851793335094
Stabilized,ALL,5,Sep17,local100ms,roll_deg,17,1.2330115842207303
Stabilized,ALL,5,Sep17,local100ms,roll_deg,23,1.2252107904740432
Stabilized,ALL,5,Sep17,local100ms,roll_deg,42,1.3465984169987355
Stabilized,ALL,5,Sep17,local100ms,velocity_m_s,17,0.19940741614892352
Stabilized,ALL,5,Sep17,local100ms,velocity_m_s,23,0.21820977681162007
Stabilized,ALL,5,Sep17,local100ms,velocity_m_s,42,0.2049381648222831
Stabilized,ALL,5,Sep7,continuous,attitude_deg,17,1.354144164933925
Stabilized,ALL,5,Sep7,continuous,attitude_deg,23,1.4071474633850822
Stabilized,ALL,5,Sep7,continuous,attitude_deg,42,1.3892833006915652
Stabilized,ALL,5,Sep7,continuous,body_rate_rad_s,17,0.5755893374719248
Stabilized,ALL,5,Sep7,continuous,body_rate_rad_s,23,0.5781016406175638
Stabilized,ALL,5,Sep7,continuous,body_rate_rad_s,42,0.5812005454526995
Stabilized,ALL,5,Sep7,continuous,p_rad_s,17,0.509639098221657
Stabilized,ALL,5,Sep7,continuous,p_rad_s,23,0.5113506619766025
Stabilized,ALL,5,Sep7,continuous,p_rad_s,42,0.5174180589818973
Stabilized,ALL,5,Sep7,continuous,position_m,17,0.05331989005940008
Stabilized,ALL,5,Sep7,continuous,position_m,23,0.05325342558158248
Stabilized,ALL,5,Sep7,continuous,position_m,42,0.053170341695620224
