seed,mode,pattern,step,flight_id,cohort,n_origins,condition,metric,value,endpoint_elapsed_median_s,local_age_median_s
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,continuous,attitude_deg,1.335513237498778,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,continuous,body_rate_rad_s,0.6631722771464246,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,continuous,p_rad_s,0.613766409045565,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,continuous,q_rad_s,0.22724260730399412,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,continuous,r_rad_s,0.10700028845086877,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,continuous,roll_deg,1.0161606005432926,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,position_m,0.04828717882078836,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,velocity_m_s,0.10226364188291966,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,attitude_deg,1.335513237498778,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,body_rate_rad_s,0.6631722771464246,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,p_rad_s,0.613766409045565,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,q_rad_s,0.22724260730399412,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,r_rad_s,0.10700028845086877,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,124,local100ms,roll_deg,1.0161606005432926,0.09967899999999999,0.09967899999999999
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,position_m,0.12782978464594535,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,velocity_m_s,0.11875372556944026,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,attitude_deg,1.3529983087127793,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,body_rate_rad_s,0.5578743898629629,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,p_rad_s,0.508482925791042,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,q_rad_s,0.18981900424685394,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,r_rad_s,0.12898718800984552,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,continuous,roll_deg,1.0638762995975473,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,position_m,0.12782978464594535,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,velocity_m_s,0.11875372556944026,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,attitude_deg,1.3529983087127793,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,body_rate_rad_s,0.5578743898629629,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,p_rad_s,0.508482925791042,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,q_rad_s,0.18981900424685394,0.099817,0.099817
17,Stabilized,ALL,5,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,164,local100ms,r_rad_s,0.12898718800984552,0.099817,0.099817
