mode,pattern,step,flight_id,cohort,metric,continuous,local100ms,local_minus_continuous
Mission,ALL,35,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,q_rad_s,0.19863882850914424,0.18121666901476038,-0.01742215949438386
Mission,ALL,35,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,r_rad_s,0.10498201904360543,0.10947524067246135,0.004493221628855917
Mission,ALL,35,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,roll_deg,2.283025427573275,1.1259650829152579,-1.157060344658017
Mission,ALL,35,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,velocity_m_s,0.2760132991480867,0.09584684135403143,-0.18016645779405527
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,attitude_deg,5.706716667021652,1.312684674882229,-4.394031992139423
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,body_rate_rad_s,0.5879986687972039,0.5037143751738378,-0.08428429362336609
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,p_rad_s,0.4642002311567534,0.4420168182426762,-0.022183412914077216
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,position_m,0.20126573225882768,0.018391961080296,-0.18287377117853168
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,q_rad_s,0.3009752428325549,0.1985431484548099,-0.102432094377745
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,r_rad_s,0.1959262019876871,0.13729884844053308,-0.05862735354715401
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,roll_deg,4.588669199797375,0.9659432865771072,-3.6227259132202683
Mission,ALL,35,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,velocity_m_s,0.5132393898457316,0.1308580293508229,-0.3823813604949087
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,attitude_deg,5.318444784238719,1.4859753195165997,-3.832469464722119
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,body_rate_rad_s,0.6149528369358311,0.5513348641798025,-0.06361797275602865
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,p_rad_s,0.5112761431588172,0.49031996576286985,-0.02095617739594735
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,position_m,0.17260148069772033,0.018522624030150005,-0.15407885666757032
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,q_rad_s,0.2631394739267909,0.18772164215220935,-0.07541783177458153
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,r_rad_s,0.21744611593285135,0.16790867728234082,-0.049537438650510524
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,roll_deg,4.0773312289139225,1.2018054566593335,-2.875525772254589
Mission,ALL,35,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,velocity_m_s,0.41522851092571456,0.13255809822950415,-0.2826704126962104
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,attitude_deg,4.848347336447515,1.299069168012182,-3.5492781684353325
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,body_rate_rad_s,0.5752402267679994,0.5442915619606576,-0.030948664807341708
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,p_rad_s,0.5014239275750987,0.4977087641816462,-0.0037151633934524586
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,position_m,0.15886050228264784,0.014367836492134361,-0.14449266579051348
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,q_rad_s,0.21810412070037247,0.17559296420238413,-0.04251115649798834
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,r_rad_s,0.17797998941783147,0.13297658093966205,-0.045003408478169415
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,roll_deg,3.5276634377657223,0.9007395463410338,-2.6269238914246884
Mission,ALL,35,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,velocity_m_s,0.38345294704529936,0.12378760667181683,-0.25966534037348254
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,attitude_deg,6.128525501986843,1.3444462586774621,-4.784079243309381
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,body_rate_rad_s,0.5838277355568512,0.5004817699308022,-0.08334596562604901
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,p_rad_s,0.47261979053632913,0.42261256755387727,-0.05000722298245186
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,position_m,0.1870016648327623,0.01725065658112146,-0.16975100825164083
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,q_rad_s,0.2795825084280959,0.22935864349231472,-0.05022386493578118
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,r_rad_s,0.19442744224165584,0.13847804710174155,-0.05594939513991429
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,roll_deg,4.7507818029888425,0.9994521921655819,-3.7513296108232606
Mission,ALL,35,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,velocity_m_s,0.4550339368949186,0.11931521333944987,-0.3357187235554687
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,attitude_deg,4.873888544828355,1.0756728385292142,-3.798215706299141
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,body_rate_rad_s,0.4569371370144711,0.406254703240696,-0.05068243377377507
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,p_rad_s,0.3680513326501802,0.34671790765902283,-0.021333424991157368
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,position_m,0.16759029821835525,0.018600317114455662,-0.14898998110389958
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,q_rad_s,0.22273641819730142,0.1643460983823085,-0.05839031981499293
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,r_rad_s,0.1521213428669106,0.13295160776490852,-0.019169735102002067
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,roll_deg,3.702297989061474,0.7256264102869358,-2.976671578774538
Mission,ALL,35,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,velocity_m_s,0.3654020664394075,0.11544623803862025,-0.24995582840078723
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,attitude_deg,5.341203214433051,1.1056363713337491,-4.235566843099302
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,body_rate_rad_s,0.5114763180269438,0.45259266467960346,-0.05888365334734036
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,p_rad_s,0.4171275893689317,0.4084362022255328,-0.008691387143398899
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,position_m,0.181825825720516,0.020232707996990118,-0.1615931177235259
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,q_rad_s,0.24443394852227662,0.1540815416723095,-0.09035240684996712
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,r_rad_s,0.1647949620512816,0.11900319619847173,-0.045791765852809876
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,roll_deg,4.163729648470927,0.8196504123452822,-3.3440792361256446
Mission,ALL,35,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,velocity_m_s,0.38839950324933215,0.1147489184086896,-0.27365058484064253
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,attitude_deg,5.512721395206973,1.308776286122398,-4.203945109084575
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,body_rate_rad_s,0.5135294286041389,0.45224060766552904,-0.06128882093860982
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,p_rad_s,0.4322491062405114,0.39756737847327495,-0.03468172776723644
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,position_m,0.1580193110907144,0.01114824191176897,-0.14687106917894543
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,q_rad_s,0.23135481449128195,0.1843485979565792,-0.047006216534702744
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,r_rad_s,0.15088679761318768,0.1111265170849005,-0.03976028052828719
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,roll_deg,4.069300074108111,0.9713036477289262,-3.0979964263791846
Mission,ALL,35,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,velocity_m_s,0.3826461089680975,0.11679646481414287,-0.2658496441539546
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,attitude_deg,5.349050864987528,1.422281441923629,-3.9267694230638988
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,body_rate_rad_s,0.5646711334770277,0.5147812161937853,-0.049889917283242435
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,p_rad_s,0.45016082491604587,0.4518695635719363,0.0017087386558904405
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,position_m,0.14527704554650603,0.012975203696192796,-0.13230184185031324
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,q_rad_s,0.30907969347399494,0.21289878255011596,-0.09618091092387898
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,r_rad_s,0.13821179874573541,0.124121839570511,-0.014089959175224417
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,roll_deg,4.251415832816864,1.158419834808588,-3.092995998008276
Mission,ALL,35,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,velocity_m_s,0.4009696483119611,0.13176322695570697,-0.2692064213562541
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,attitude_deg,4.44023161945632,1.4102187548133192,-3.030012864643001
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,body_rate_rad_s,0.5550702926119238,0.5306705896073233,-0.02439970300460048
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,p_rad_s,0.47883413344757847,0.46668319173156486,-0.012150941716013608
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,position_m,0.19207979982617066,0.01878840523409323,-0.17329139459207743
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q_rad_s,0.23964049808366847,0.21315731349514264,-0.026483184588525832
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r_rad_s,0.14355345607962866,0.13537392838170045,-0.008179527697928207
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,roll_deg,2.952947541980152,1.1741383825757563,-1.7788091594043955
Mission,ALL,40,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,velocity_m_s,0.38935600888464883,0.11409552964327756,-0.27526047924137126
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,attitude_deg,6.010210432733591,1.4497353109063777,-4.5604751218272135
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,body_rate_rad_s,0.713328813041293,0.6610372632409433,-0.05229154980034978
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p_rad_s,0.6507340186701298,0.6111921085588722,-0.03954191011125763
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,position_m,0.2114509171207493,0.017123792984390023,-0.19432712413635927
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q_rad_s,0.2098566177187187,0.19267635205499523,-0.017180265663723465
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,r_rad_s,0.20266591266402356,0.16198247021217002,-0.04068344245185354
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,roll_deg,4.636699398802924,1.1230231899880585,-3.5136762088148656
Mission,ALL,40,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,velocity_m_s,0.5324434816667807,0.12174456561968973,-0.41069891604709097
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,attitude_deg,3.5958293399974566,1.1283226421489152,-2.4675066978485414
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,body_rate_rad_s,0.5168705473444332,0.49229507010397056,-0.024575477240462607
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,p_rad_s,0.4536302178749183,0.43515046770279503,-0.018479750172123277
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,position_m,0.4480870018110779,0.05126045723626998,-0.3968265445748079
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,q_rad_s,0.22092547067703236,0.18183311087205276,-0.039092359804979604
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,r_rad_s,0.11166755294079567,0.1410702662630684,0.029402713322272733
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,roll_deg,2.4627915093256,0.7967255461847653,-1.6660659631408348
Mission,ALL,40,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,velocity_m_s,0.4127435297765057,0.09659865176243992,-0.31614487801406577
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,attitude_deg,3.545223901786939,1.3397836761600843,-2.2054402256268544
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,body_rate_rad_s,0.47055461345377086,0.47407014961616484,0.003515536162393973
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,p_rad_s,0.4122770501470969,0.4257866806436885,0.013509630496591596
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,position_m,0.1520269570176098,0.01433502993236431,-0.13769192708524547
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,q_rad_s,0.1931026660404199,0.17621671033035777,-0.016885955710062128
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,r_rad_s,0.11856740363665708,0.11111678961392896,-0.007450614022728119
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,roll_deg,2.5355432108793887,1.1629887559780083,-1.3725544549013804
Mission,ALL,40,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,velocity_m_s,0.2889159954876455,0.09729445001326832,-0.1916215454743772
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,attitude_deg,6.473042194509998,1.465310061559566,-5.007732132950432
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,body_rate_rad_s,0.686122439685319,0.6079713702436783,-0.07815106944164074
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,p_rad_s,0.564292787756748,0.549926118506062,-0.01436666925068597
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,position_m,0.2524734572028831,0.018555867419814413,-0.2339175897830687
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,q_rad_s,0.3262006402655353,0.20952058282243233,-0.11668005744310297
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,r_rad_s,0.21008402770057485,0.15255224881598226,-0.0575317788845926
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,roll_deg,5.096531839986299,1.1049552424515785,-3.9915765975347206
Mission,ALL,40,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,velocity_m_s,0.581665235593563,0.14218777459215026,-0.4394774610014127
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,attitude_deg,5.902074660821644,1.374847530732963,-4.527227130088681
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,body_rate_rad_s,0.6290265350196586,0.5285134140555883,-0.10051312096407028
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,p_rad_s,0.5194494643272934,0.46879836537419345,-0.05065109895309999
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,position_m,0.2088781027844706,0.01707000988638016,-0.19180809289809045
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,q_rad_s,0.28278617019147,0.2011252968246565,-0.08166087336681352
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,r_rad_s,0.2109570098729786,0.1378272451837722,-0.0731297646892064
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,roll_deg,4.606878420315918,1.0004555000101016,-3.6064229203058167
Mission,ALL,40,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,velocity_m_s,0.44149736660141486,0.13442483009291709,-0.30707253650849775
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,attitude_deg,5.346822701675332,1.179736794812831,-4.167085906862501
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,body_rate_rad_s,0.48685010265089934,0.4240108790260751,-0.06283922362482425
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,p_rad_s,0.3944860594843242,0.36587601363731054,-0.028610045847013654
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,position_m,0.19592968850780648,0.01233549762723146,-0.18359419088057502
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,q_rad_s,0.2400043888618794,0.1847792224077233,-0.055225166454156094
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,r_rad_s,0.15347492458068857,0.10816839497519781,-0.04530652960549075
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,roll_deg,3.8377523336178565,0.8728762403444646,-2.964876093273392
Mission,ALL,40,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,velocity_m_s,0.45321090519985247,0.115682028399463,-0.33752887680038945
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,attitude_deg,6.574838661776732,1.4670322502250166,-5.107806411551715
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,body_rate_rad_s,0.5527818347402323,0.4777794724986691,-0.07500236224156326
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,p_rad_s,0.450296778570747,0.40221833656904676,-0.04807844200170025
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,position_m,0.2319115708978279,0.014344205869422096,-0.21756736502840582
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,q_rad_s,0.26280498788194623,0.21446298423259066,-0.048342003649355564
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,r_rad_s,0.18246258315618955,0.14289116661183368,-0.039571416544355864
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,roll_deg,5.148906652902856,1.0772736705952413,-4.071632982307615
Mission,ALL,40,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,velocity_m_s,0.5353216209316192,0.13131324917025877,-0.4040083717613604
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,attitude_deg,5.446572835513102,1.2403074421292801,-4.206265393383822
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,body_rate_rad_s,0.5206354799908396,0.4724849844335806,-0.04815049555725898
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,p_rad_s,0.4364635902745138,0.4225024109348281,-0.013961179339685714
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,position_m,0.20657984436453136,0.018434514548298527,-0.18814532981623283
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,q_rad_s,0.23141323245631565,0.16794096371527154,-0.06347226874104411
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,r_rad_s,0.1640083365320684,0.12841705643890639,-0.03559128009316201
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,roll_deg,4.177278342891362,0.947279872052799,-3.229998470838563
Mission,ALL,40,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,velocity_m_s,0.4281718159628884,0.11454413678993253,-0.31362767917295586
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,attitude_deg,6.0855998886307745,1.262530512959352,-4.823069375671422
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,body_rate_rad_s,0.608068825701145,0.5240940573718604,-0.08397476832928452
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,p_rad_s,0.5081829989229304,0.4686684846168554,-0.039514514306075
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,position_m,0.22302986476258924,0.01866240472576627,-0.20436746003682296
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,q_rad_s,0.2825787604962187,0.18989606305564108,-0.09268269744057764
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,r_rad_s,0.17569222700395262,0.13753257234420893,-0.03815965465974369
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,roll_deg,4.869822292765396,0.9338934010827721,-3.935928891682624
Mission,ALL,40,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,velocity_m_s,0.43162648886303123,0.12039571515040176,-0.31123077371262947
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,attitude_deg,5.9584867769219025,1.228421204519705,-4.730065572402197
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,body_rate_rad_s,0.5471972902893399,0.5216899833495469,-0.025507306939793084
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,p_rad_s,0.46890797349062247,0.4751395900423841,0.006231616551761632
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,position_m,0.19565089722930487,0.01492368331347949,-0.18072721391582539
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,q_rad_s,0.232993816346164,0.17610836525697718,-0.05688545108918683
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,r_rad_s,0.15668113512108506,0.12371260828188256,-0.0329685268392025
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,roll_deg,4.425049170982668,0.934419778023039,-3.4906293929596286
Mission,ALL,40,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,velocity_m_s,0.44754962867352766,0.11618056739360243,-0.3313690612799252
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,attitude_deg,6.1329077771699145,1.2898877232024617,-4.843020053967453
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,body_rate_rad_s,0.6383701739728049,0.5649245766978427,-0.07344559727496225
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,p_rad_s,0.5288127340918201,0.5101721103308788,-0.018640623760941222
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,position_m,0.18144661106602142,0.012426952216395226,-0.1690196588496262
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,q_rad_s,0.3026433942478775,0.2025476699503578,-0.1000957242975197
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,r_rad_s,0.18514624892791245,0.13330760037866993,-0.05183864854924253
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,roll_deg,4.948522649337277,1.0041848049694169,-3.94433784436786
Mission,ALL,40,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,velocity_m_s,0.46858865992046256,0.13413529196589344,-0.33445336795456915
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,attitude_deg,4.8076337705652685,1.5441501869348946,-3.263483583630374
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,body_rate_rad_s,0.5980361841407787,0.5942029436024189,-0.0038332405383598722
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,p_rad_s,0.5184737501859517,0.5325391819870534,0.014065431801101758
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,position_m,0.22710832553594582,0.016483501968421063,-0.21062482356752477
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,q_rad_s,0.2511432658573216,0.212655652301143,-0.03848761355617861
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,r_rad_s,0.1594594319747579,0.15559849116594243,-0.003860940808815466
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,roll_deg,3.2274791763232833,1.3126903355644852,-1.914788840758798
Mission,ALL,45,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,velocity_m_s,0.42117451067243533,0.1241756531816392,-0.29699885749079613
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,attitude_deg,6.720552345935837,1.3679655223603653,-5.352586823575471
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,body_rate_rad_s,0.6528273143862114,0.5799787952345782,-0.07284851915163326
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,p_rad_s,0.5631540524109383,0.5110699954991041,-0.05208405691183415
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,position_m,0.2613555536567956,0.022085212188713534,-0.23927034146808204
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,q_rad_s,0.26391112799197264,0.22314385164966777,-0.04076727634230487
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,r_rad_s,0.19790195575869393,0.15911606202129205,-0.03878589373740188
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,roll_deg,5.156930612785664,1.041814755462653,-4.115115857323011
Mission,ALL,45,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,velocity_m_s,0.6042945091070998,0.13105036979358353,-0.4732441393135163
Mission,ALL,45,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,attitude_deg,3.9363083574674533,1.2903741066968686,-2.6459342507705848
