mode,pattern,step,cohort,seed,metric,continuous,local100ms,local_minus_continuous
Mission,ALL,20,ALL,23,attitude_deg,3.313113362169064,1.3665239340512825,-1.9465894281177816
Mission,ALL,20,ALL,23,body_rate_rad_s,0.5512997616233537,0.521928464755827,-0.02937129686752671
Mission,ALL,20,ALL,23,p_rad_s,0.4838386843371188,0.46540273837555673,-0.01843594596156206
Mission,ALL,20,ALL,23,position_m,0.0909741370224653,0.02009567978998142,-0.07087845723248389
Mission,ALL,20,ALL,23,q_rad_s,0.2249175594891688,0.19245788018874052,-0.032459679300428285
Mission,ALL,20,ALL,23,r_rad_s,0.13066982330802385,0.13367272430477123,0.003002900996747382
Mission,ALL,20,ALL,23,roll_deg,2.268421293971509,1.041956867131066,-1.226464426840443
Mission,ALL,20,ALL,23,velocity_m_s,0.2575877230087406,0.12166293849549537,-0.13592478451324524
Mission,ALL,20,ALL,42,attitude_deg,3.3276996243154358,1.3524746200004554,-1.9752250043149804
Mission,ALL,20,ALL,42,body_rate_rad_s,0.5510980051860286,0.5291838323211732,-0.02191417286485542
Mission,ALL,20,ALL,42,p_rad_s,0.4938315911554951,0.4791867598324197,-0.014644831323075369
Mission,ALL,20,ALL,42,position_m,0.08836161658254689,0.01980032053516767,-0.06856129604737922
Mission,ALL,20,ALL,42,q_rad_s,0.20223184663354996,0.1842294422346221,-0.018002404398927863
Mission,ALL,20,ALL,42,r_rad_s,0.13267362409272837,0.1257238096604908,-0.006949814432237578
Mission,ALL,20,ALL,42,roll_deg,2.4386620830069696,1.0490373679820326,-1.389624715024937
Mission,ALL,20,ALL,42,velocity_m_s,0.25463774029835134,0.12203183835281878,-0.13260590194553257
Mission,ALL,20,Sep17,17,attitude_deg,3.536477275345663,1.31418754241943,-2.2222897329262326
Mission,ALL,20,Sep17,17,body_rate_rad_s,0.5437185463897896,0.5033989987567286,-0.040319547633061004
Mission,ALL,20,Sep17,17,p_rad_s,0.48046775239966194,0.4513656677872043,-0.029102084612457613
Mission,ALL,20,Sep17,17,position_m,0.07713814122085187,0.01635190555340779,-0.06078623566744408
Mission,ALL,20,Sep17,17,q_rad_s,0.21253505268616432,0.1866062286696778,-0.025928824016486524
Mission,ALL,20,Sep17,17,r_rad_s,0.13800501806824275,0.12078460467047279,-0.01722041339776996
Mission,ALL,20,Sep17,17,roll_deg,2.6037427468031265,0.9862267837699329,-1.6175159630331937
Mission,ALL,20,Sep17,17,velocity_m_s,0.2658578844426648,0.123756039777032,-0.14210184466563278
Mission,ALL,20,Sep17,23,attitude_deg,3.5653383050461964,1.3445695219730858,-2.220768783073111
Mission,ALL,20,Sep17,23,body_rate_rad_s,0.5331100999864936,0.49571259838279336,-0.037397501603700256
Mission,ALL,20,Sep17,23,p_rad_s,0.45742221965355306,0.4355550616688312,-0.021867157984721886
Mission,ALL,20,Sep17,23,position_m,0.07967868144385884,0.01662125763763045,-0.06305742380622839
Mission,ALL,20,Sep17,23,q_rad_s,0.2367051186909313,0.19512638493829626,-0.041578733752635044
Mission,ALL,20,Sep17,23,r_rad_s,0.13401773351934598,0.13233257648251412,-0.0016851570368318636
Mission,ALL,20,Sep17,23,roll_deg,2.426219546767294,0.9909383868761144,-1.4352811598911794
Mission,ALL,20,Sep17,23,velocity_m_s,0.2717371808452852,0.12774812387817885,-0.14398905696710634
Mission,ALL,20,Sep17,42,attitude_deg,3.6450433809147875,1.3437108379978735,-2.301332542916914
Mission,ALL,20,Sep17,42,body_rate_rad_s,0.5368486670342972,0.5056527203565249,-0.031195946677772368
Mission,ALL,20,Sep17,42,p_rad_s,0.473191133937698,0.4545034066260123,-0.01868772731168572
Mission,ALL,20,Sep17,42,position_m,0.07549202364730473,0.016159275983714732,-0.059332747663589994
Mission,ALL,20,Sep17,42,q_rad_s,0.21129793204329705,0.18426460641674386,-0.027033325626553195
Mission,ALL,20,Sep17,42,r_rad_s,0.13771864604325335,0.12107977402038082,-0.016638872022872522
Mission,ALL,20,Sep17,42,roll_deg,2.727669005177121,1.0249428671608503,-1.7027261380162708
Mission,ALL,20,Sep17,42,velocity_m_s,0.2612208401283325,0.12669206467711028,-0.13452877545122224
Mission,ALL,20,Sep7,17,attitude_deg,2.6161253210062037,1.3245153149545175,-1.2916100060516862
Mission,ALL,20,Sep7,17,body_rate_rad_s,0.5833715949957332,0.579935936026807,-0.0034356589689261696
Mission,ALL,20,Sep7,17,p_rad_s,0.5385340099525869,0.5345556032257953,-0.003978406726791617
Mission,ALL,20,Sep7,17,position_m,0.11573530333225907,0.027461535618230216,-0.08827376771402885
Mission,ALL,20,Sep7,17,q_rad_s,0.18758462387836164,0.17637571911908279,-0.011208904759278854
