mode,pattern,step,cohort,metric,continuous,local100ms,reduction_pct
Mission,ALL,5,ALL,attitude_deg,1.335809605827856,1.3358096054947384,2.4937500980989227e-08
Mission,ALL,5,ALL,body_rate_rad_s,0.5105615156724018,0.5105615157342438,-1.2112541601012153e-08
Mission,ALL,5,ALL,p_rad_s,0.45371468353895,0.4537146835657559,-5.908094186258213e-09
Mission,ALL,5,ALL,position_m,0.0213230817881127,0.0213230817881127,0.0
Mission,ALL,5,ALL,q_rad_s,0.1929302562304501,0.192930256319515,-4.6164295890522e-08
Mission,ALL,5,ALL,r_rad_s,0.1299034258524347,0.1299034258763941,-1.8444023031633293e-08
Mission,ALL,5,ALL,roll_deg,1.0047453733276104,1.0047453726757938,6.487380962356514e-08
Mission,ALL,5,ALL,velocity_m_s,0.119518338136165,0.1195183380735447,5.2393882656441556e-08
Mission,ALL,5,Sep17,attitude_deg,1.3575541085024632,1.3575541080027869,3.6807100152155604e-08
Mission,ALL,5,Sep17,body_rate_rad_s,0.5086764844266894,0.5086764845194525,-1.823615251107348e-08
Mission,ALL,5,Sep17,p_rad_s,0.4541849275758491,0.454184927616058,-8.852978011909733e-09
Mission,ALL,5,Sep17,position_m,0.0163663816244759,0.0163663816244759,0.0
Mission,ALL,5,Sep17,q_rad_s,0.1879879278767769,0.1879879280103742,-7.106695701069611e-08
Mission,ALL,5,Sep17,r_rad_s,0.1287913772817556,0.1287913773176947,-2.7904884472714814e-08
Mission,ALL,5,Sep17,roll_deg,1.0078584692901236,1.007858468312399,9.70101058596991e-08
Mission,ALL,5,Sep17,velocity_m_s,0.124392763475345,0.1243927633814147,7.551107102361799e-08
Mission,ALL,5,Sep7,attitude_deg,1.2923206004786416,1.2923206004786416,0.0
Mission,ALL,5,Sep7,body_rate_rad_s,0.5143315781638266,0.5143315781638266,0.0
Mission,ALL,5,Sep7,p_rad_s,0.4527741954651516,0.4527741954651516,0.0
Mission,ALL,5,Sep7,position_m,0.0312364821153865,0.0312364821153865,0.0
Mission,ALL,5,Sep7,q_rad_s,0.2028149129377965,0.2028149129377965,0.0
Mission,ALL,5,Sep7,r_rad_s,0.1321275229937929,0.1321275229937929,0.0
Mission,ALL,5,Sep7,roll_deg,0.9985191814025836,0.9985191814025836,0.0
Mission,ALL,5,Sep7,velocity_m_s,0.1097694874578049,0.1097694874578049,0.0
Mission,ALL,10,ALL,attitude_deg,2.0197158298442286,1.2854646617552323,36.35418197151159
Mission,ALL,10,ALL,body_rate_rad_s,0.5390443584052972,0.5214360442826748,3.266579799613276
Mission,ALL,10,ALL,p_rad_s,0.4810322971928165,0.4687505041955136,2.553215879469283
Mission,ALL,10,ALL,position_m,0.0413079872940451,0.0198885068122752,51.85312063088028
Mission,ALL,10,ALL,q_rad_s,0.1990404728199529,0.1821703457937195,8.475726965084993
Mission,ALL,10,ALL,r_rad_s,0.134606684048809,0.1346007317505796,0.004421993061823595
Mission,ALL,10,ALL,roll_deg,1.4102939877464429,0.9651019036792112,31.567324822721492
Mission,ALL,10,ALL,velocity_m_s,0.1637665979545887,0.1171782003715486,28.448046283503263
Mission,ALL,10,Sep17,attitude_deg,2.1226474145733665,1.2765886526243777,39.85865745484816
Mission,ALL,10,Sep17,body_rate_rad_s,0.5196776583990464,0.4995214553802192,3.8785971829002226
Mission,ALL,10,Sep17,p_rad_s,0.4555363403747861,0.4433176348052488,2.6822680182846743
Mission,ALL,10,Sep17,position_m,0.0334765887680522,0.0162030487549836,51.59886550195132
