mode,pattern,step,cohort,metric,unit,n,local_better,local_worse
Mission,sustained,45,Sep17,velocity_m_s,seed,3,3,0
Mission,sustained,45,Sep7,attitude_deg,seed,3,3,0
Mission,sustained,45,Sep7,body_rate_rad_s,seed,3,3,0
Mission,sustained,45,Sep7,p_rad_s,seed,3,3,0
Mission,sustained,45,Sep7,position_m,seed,3,3,0
Mission,sustained,45,Sep7,q_rad_s,seed,3,3,0
Mission,sustained,45,Sep7,r_rad_s,seed,3,0,3
Mission,sustained,45,Sep7,roll_deg,seed,3,3,0
Mission,sustained,45,Sep7,velocity_m_s,seed,3,3,0
Mission,sustained,50,ALL,attitude_deg,seed,3,3,0
Mission,sustained,50,ALL,body_rate_rad_s,seed,3,3,0
Mission,sustained,50,ALL,p_rad_s,seed,3,3,0
Mission,sustained,50,ALL,position_m,seed,3,3,0
Mission,sustained,50,ALL,q_rad_s,seed,3,3,0
Mission,sustained,50,ALL,r_rad_s,seed,3,3,0
Mission,sustained,50,ALL,roll_deg,seed,3,3,0
Mission,sustained,50,ALL,velocity_m_s,seed,3,3,0
Mission,sustained,50,Sep17,attitude_deg,seed,3,3,0
Mission,sustained,50,Sep17,body_rate_rad_s,seed,3,3,0
Mission,sustained,50,Sep17,p_rad_s,seed,3,3,0
Mission,sustained,50,Sep17,position_m,seed,3,3,0
Mission,sustained,50,Sep17,q_rad_s,seed,3,3,0
Mission,sustained,50,Sep17,r_rad_s,seed,3,3,0
Mission,sustained,50,Sep17,roll_deg,seed,3,3,0
Mission,sustained,50,Sep17,velocity_m_s,seed,3,3,0
Mission,sustained,50,Sep7,attitude_deg,seed,3,3,0
Mission,sustained,50,Sep7,body_rate_rad_s,seed,3,2,1
Mission,sustained,50,Sep7,p_rad_s,seed,3,3,0
Mission,sustained,50,Sep7,position_m,seed,3,3,0
Mission,sustained,50,Sep7,q_rad_s,seed,3,2,1
Mission,sustained,50,Sep7,r_rad_s,seed,3,0,3
Mission,sustained,50,Sep7,roll_deg,seed,3,3,0
Mission,sustained,50,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,5,ALL,attitude_deg,seed,3,2,1
Stabilized,ALL,5,ALL,body_rate_rad_s,seed,3,1,2
Stabilized,ALL,5,ALL,p_rad_s,seed,3,1,2
Stabilized,ALL,5,ALL,position_m,seed,3,0,0
Stabilized,ALL,5,ALL,q_rad_s,seed,3,1,2
Stabilized,ALL,5,ALL,r_rad_s,seed,3,2,1
Stabilized,ALL,5,ALL,roll_deg,seed,3,2,1
Stabilized,ALL,5,ALL,velocity_m_s,seed,3,1,2
Stabilized,ALL,5,Sep17,attitude_deg,seed,3,2,1
Stabilized,ALL,5,Sep17,body_rate_rad_s,seed,3,1,2
Stabilized,ALL,5,Sep17,p_rad_s,seed,3,1,2
Stabilized,ALL,5,Sep17,position_m,seed,3,0,0
Stabilized,ALL,5,Sep17,q_rad_s,seed,3,1,2
Stabilized,ALL,5,Sep17,r_rad_s,seed,3,2,1
Stabilized,ALL,5,Sep17,roll_deg,seed,3,2,1
Stabilized,ALL,5,Sep17,velocity_m_s,seed,3,1,2
Stabilized,ALL,5,Sep7,attitude_deg,seed,3,0,0
Stabilized,ALL,5,Sep7,body_rate_rad_s,seed,3,0,0
Stabilized,ALL,5,Sep7,p_rad_s,seed,3,0,0
Stabilized,ALL,5,Sep7,position_m,seed,3,0,0
Stabilized,ALL,5,Sep7,q_rad_s,seed,3,0,0
Stabilized,ALL,5,Sep7,r_rad_s,seed,3,0,0
Stabilized,ALL,5,Sep7,roll_deg,seed,3,0,0
Stabilized,ALL,5,Sep7,velocity_m_s,seed,3,0,0
Stabilized,ALL,10,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,10,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,10,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,10,ALL,position_m,seed,3,3,0
Stabilized,ALL,10,ALL,q_rad_s,seed,3,2,1
Stabilized,ALL,10,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,10,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,10,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,10,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,10,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep17,position_m,seed,3,3,0
Stabilized,ALL,10,Sep17,q_rad_s,seed,3,1,2
Stabilized,ALL,10,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,10,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,10,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,10,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep7,position_m,seed,3,3,0
Stabilized,ALL,10,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,10,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,10,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,15,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,15,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,15,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,15,ALL,position_m,seed,3,3,0
Stabilized,ALL,15,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,15,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,15,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,15,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,15,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,15,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep17,position_m,seed,3,3,0
Stabilized,ALL,15,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,15,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,15,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,15,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep7,position_m,seed,3,3,0
Stabilized,ALL,15,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,15,Sep7,r_rad_s,seed,3,1,2
Stabilized,ALL,15,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,15,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,20,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,20,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,20,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,20,ALL,position_m,seed,3,3,0
Stabilized,ALL,20,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,20,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,20,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,20,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,20,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,20,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep17,position_m,seed,3,3,0
Stabilized,ALL,20,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,20,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,20,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,20,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep7,position_m,seed,3,3,0
Stabilized,ALL,20,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,20,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,20,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,25,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,25,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,25,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,25,ALL,position_m,seed,3,3,0
Stabilized,ALL,25,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,25,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,25,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,25,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,25,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,25,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep17,position_m,seed,3,3,0
Stabilized,ALL,25,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,25,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,25,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,25,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep7,position_m,seed,3,3,0
Stabilized,ALL,25,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,25,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,25,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,30,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,30,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,30,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,30,ALL,position_m,seed,3,3,0
Stabilized,ALL,30,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,30,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,30,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,30,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,30,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,30,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep17,position_m,seed,3,3,0
Stabilized,ALL,30,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,30,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,30,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,30,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep7,position_m,seed,3,3,0
Stabilized,ALL,30,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,30,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,30,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,35,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,35,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,35,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,35,ALL,position_m,seed,3,3,0
Stabilized,ALL,35,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,35,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,35,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,35,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,35,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,35,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep17,position_m,seed,3,3,0
Stabilized,ALL,35,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,35,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,35,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,35,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep7,position_m,seed,3,3,0
Stabilized,ALL,35,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,35,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,35,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,40,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,40,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,40,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,40,ALL,position_m,seed,3,3,0
Stabilized,ALL,40,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,40,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,40,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,40,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,40,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,40,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep17,position_m,seed,3,3,0
Stabilized,ALL,40,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,40,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,40,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,40,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep7,position_m,seed,3,3,0
Stabilized,ALL,40,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,40,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,40,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,45,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,45,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,45,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,45,ALL,position_m,seed,3,3,0
Stabilized,ALL,45,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,45,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,45,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,45,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,45,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,45,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep17,position_m,seed,3,3,0
Stabilized,ALL,45,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,45,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,45,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,45,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep7,position_m,seed,3,3,0
Stabilized,ALL,45,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,45,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,45,Sep7,velocity_m_s,seed,3,3,0
Stabilized,ALL,50,ALL,attitude_deg,seed,3,3,0
Stabilized,ALL,50,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,50,ALL,p_rad_s,seed,3,3,0
Stabilized,ALL,50,ALL,position_m,seed,3,3,0
Stabilized,ALL,50,ALL,q_rad_s,seed,3,3,0
Stabilized,ALL,50,ALL,r_rad_s,seed,3,3,0
Stabilized,ALL,50,ALL,roll_deg,seed,3,3,0
Stabilized,ALL,50,ALL,velocity_m_s,seed,3,3,0
Stabilized,ALL,50,Sep17,attitude_deg,seed,3,3,0
Stabilized,ALL,50,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep17,p_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep17,position_m,seed,3,3,0
Stabilized,ALL,50,Sep17,q_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep17,r_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep17,roll_deg,seed,3,3,0
Stabilized,ALL,50,Sep17,velocity_m_s,seed,3,3,0
Stabilized,ALL,50,Sep7,attitude_deg,seed,3,3,0
Stabilized,ALL,50,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep7,p_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep7,position_m,seed,3,3,0
Stabilized,ALL,50,Sep7,q_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep7,r_rad_s,seed,3,3,0
Stabilized,ALL,50,Sep7,roll_deg,seed,3,3,0
Stabilized,ALL,50,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,5,ALL,attitude_deg,seed,3,2,1
Stabilized,sustained,5,ALL,body_rate_rad_s,seed,3,0,3
Stabilized,sustained,5,ALL,p_rad_s,seed,3,0,3
Stabilized,sustained,5,ALL,position_m,seed,3,0,0
Stabilized,sustained,5,ALL,q_rad_s,seed,3,2,1
Stabilized,sustained,5,ALL,r_rad_s,seed,3,1,2
Stabilized,sustained,5,ALL,roll_deg,seed,3,2,1
Stabilized,sustained,5,ALL,velocity_m_s,seed,3,2,1
Stabilized,sustained,5,Sep17,attitude_deg,seed,3,2,1
Stabilized,sustained,5,Sep17,body_rate_rad_s,seed,3,0,3
Stabilized,sustained,5,Sep17,p_rad_s,seed,3,0,3
Stabilized,sustained,5,Sep17,position_m,seed,3,0,0
Stabilized,sustained,5,Sep17,q_rad_s,seed,3,2,1
Stabilized,sustained,5,Sep17,r_rad_s,seed,3,1,2
Stabilized,sustained,5,Sep17,roll_deg,seed,3,2,1
Stabilized,sustained,5,Sep17,velocity_m_s,seed,3,2,1
Stabilized,sustained,5,Sep7,attitude_deg,seed,3,0,0
Stabilized,sustained,5,Sep7,body_rate_rad_s,seed,3,0,0
Stabilized,sustained,5,Sep7,p_rad_s,seed,3,0,0
Stabilized,sustained,5,Sep7,position_m,seed,3,0,0
Stabilized,sustained,5,Sep7,q_rad_s,seed,3,0,0
Stabilized,sustained,5,Sep7,r_rad_s,seed,3,0,0
Stabilized,sustained,5,Sep7,roll_deg,seed,3,0,0
Stabilized,sustained,5,Sep7,velocity_m_s,seed,3,0,0
Stabilized,sustained,10,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,10,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,10,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,10,ALL,position_m,seed,3,3,0
Stabilized,sustained,10,ALL,q_rad_s,seed,3,1,2
Stabilized,sustained,10,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,10,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,10,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,10,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,10,Sep17,body_rate_rad_s,seed,3,2,1
Stabilized,sustained,10,Sep17,p_rad_s,seed,3,2,1
Stabilized,sustained,10,Sep17,position_m,seed,3,3,0
Stabilized,sustained,10,Sep17,q_rad_s,seed,3,0,3
Stabilized,sustained,10,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,10,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,10,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,10,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,10,Sep7,body_rate_rad_s,seed,3,2,1
Stabilized,sustained,10,Sep7,p_rad_s,seed,3,2,1
Stabilized,sustained,10,Sep7,position_m,seed,3,3,0
Stabilized,sustained,10,Sep7,q_rad_s,seed,3,2,1
Stabilized,sustained,10,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,10,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,10,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,15,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,15,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,15,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,15,ALL,position_m,seed,3,3,0
Stabilized,sustained,15,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,15,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,15,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,15,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,15,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,15,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep17,position_m,seed,3,3,0
Stabilized,sustained,15,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,15,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,15,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,15,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep7,position_m,seed,3,3,0
Stabilized,sustained,15,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,15,Sep7,r_rad_s,seed,3,2,1
Stabilized,sustained,15,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,15,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,20,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,20,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,20,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,20,ALL,position_m,seed,3,3,0
Stabilized,sustained,20,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,20,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,20,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,20,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,20,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,20,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep17,position_m,seed,3,3,0
Stabilized,sustained,20,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,20,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,20,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,20,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep7,position_m,seed,3,3,0
Stabilized,sustained,20,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,20,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,20,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,25,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,25,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,25,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,25,ALL,position_m,seed,3,3,0
Stabilized,sustained,25,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,25,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,25,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,25,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,25,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,25,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep17,position_m,seed,3,3,0
Stabilized,sustained,25,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,25,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,25,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,25,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep7,position_m,seed,3,3,0
Stabilized,sustained,25,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,25,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,25,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,30,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,30,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,30,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,30,ALL,position_m,seed,3,3,0
Stabilized,sustained,30,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,30,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,30,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,30,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,30,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,30,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep17,position_m,seed,3,3,0
Stabilized,sustained,30,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,30,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,30,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,30,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep7,position_m,seed,3,3,0
Stabilized,sustained,30,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,30,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,30,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,35,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,35,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,35,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,35,ALL,position_m,seed,3,3,0
Stabilized,sustained,35,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,35,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,35,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,35,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,35,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,35,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep17,position_m,seed,3,3,0
