mode,pattern,step,cohort,metric,unit,n,local_better,local_worse
Stabilized,sustained,35,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,35,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,35,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,35,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep7,position_m,seed,3,3,0
Stabilized,sustained,35,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,35,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,35,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,40,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,40,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,40,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,40,ALL,position_m,seed,3,3,0
Stabilized,sustained,40,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,40,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,40,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,40,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,40,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,40,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep17,position_m,seed,3,3,0
Stabilized,sustained,40,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,40,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,40,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,40,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep7,position_m,seed,3,3,0
Stabilized,sustained,40,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,40,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,40,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,45,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,45,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,45,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,45,ALL,position_m,seed,3,3,0
Stabilized,sustained,45,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,45,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,45,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,45,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,45,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,45,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep17,position_m,seed,3,3,0
Stabilized,sustained,45,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,45,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,45,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,45,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep7,position_m,seed,3,3,0
Stabilized,sustained,45,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,45,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,45,Sep7,velocity_m_s,seed,3,3,0
Stabilized,sustained,50,ALL,attitude_deg,seed,3,3,0
Stabilized,sustained,50,ALL,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,50,ALL,p_rad_s,seed,3,3,0
Stabilized,sustained,50,ALL,position_m,seed,3,3,0
Stabilized,sustained,50,ALL,q_rad_s,seed,3,3,0
Stabilized,sustained,50,ALL,r_rad_s,seed,3,3,0
Stabilized,sustained,50,ALL,roll_deg,seed,3,3,0
Stabilized,sustained,50,ALL,velocity_m_s,seed,3,3,0
Stabilized,sustained,50,Sep17,attitude_deg,seed,3,3,0
Stabilized,sustained,50,Sep17,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep17,p_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep17,position_m,seed,3,3,0
Stabilized,sustained,50,Sep17,q_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep17,r_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep17,roll_deg,seed,3,3,0
Stabilized,sustained,50,Sep17,velocity_m_s,seed,3,3,0
Stabilized,sustained,50,Sep7,attitude_deg,seed,3,3,0
Stabilized,sustained,50,Sep7,body_rate_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep7,p_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep7,position_m,seed,3,3,0
Stabilized,sustained,50,Sep7,q_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep7,r_rad_s,seed,3,3,0
Stabilized,sustained,50,Sep7,roll_deg,seed,3,3,0
Stabilized,sustained,50,Sep7,velocity_m_s,seed,3,3,0
Mission,ALL,5,ALL,attitude_deg,flight_three_seed_mean,12,1,0
Mission,ALL,5,ALL,body_rate_rad_s,flight_three_seed_mean,12,0,1
Mission,ALL,5,ALL,p_rad_s,flight_three_seed_mean,12,0,1
Mission,ALL,5,ALL,position_m,flight_three_seed_mean,12,0,0
Mission,ALL,5,ALL,q_rad_s,flight_three_seed_mean,12,0,1
Mission,ALL,5,ALL,r_rad_s,flight_three_seed_mean,12,0,1
Mission,ALL,5,ALL,roll_deg,flight_three_seed_mean,12,1,0
Mission,ALL,5,ALL,velocity_m_s,flight_three_seed_mean,12,1,0
Mission,ALL,5,Sep17,attitude_deg,flight_three_seed_mean,8,1,0
Mission,ALL,5,Sep17,body_rate_rad_s,flight_three_seed_mean,8,0,1
Mission,ALL,5,Sep17,p_rad_s,flight_three_seed_mean,8,0,1
Mission,ALL,5,Sep17,position_m,flight_three_seed_mean,8,0,0
Mission,ALL,5,Sep17,q_rad_s,flight_three_seed_mean,8,0,1
Mission,ALL,5,Sep17,r_rad_s,flight_three_seed_mean,8,0,1
Mission,ALL,5,Sep17,roll_deg,flight_three_seed_mean,8,1,0
Mission,ALL,5,Sep17,velocity_m_s,flight_three_seed_mean,8,1,0
Mission,ALL,5,Sep7,attitude_deg,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,body_rate_rad_s,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,p_rad_s,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,position_m,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,q_rad_s,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,r_rad_s,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,roll_deg,flight_three_seed_mean,4,0,0
Mission,ALL,5,Sep7,velocity_m_s,flight_three_seed_mean,4,0,0
Mission,ALL,10,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,10,ALL,body_rate_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,10,ALL,p_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,10,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,10,ALL,q_rad_s,flight_three_seed_mean,12,10,2
Mission,ALL,10,ALL,r_rad_s,flight_three_seed_mean,12,7,5
Mission,ALL,10,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,10,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,10,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep17,p_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep17,r_rad_s,flight_three_seed_mean,8,5,3
Mission,ALL,10,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,10,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,10,Sep7,body_rate_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,10,Sep7,p_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,10,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,10,Sep7,q_rad_s,flight_three_seed_mean,4,2,2
Mission,ALL,10,Sep7,r_rad_s,flight_three_seed_mean,4,2,2
Mission,ALL,10,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,10,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,15,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,15,ALL,body_rate_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,15,ALL,p_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,15,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,15,ALL,q_rad_s,flight_three_seed_mean,12,7,5
Mission,ALL,15,ALL,r_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,15,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,15,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,15,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep17,p_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep17,q_rad_s,flight_three_seed_mean,8,7,1
Mission,ALL,15,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,15,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,15,Sep7,body_rate_rad_s,flight_three_seed_mean,4,1,3
Mission,ALL,15,Sep7,p_rad_s,flight_three_seed_mean,4,1,3
Mission,ALL,15,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,15,Sep7,q_rad_s,flight_three_seed_mean,4,0,4
Mission,ALL,15,Sep7,r_rad_s,flight_three_seed_mean,4,1,3
Mission,ALL,15,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,15,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,20,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,20,ALL,body_rate_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,20,ALL,p_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,20,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,20,ALL,q_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,20,ALL,r_rad_s,flight_three_seed_mean,12,8,4
Mission,ALL,20,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,20,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,20,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep17,p_rad_s,flight_three_seed_mean,8,7,1
Mission,ALL,20,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,20,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,20,Sep7,body_rate_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,20,Sep7,p_rad_s,flight_three_seed_mean,4,2,2
Mission,ALL,20,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,20,Sep7,q_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,20,Sep7,r_rad_s,flight_three_seed_mean,4,0,4
Mission,ALL,20,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,20,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,25,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,25,ALL,body_rate_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,25,ALL,p_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,25,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,25,ALL,q_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,25,ALL,r_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,25,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,25,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,25,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,p_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,25,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,25,Sep7,body_rate_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,25,Sep7,p_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,25,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,25,Sep7,q_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,25,Sep7,r_rad_s,flight_three_seed_mean,4,1,3
Mission,ALL,25,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,25,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,30,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,30,ALL,body_rate_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,30,ALL,p_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,30,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,30,ALL,q_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,30,ALL,r_rad_s,flight_three_seed_mean,12,10,2
Mission,ALL,30,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,30,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,30,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,p_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,30,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,30,Sep7,body_rate_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,30,Sep7,p_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,30,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,30,Sep7,q_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,30,Sep7,r_rad_s,flight_three_seed_mean,4,2,2
Mission,ALL,30,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,30,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,35,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,35,ALL,body_rate_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,35,ALL,p_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,35,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,35,ALL,q_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,35,ALL,r_rad_s,flight_three_seed_mean,12,10,2
Mission,ALL,35,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,35,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,35,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep17,p_rad_s,flight_three_seed_mean,8,7,1
Mission,ALL,35,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,35,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,35,Sep7,body_rate_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,35,Sep7,p_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,35,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,35,Sep7,q_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,35,Sep7,r_rad_s,flight_three_seed_mean,4,2,2
Mission,ALL,35,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,35,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,40,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,40,ALL,body_rate_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,40,ALL,p_rad_s,flight_three_seed_mean,12,10,2
Mission,ALL,40,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,40,ALL,q_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,40,ALL,r_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,40,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,40,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,40,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep17,p_rad_s,flight_three_seed_mean,8,7,1
Mission,ALL,40,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,40,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,40,Sep7,body_rate_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,40,Sep7,p_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,40,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,40,Sep7,q_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,40,Sep7,r_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,40,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,40,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,45,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,45,ALL,body_rate_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,45,ALL,p_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,45,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,45,ALL,q_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,45,ALL,r_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,45,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,45,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,45,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,p_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,45,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,45,Sep7,body_rate_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,45,Sep7,p_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,45,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,45,Sep7,q_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,45,Sep7,r_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,45,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,45,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,ALL,50,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,ALL,50,ALL,body_rate_rad_s,flight_three_seed_mean,12,11,1
Mission,ALL,50,ALL,p_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,50,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,ALL,50,ALL,q_rad_s,flight_three_seed_mean,12,12,0
Mission,ALL,50,ALL,r_rad_s,flight_three_seed_mean,12,9,3
Mission,ALL,50,ALL,roll_deg,flight_three_seed_mean,12,12,0
Mission,ALL,50,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,ALL,50,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep17,p_rad_s,flight_three_seed_mean,8,7,1
Mission,ALL,50,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep17,r_rad_s,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,ALL,50,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,ALL,50,Sep7,body_rate_rad_s,flight_three_seed_mean,4,3,1
Mission,ALL,50,Sep7,p_rad_s,flight_three_seed_mean,4,2,2
Mission,ALL,50,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,ALL,50,Sep7,q_rad_s,flight_three_seed_mean,4,4,0
Mission,ALL,50,Sep7,r_rad_s,flight_three_seed_mean,4,1,3
Mission,ALL,50,Sep7,roll_deg,flight_three_seed_mean,4,4,0
Mission,ALL,50,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,sustained,5,ALL,attitude_deg,flight_three_seed_mean,12,1,0
Mission,sustained,5,ALL,body_rate_rad_s,flight_three_seed_mean,12,1,0
Mission,sustained,5,ALL,p_rad_s,flight_three_seed_mean,12,0,1
Mission,sustained,5,ALL,position_m,flight_three_seed_mean,12,0,0
Mission,sustained,5,ALL,q_rad_s,flight_three_seed_mean,12,1,0
Mission,sustained,5,ALL,r_rad_s,flight_three_seed_mean,12,1,0
Mission,sustained,5,ALL,roll_deg,flight_three_seed_mean,12,1,0
Mission,sustained,5,ALL,velocity_m_s,flight_three_seed_mean,12,1,0
Mission,sustained,5,Sep17,attitude_deg,flight_three_seed_mean,8,1,0
Mission,sustained,5,Sep17,body_rate_rad_s,flight_three_seed_mean,8,1,0
Mission,sustained,5,Sep17,p_rad_s,flight_three_seed_mean,8,0,1
Mission,sustained,5,Sep17,position_m,flight_three_seed_mean,8,0,0
Mission,sustained,5,Sep17,q_rad_s,flight_three_seed_mean,8,1,0
Mission,sustained,5,Sep17,r_rad_s,flight_three_seed_mean,8,1,0
Mission,sustained,5,Sep17,roll_deg,flight_three_seed_mean,8,1,0
Mission,sustained,5,Sep17,velocity_m_s,flight_three_seed_mean,8,1,0
Mission,sustained,5,Sep7,attitude_deg,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,body_rate_rad_s,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,p_rad_s,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,position_m,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,q_rad_s,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,r_rad_s,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,roll_deg,flight_three_seed_mean,4,0,0
Mission,sustained,5,Sep7,velocity_m_s,flight_three_seed_mean,4,0,0
Mission,sustained,10,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,sustained,10,ALL,body_rate_rad_s,flight_three_seed_mean,12,12,0
Mission,sustained,10,ALL,p_rad_s,flight_three_seed_mean,12,10,2
Mission,sustained,10,ALL,position_m,flight_three_seed_mean,12,12,0
Mission,sustained,10,ALL,q_rad_s,flight_three_seed_mean,12,11,1
Mission,sustained,10,ALL,r_rad_s,flight_three_seed_mean,12,9,3
Mission,sustained,10,ALL,roll_deg,flight_three_seed_mean,12,11,1
Mission,sustained,10,ALL,velocity_m_s,flight_three_seed_mean,12,12,0
Mission,sustained,10,Sep17,attitude_deg,flight_three_seed_mean,8,8,0
Mission,sustained,10,Sep17,body_rate_rad_s,flight_three_seed_mean,8,8,0
Mission,sustained,10,Sep17,p_rad_s,flight_three_seed_mean,8,7,1
Mission,sustained,10,Sep17,position_m,flight_three_seed_mean,8,8,0
Mission,sustained,10,Sep17,q_rad_s,flight_three_seed_mean,8,8,0
Mission,sustained,10,Sep17,r_rad_s,flight_three_seed_mean,8,6,2
Mission,sustained,10,Sep17,roll_deg,flight_three_seed_mean,8,8,0
Mission,sustained,10,Sep17,velocity_m_s,flight_three_seed_mean,8,8,0
Mission,sustained,10,Sep7,attitude_deg,flight_three_seed_mean,4,4,0
Mission,sustained,10,Sep7,body_rate_rad_s,flight_three_seed_mean,4,4,0
Mission,sustained,10,Sep7,p_rad_s,flight_three_seed_mean,4,3,1
Mission,sustained,10,Sep7,position_m,flight_three_seed_mean,4,4,0
Mission,sustained,10,Sep7,q_rad_s,flight_three_seed_mean,4,3,1
Mission,sustained,10,Sep7,r_rad_s,flight_three_seed_mean,4,3,1
Mission,sustained,10,Sep7,roll_deg,flight_three_seed_mean,4,3,1
Mission,sustained,10,Sep7,velocity_m_s,flight_three_seed_mean,4,4,0
Mission,sustained,15,ALL,attitude_deg,flight_three_seed_mean,12,12,0
Mission,sustained,15,ALL,body_rate_rad_s,flight_three_seed_mean,12,8,4
