mode,pattern,step,cohort,condition,metric,mean,std
Mission,ALL,35,Sep17,local100ms,p_rad_s,0.43215614595885454,0.004823786892609267
Mission,ALL,35,Sep17,local100ms,position_m,0.016436193612888672,0.000217367021305225
Mission,ALL,35,Sep17,local100ms,q_rad_s,0.1883614273578789,0.006701200084889014
Mission,ALL,35,Sep17,local100ms,r_rad_s,0.13298316429788368,0.0067216135195252895
Mission,ALL,35,Sep17,local100ms,roll_deg,0.9678675983640984,0.02826535962418002
Mission,ALL,35,Sep17,local100ms,velocity_m_s,0.12315922447609418,0.002241814177421893
Mission,ALL,35,Sep7,continuous,attitude_deg,3.9735140033371015,0.2138294935108959
Mission,ALL,35,Sep7,continuous,body_rate_rad_s,0.6040910902751986,0.004219537630300706
Mission,ALL,35,Sep7,continuous,p_rad_s,0.5443845989101467,0.0038276522652357435
Mission,ALL,35,Sep7,continuous,position_m,0.21338831120169244,0.0013225226709174202
Mission,ALL,35,Sep7,continuous,q_rad_s,0.21721689842830597,0.012435861944477536
Mission,ALL,35,Sep7,continuous,r_rad_s,0.1414963397357241,0.0035392811638721732
Mission,ALL,35,Sep7,continuous,roll_deg,2.8022505789925165,0.184532166822761
Mission,ALL,35,Sep7,continuous,velocity_m_s,0.3565931170726581,0.013466402095949515
Mission,ALL,35,Sep7,local100ms,attitude_deg,1.400810573581973,0.041778437381782635
Mission,ALL,35,Sep7,local100ms,body_rate_rad_s,0.5813692176923254,0.0012423701177768293
Mission,ALL,35,Sep7,local100ms,p_rad_s,0.5311761275810266,0.0035700262206964815
Mission,ALL,35,Sep7,local100ms,position_m,0.02777721272490091,0.00012238152161683538
Mission,ALL,35,Sep7,local100ms,q_rad_s,0.18796251090632352,0.008012944866980648
Mission,ALL,35,Sep7,local100ms,r_rad_s,0.14025477063626382,0.0018826888890338845
Mission,ALL,35,Sep7,local100ms,roll_deg,1.127042999356352,0.05149041371279107
Mission,ALL,35,Sep7,local100ms,velocity_m_s,0.11215861160338958,0.004695933558739376
Mission,ALL,40,ALL,continuous,attitude_deg,5.459320065916142,0.14360841466789345
Mission,ALL,40,ALL,continuous,body_rate_rad_s,0.577073079041805,0.0030557475269122726
Mission,ALL,40,ALL,continuous,p_rad_s,0.4888639839215602,0.009828891131805248
Mission,ALL,40,ALL,continuous,position_m,0.22496205938258687,0.004402260606068259
Mission,ALL,40,ALL,continuous,q_rad_s,0.25207922027227053,0.023934420504814927
Mission,ALL,40,ALL,continuous,r_rad_s,0.16791340151804626,0.003943896501001101
Mission,ALL,40,ALL,continuous,roll_deg,4.141560280315641,0.2869964707622454
Mission,ALL,40,ALL,continuous,velocity_m_s,0.4509242281301617,0.008477166079572284
Mission,ALL,40,ALL,local100ms,attitude_deg,1.3196778253474895,0.02582591014958629
Mission,ALL,40,ALL,local100ms,body_rate_rad_s,0.5232951508537703,0.0038855448056677004
Mission,ALL,40,ALL,local100ms,p_rad_s,0.46684282322070664,0.006616464443749311
Mission,ALL,40,ALL,local100ms,position_m,0.019021735082825432,0.000213788101982508
Mission,ALL,40,ALL,local100ms,q_rad_s,0.19252205291818322,0.003933829551376197
Mission,ALL,40,ALL,local100ms,r_rad_s,0.13449602895844345,0.0035882543161121
Mission,ALL,40,ALL,local100ms,roll_deg,1.0110178653546669,0.021252124716535727
Mission,ALL,40,ALL,local100ms,velocity_m_s,0.11988306588277457,0.002094266515573392
Mission,ALL,40,Sep17,continuous,attitude_deg,5.990043187127426,0.2906147838714883
Mission,ALL,40,Sep17,continuous,body_rate_rad_s,0.5836315852562799,0.005894365488465568
Mission,ALL,40,Sep17,continuous,p_rad_s,0.48386154836487494,0.008796336840922443
Mission,ALL,40,Sep17,continuous,position_m,0.2119875046019294,0.0071147064739016976
Mission,ALL,40,Sep17,continuous,q_rad_s,0.27017817384342585,0.03178188416032152
Mission,ALL,40,Sep17,continuous,r_rad_s,0.17981331161193126,0.007235024563407713
Mission,ALL,40,Sep17,continuous,roll_deg,4.6388427128499545,0.48867803768945056
Mission,ALL,40,Sep17,continuous,velocity_m_s,0.4734539652182949,0.006687514460236593
Mission,ALL,40,Sep17,local100ms,attitude_deg,1.313509190017647,0.0177059500953908
Mission,ALL,40,Sep17,local100ms,body_rate_rad_s,0.5151835922096052,0.0035862955487760352
Mission,ALL,40,Sep17,local100ms,p_rad_s,0.45791267875144487,0.00731903471467247
Mission,ALL,40,Sep17,local100ms,position_m,0.015844141950848455,0.0003209818768086542
Mission,ALL,40,Sep17,local100ms,q_rad_s,0.1932976435332063,0.003604018908538996
Mission,ALL,40,Sep17,local100ms,r_rad_s,0.1330511116288067,0.005626177314990388
Mission,ALL,40,Sep17,local100ms,roll_deg,0.9844173136911767,0.015574446464814455
Mission,ALL,40,Sep17,local100ms,velocity_m_s,0.1261079491943274,0.001573913359314743
Mission,ALL,40,Sep7,continuous,attitude_deg,4.397873823493577,0.2531351401398157
Mission,ALL,40,Sep7,continuous,body_rate_rad_s,0.5639560666128551,0.007242209855052703
Mission,ALL,40,Sep7,continuous,p_rad_s,0.4988688550349309,0.014364731782820663
Mission,ALL,40,Sep7,continuous,position_m,0.2509111689439019,0.0013449913681799687
Mission,ALL,40,Sep7,continuous,q_rad_s,0.21588131312995984,0.013167357071035932
Mission,ALL,40,Sep7,continuous,r_rad_s,0.14411358133027627,0.002638365944306634
Mission,ALL,40,Sep7,continuous,roll_deg,3.146995415247016,0.2130575140256546
Mission,ALL,40,Sep7,continuous,velocity_m_s,0.40586475395389526,0.015573864716248376
Mission,ALL,40,Sep7,local100ms,attitude_deg,1.3320150960071742,0.04215339690165142
Mission,ALL,40,Sep7,local100ms,body_rate_rad_s,0.5395182681421005,0.006351856115597411
Mission,ALL,40,Sep7,local100ms,p_rad_s,0.4847031121592302,0.006132209392578834
Mission,ALL,40,Sep7,local100ms,position_m,0.025376921346779383,0.00017020446912202736
Mission,ALL,40,Sep7,local100ms,q_rad_s,0.1909708716881371,0.006835828305999926
Mission,ALL,40,Sep7,local100ms,r_rad_s,0.13738586361771696,0.0007423103514765829
Mission,ALL,40,Sep7,local100ms,roll_deg,1.064218968681647,0.04564227758162486
Mission,ALL,40,Sep7,local100ms,velocity_m_s,0.10743329925966888,0.0039993119176337695
Mission,ALL,45,ALL,continuous,attitude_deg,6.0599455384387495,0.18181716243032192
Mission,ALL,45,ALL,continuous,body_rate_rad_s,0.5924064245322388,0.00769234730141871
Mission,ALL,45,ALL,continuous,p_rad_s,0.5007096750589812,0.005430922181866632
Mission,ALL,45,ALL,continuous,position_m,0.2704317874792647,0.005368445554135439
Mission,ALL,45,ALL,continuous,q_rad_s,0.2607593081182091,0.027648728652297852
Mission,ALL,45,ALL,continuous,r_rad_s,0.16991111338671072,0.0038678838972115927
Mission,ALL,45,ALL,continuous,roll_deg,4.619700309557217,0.34214707994975607
Mission,ALL,45,ALL,continuous,velocity_m_s,0.5187000102123667,0.008429193320601765
Mission,ALL,45,ALL,local100ms,attitude_deg,1.344848754608118,0.02158153147864985
Mission,ALL,45,ALL,local100ms,body_rate_rad_s,0.5243909196297296,0.004906756233885786
Mission,ALL,45,ALL,local100ms,p_rad_s,0.46678535056425013,0.007284081630822949
Mission,ALL,45,ALL,local100ms,position_m,0.01981898791084584,0.00019481713442253215
Mission,ALL,45,ALL,local100ms,q_rad_s,0.19519119563949783,0.0034575240526601345
Mission,ALL,45,ALL,local100ms,r_rad_s,0.13455386537135686,0.003184288369637025
Mission,ALL,45,ALL,local100ms,roll_deg,1.0017284024536155,0.012627069959308911
Mission,ALL,45,ALL,local100ms,velocity_m_s,0.12249944838712713,0.0030649689999587733
Mission,ALL,45,Sep17,continuous,attitude_deg,6.674410078579759,0.37805069631813665
Mission,ALL,45,Sep17,continuous,body_rate_rad_s,0.5795502737505484,0.010621276842344242
Mission,ALL,45,Sep17,continuous,p_rad_s,0.47578858611121316,0.007308330438436047
Mission,ALL,45,Sep17,continuous,position_m,0.2592503076837143,0.00850719616317719
Mission,ALL,45,Sep17,continuous,q_rad_s,0.27435490416275404,0.03524257576157119
Mission,ALL,45,Sep17,continuous,r_rad_s,0.17962329293673626,0.006567822472837579
Mission,ALL,45,Sep17,continuous,roll_deg,5.208999037927291,0.5962621739152814
Mission,ALL,45,Sep17,continuous,velocity_m_s,0.5494152714646369,0.005886583969952513
Mission,ALL,45,Sep17,local100ms,attitude_deg,1.332106274398585,0.006130876011373144
Mission,ALL,45,Sep17,local100ms,body_rate_rad_s,0.49696980300175114,0.004626740000634041
Mission,ALL,45,Sep17,local100ms,p_rad_s,0.4380270148438956,0.007398614981533992
Mission,ALL,45,Sep17,local100ms,position_m,0.016464946434651098,0.00030472054651126693
Mission,ALL,45,Sep17,local100ms,q_rad_s,0.19222005730094185,0.005142092129940254
Mission,ALL,45,Sep17,local100ms,r_rad_s,0.1322425543513264,0.005108864382114013
Mission,ALL,45,Sep17,local100ms,roll_deg,0.9703749057572016,0.013177197684671522
Mission,ALL,45,Sep17,local100ms,velocity_m_s,0.12676629554478322,0.002852976991213211
Mission,ALL,45,Sep7,continuous,attitude_deg,4.83101645815673,0.2986976193640902
Mission,ALL,45,Sep7,continuous,body_rate_rad_s,0.6181187260956196,0.002496776345551074
Mission,ALL,45,Sep7,continuous,p_rad_s,0.5505518529545173,0.00482906790493819
Mission,ALL,45,Sep7,continuous,position_m,0.2927947470703656,0.0009836936479372847
Mission,ALL,45,Sep7,continuous,q_rad_s,0.233568116029119,0.013175858827877428
Mission,ALL,45,Sep7,continuous,r_rad_s,0.1504867542866596,0.0017165287564914718
Mission,ALL,45,Sep7,continuous,roll_deg,3.441102852817071,0.24789925324075476
Mission,ALL,45,Sep7,continuous,velocity_m_s,0.45726948770782627,0.018248352239292765
Mission,ALL,45,Sep7,local100ms,attitude_deg,1.3703337150271844,0.05248313332063819
Mission,ALL,45,Sep7,local100ms,body_rate_rad_s,0.5792331528856866,0.005480183057998959
Mission,ALL,45,Sep7,local100ms,p_rad_s,0.5243020220049591,0.007741859651558131
Mission,ALL,45,Sep7,local100ms,position_m,0.026527070863235327,0.0001627903978322043
Mission,ALL,45,Sep7,local100ms,q_rad_s,0.20113347231660975,0.006444555159861183
Mission,ALL,45,Sep7,local100ms,r_rad_s,0.13917648741141778,0.002164384037052928
Mission,ALL,45,Sep7,local100ms,roll_deg,1.0644353958464434,0.05377164663601535
Mission,ALL,45,Sep7,local100ms,velocity_m_s,0.11396575407181497,0.00671654634423203
Mission,ALL,50,ALL,continuous,attitude_deg,6.629925132698074,0.23080577899101395
Mission,ALL,50,ALL,continuous,body_rate_rad_s,0.5957476532698659,0.013356728169882771
Mission,ALL,50,ALL,continuous,p_rad_s,0.5013345218341864,0.0029360588335522212
Mission,ALL,50,ALL,continuous,position_m,0.3210735936392856,0.005581768286604115
Mission,ALL,50,ALL,continuous,q_rad_s,0.2686985597946963,0.03440587910916129
Mission,ALL,50,ALL,continuous,r_rad_s,0.16681680250850894,0.004009135619328742
Mission,ALL,50,ALL,continuous,roll_deg,5.083574785905621,0.38120557489475637
Mission,ALL,50,ALL,continuous,velocity_m_s,0.5836061141255893,0.005843642229315353
Mission,ALL,50,ALL,local100ms,attitude_deg,1.3388609733175907,0.026371595123914245
Mission,ALL,50,ALL,local100ms,body_rate_rad_s,0.5358718675076349,0.0038140145028190573
Mission,ALL,50,ALL,local100ms,p_rad_s,0.4825807029953581,0.006402344179994356
Mission,ALL,50,ALL,local100ms,position_m,0.01939663895169044,0.00016120027804272403
Mission,ALL,50,ALL,local100ms,q_rad_s,0.18817463853716668,0.002825048659871058
Mission,ALL,50,ALL,local100ms,r_rad_s,0.13357627248209836,0.003717119689953665
Mission,ALL,50,ALL,local100ms,roll_deg,1.0200609239206753,0.01417540336568872
Mission,ALL,50,ALL,local100ms,velocity_m_s,0.12292966017473672,0.004150744759450603
Mission,ALL,50,Sep17,continuous,attitude_deg,7.330544421210502,0.4701306498253682
Mission,ALL,50,Sep17,continuous,body_rate_rad_s,0.6026346772032077,0.017094705497968998
Mission,ALL,50,Sep17,continuous,p_rad_s,0.49358591462512513,0.004629311386403475
Mission,ALL,50,Sep17,continuous,position_m,0.312523078990479,0.00880907647977348
Mission,ALL,50,Sep17,continuous,q_rad_s,0.29036857759707785,0.04481551784303658
Mission,ALL,50,Sep17,continuous,r_rad_s,0.18065536188626743,0.007728316048847549
Mission,ALL,50,Sep17,continuous,roll_deg,5.772143059921788,0.6610983101240361
Mission,ALL,50,Sep17,continuous,velocity_m_s,0.6178492057430457,0.005686572713769224
Mission,ALL,50,Sep17,local100ms,attitude_deg,1.350378820386182,0.015362445571981869
Mission,ALL,50,Sep17,local100ms,body_rate_rad_s,0.5203184687071993,0.005002477273497802
Mission,ALL,50,Sep17,local100ms,p_rad_s,0.46788218051051683,0.008532067925744046
Mission,ALL,50,Sep17,local100ms,position_m,0.015958112643795472,0.00020737713510430688
Mission,ALL,50,Sep17,local100ms,q_rad_s,0.18551579934068896,0.004386622065680676
Mission,ALL,50,Sep17,local100ms,r_rad_s,0.12919775267190792,0.006486870597212838
Mission,ALL,50,Sep17,local100ms,roll_deg,1.0174055781832976,0.009766129274973246
Mission,ALL,50,Sep17,local100ms,velocity_m_s,0.12800758254417863,0.003096070116096374
Mission,ALL,50,Sep7,continuous,attitude_deg,5.2286865556732165,0.34450990489364397
Mission,ALL,50,Sep7,continuous,body_rate_rad_s,0.5819736054031824,0.0059235728099104054
Mission,ALL,50,Sep7,continuous,p_rad_s,0.5168317362523087,0.0055865698143712705
Mission,ALL,50,Sep7,continuous,position_m,0.3381746229368989,0.0009152750607790257
Mission,ALL,50,Sep7,continuous,q_rad_s,0.2253585241899333,0.017967734124589164
Mission,ALL,50,Sep7,continuous,r_rad_s,0.1391396837529919,0.004035532456680792
Mission,ALL,50,Sep7,continuous,roll_deg,3.7064382378732876,0.2724899551173979
Mission,ALL,50,Sep7,continuous,velocity_m_s,0.5151199308906764,0.02084157591229106
Mission,ALL,50,Sep7,local100ms,attitude_deg,1.3158252791804086,0.04944159943247297
Mission,ALL,50,Sep7,local100ms,body_rate_rad_s,0.5669786651085061,0.004830284040657786
Mission,ALL,50,Sep7,local100ms,p_rad_s,0.5119777479650407,0.004707822916101155
Mission,ALL,50,Sep7,local100ms,position_m,0.02627369156748037,9.904063554649456e-05
Mission,ALL,50,Sep7,local100ms,q_rad_s,0.19349231693012214,0.0036202156180804796
Mission,ALL,50,Sep7,local100ms,r_rad_s,0.1423333121024792,0.002030058051833863
Mission,ALL,50,Sep7,local100ms,roll_deg,1.0253716153954304,0.04780951766190958
Mission,ALL,50,Sep7,local100ms,velocity_m_s,0.11277381543585287,0.007539293356117661
Mission,sustained,5,ALL,continuous,attitude_deg,1.346822265439343,0.021225318255765662
Mission,sustained,5,ALL,continuous,body_rate_rad_s,0.5205647394202244,0.0004457382326459746
Mission,sustained,5,ALL,continuous,p_rad_s,0.4653026799435021,0.0025590553905444936
Mission,sustained,5,ALL,continuous,position_m,0.02328004486313079,0.00019562652196163633
Mission,sustained,5,ALL,continuous,q_rad_s,0.18884109191805107,0.0022321417593429496
Mission,sustained,5,ALL,continuous,r_rad_s,0.13377646700791598,0.004090481472037034
Mission,sustained,5,ALL,continuous,roll_deg,1.0275066384764369,0.014042969584307391
Mission,sustained,5,ALL,continuous,velocity_m_s,0.1197343945328914,0.002148850114072823
Mission,sustained,5,ALL,local100ms,attitude_deg,1.3468222649399006,0.021225318374521233
Mission,sustained,5,ALL,local100ms,body_rate_rad_s,0.5205647394042582,0.0004457382373660668
Mission,sustained,5,ALL,local100ms,p_rad_s,0.46530267996185865,0.0025590554096934937
Mission,sustained,5,ALL,local100ms,position_m,0.02328004486313079,0.00019562652196163633
Mission,sustained,5,ALL,local100ms,q_rad_s,0.18884109180433328,0.0022321417507867787
Mission,sustained,5,ALL,local100ms,r_rad_s,0.13377646700384557,0.004090481469043603
Mission,sustained,5,ALL,local100ms,roll_deg,1.027506637508252,0.014042969490652073
Mission,sustained,5,ALL,local100ms,velocity_m_s,0.11973439453049785,0.00214885012041953
Mission,sustained,5,Sep17,continuous,attitude_deg,1.3764443192183295,0.02414191007840649
Mission,sustained,5,Sep17,continuous,body_rate_rad_s,0.5209720888513036,0.0027172630359249394
Mission,sustained,5,Sep17,continuous,p_rad_s,0.4659314456485331,0.0064809166553894
Mission,sustained,5,Sep17,continuous,position_m,0.016761209676231983,0.00030062170705182875
Mission,sustained,5,Sep17,continuous,q_rad_s,0.18899018242184784,0.004568045227896612
Mission,sustained,5,Sep17,continuous,r_rad_s,0.1334748271887254,0.005525941061655048
Mission,sustained,5,Sep17,continuous,roll_deg,1.0526903877737455,0.008620099574561448
Mission,sustained,5,Sep17,continuous,velocity_m_s,0.12298063343423354,0.001987886285962106
Mission,sustained,5,Sep17,local100ms,attitude_deg,1.376444318469166,0.024141910536975668
Mission,sustained,5,Sep17,local100ms,body_rate_rad_s,0.5209720888273545,0.0027172630533798415
Mission,sustained,5,Sep17,local100ms,p_rad_s,0.4659314456760679,0.006480916686232457
Mission,sustained,5,Sep17,local100ms,position_m,0.016761209676231983,0.00030062170705182875
Mission,sustained,5,Sep17,local100ms,q_rad_s,0.18899018225127118,0.00456804522465687
Mission,sustained,5,Sep17,local100ms,r_rad_s,0.1334748271826198,0.005525941057247524
Mission,sustained,5,Sep17,local100ms,roll_deg,1.0526903863214683,0.008620099767357916
Mission,sustained,5,Sep17,local100ms,velocity_m_s,0.12298063343064325,0.001987886291054654
Mission,sustained,5,Sep7,continuous,attitude_deg,1.2875781578813699,0.019744455396363145
Mission,sustained,5,Sep7,continuous,body_rate_rad_s,0.5197500405580658,0.004111150712881919
Mission,sustained,5,Sep7,continuous,p_rad_s,0.46404514853344003,0.0052900617839554
Mission,sustained,5,Sep7,continuous,position_m,0.0363177152369284,0.0001191331105124505
Mission,sustained,5,Sep7,continuous,q_rad_s,0.18854291091045752,0.0036464794870697107
Mission,sustained,5,Sep7,continuous,r_rad_s,0.13437974664629718,0.0012657887171800164
Mission,sustained,5,Sep7,continuous,roll_deg,0.97713913988182,0.025143577697112438
Mission,sustained,5,Sep7,continuous,velocity_m_s,0.1132419167302071,0.004865854444266548
Mission,sustained,5,Sep7,local100ms,attitude_deg,1.2875781578813699,0.019744455396363145
Mission,sustained,5,Sep7,local100ms,body_rate_rad_s,0.5197500405580658,0.004111150712881919
Mission,sustained,5,Sep7,local100ms,p_rad_s,0.46404514853344003,0.0052900617839554
Mission,sustained,5,Sep7,local100ms,position_m,0.0363177152369284,0.0001191331105124505
Mission,sustained,5,Sep7,local100ms,q_rad_s,0.18854291091045752,0.0036464794870697107
Mission,sustained,5,Sep7,local100ms,r_rad_s,0.13437974664629718,0.0012657887171800164
Mission,sustained,5,Sep7,local100ms,roll_deg,0.97713913988182,0.025143577697112438
Mission,sustained,5,Sep7,local100ms,velocity_m_s,0.1132419167302071,0.004865854444266548
Mission,sustained,10,ALL,continuous,attitude_deg,2.09593540983318,0.01912865796247118
Mission,sustained,10,ALL,continuous,body_rate_rad_s,0.533674174056496,0.000988728149053732
Mission,sustained,10,ALL,continuous,p_rad_s,0.4750149582602496,0.004198529853258853
Mission,sustained,10,ALL,continuous,position_m,0.04514288267176946,0.00044399322621377856
Mission,sustained,10,ALL,continuous,q_rad_s,0.19977986227037414,0.00804066522628596
Mission,sustained,10,ALL,continuous,r_rad_s,0.13528525744413009,0.0017664420379953588
Mission,sustained,10,ALL,continuous,roll_deg,1.5158213745511173,0.03423506599191001
Mission,sustained,10,ALL,continuous,velocity_m_s,0.16710212510962255,0.0012545438004026095
Mission,sustained,10,ALL,local100ms,attitude_deg,1.3420594066647658,0.015830744682440532
Mission,sustained,10,ALL,local100ms,body_rate_rad_s,0.514802082563406,0.00713037922620584
Mission,sustained,10,ALL,local100ms,p_rad_s,0.46098441330348416,0.010405392262194574
Mission,sustained,10,ALL,local100ms,position_m,0.021539747283676344,0.00020531378902035192
Mission,sustained,10,ALL,local100ms,q_rad_s,0.18441778147756316,0.0042319876676769974
Mission,sustained,10,ALL,local100ms,r_rad_s,0.13363403852868577,0.002309457705987217
Mission,sustained,10,ALL,local100ms,roll_deg,1.02832351213488,0.009261410189617472
Mission,sustained,10,ALL,local100ms,velocity_m_s,0.11962644923870601,0.0016828230571605404
Mission,sustained,10,Sep17,continuous,attitude_deg,2.190795097284139,0.01998446011246618
Mission,sustained,10,Sep17,continuous,body_rate_rad_s,0.5306221793532472,0.0009548631175204189
Mission,sustained,10,Sep17,continuous,p_rad_s,0.4679198241773088,0.005694969304577669
Mission,sustained,10,Sep17,continuous,position_m,0.03402668704856625,0.0007406115548342335
Mission,sustained,10,Sep17,continuous,q_rad_s,0.20812296798237065,0.012532573681463814
Mission,sustained,10,Sep17,continuous,r_rad_s,0.13699011123695645,0.003235251186713795
Mission,sustained,10,Sep17,continuous,roll_deg,1.6168507123220872,0.06414238483616198
Mission,sustained,10,Sep17,continuous,velocity_m_s,0.171752728848409,0.0026434844669817
Mission,sustained,10,Sep17,local100ms,attitude_deg,1.3357000179481922,0.010849196088946557
Mission,sustained,10,Sep17,local100ms,body_rate_rad_s,0.5115120525062544,0.007238057073344885
Mission,sustained,10,Sep17,local100ms,p_rad_s,0.45625959171712577,0.011190965959955185
Mission,sustained,10,Sep17,local100ms,position_m,0.01639943115610634,0.00027780756639343506
Mission,sustained,10,Sep17,local100ms,q_rad_s,0.18684118012909026,0.006967866689073967
Mission,sustained,10,Sep17,local100ms,r_rad_s,0.1347421041009751,0.004899909442262817
Mission,sustained,10,Sep17,local100ms,roll_deg,1.0133167756797141,0.024296276063548953
Mission,sustained,10,Sep17,local100ms,velocity_m_s,0.12428033726832284,0.0010411411023712592
Mission,sustained,10,Sep7,continuous,attitude_deg,1.906216034931262,0.024608679853872727
Mission,sustained,10,Sep7,continuous,body_rate_rad_s,0.5397781634629936,0.002608772480681378
Mission,sustained,10,Sep7,continuous,p_rad_s,0.489205226426131,0.001367637441634112
Mission,sustained,10,Sep7,continuous,position_m,0.0673752739181759,0.00024838075543234513
Mission,sustained,10,Sep7,continuous,q_rad_s,0.18309365084638118,0.0036086353328168273
Mission,sustained,10,Sep7,continuous,r_rad_s,0.13187554985847735,0.00426904391742752
Mission,sustained,10,Sep7,continuous,roll_deg,1.3137626990091775,0.038292811790875035
Mission,sustained,10,Sep7,continuous,velocity_m_s,0.1578009176320497,0.006888227145621874
Mission,sustained,10,Sep7,local100ms,attitude_deg,1.3547781840979127,0.04698598837992221
Mission,sustained,10,Sep7,local100ms,body_rate_rad_s,0.5213821426777091,0.013077068546004846
Mission,sustained,10,Sep7,local100ms,p_rad_s,0.470434056476201,0.012988969349440889
Mission,sustained,10,Sep7,local100ms,position_m,0.031820379538816355,9.413111605754321e-05
Mission,sustained,10,Sep7,local100ms,q_rad_s,0.17957098417450898,0.002531128522965683
Mission,sustained,10,Sep7,local100ms,r_rad_s,0.1314179073841071,0.0030054563669182108
Mission,sustained,10,Sep7,local100ms,roll_deg,1.0583369850452113,0.05458605812051481
Mission,sustained,10,Sep7,local100ms,velocity_m_s,0.1103186731794723,0.004360103039108092
Mission,sustained,15,ALL,continuous,attitude_deg,2.702419086579303,0.017105193209402538
Mission,sustained,15,ALL,continuous,body_rate_rad_s,0.5439436402207058,0.0019286930606323466
Mission,sustained,15,ALL,continuous,p_rad_s,0.48379281286647097,0.0037131991367183505
Mission,sustained,15,ALL,continuous,position_m,0.06955676241302035,0.0009323521830671934
Mission,sustained,15,ALL,continuous,q_rad_s,0.20213139611488576,0.007751329168873078
Mission,sustained,15,ALL,continuous,r_rad_s,0.13836624813023737,0.0024650095809456794
Mission,sustained,15,ALL,continuous,roll_deg,1.911648082644133,0.035407466872105525
Mission,sustained,15,ALL,continuous,velocity_m_s,0.20564100103227978,0.0018860813457076942
Mission,sustained,15,ALL,local100ms,attitude_deg,1.3206807888943117,0.02465396164491511
Mission,sustained,15,ALL,local100ms,body_rate_rad_s,0.5312101619541654,0.0003059010277185007
Mission,sustained,15,ALL,local100ms,p_rad_s,0.47059483966029886,0.0036904278003626564
Mission,sustained,15,ALL,local100ms,position_m,0.022197139959959117,5.220617265893081e-05
Mission,sustained,15,ALL,local100ms,q_rad_s,0.20363222200815886,0.007583376718397694
Mission,sustained,15,ALL,local100ms,r_rad_s,0.13441135328067597,0.0027294907222118786
Mission,sustained,15,ALL,local100ms,roll_deg,0.9661163543315044,0.0178564824848291
Mission,sustained,15,ALL,local100ms,velocity_m_s,0.1229809398009978,0.0014869543065632884
Mission,sustained,15,Sep17,continuous,attitude_deg,2.9164900725471363,0.009873771738242169
Mission,sustained,15,Sep17,continuous,body_rate_rad_s,0.5559086517699413,0.0037100536899951917
Mission,sustained,15,Sep17,continuous,p_rad_s,0.4937357059940854,0.005210691969672861
Mission,sustained,15,Sep17,continuous,position_m,0.05423202358871876,0.0012648128219088692
Mission,sustained,15,Sep17,continuous,q_rad_s,0.20664340169984854,0.012502177551945453
Mission,sustained,15,Sep17,continuous,r_rad_s,0.145278099490568,0.0032503023920795416
Mission,sustained,15,Sep17,continuous,roll_deg,2.1268112210496155,0.0749541655481011
Mission,sustained,15,Sep17,continuous,velocity_m_s,0.2133037094883253,0.002638926834161182
Mission,sustained,15,Sep17,local100ms,attitude_deg,1.356946224739744,0.01856361495533068
Mission,sustained,15,Sep17,local100ms,body_rate_rad_s,0.525654613338665,0.0015567816021959614
Mission,sustained,15,Sep17,local100ms,p_rad_s,0.46635250598007966,0.0071338569747856784
Mission,sustained,15,Sep17,local100ms,position_m,0.017149329035143674,0.00015842709485141784
Mission,sustained,15,Sep17,local100ms,q_rad_s,0.2007149757895018,0.009791173526756966
Mission,sustained,15,Sep17,local100ms,r_rad_s,0.13079117900968928,0.005082113660341751
Mission,sustained,15,Sep17,local100ms,roll_deg,0.9793308379720115,0.002414095492651263
Mission,sustained,15,Sep17,local100ms,velocity_m_s,0.12858343342934375,0.0009920082642169723
Mission,sustained,15,Sep7,continuous,attitude_deg,2.2742771146436365,0.05097082203029683
Mission,sustained,15,Sep7,continuous,body_rate_rad_s,0.5200136171222348,0.005342571326073682
Mission,sustained,15,Sep7,continuous,p_rad_s,0.463907026611242,0.007000832861295357
Mission,sustained,15,Sep7,continuous,position_m,0.10020624006162356,0.0007070670042763057
Mission,sustained,15,Sep7,continuous,q_rad_s,0.19310738494496027,0.006724868463130464
Mission,sustained,15,Sep7,continuous,r_rad_s,0.12454254540957614,0.0012441796251624901
Mission,sustained,15,Sep7,continuous,roll_deg,1.4813218058331685,0.06824948236141215
Mission,sustained,15,Sep7,continuous,velocity_m_s,0.19031558412018876,0.005837369364569293
Mission,sustained,15,Sep7,local100ms,attitude_deg,1.2481499172034474,0.03909153934890902
Mission,sustained,15,Sep7,local100ms,body_rate_rad_s,0.5423212591851659,0.004022092718734638
Mission,sustained,15,Sep7,local100ms,p_rad_s,0.47907950702073726,0.003345560087250187
Mission,sustained,15,Sep7,local100ms,position_m,0.03229276180959001,0.00022422076078655405
Mission,sustained,15,Sep7,local100ms,q_rad_s,0.20946671444547302,0.006639381533253664
Mission,sustained,15,Sep7,local100ms,r_rad_s,0.14165170182264927,0.002288700079449129
Mission,sustained,15,Sep7,local100ms,roll_deg,0.9396873870504902,0.057793524296372766
Mission,sustained,15,Sep7,local100ms,velocity_m_s,0.11177595254430588,0.0028736602033144335
Mission,sustained,20,ALL,continuous,attitude_deg,3.399742605428561,0.05000279298199416
Mission,sustained,20,ALL,continuous,body_rate_rad_s,0.5709789558919449,0.004261727030379467
Mission,sustained,20,ALL,continuous,p_rad_s,0.5135697616852836,0.009247142248574714
Mission,sustained,20,ALL,continuous,position_m,0.09615241469125098,0.0014101009395588288
Mission,sustained,20,ALL,continuous,q_rad_s,0.2047817407281285,0.014937187536746001
