control,train_mean,train_std,validation_mean,validation_std,standardized_mean_shift,normalized_wasserstein_distance,validation_outside_train_p01_p99_fraction,train_p01,train_p99,ks_statistic_descriptive_only
flap_motor,0.6845111423705753,0.11691242806681443,0.6387850802888708,0.0925505910890046,-0.3911137835198534,0.40992087656572007,0.009523115419187133,0.37139424681663513,0.9694556325674057,0.26273095576392835
left_elevon,0.15972057150945898,0.3298403262706208,-0.09863224937173777,0.29044234189036827,-0.7832663270810271,0.7832663270810271,0.06265335374000923,-0.5075917494297028,0.9765791767835619,0.35807266546142547
right_elevon,0.005021524283800375,0.32653573303891154,-0.14419314974104983,0.31805379524591315,-0.45696277291364334,0.4569959205255853,0.13419818769283093,-0.5040309518575669,0.9144502454996111,0.16806134227195768
rudder,-0.0868676797231654,0.11373034499025524,-0.09052700345049533,0.10743293486658013,-0.032175438557259864,0.2310675219192508,0.030221315258848965,-0.36948947101831436,0.17295704782009125,0.12498415516169858
