experiment,partition,horizon_s,signal,source,temporal_std_median,rms_median,mean_vector_norm_median,temporal_delta_norm_mean,norm_at_horizon_median
A2_multi_horizon,validation,0.2,velocity_n,pred,0.2769319415092468,6.859038352966309,6.852667808532715,0.11419318616390228,6.818254470825195
A2_multi_horizon,validation,0.2,velocity_n,truth,0.4389345208143617,6.934426468027348,6.91917696550859,0.1918366034883966,6.938929447711466
A2_multi_horizon,validation,0.2,angular_velocity_b,pred,0.4687972068786621,0.5662022829055786,0.2838655710220337,0.21668148040771484,0.47861602902412415
A2_multi_horizon,validation,0.2,angular_velocity_b,truth,0.659665026439992,0.755908157146965,0.33952384056247853,0.531706536006208,0.7115457891137846
A2_multi_horizon,validation,0.2,acceleration_n,pred,5.302141926220225,6.234365793915751,2.738005260101903,2.2479764502858393,4.479783333175581
A2_multi_horizon,validation,0.2,acceleration_n,truth,9.96475624164907,10.617951116064466,3.6099667981457575,5.600303329170351,8.952411117558238
A2_multi_horizon,validation,0.2,angular_acceleration_b,pred,10.78473982740497,11.487523465844436,3.543543218304677,4.863252741662758,9.563644983321772
A2_multi_horizon,validation,0.2,angular_acceleration_b,truth,28.42363754783537,29.057123241621007,5.039673075659401,34.07702852435046,23.849822810991395
A2_multi_horizon,validation,0.2,gru_hidden,pred,1.6682783365249634,2.5875067710876465,1.9327449798583984,0.7912903428077698,2.326845645904541
A2_multi_horizon,validation,0.5,velocity_n,pred,0.32383209466934204,6.816228866577148,6.811800479888916,0.09636975824832916,6.724099159240723
A2_multi_horizon,validation,0.5,velocity_n,truth,0.513298987370617,6.935421575325303,6.900072517157298,0.19172106039809675,6.95256712230821
A2_multi_horizon,validation,0.5,angular_velocity_b,pred,0.42805802822113037,0.5005652904510498,0.225271075963974,0.18097206950187683,0.351694256067276
A2_multi_horizon,validation,0.5,angular_velocity_b,truth,0.6846214851260939,0.7540437767849566,0.27515593009899847,0.5293376671031235,0.7173525164253336
A2_multi_horizon,validation,0.5,acceleration_n,pred,4.8793903293199055,5.274989227155578,1.6797842714316575,1.929207614710813,3.2844556492557357
A2_multi_horizon,validation,0.5,acceleration_n,truth,10.415585628683782,10.628014401321991,1.982324744579522,5.612778706196865,8.91905447916999
A2_multi_horizon,validation,0.5,angular_acceleration_b,pred,9.753121500665607,9.916446088703406,1.2751259934608998,4.1495189292136825,6.191536402476244
A2_multi_horizon,validation,0.5,angular_acceleration_b,truth,29.18972547028538,29.2813041236734,1.7911383314270761,33.910664556567134,24.515869695887694
A2_multi_horizon,validation,0.5,gru_hidden,pred,1.4970638751983643,2.391519069671631,1.8089196681976318,0.6764732599258423,2.1247129440307617
A2_multi_horizon,validation,1.0,velocity_n,pred,0.4428679943084717,6.734890460968018,6.716949939727783,0.08213362842798233,6.682821273803711
A2_multi_horizon,validation,1.0,velocity_n,truth,0.6596272783853243,6.938633906050741,6.867877968140755,0.1919132010547004,6.896679680437979
A2_multi_horizon,validation,1.0,angular_velocity_b,pred,0.3657139837741852,0.43287193775177,0.20124182105064392,0.14736533164978027,0.25505340099334717
A2_multi_horizon,validation,1.0,angular_velocity_b,truth,0.7063954159469465,0.7618648274467033,0.2562111638504996,0.5311125131147877,0.7122347755649974
A2_multi_horizon,validation,1.0,acceleration_n,pred,4.016468341433491,4.420516144225283,1.409938769721765,1.6356541241963607,2.4688992990177905
A2_multi_horizon,validation,1.0,acceleration_n,truth,10.37705776658876,10.617066712902602,1.677184772869177,5.616916537829085,9.15743049179602
