experiment,partition,signal,source,frequency_hz,power
A2_multi_horizon,validation,velocity_n,pred,0.0,0.05083802293143124
A2_multi_horizon,validation,velocity_n,pred,0.390625,0.5617358876593137
A2_multi_horizon,validation,velocity_n,pred,0.78125,0.04255063470956503
A2_multi_horizon,validation,velocity_n,pred,1.171875,0.001566927611495384
A2_multi_horizon,validation,velocity_n,pred,1.5625,0.00023166200401722673
A2_multi_horizon,validation,velocity_n,pred,1.953125,7.364865219856607e-05
A2_multi_horizon,validation,velocity_n,pred,2.34375,0.00015826749673578862
A2_multi_horizon,validation,velocity_n,pred,2.734375,0.0006501697593421263
A2_multi_horizon,validation,velocity_n,pred,3.125,0.002535818973304948
A2_multi_horizon,validation,velocity_n,pred,3.515625,0.007551091281081212
A2_multi_horizon,validation,velocity_n,pred,3.90625,0.013972046773354388
A2_multi_horizon,validation,velocity_n,pred,4.296875,0.011742871369280419
A2_multi_horizon,validation,velocity_n,pred,4.6875,0.0025755321357297726
A2_multi_horizon,validation,velocity_n,pred,5.078125,0.00012209495471701592
A2_multi_horizon,validation,velocity_n,pred,5.46875,5.937396287362471e-06
A2_multi_horizon,validation,velocity_n,pred,5.859375,1.9220215818488657e-06
A2_multi_horizon,validation,velocity_n,pred,6.25,9.21037746248813e-07
A2_multi_horizon,validation,velocity_n,pred,6.640625,9.396297042300812e-07
A2_multi_horizon,validation,velocity_n,pred,7.03125,1.5596073226225834e-06
A2_multi_horizon,validation,velocity_n,pred,7.421875,2.750004833196875e-06
A2_multi_horizon,validation,velocity_n,pred,7.8125,3.863582769912753e-06
A2_multi_horizon,validation,velocity_n,pred,8.203125,5.324724044928824e-06
A2_multi_horizon,validation,velocity_n,pred,8.59375,4.111608426036035e-06
A2_multi_horizon,validation,velocity_n,pred,8.984375,1.46823166972685e-06
A2_multi_horizon,validation,velocity_n,pred,9.375,5.121053153788114e-07
A2_multi_horizon,validation,velocity_n,pred,9.765625,6.394317187219978e-07
A2_multi_horizon,validation,velocity_n,pred,10.15625,1.5930982586760465e-06
A2_multi_horizon,validation,velocity_n,pred,10.546875,2.0499029671894803e-06
A2_multi_horizon,validation,velocity_n,pred,10.9375,1.3311870733129707e-06
A2_multi_horizon,validation,velocity_n,pred,11.328125,8.015032663245252e-07
A2_multi_horizon,validation,velocity_n,pred,11.71875,5.794055109984161e-07
A2_multi_horizon,validation,velocity_n,pred,12.109375,6.12654411832653e-07
A2_multi_horizon,validation,velocity_n,pred,12.5,8.016370749813081e-07
A2_multi_horizon,validation,velocity_n,pred,12.890625,7.244047550356301e-07
A2_multi_horizon,validation,velocity_n,pred,13.28125,3.5574908995130675e-07
A2_multi_horizon,validation,velocity_n,pred,13.671875,1.6925801085128148e-07
A2_multi_horizon,validation,velocity_n,pred,14.0625,9.141893801972304e-08
A2_multi_horizon,validation,velocity_n,pred,14.453125,6.63401743651749e-08
A2_multi_horizon,validation,velocity_n,pred,14.84375,4.4702127406377705e-08
A2_multi_horizon,validation,velocity_n,pred,15.234375,3.715261631250904e-08
A2_multi_horizon,validation,velocity_n,pred,15.625,5.878346047249595e-08
A2_multi_horizon,validation,velocity_n,pred,16.015625,8.429684332105037e-08
A2_multi_horizon,validation,velocity_n,pred,16.40625,1.0023704868763843e-07
A2_multi_horizon,validation,velocity_n,pred,16.796875,9.189056370513603e-08
A2_multi_horizon,validation,velocity_n,pred,17.1875,1.1671974687603113e-07
A2_multi_horizon,validation,velocity_n,pred,17.578125,1.028792071379941e-07
A2_multi_horizon,validation,velocity_n,pred,17.96875,1.1855926258366647e-07
A2_multi_horizon,validation,velocity_n,pred,18.359375,2.1366079708571958e-07
A2_multi_horizon,validation,velocity_n,pred,18.75,2.824907410725665e-07
A2_multi_horizon,validation,velocity_n,pred,19.140625,1.8321754766204068e-07
A2_multi_horizon,validation,velocity_n,pred,19.53125,6.849428004928848e-08
A2_multi_horizon,validation,velocity_n,pred,19.921875,3.034455878489616e-08
A2_multi_horizon,validation,velocity_n,pred,20.3125,2.167062664591578e-08
