experiment,horizon_s,rotation_component_rms,body_derivative_component_rms,vector_sum_rms
A2_multi_horizon,0.2,0.1904207319021225,6.7256472383210975,6.732686304452124
A2_multi_horizon,0.5,0.29594686627388,7.535310289547768,7.5432246687472295
A2_multi_horizon,1.0,0.45257997512817383,8.445294818298724,8.463746322196593
A2_multi_horizon,2.0,0.6305326223373413,9.473889213020485,9.504638807943087
A2_multi_horizon,3.0,0.7094568014144897,9.961835818438457,9.991892356496884
A2_multi_horizon,5.0,0.8210541605949402,10.403603242465264,10.426156552397117
