flight,split,firmware,topic,instance,rows,timestamp_sample_present,mean_rate_hz,duplicate_or_backward,interval_ms_count,interval_ms_mean,interval_ms_median,interval_ms_p05,interval_ms_p95,interval_ms_min,interval_ms_max,publish_lag_ms_count,publish_lag_ms_mean,publish_lag_ms_median,publish_lag_ms_p05,publish_lag_ms_p95,publish_lag_ms_min,publish_lag_ms_max
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,399,True,1.9999600007999843,0,398,500.01000000000005,498.985,496.1344,503.994,493.94,506.46500000000003,399,0.13578195488721803,0.1,0.095,0.23700000000000002,0.094,5.0760000000000005
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,399,True,1.999950483638026,0,398,500.0123793969849,497.97950000000003,497.654,502.7183,492.528,503.012,399,0.33577443609022556,0.32,0.296,0.4281999999999999,0.229,0.649
9.17数据/log_12_2026-9-17-06-46-02.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,9980,True,50.0070422784361,0,9979,19.997183485319166,19.715,9.914900000000001,29.561,9.524000000000001,30.018,9980,0.6377300601202405,0.605,0.554,0.868,0.47300000000000003,1.497
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,20003,True,99.9943543833414,0,20002,10.000564593540647,9.979000000000001,7.481,12.476,4.893,22.456,20003,0.08119032145178225,0.069,0.067,0.17300000000000001,0.065,0.38
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,200,True,1.0000072060820782,0,199,999.9927939698495,1000.394,997.6608000000001,1002.8771,995.451,1002.924,200,0.19048500000000002,0.188,0.18595,0.20600000000000002,0.17,0.255
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,20003,True,99.99326062820454,0,20002,10.00067398260174,9.857,7.390000000000001,12.323,2.461,22.18,20003,0.18227230915362697,0.179,0.177,0.19,0.17500000000000002,0.5740000000000001
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,10002,True,49.999708780818274,0,10001,20.000116488351164,19.715,14.539,24.917,13.8,25.71,10002,0.5618131373725256,0.612,0.371,0.882,0.29,1.493
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,401,True,2.000011520066356,0,400,499.99712,498.98,494.01875,503.9781,493.91,504.13100000000003,401,0.12043142144638404,0.099,0.095,0.214,0.094,2.707
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,401,True,1.9999857701012458,0,400,500.0035575,497.8225,497.672,502.71209999999996,492.776,503.017,401,0.32023690773067337,0.305,0.28700000000000003,0.395,0.20500000000000002,0.651
9.17数据/log_13_2026-9-17-06-52-30.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,10002,True,49.999708780818274,0,10001,20.000116488351164,19.714,9.883000000000001,29.573,9.179,30.150000000000002,10002,0.6214085182963408,0.588,0.545,0.839,0.468,1.395
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,22454,True,100.00424638349004,0,22453,9.999575379682003,9.98,7.482,12.476,2.492,12.668000000000001,22454,0.09594749265164335,0.089,0.08600000000000001,0.152,0.068,0.302
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,224,True,1.0000089821434583,0,223,999.9910179372196,1000.409,997.9287,1002.8778,995.4730000000001,1002.931,224,0.16799553571428572,0.164,0.162,0.198,0.161,0.25
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,22454,True,100.00424549266484,0,22453,9.999575468756959,9.98,7.482,12.476,2.495,15.002,22454,0.08911441168611382,0.081,0.079,0.146,0.077,0.533
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,11228,True,50.00374371130102,0,11227,19.998502627594196,19.96,14.716000000000001,25.209,5.456,29.964000000000002,11228,0.45589588528678304,0.492,0.26235,0.732,0.17,5.711
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,449,True,2.000008741109632,0,448,499.9978147321429,498.979,498.80320000000006,503.97200000000004,493.833,504.118,449,0.21325167037861914,0.194,0.1804,0.25619999999999993,0.096,5.166
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,449,True,2.0000135625919713,0,448,499.996609375,497.8365,497.7024,502.69665000000003,492.733,503.197,449,0.22465701559020046,0.20500000000000002,0.2,0.3297999999999996,0.198,0.729
9.17数据/log_6_2026-9-17-06-02-24.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,11228,True,50.00272972949597,0,11227,19.99890816780974,19.96,9.9983,29.916,9.664,32.432,11228,0.5203097613110083,0.487,0.435,0.675,0.36,5.711
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,19549,True,100.00354473379097,0,19548,9.999645539185595,9.98,7.482,12.477,2.499,12.701,19549,0.09607534912271727,0.089,0.08600000000000001,0.15,0.067,0.315
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,195,True,1.000014917748309,0,194,999.9850824742269,1000.445,995.54865,1002.93845,995.501,1002.986,195,0.1677179487179487,0.164,0.162,0.1887999999999999,0.161,0.255
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,19549,True,100.00354626858366,0,19548,9.999645385717209,9.98,7.482,12.477,2.497,14.977,19549,0.08887063276893958,0.081,0.079,0.14300000000000002,0.077,0.487
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,9775,True,50.00505345729,0,9774,19.997978821362803,19.96,14.700650000000001,25.231,4.618,29.948,9775,0.44743191815856787,0.47900000000000004,0.263,0.677,0.17300000000000001,5.655
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,391,True,2.000035610890467,0,390,499.9910974358974,499.0005,494.02695,504.01455,493.829,504.153,391,0.2183759590792839,0.197,0.178,0.26,0.098,2.72
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,391,True,1.999999579487268,0,390,500.0001051282051,497.8315,497.6888,502.7222,492.801,503.04900000000004,391,0.2180358056265985,0.20500000000000002,0.2,0.2785,0.198,0.616
9.17数据/log_7_2026-9-17-06-12-16.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,9775,True,50.00625820084216,0,9774,19.997497032944548,19.961000000000002,10.009,29.912,9.669,30.21,9775,0.5086192327365728,0.482,0.434,0.641,0.354,5.704
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,19462,True,100.00021067820964,0,19461,9.999978932223419,9.98,7.481,12.476,4.873,12.76,19462,0.08154537046552257,0.069,0.067,0.17995000000000072,0.065,0.354
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,194,True,0.9999873939412982,0,193,1000.0126062176165,1000.417,995.5098,1002.8928000000001,995.477,1002.904,194,0.19039690721649483,0.188,0.185,0.20044999999999996,0.166,0.263
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,19463,True,99.95882900147592,0,19462,10.004118795601686,9.857,7.390000000000001,12.323,2.462,88.694,19463,0.1823912552021785,0.179,0.177,0.19,0.17500000000000002,0.5730000000000001
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,9732,True,49.97998360979089,0,9731,20.00800976261433,19.716,14.549,24.9065,14.098,98.548,9732,0.5667893547061242,0.616,0.373,0.8644499999999989,0.294,1.532
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,389,True,1.9999658768708637,0,388,500.00853092783507,498.985,494.18595,503.98365,493.789,506.47,389,0.12223136246786633,0.099,0.095,0.23019999999999927,0.094,2.592
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,389,True,2.000023897192751,0,388,499.99402577319586,497.86,497.65409999999997,502.71500000000003,492.79900000000004,502.975,389,0.32428791773778926,0.309,0.28740000000000004,0.4146,0.258,0.613
9.17数据/log_8_2026-9-17-06-17-52.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,9732,True,49.97877892110306,0,9731,20.008492035762,19.715,9.929,29.552,9.493,98.629,9732,0.6265025688450472,0.594,0.546,0.842,0.464,1.375
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,0,16682,True,99.99913615037951,0,16681,10.000086385708288,9.98,7.482,12.477,4.86,14.969000000000001,16682,0.08161437477520682,0.069,0.067,0.18,0.065,0.363
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_gyro,1,167,True,0.9999877230422918,0,166,1000.0122771084339,1000.4585,997.96275,1002.9467500000001,995.4970000000001,1002.9730000000001,167,0.18936526946107785,0.188,0.185,0.195,0.166,0.23800000000000002
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_angular_velocity,0,16682,True,100.001288308666,0,16681,9.999871170793119,9.857,7.390000000000001,12.324,4.882,14.789,16682,0.18207205371058627,0.179,0.177,0.19,0.17500000000000002,0.551
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_attitude,0,8341,True,50.00061451594579,0,8340,19.999754196642687,19.717,14.521,24.948,13.758000000000001,25.722,8341,0.5872137633377292,0.629,0.38,0.922,0.3,1.663
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,0,334,True,2.000035231851862,0,333,499.9911921921922,499.009,494.20140000000004,504.0124,493.90000000000003,504.235,334,0.11478143712574851,0.1,0.095,0.21669999999999992,0.094,0.33
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_imu,1,334,True,2.0000318924004463,0,333,499.992027027027,497.861,497.6504,502.75640000000004,492.769,503.014,334,0.329814371257485,0.318,0.296,0.4010499999999999,0.219,0.6900000000000001
9.17数据/log_9_2026-9-17-06-28-10.ulg,validation,a644ca7868f07004e45658d4ae9a7a8c880c6bb5,vehicle_local_position,0,8341,True,50.00061001943279,0,8340,19.999755995203838,19.717,9.887,29.57705,9.138,30.323,8341,0.6399771010670184,0.604,0.555,0.86,0.47600000000000003,1.526
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_gyro,0,20486,True,100.00171054915188,0,20485,9.99982894801074,9.979000000000001,7.4802,12.476,4.9,12.689,20486,0.09623147515376355,0.089,0.08600000000000001,0.15175,0.068,0.326
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_gyro,1,205,True,1.0000100001000012,0,204,999.9899999999998,1000.335,997.861,1002.813,995.3670000000001,1002.862,205,0.16674146341463417,0.164,0.162,0.18259999999999996,0.161,0.247
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_angular_velocity,0,20486,True,100.00164513323944,0,20485,9.999835489382475,9.979000000000001,7.481,12.475,2.493,14.972,20486,0.08904100361222297,0.081,0.079,0.146,0.077,0.529
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_attitude,0,10243,True,50.00088216748757,0,10242,19.999647139230618,19.958000000000002,14.695,25.232,12.426,29.895,10243,0.45401825637020404,0.507,0.261,0.7020000000000001,0.184,5.6930000000000005
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_imu,0,410,True,2.00002572160219,0,409,499.9935696821516,498.938,498.8518,503.9376,493.868,504.117,410,0.2124926829268293,0.193,0.178,0.2461999999999998,0.111,5.203
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_imu,1,410,True,2.0000182788956637,0,409,499.9954303178484,497.861,497.6712,502.654,492.52500000000003,502.998,410,0.2242560975609756,0.20600000000000002,0.20045000000000002,0.29064999999999985,0.197,0.888
9.18数据/log_0_2026-9-18-18-15-06.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_local_position,0,10243,True,50.00204680317538,0,10242,19.999181312243703,19.959,10.00905,29.908949999999997,9.639,30.346,10243,0.500764912623255,0.47800000000000004,0.435,0.634,0.357,5.695
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_gyro,0,23644,True,99.99928055332987,0,23643,10.00007194518462,9.979000000000001,7.479,12.476,4.891,12.734,23644,0.0820595076975131,0.069,0.067,0.176,0.065,0.362
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_gyro,1,236,True,0.9999941149282514,0,235,1000.0058851063831,1000.346,997.8518,1002.8339,995.337,1002.876,236,0.18947457627118644,0.188,0.185,0.195,0.165,0.264
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_selection,0,1,False,,0,0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_angular_velocity,0,23644,True,99.99875990202584,0,23643,10.000124011335279,9.856,7.389,12.322000000000001,4.597,14.809000000000001,23644,0.18221193537472513,0.179,0.177,0.19,0.17500000000000002,0.5760000000000001
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_attitude,0,11822,True,49.999433007021864,0,11821,20.000226799763134,19.715,14.535,24.919,13.63,25.777,11822,0.5745262222974117,0.617,0.378,0.9239499999999989,0.303,1.618
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_imu,0,473,True,1.999977873126158,0,472,500.00553177966094,498.944,498.77155,503.94445,493.73900000000003,504.164,473,0.13121775898520086,0.099,0.095,0.23419999999999994,0.093,5.088
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_imu,1,473,True,1.9999640006479884,0,472,500.00900000000007,497.823,497.6431,502.68245,492.757,502.962,473,0.33073150105708243,0.318,0.2956,0.4068,0.23,0.644
9.18数据/log_1_2026-9-18-18-23-36.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_local_position,0,11822,True,50.000416423398775,0,11821,19.999833432027746,19.715,9.891,29.571,9.041,30.384,11822,0.6401441380477078,0.6,0.552,0.883,0.47400000000000003,1.536
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_gyro,0,22092,True,99.99940745450927,0,22091,10.000059254900187,9.979000000000001,7.481,12.475,4.896,14.967,22092,0.08142983885569438,0.069,0.067,0.176,0.065,0.35100000000000003
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_gyro,1,221,True,1.0000037181956432,0,220,999.9962818181818,1000.33,997.8577,1002.80105,995.392,1002.852,221,0.1914841628959276,0.188,0.186,0.215,0.163,0.256
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,sensor_selection,0,2,False,0.059681339841304935,0,1,16755.656,16755.656,16755.656,16755.656,16755.656,16755.656,2,0.0,0.0,0.0,0.0,0.0,0.0
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_angular_velocity,0,22092,True,99.99991942426482,0,22091,10.000008057580011,9.856,7.390000000000001,12.321,2.464,14.85,22092,0.18178811334419703,0.179,0.177,0.19,0.079,0.5740000000000001
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_attitude,0,11046,True,49.99989882320157,0,11045,20.000040470801267,19.714,14.540000000000001,24.909,13.995000000000001,25.629,11046,0.5596252036936449,0.61,0.371,0.88,0.271,2.916
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_imu,0,442,True,1.9999798641483066,0,441,500.00503401360544,498.935,493.952,503.938,493.67400000000004,504.184,442,0.1377737556561086,0.099,0.095,0.23595,0.093,5.147
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_imu,1,442,True,1.9999829479911917,0,441,500.00426303854874,497.845,497.649,502.67400000000004,492.608,502.971,442,0.32373303167420814,0.31,0.28600000000000003,0.40295000000000003,0.20800000000000002,0.653
9.18数据/log_2_2026-9-18-18-29-40.ulg,train,e624a99f2955addbf76681e636c44162a0c03055,vehicle_local_position,0,11046,True,49.9988748555595,0,11045,20.00045006790403,19.713,9.898,29.564,9.317,30.217000000000002,11046,0.627057577403585,0.589,0.54525,0.86875,0.464,7.86
