seed,tau_s,interval,group,flight_id,cohort,n_origins,axis,component,error_mse,rmse,true_amplitude,pred_amplitude,cross_term
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,p,raw,0.27230440333939554,0.521827944191757,0.9879728959943312,0.8216060069715393,0.07964551890710726
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,p,slow,0.05306381617817934,0.23035584685043126,0.7845595125527387,0.71279355013456,0.07964551890710726
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,p,fast,0.13959506825410886,0.3736242340294709,0.45023647375046677,0.28462583076921094,0.07964551890710726
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,q,raw,0.05244142398140313,0.22900092572171654,0.711223861681749,0.6946686515201247,0.012839122682749032
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,q,slow,0.01774757394537665,0.13322002081285175,0.5616224030332002,0.5605308898168541,0.012839122682749032
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,q,fast,0.021854727353277453,0.14783344463712347,0.31801029158069916,0.2988672946754574,0.012839122682749032
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,r,raw,0.012399603833717007,0.11135350840326948,0.14746973543766992,0.13216578549265173,0.002450611073185251
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,r,slow,0.006648301568099427,0.08153711773235198,0.11895188554586833,0.11300093411529584,0.002450611073185251
17,0.05,0_500ms,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,18,r,fast,0.0033006911924323263,0.05745164220831574,0.06256292113651224,0.04460318404484043,0.002450611073185251
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,p,raw,0.2942552340177047,0.5424529786236819,0.9383091951511933,0.8149760134787106,0.08492033582454432
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,p,slow,0.05395560904670054,0.23228346701110808,0.7349614614811323,0.7188016319020835,0.08492033582454432
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,p,fast,0.15537928914645982,0.39418179707650103,0.4462734563685594,0.25742625649603096,0.08492033582454432
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,q,raw,0.06047815454535288,0.2459230663141481,0.5946818900889469,0.5598010923161847,0.014559947848276097
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,q,slow,0.02148052690471598,0.14656236523990726,0.4266716464950797,0.4156790514109899,0.014559947848276097
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,q,fast,0.024437679792360802,0.1563255570671693,0.315396295867172,0.28546327296538676,0.014559947848276097
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,r,raw,0.033327452719606826,0.18255808040075033,0.21821109543816009,0.19077136705766423,0.005535418400237702
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,r,slow,0.021560600409741296,0.14683528325896775,0.1851993201657725,0.17142760933494267,0.005535418400237702
17,0.05,0_500ms,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,r,fast,0.0062314339096278286,0.07893943190591017,0.07881339548684715,0.04603271984439188,0.005535418400237702
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,p,raw,0.2846642872210992,0.5335393961284389,0.9685547091504776,0.8278897285817092,0.08267905991731654
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,p,slow,0.06157644205034458,0.24814600953943342,0.7540794765457646,0.7305304101736869,0.08267905991731654
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,p,fast,0.140408785253438,0.3747116027739707,0.4410797255813055,0.2509627673985859,0.08267905991731654
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,q,raw,0.07674312824874707,0.27702550108022017,0.7065177936183799,0.6484773778094808,0.018159490367256146
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,q,slow,0.03131344977483086,0.17695606735806166,0.5511382736013716,0.5124753028505047,0.018159490367256146
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,q,fast,0.027270188106660063,0.16513687688296658,0.3181408901792491,0.2842214739941635,0.018159490367256146
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,r,raw,0.016648855362209978,0.1290304435480634,0.2691475934426379,0.2377154491074589,0.0037169684079608424
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,r,slow,0.008817286782674214,0.09390040885254022,0.2329230162365648,0.21364081726267328,0.0037169684079608424
17,0.05,0_500ms,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,22,r,fast,0.004114600171574926,0.06414514924431095,0.07892014446246323,0.048461745856717156,0.0037169684079608424
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,p,raw,0.2468306678163962,0.4968205589711402,0.7136814947288692,0.6111319990162765,0.06524480127255074
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,p,slow,0.06517607477840262,0.2552960531978562,0.5467810838792535,0.5225324728328551,0.06524480127255074
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,p,fast,0.11640979176544287,0.34118879196925983,0.3561080096378779,0.23651318401194868,0.06524480127255074
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,q,raw,0.04198968232593346,0.20491384122585146,0.8438928317498219,0.7732844654589829,0.01034477577895037
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,q,slow,0.01763789984256435,0.1328077552048989,0.7132874983901368,0.6550859506021904,0.01034477577895037
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,q,fast,0.014007006704418748,0.11835120068853863,0.3290211629145689,0.2983458543561548,0.01034477577895037
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,r,raw,0.017292966223434035,0.13150272325482099,0.23360546595858353,0.24054528327028643,0.0044075958178763355
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,r,slow,0.009276351124000033,0.09631381585214051,0.20566851701195296,0.2164278636540999,0.0044075958178763355
17,0.05,0_500ms,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,8,r,fast,0.003609019281557664,0.06007511366246147,0.07096303309935648,0.046714745853477915,0.0044075958178763355
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,p,raw,0.3118101562023004,0.5583996384331749,0.7430931026545227,0.5778932844260872,0.08174415383721668
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,p,slow,0.0821887255851288,0.2866857610435663,0.5461127500218435,0.48623408033329313,0.08174415383721668
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,p,fast,0.1478772767799549,0.3845481462443356,0.39055404161385104,0.22808187024014293,0.08174415383721668
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,q,raw,0.08619776363516939,0.2935945565489411,0.8646011884873471,0.7911492791765764,0.01669994582923765
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,q,slow,0.04091943825279293,0.20228553643993663,0.7075661028463052,0.6618269081163722,0.01669994582923765
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,q,fast,0.028578379553138807,0.1690514109764802,0.38051091485903454,0.328323144102772,0.01669994582923765
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,r,raw,0.030925512379815348,0.17585651076890882,0.27690624112571033,0.21554824033329548,0.00492273667100582
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,r,slow,0.020268525078651897,0.1423675703194091,0.24309532265099904,0.19320050579066883,0.00492273667100582
17,0.05,0_500ms,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,34,r,fast,0.005734250630157645,0.07572483496289473,0.08729398233522342,0.04623093462080294,0.00492273667100582
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,p,raw,0.2966367417874877,0.5446436833265283,0.755128859321727,0.617895624811285,0.07860144374189597
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,p,slow,0.0835527214157656,0.28905487613213793,0.5518529712120662,0.5245138442961345,0.07860144374189597
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,p,fast,0.1344825766298261,0.36671866141475007,0.37834127489419994,0.22363246148668534,0.07860144374189597
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,q,raw,0.06878139458215375,0.26226207232871807,0.8568027371486048,0.7917936789287516,0.01607122179679641
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,q,slow,0.029318002880202337,0.17122500658549364,0.701936045717415,0.6609278714247872,0.01607122179679641
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,q,fast,0.023392169905155018,0.15294498980076143,0.35801175625876425,0.3167428492591356,0.01607122179679641
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,r,raw,0.028168638053034233,0.16783515142256175,0.3414309664392154,0.29676360979719163,0.004047456793127631
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,r,slow,0.019636036491582548,0.1401286426523234,0.3013087239717188,0.2628530532753044,0.004047456793127631
17,0.05,0_500ms,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,34,r,fast,0.004485144768324057,0.06697122343457716,0.08598539152084542,0.05587083400704342,0.004047456793127631
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,p,raw,0.29431738693426984,0.542510264358445,0.7381774030925514,0.5389718435632838,0.07421634169656396
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,p,slow,0.08407298313350217,0.28995341545410735,0.5514516674628346,0.4556424415118912,0.07421634169656396
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,p,fast,0.1360280621042037,0.368819823361223,0.37761610481015584,0.1952244860739259,0.07421634169656396
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,q,raw,0.10447858634391473,0.3232314748657914,0.8363519094912611,0.747120208679367,0.021291141755805643
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,q,slow,0.047436596252902204,0.21779944043294097,0.6717369015935131,0.6181327915679936,0.021291141755805643
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,q,fast,0.035750848335206836,0.18907894736116668,0.3679834281403381,0.2991256111013483,0.021291141755805643
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,r,raw,0.03561783358252606,0.1887268756232828,0.32615361756841155,0.24787528053533797,0.00590860401383936
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,r,slow,0.022549652618138755,0.1501654175172791,0.2849468826196934,0.2245083476422903,0.00590860401383936
17,0.05,0_500ms,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,27,r,fast,0.007159576950547937,0.08461428337194576,0.09188399707625995,0.04664041689645453,0.00590860401383936
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,p,raw,0.25267925767680777,0.5026721174650607,0.7675884588345268,0.6516362077473458,0.06548751196926082
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,p,slow,0.07401941906658668,0.2720651007876363,0.6054733321687721,0.5616412623039169,0.06548751196926082
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,p,fast,0.11317232664096027,0.33641094905035457,0.3538365747032523,0.2304987425887535,0.06548751196926082
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,q,raw,0.07109390929259045,0.2666344113061749,0.825678098915093,0.7404991983574021,0.013997572479207944
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,q,slow,0.03539208263486514,0.18812783588524357,0.6614381599599611,0.6050336316163091,0.013997572479207944
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,q,fast,0.021704254178517377,0.14732363754169722,0.36937217286255186,0.3152846774530553,0.013997572479207944
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,r,raw,0.02545255005571553,0.1595385535089106,0.29281959460038665,0.23513018318552376,0.004239100767056276
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,r,slow,0.01683668822537758,0.1297562646864404,0.2573667456775246,0.2104217844241788,0.004239100767056276
17,0.05,0_500ms,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,58,r,fast,0.004376761063281674,0.06615709382433356,0.07885509252703418,0.04920303179381549,0.004239100767056276
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,p,raw,0.24005405015827538,0.48995311016287607,0.7441647957834309,0.6274678011952664,0.06261697371080843
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,p,slow,0.06844733823380979,0.261624422089777,0.5659145990036302,0.5327175593461205,0.06261697371080843
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,p,fast,0.10898973821365723,0.3301359389912847,0.36348784627612,0.22974303290043901,0.06261697371080843
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,q,raw,0.10997873588799868,0.33163042063115783,0.7983732111285503,0.7141500534541022,0.0188888473181189
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,q,slow,0.06177494995636726,0.24854566975983963,0.627353633265823,0.5714604757482401,0.0188888473181189
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,q,fast,0.029314938613512507,0.17121605828167083,0.37219676080439207,0.317925823240733,0.0188888473181189
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,r,raw,0.03346300948195078,0.1829289738722403,0.3156778198399485,0.22966165895255286,0.004593606100476326
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,r,slow,0.023909772246648746,0.15462785081171096,0.281854753772908,0.20360148357604305,0.004593606100476326
17,0.05,0_500ms,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,35,r,fast,0.0049596311348257096,0.07042464863118388,0.07904190293142542,0.047325501838090436,0.004593606100476326
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,p,raw,0.21477867109338258,0.46344219822258587,0.8317088832684094,0.7384793558701103,0.05602844163462809
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,p,slow,0.05854229319449715,0.24195514707171895,0.6747504528968225,0.6424612713377538,0.05602844163462809
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,p,fast,0.10020793626425734,0.31655637138471454,0.36361229790890737,0.24156078995808528,0.05602844163462809
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,q,raw,0.09074297172212382,0.3012357411100546,0.8229752795492948,0.7519043951561863,0.021119714786882633
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,q,slow,0.0373769615294559,0.19333122233476904,0.6683250166356285,0.6336538334559275,0.021119714786882633
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,q,fast,0.03224629540578528,0.17957253522124503,0.3624934290231612,0.2952884333591175,0.021119714786882633
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,r,raw,0.024149675285782147,0.155401657924818,0.2515331845443638,0.2195481016809583,0.0038212584401163215
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,r,slow,0.01660680687539144,0.12886740035940603,0.2170966769618688,0.1954761967004443,0.0038212584401163215
17,0.05,0_500ms,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,17,r,fast,0.0037216099702743837,0.06100499955146614,0.07047982599157158,0.04579268932881887,0.0038212584401163215
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,p,raw,0.2071700852162961,0.45515940638011215,0.8012732267022633,0.7227422013648189,0.05405147134609574
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,p,slow,0.055483635590545255,0.23554964570244052,0.6384811686094459,0.6270079788852031,0.05405147134609574
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,p,fast,0.0976349782796551,0.3124659633938633,0.35903767801163566,0.24564857741242146,0.05405147134609574
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,q,raw,0.06263023433338578,0.2502603331201047,0.7526477927652668,0.6801270079681415,0.014265108549923368
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,q,slow,0.025627566098521348,0.16008612088036037,0.5852233513063914,0.541014168304643,0.014265108549923368
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,q,fast,0.022737559684941077,0.15078978640790322,0.35824818511530443,0.30991807657247156,0.014265108549923368
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,r,raw,0.025966420161239928,0.16114099466380344,0.2938545589243027,0.24405094751790354,0.004888107355357193
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,r,slow,0.017031754800880736,0.13050576539326045,0.258183352496868,0.21980834455412956,0.004888107355357193
17,0.05,0_500ms,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,33,r,fast,0.004046558005001998,0.06361256169187025,0.07383632319336576,0.04693845924000775,0.004888107355357193
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,p,raw,0.308229851342482,0.5551845200854235,1.018660268650083,0.8524069333476239,0.08376617770518449
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,p,slow,0.07385403905130644,0.2717609961920703,0.8283307085738904,0.7483805438970087,0.08376617770518449
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,p,fast,0.15060963458599116,0.3880845714351334,0.43843846377854356,0.25800140175621383,0.08376617770518449
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,q,raw,0.0834886528026603,0.2889440305710784,0.9280788541790905,0.8405717751808673,0.01721785044007532
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,q,slow,0.03845643327898109,0.1961031189935058,0.7769132875102337,0.7124876775266039,0.01721785044007532
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,q,fast,0.027814369083603893,0.16677640445699712,0.3724976351023397,0.3176927524464019,0.01721785044007532
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,r,raw,0.031194888152281854,0.17662074666437647,0.3875278237911317,0.3315195673416668,0.00511525916289232
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,r,slow,0.01987649800554653,0.1409840345767794,0.33814554864742086,0.2969794565500617,0.00511525916289232
17,0.05,0_500ms,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,31,r,fast,0.006203130983843006,0.07875995799797639,0.09128638722834223,0.056651122831898194,0.00511525916289232
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,p,raw,0.29246022538382066,0.5407959184237808,0.7954995719203214,0.6338025943248733,0.07524039972524993
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,p,slow,0.06905971305294235,0.26279214800473466,0.6317531282359224,0.5854110944794594,0.07524039972524993
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,p,fast,0.14816011260562836,0.38491572143214464,0.39275737411472167,0.2001429249129751,0.07524039972524993
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,q,raw,0.08137240066572492,0.28525848044488517,0.7286824079522529,0.7125308379536358,0.015896352776358064
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,q,slow,0.03199820559824061,0.17888042262427883,0.6029207177266327,0.5902219151466527,0.015896352776358064
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,q,fast,0.033477842291126256,0.1829695119169482,0.33651526656147396,0.3256443031355053,0.015896352776358064
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,r,raw,0.03299125662910152,0.18163495431524604,0.2514957162324844,0.21530844997722612,0.0036979137731421217
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,r,slow,0.023114768646019683,0.15203541905102141,0.24019813176555144,0.2114994641505668,0.0036979137731421217
17,0.05,500_1000ms,ALL,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,168,r,fast,0.00617857420993971,0.07860390709080375,0.06718424887565301,0.043783865418725476,0.0036979137731421217
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,p,raw,0.2701993360333424,0.5198070180685735,0.8482263333563462,0.6898351277468903,0.07122933145845145
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,p,slow,0.0576757703169914,0.24015780294837685,0.6717135706413844,0.6295063821868735,0.07122933145845145
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,p,fast,0.1412942342578995,0.3758912532340963,0.4191336728289603,0.2286980146747288,0.07122933145845145
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,q,raw,0.06619557589129675,0.25728500906834184,0.657324031592592,0.6493629321485883,0.014049585068721119
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,q,slow,0.024599343309755838,0.15684177794757315,0.5278935549349366,0.5251182757094222,0.014049585068721119
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,q,fast,0.027546647512819794,0.16597182746725359,0.31607566516463975,0.30394854371344393,0.014049585068721119
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,r,raw,0.02472391942631948,0.15723841587321935,0.2576263858998062,0.21312883254392842,0.0028405771122900474
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,r,slow,0.016994227171658775,0.13036190843823503,0.24612244600059702,0.21053629251621594,0.0028405771122900474
17,0.05,500_1000ms,ALL,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,182,r,fast,0.004889115142370659,0.06992220779102058,0.06200120342220908,0.04058195891250407,0.0028405771122900474
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,p,raw,0.297862623841484,0.5457679212279556,0.9406919346820967,0.8055264274581025,0.07862148508242398
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,p,slow,0.06508388139390901,0.2551154275889818,0.7666142836457791,0.741392915172285,0.07862148508242398
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,p,fast,0.154157257365151,0.39262865071865427,0.44512083429838634,0.25717045829605834,0.07862148508242398
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,q,raw,0.07336491907048232,0.27085959290835965,0.6718535112259972,0.667868744806423,0.015759980064562827
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,q,slow,0.028950395935217636,0.17014815877704242,0.5485499815900787,0.547474795744084,0.015759980064562827
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,q,fast,0.028654543070701848,0.16927652841047353,0.3139504249763055,0.3057167778053376,0.015759980064562827
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,r,raw,0.024526368139315864,0.15660896570540228,0.27894749433613125,0.23268169929036428,0.002541331589557019
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,r,slow,0.017248292341776217,0.13133275426098479,0.26722254749035285,0.2294681744572104,0.002541331589557019
17,0.05,500_1000ms,ALL,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,160,r,fast,0.004736744207982628,0.06882400895023937,0.06435055849760045,0.04121258697380892,0.002541331589557019
17,0.05,500_1000ms,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,p,raw,0.33297505517403614,0.5770399077828466,0.8945152399684048,0.6877113437470794,0.08476154429867917
17,0.05,500_1000ms,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,p,slow,0.08321871143621196,0.2884765353303661,0.7108342101289603,0.6429604340009667,0.08476154429867917
17,0.05,500_1000ms,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,p,fast,0.16499479943914505,0.4061955187334605,0.44041671735218757,0.20094365725605584,0.08476154429867917
17,0.05,500_1000ms,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,q,raw,0.07215889818765599,0.26862408340961536,0.6914770388828541,0.6785395807339908,0.015132060553972076
17,0.05,500_1000ms,ALL,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,161,q,slow,0.028194555638738777,0.16791234510523273,0.5569713316064087,0.5528357443699682,0.015132060553972076
