tau_s,interval,group,cohort,axis,component,seed,rmse,true_amplitude,pred_amplitude,error_mse,cross_term
0.1,0_500ms,ALL,Sep7,r,fast,42,0.08388860666739102,0.08599718947239536,0.06252406994292996,0.007124341997975292,0.003301692568400212
0.1,0_500ms,ALL,Sep7,r,raw,17,0.13326629096584142,0.18456521275834317,0.16571460282397485,0.018054389373874116,0.003520496641207025
0.1,0_500ms,ALL,Sep7,r,raw,23,0.13355664538336412,0.18456521275834317,0.16305725032539764,0.018101818888716772,0.003583266687207383
0.1,0_500ms,ALL,Sep7,r,raw,42,0.12941739728921187,0.18456521275834317,0.16162495438904198,0.017021033830420192,0.003301692568400212
0.1,0_500ms,ALL,Sep7,r,slow,17,0.08298009659769592,0.1345800162121923,0.12686626323664615,0.007030749453039894,0.003520496641207025
0.1,0_500ms,ALL,Sep7,r,slow,23,0.08496774646205865,0.1345800162121923,0.12524358389606766,0.007353523225940967,0.003583266687207383
0.1,0_500ms,ALL,Sep7,r,slow,42,0.08026867191905136,0.1345800162121923,0.12411637628234137,0.0065949992640446905,0.003301692568400212
0.1,0_500ms,high,ALL,p,fast,17,0.4435075044358813,0.5214872829245781,0.34007265951858523,0.19788142120464847,0.053206147545674404
0.1,0_500ms,high,ALL,p,fast,23,0.4409923473200425,0.5214872829245781,0.338798760335415,0.19572554670926318,0.05225980065984786
0.1,0_500ms,high,ALL,p,fast,42,0.4441295563064555,0.5214872829245781,0.34386690517951873,0.1985827208820688,0.0537626363732948
0.1,0_500ms,high,ALL,p,raw,17,0.5321620935511685,0.8547710630685428,0.7144285425410127,0.28460146362726757,0.053206147545674404
0.1,0_500ms,high,ALL,p,raw,23,0.5282789322053265,0.8547710630685428,0.7114261775216568,0.28053249713381395,0.05225980065984786
0.1,0_500ms,high,ALL,p,raw,42,0.5339485181856221,0.8547710630685428,0.7166602289845191,0.2866060851516025,0.0537626363732948
0.1,0_500ms,high,ALL,p,slow,17,0.18230681279235267,0.5607831034688,0.5399303300162659,0.033513894876944714,0.053206147545674404
0.1,0_500ms,high,ALL,p,slow,23,0.17943491883997598,0.5607831034688,0.5386437605393091,0.032547149764702916,0.05225980065984786
0.1,0_500ms,high,ALL,p,slow,42,0.184101391803098,0.5607831034688,0.5406204306855317,0.034260727896238886,0.0537626363732948
0.1,0_500ms,high,ALL,q,fast,17,0.20288309320334175,0.44955146927790673,0.3994843010016239,0.04178829044420455,0.014105763934059467
0.1,0_500ms,high,ALL,q,fast,23,0.21121562326723642,0.44955146927790673,0.3922769189582095,0.04549691546387857,0.015010164746835312
0.1,0_500ms,high,ALL,q,fast,42,0.2005465638119778,0.44955146927790673,0.4010787295270447,0.04091730276522439,0.013735664905484548
0.1,0_500ms,high,ALL,q,raw,17,0.2710484297216189,0.7846274738910569,0.7226177508340651,0.0749383522314997,0.014105763934059467
0.1,0_500ms,high,ALL,q,raw,23,0.28239526330245956,0.7846274738910569,0.716360879736951,0.08165771212230341,0.015010164746835312
0.1,0_500ms,high,ALL,q,raw,42,0.270000958302609,0.7846274738910569,0.7281673330502276,0.07450004743140354,0.013735664905484548
0.1,0_500ms,high,ALL,q,slow,17,0.13515602502597385,0.5422694805347446,0.5102986905162019,0.019044297853235685,0.014105763934059467
0.1,0_500ms,high,ALL,q,slow,23,0.14209360597965476,0.5422694805347446,0.5090083816135964,0.021150631911589533,0.015010164746835312
0.1,0_500ms,high,ALL,q,slow,42,0.13758042882054858,0.5422694805347446,0.5172960567989086,0.019847079760694587,0.013735664905484548
0.1,0_500ms,high,ALL,r,fast,17,0.09785534173531597,0.11488815872372578,0.08026053416740796,0.009715713611605852,0.005410029442528641
0.1,0_500ms,high,ALL,r,fast,23,0.09605613526804029,0.11488815872372578,0.07842134302621025,0.009341456991213033,0.005368341968866482
0.1,0_500ms,high,ALL,r,fast,42,0.09739233474570105,0.11488815872372578,0.078869701384386,0.009608416220739746,0.005354660936250994
0.1,0_500ms,high,ALL,r,raw,17,0.16275511016080002,0.27127233131945455,0.22800745561806493,0.02696193133347653,0.005410029442528641
0.1,0_500ms,high,ALL,r,raw,23,0.1620300954201202,0.27127233131945455,0.22339761566058752,0.02669857941697868,0.005368341968866482
0.1,0_500ms,high,ALL,r,raw,42,0.16187336198358104,0.27127233131945455,0.22705408541838942,0.026720987890120403,0.005354660936250994
0.1,0_500ms,high,ALL,r,slow,17,0.10716912848891796,0.20330407245190688,0.17586998215196065,0.011836188279342035,0.005410029442528641
0.1,0_500ms,high,ALL,r,slow,23,0.1079567552906286,0.20330407245190688,0.17350849338132776,0.011988780456899167,0.005368341968866482
0.1,0_500ms,high,ALL,r,slow,42,0.10625771066716028,0.20330407245190688,0.17631300552694174,0.011757910733129665,0.005354660936250994
0.1,0_500ms,high,Sep17,p,fast,17,0.4229326138279923,0.48829065324102017,0.32319720245176736,0.1799628142733145,0.04871660272058456
0.1,0_500ms,high,Sep17,p,fast,23,0.4197399973944904,0.48829065324102017,0.32410902675309383,0.17721424744105554,0.04788335636639843
0.1,0_500ms,high,Sep17,p,fast,42,0.42324427789215396,0.48829065324102017,0.32791852753101935,0.18037108609751118,0.049649917782153455
0.1,0_500ms,high,Sep17,p,raw,17,0.5139956173042758,0.7999743747884394,0.6659366565407276,0.2657095250514127,0.04871660272058456
0.1,0_500ms,high,Sep17,p,raw,23,0.5107257829333536,0.7999743747884394,0.6671214896311592,0.2622781144783458,0.04788335636639843
0.1,0_500ms,high,Sep17,p,raw,42,0.5172368693054664,0.7999743747884394,0.6684871160907019,0.2691165978420048,0.049649917782153455
0.1,0_500ms,high,Sep17,p,slow,17,0.19186204810875407,0.5245731085144363,0.4974500826238472,0.03703010805751366,0.04871660272058456
0.1,0_500ms,high,Sep17,p,slow,23,0.19226191490843694,0.5245731085144363,0.4993282383389105,0.03718051067089183,0.04788335636639843
0.1,0_500ms,high,Sep17,p,slow,42,0.19740923061773352,0.5245731085144363,0.49767598969007615,0.039095593962340164,0.049649917782153455
0.1,0_500ms,high,Sep17,q,fast,17,0.21406087925791917,0.4817924537152576,0.41238885712427975,0.046204158044470235,0.015348566875452737
0.1,0_500ms,high,Sep17,q,fast,23,0.2294787350330548,0.4817924537152576,0.40301728243161666,0.05312396423597145,0.017100530774493944
0.1,0_500ms,high,Sep17,q,fast,42,0.21365317274472112,0.4817924537152576,0.4180554360612021,0.04600655908219703,0.015538864422705691
0.1,0_500ms,high,Sep17,q,raw,17,0.2897241300602526,0.8356886339580636,0.7571644496126744,0.08467403107499961,0.015348566875452737
0.1,0_500ms,high,Sep17,q,raw,23,0.31061037223102184,0.8356886339580636,0.7457904739991785,0.09737692900430489,0.017100530774493944
0.1,0_500ms,high,Sep17,q,raw,42,0.29336060251584567,0.8356886339580636,0.7605418767394895,0.08679158280477549,0.015538864422705691
0.1,0_500ms,high,Sep17,q,slow,17,0.15036665954663156,0.578608647923937,0.5418893112386357,0.023121306155076637,0.015348566875452737
0.1,0_500ms,high,Sep17,q,slow,23,0.16302548459105135,0.578608647923937,0.5358491432142719,0.027152433993839497,0.017100530774493944
0.1,0_500ms,high,Sep17,q,slow,42,0.1571774487878944,0.578608647923937,0.5428328194320112,0.025246159299872766,0.015538864422705691
0.1,0_500ms,high,Sep17,r,fast,17,0.09961916335940456,0.1260575987744563,0.08370911789116256,0.010021220691941501,0.005800620853975231
0.1,0_500ms,high,Sep17,r,fast,23,0.0985579587911474,0.1260575987744563,0.08282310881228314,0.009812482769065288,0.005885799504085027
0.1,0_500ms,high,Sep17,r,fast,42,0.10153649577305925,0.1260575987744563,0.08335215143227748,0.010398701017580487,0.006265401706193241
0.1,0_500ms,high,Sep17,r,raw,17,0.17100618305611276,0.31073797585418383,0.2525121986680538,0.029367315894043233,0.005800620853975231
0.1,0_500ms,high,Sep17,r,raw,23,0.17068717989242332,0.31073797585418383,0.24799507855934905,0.02930034744358587,0.005885799504085027
0.1,0_500ms,high,Sep17,r,raw,42,0.1776806624949397,0.31073797585418383,0.2530811926670754,0.03168109633043808,0.006265401706193241
0.1,0_500ms,high,Sep17,r,slow,17,0.11611955486663496,0.23419542804447424,0.19510314714093074,0.013545474348126505,0.005800620853975231
0.1,0_500ms,high,Sep17,r,slow,23,0.11627529286575827,0.23419542804447424,0.19257920284618069,0.013602065170435555,0.005885799504085027
0.1,0_500ms,high,Sep17,r,slow,42,0.12211345777874354,0.23419542804447424,0.19635852179229077,0.015016993606664353,0.006265401706193241
0.1,0_500ms,high,Sep7,p,fast,17,0.4617962960873381,0.5509953981988518,0.35507306580020115,0.21380907181027867,0.05719685405686538
0.1,0_500ms,high,Sep7,p,fast,23,0.45988332503164436,0.5509953981988518,0.35185630129747814,0.21218003494766996,0.05614997336513624
0.1,0_500ms,high,Sep7,p,fast,42,0.46269424823027905,0.5509953981988518,0.35804324086707373,0.21477084069056446,0.05741838623208711
0.1,0_500ms,high,Sep7,p,raw,17,0.5483100724372952,0.9034792304286346,0.7575324412079328,0.3013942979169164,0.05719685405686538
0.1,0_500ms,high,Sep7,p,raw,23,0.5438817315581913,0.9034792304286346,0.7508081223132101,0.2967586150497856,0.05614997336513624
0.1,0_500ms,high,Sep7,p,raw,42,0.5488033171902049,0.9034792304286346,0.7594807737790232,0.3021522960934671,0.05741838623208711
0.1,0_500ms,high,Sep7,p,slow,17,0.17381327028888474,0.5929697656504567,0.5776905499206381,0.03038837204977231,0.05719685405686538
0.1,0_500ms,high,Sep7,p,slow,23,0.16803314455689952,0.5929697656504567,0.5735908913841078,0.028428606736979452,0.05614997336513624
0.1,0_500ms,high,Sep7,p,slow,42,0.17227220174564423,0.5929697656504567,0.5787932671259366,0.02996306917081553,0.05741838623208711
0.1,0_500ms,high,Sep7,q,fast,17,0.19294728337705072,0.42089281644470594,0.38801358444815204,0.03786307479952392,0.01300105020837656
0.1,0_500ms,high,Sep7,q,fast,23,0.19498174614206448,0.42089281644470594,0.3827299292040698,0.038717316555351565,0.013152061611138745
0.1,0_500ms,high,Sep7,q,fast,42,0.18889624476065042,0.42089281644470594,0.38598832371890485,0.03639351937235983,0.012132820890176867
0.1,0_500ms,high,Sep7,q,raw,17,0.254447807198389,0.7392397760537177,0.6919095741419681,0.066284415481722,0.01300105020837656
0.1,0_500ms,high,Sep7,q,raw,23,0.2573151664770708,0.7392397760537177,0.6902012403927488,0.06768507489385764,0.013152061611138745
0.1,0_500ms,high,Sep7,q,raw,42,0.24923683011306538,0.7392397760537177,0.699389960881995,0.06357423821062846,0.012132820890176867
0.1,0_500ms,high,Sep7,q,slow,17,0.12163546100761145,0.5099679984110179,0.48221813876292735,0.015420290473821506,0.01300105020837656
0.1,0_500ms,high,Sep7,q,slow,23,0.12348749165841337,0.5099679984110179,0.4851499268574403,0.01581569672736734,0.013152061611138745
0.1,0_500ms,high,Sep7,q,slow,42,0.1201608555162412,0.5099679984110179,0.49459671223615065,0.015047897948091764,0.012132820890176867
0.1,0_500ms,high,Sep7,r,fast,17,0.09628750029168168,0.10495976756752089,0.0771951264129594,0.00944415176241861,0.0050628370767983365
0.1,0_500ms,high,Sep7,r,fast,23,0.09383229213638951,0.10495976756752089,0.07450866232747878,0.008922767410899916,0.004908379715338887
0.1,0_500ms,high,Sep7,r,fast,42,0.093708636054716,0.10495976756752089,0.0748853013418158,0.008905940845770198,0.004545113585191218
0.1,0_500ms,high,Sep7,r,raw,17,0.15542082314274427,0.23619175839969517,0.20622546179585258,0.024823811724083898,0.0050628370767983365
0.1,0_500ms,high,Sep7,r,raw,23,0.15433490922251744,0.23619175839969517,0.20153320419502174,0.02438589672666118,0.004908379715338887
0.1,0_500ms,high,Sep7,r,raw,42,0.14782242819570668,0.23619175839969517,0.20391887897511296,0.022312002609838025,0.004545113585191218
0.1,0_500ms,high,Sep7,r,slow,17,0.09921319393094731,0.1758450897029581,0.15877383549509835,0.010316822884866954,0.0050628370767983365
0.1,0_500ms,high,Sep7,r,slow,23,0.10056249966829113,0.1758450897029581,0.15655675163479182,0.010554749600422375,0.004908379715338887
0.1,0_500ms,high,Sep7,r,slow,42,0.09216371323464184,0.1758450897029581,0.15849476884663144,0.008860948178876608,0.004545113585191218
0.1,0_500ms,low,ALL,p,fast,17,0.41985292333667534,0.4982327824076486,0.3179793857398762,0.177065485444328,0.045678873501095826
0.1,0_500ms,low,ALL,p,fast,23,0.4162900509845688,0.4982327824076486,0.3180398000843149,0.17431619928351444,0.044591844228103694
0.1,0_500ms,low,ALL,p,fast,42,0.4190248626291835,0.4982327824076486,0.32973029889026134,0.17684008510835816,0.04550506872757504
0.1,0_500ms,low,ALL,p,raw,17,0.49275707407145586,0.7960764429828395,0.6546632143975859,0.2437260787734033,0.045678873501095826
0.1,0_500ms,low,ALL,p,raw,23,0.48762072563696807,0.7960764429828395,0.6563856482906272,0.23903386939209798,0.044591844228103694
0.1,0_500ms,low,ALL,p,raw,42,0.49221881175107335,0.7960764429828395,0.6650307141764821,0.2437364806949243,0.04550506872757504
0.1,0_500ms,low,ALL,p,slow,17,0.14449065658448443,0.5139537145566004,0.49183674980565717,0.020981719827979445,0.045678873501095826
0.1,0_500ms,low,ALL,p,slow,23,0.14142664985056608,0.5139537145566004,0.49443798673889794,0.020125825880479866,0.044591844228103694
0.1,0_500ms,low,ALL,p,slow,42,0.145949869910523,0.5139537145566004,0.4952826324331851,0.02139132685899111,0.04550506872757504
0.1,0_500ms,low,ALL,q,fast,17,0.15808674163232092,0.4543379696062261,0.4323579315168596,0.02520063831859777,0.007383394293463323
0.1,0_500ms,low,ALL,q,fast,23,0.1651628662604351,0.4543379696062261,0.4235313482048659,0.02737892291273738,0.008188305493707627
0.1,0_500ms,low,ALL,q,fast,42,0.1518313487064791,0.4543379696062261,0.43185274585724487,0.023166574477733036,0.006933630514920434
0.1,0_500ms,low,ALL,q,raw,17,0.19897331670726395,0.7299457125344078,0.7056916317777958,0.03989144025647096,0.007383394293463323
0.1,0_500ms,low,ALL,q,raw,23,0.20934732024618313,0.7299457125344078,0.698074064707815,0.04396601234198576,0.008188305493707627
0.1,0_500ms,low,ALL,q,raw,42,0.1931836883795344,0.7299457125344078,0.7073323695923354,0.03749561912811218,0.006933630514920434
0.1,0_500ms,low,ALL,q,slow,17,0.0850134460311001,0.4759959977206484,0.4680344530979755,0.007307407644409868,0.007383394293463323
0.1,0_500ms,low,ALL,q,slow,23,0.09133978623131266,0.4759959977206484,0.4674209832582019,0.00839878393554075,0.008188305493707627
0.1,0_500ms,low,ALL,q,slow,42,0.08555184190179306,0.4759959977206484,0.4714004859044503,0.007395414135458711,0.006933630514920434
0.1,0_500ms,low,ALL,r,fast,17,0.08131939829668616,0.08667942595527046,0.06486255880009743,0.0066966447420118945,0.0032171100529914676
0.1,0_500ms,low,ALL,r,fast,23,0.08101307563326361,0.08667942595527046,0.06442441631124858,0.006626332620776309,0.0032081005593931843
0.1,0_500ms,low,ALL,r,fast,42,0.07928939426767094,0.08667942595527046,0.06299917999759827,0.006358842349096381,0.002987869211914799
0.1,0_500ms,low,ALL,r,raw,17,0.12638942671617143,0.19544340567806226,0.17344371165483008,0.01615833132430114,0.0032171100529914676
0.1,0_500ms,low,ALL,r,raw,23,0.1266933801876308,0.19544340567806226,0.17313160807288006,0.016242305571126985,0.0032081005593931843
0.1,0_500ms,low,ALL,r,raw,42,0.12263313539660406,0.19544340567806226,0.17003458469279137,0.015217521798529657,0.002987869211914799
0.1,0_500ms,low,ALL,r,slow,17,0.0784576599779637,0.14440321666057868,0.1336170117266132,0.006244576529297779,0.0032171100529914676
0.1,0_500ms,low,ALL,r,slow,23,0.07944451971023382,0.14440321666057868,0.13356626733462076,0.0064078723909574906,0.0032081005593931843
0.1,0_500ms,low,ALL,r,slow,42,0.07603672904013214,0.14440321666057868,0.13108138905924024,0.005870810237518475,0.002987869211914799
0.1,0_500ms,low,Sep17,p,fast,17,0.3949671046690196,0.4547116828747756,0.3059088897489695,0.15643098564216312,0.04120849068077581
0.1,0_500ms,low,Sep17,p,fast,23,0.3872312089083323,0.4547116828747756,0.3070869088962845,0.15040206352615876,0.0391547773095639
0.1,0_500ms,low,Sep17,p,fast,42,0.3876406420445514,0.4547116828747756,0.3183820605144378,0.1508764764181203,0.03964695695243862
0.1,0_500ms,low,Sep17,p,raw,17,0.4665629405431881,0.7234650217725949,0.6053602485449392,0.21818936308696568,0.04120849068077581
0.1,0_500ms,low,Sep17,p,raw,23,0.4560593031240309,0.7234650217725949,0.6082951671115259,0.2085587859117366,0.0391547773095639
0.1,0_500ms,low,Sep17,p,raw,42,0.45920289676843556,0.7234650217725949,0.6127574932048825,0.21154313810462388,0.03964695695243862
0.1,0_500ms,low,Sep17,p,slow,17,0.1430374404614101,0.4645591091702014,0.4473540790787567,0.02054988676402673,0.04120849068077581
0.1,0_500ms,low,Sep17,p,slow,23,0.13752830201114705,0.4645591091702014,0.4504735349977976,0.01900194507601395,0.0391547773095639
0.1,0_500ms,low,Sep17,p,slow,42,0.14484794132722414,0.4645591091702014,0.44697983125069723,0.021019704734064962,0.03964695695243862
0.1,0_500ms,low,Sep17,q,fast,17,0.14903005932437466,0.5082984629043524,0.4625739006971195,0.02240584827838422,0.006553189678551352
0.1,0_500ms,low,Sep17,q,fast,23,0.16449594102531218,0.5082984629043524,0.4490261387689034,0.027229100978207556,0.008170525755254829
0.1,0_500ms,low,Sep17,q,fast,42,0.14600737868369773,0.5082984629043524,0.46482420532959073,0.02145014554251374,0.006334851259638043
0.1,0_500ms,low,Sep17,q,raw,17,0.1868011353939455,0.8137003124732716,0.7650629163611133,0.03514240851337407,0.006553189678551352
0.1,0_500ms,low,Sep17,q,raw,23,0.20785957823534015,0.8137003124732716,0.752199736460905,0.04344474120785292,0.008170525755254829
0.1,0_500ms,low,Sep17,q,raw,42,0.18408571661795803,0.8137003124732716,0.7683127397591775,0.034056638631616495,0.006334851259638043
0.1,0_500ms,low,Sep17,q,slow,17,0.07841148411424187,0.5327403588258779,0.5151994814587163,0.006183370556438498,0.006553189678551352
0.1,0_500ms,low,Sep17,q,slow,23,0.08936451466488361,0.5327403588258779,0.5122264251878635,0.00804511447439054,0.008170525755254829
0.1,0_500ms,low,Sep17,q,slow,42,0.0789867290280082,0.5327403588258779,0.518399581474978,0.006271641829464711,0.006334851259638043
0.1,0_500ms,low,Sep17,r,fast,17,0.07795509037917851,0.09299032728871828,0.06781697797523753,0.006089165845400255,0.0032892362923425374
0.1,0_500ms,low,Sep17,r,fast,23,0.07931087313229346,0.09299032728871828,0.06836431172839433,0.006301707280172478,0.0031252806554522465
0.1,0_500ms,low,Sep17,r,fast,42,0.07594756708776684,0.09299032728871828,0.06685964468772979,0.005777945316244672,0.0030309786661044695
0.1,0_500ms,low,Sep17,r,raw,17,0.12500898053043347,0.22481009859770626,0.19500828698877914,0.01568635977775921,0.0032892362923425374
0.1,0_500ms,low,Sep17,r,raw,23,0.12507854900890256,0.22481009859770626,0.19523878825355864,0.015739262379410528,0.0031252806554522465
0.1,0_500ms,low,Sep17,r,raw,42,0.1210351561212883,0.22481009859770626,0.19204748536077818,0.014693182421093371,0.0030309786661044695
0.1,0_500ms,low,Sep17,r,slow,17,0.07913604229418464,0.16971823056299365,0.15187704821907871,0.00630795764001642,0.0032892362923425374
0.1,0_500ms,low,Sep17,r,slow,23,0.07899295807927621,0.16971823056299365,0.15213732546345896,0.006312274443785803,0.0031252806554522465
0.1,0_500ms,low,Sep17,r,slow,42,0.07651700708044022,0.16971823056299365,0.14943869722323153,0.005884258438744229,0.0030309786661044695
0.1,0_500ms,low,Sep7,p,fast,17,0.4419736510412583,0.536918204214647,0.3287087155095711,0.19540726304625236,0.04965254711915806
0.1,0_500ms,low,Sep7,p,fast,23,0.44212013283011237,0.536918204214647,0.3277757033625642,0.19557320884560833,0.04942479260013907
