tau_s,interval,group,cohort,axis,component,rmse_mean,rmse_std,true_amplitude_mean,true_amplitude_std,pred_amplitude_mean,pred_amplitude_std,error_mse_mean,error_mse_std,cross_term_mean,cross_term_std,relative_error,amplitude_ratio
0.05,500_1000ms,ALL,Sep7,r,raw,0.14796540543236827,0.0012769664197707514,0.23543210288453312,0.0,0.19660903430846952,0.0013566740287798218,0.02230971817557682,0.0004078193243313211,0.0025502270723304506,6.18105848044677e-05,0.628484406414776,0.835098662839943
0.05,500_1000ms,ALL,Sep7,r,slow,0.12234306598605264,0.0014055153436811285,0.22152687016431752,0.0,0.1915933092569747,0.0013321688694267007,0.01531614709846571,0.0003855209980220526,0.0025502270723304506,6.18105848044677e-05,0.552271902254136,0.8648761620423762
0.05,500_1000ms,high,ALL,p,fast,0.3778222336333466,0.0019893380220019985,0.40572040996887676,0.0,0.2334558886538066,0.005927460220961235,0.1448428286678431,0.0015745440647673456,0.0744020096595298,0.0008478619600291958,0.9312379272768894,0.5754107580432427
0.05,500_1000ms,high,ALL,p,raw,0.5434686259232526,0.003786564915394397,0.8840217339901839,0.0,0.7321726881234766,0.003631745284446015,0.2989075774008744,0.004310498838981561,0.0744020096595298,0.0008478619600291958,0.614768398815506,0.8282292843849997
0.05,500_1000ms,high,ALL,p,slow,0.27993373617097744,0.004953048599201729,0.726010426120197,0.0,0.6721018018987106,0.0019150001236107623,0.07966273907350155,0.0028914152180482314,0.0744020096595298,0.0008478619600291958,0.3855781213321475,0.9257467630188532
0.05,500_1000ms,high,ALL,q,fast,0.18141986482161818,0.011606261984236397,0.3373071928061589,0.0,0.3003613545547529,0.0027650275888078234,0.03351027699792005,0.00452806078210435,0.017572077060558276,0.002370621868794233,0.5378476020992388,0.8904682762794277
0.05,500_1000ms,high,ALL,q,raw,0.3044976140116322,0.012983324216942066,0.7924884689325694,0.0,0.7433162381782323,0.00328509486611103,0.09433236393020054,0.008589383314006827,0.017572077060558276,0.002370621868794233,0.3842297092622316,0.9379521183184294
0.05,500_1000ms,high,ALL,q,slow,0.20576795421483104,0.0047458027273622905,0.6724862160246746,0.0,0.640239874732874,0.0023329335585300895,0.04325000987172222,0.0020469878765713525,0.017572077060558276,0.002370621868794233,0.30598092468155674,0.9520490672917861
0.05,500_1000ms,high,ALL,r,fast,0.06765822019235111,0.0007704033658962447,0.0747651804753581,0.0,0.044840952841771496,0.00045474813328819075,0.004620374035875411,0.00010577829681067833,0.0027633135497118753,9.380377800447247e-05,0.9049429127593777,0.5997571671287633
0.05,500_1000ms,high,ALL,r,raw,0.18257009539782143,0.003043431297377503,0.334618332494784,0.0,0.2735186664730481,0.0031853578070310255,0.03413682477747528,0.0010107339714458873,0.0027633135497118753,9.380377800447247e-05,0.5456069726863136,0.8174049055644962
0.05,500_1000ms,high,ALL,r,slow,0.1611424336259733,0.0029538047348294048,0.32239487715780724,0.0,0.27010057217982314,0.0033484401048607857,0.02675313719188799,0.000861344336378279,0.0027633135497118753,9.380377800447247e-05,0.4998293863928136,0.8377942433856141
0.05,500_1000ms,high,Sep17,p,fast,0.35360505484341065,0.0032809151069357915,0.3719777039893269,0.0,0.23353413997007497,0.007353423783768381,0.12606731989816478,0.0024375434899928787,0.06503397153035972,0.0011842285618593523,0.9506081978869265,0.6278175747242521
0.05,500_1000ms,high,Sep17,p,raw,0.523740994639814,0.005322753070105221,0.835902102661599,0.0,0.6978402684488048,0.003387046939135215,0.2766614692670242,0.005959454897243292,0.06503397153035972,0.0011842285618593523,0.6265578145720275,0.8348349241218666
0.05,500_1000ms,high,Sep17,p,slow,0.2907919808315296,0.005950533181174262,0.6973195798604687,0.0,0.6353647058355506,0.0010724397514981843,0.08556017783849966,0.0036449408105273993,0.06503397153035972,0.0011842285618593523,0.4170139333958127,0.9111528260294727
0.05,500_1000ms,high,Sep17,q,fast,0.1926243157051749,0.018544066323631037,0.3607299099233208,0.0,0.31037796941538137,0.00394000606734936,0.03790191891583863,0.00750861334906047,0.020636217978810757,0.0040739991996236805,0.5339848745731133,0.8604165079667427
0.05,500_1000ms,high,Sep17,q,raw,0.32832705328448447,0.022482371388617996,0.85897410668764,0.0,0.7864603012181323,0.002953221264503694,0.1091254654784297,0.015410814192221874,0.020636217978810757,0.0040739991996236805,0.38223160713257487,0.9155809180917757
0.05,500_1000ms,high,Sep17,q,slow,0.22408006035226427,0.009109321416668691,0.7310937139708525,0.0,0.6828898275551737,0.0012088718885530927,0.050587328583780324,0.0041628480463869345,0.020636217978810757,0.0040739991996236805,0.3064997770739935,0.9340660636324378
0.05,500_1000ms,high,Sep17,r,fast,0.0676190995724047,0.0006383453345354792,0.07893038584535543,0.0,0.045085405879651076,0.0007232083944567286,0.004613831561777688,8.2367296394377e-05,0.0034057242470164873,0.00010584273229076734,0.8566928800384632,0.571204681147572
0.05,500_1000ms,high,Sep17,r,raw,0.1998155542886018,0.0036944088960977894,0.3747084030479703,0.0,0.30839346770249204,0.0035466236481943025,0.04049156532249235,0.0013285890718029913,0.0034057242470164873,0.00010584273229076734,0.5332561337382693,0.8230225561902101
0.05,500_1000ms,high,Sep17,r,slow,0.17895336597969047,0.003908784251762585,0.3653173479137665,0.0,0.3080070175448965,0.0038155422970590916,0.03247200951369818,0.001235614119995353,0.0034057242470164873,0.00010584273229076734,0.48985728983758137,0.8431217934320542
0.05,500_1000ms,high,Sep7,p,fast,0.39934861477995637,0.0008904051741771252,0.43571392639514334,0.0,0.23338633192823474,0.004666308570260089,0.16153216979644605,0.00087468204455001,0.0827291546632365,0.000552303404463659,0.9165385602520133,0.5356412035280683
0.05,500_1000ms,high,Sep7,p,raw,0.561004298175198,0.0024249590828523144,0.9267947396155929,0.0,0.7626903945009627,0.003961494695840078,0.31868189574207473,0.002850866722246919,0.0827291546632365,0.000552303404463659,0.6053166620344501,0.8229334521442192
0.05,500_1000ms,high,Sep7,p,slow,0.2702819631393756,0.004081521163078288,0.7515134005732889,0.0,0.7047569983992973,0.0029440447329570074,0.07442057128239211,0.0022385052001112006,0.0827291546632365,0.000552303404463659,0.35965022437815763,0.9377836747311177
0.05,500_1000ms,high,Sep7,q,fast,0.1714603529251233,0.00585212601008751,0.3164869998131261,0.0,0.2914576969008609,0.0031587744849684964,0.02960659529310353,0.0020783009671419806,0.01484839624433385,0.0009841820124574516,0.5417611245528704,0.9209152258164028
0.05,500_1000ms,high,Sep7,q,raw,0.2833158902135413,0.004874539558919965,0.7333901242613958,0.0,0.7049659599205436,0.0046335744041990715,0.08118294033177463,0.0028666835603798533,0.01484839624433385,0.0009841820124574516,0.3863099336098525,0.9612427773424431
0.05,500_1000ms,high,Sep7,q,slow,0.1894905265371126,0.001226157287378408,0.6203906622947386,0.0,0.6023288055574965,0.0034654919718918303,0.03672794879433724,0.00038371066879831447,0.01484839624433385,0.0009841820124574516,0.30543742524462497,0.9708863175496003
0.05,500_1000ms,high,Sep7,r,fast,0.0676929940767479,0.0011387672464596335,0.07106277570202714,0.0,0.04462366125254519,0.00021806026774114692,0.00462618956840672,0.00015819916363256248,0.0021922818187744436,9.53837657479382e-05,0.9525802138744335,0.627947062462862
0.05,500_1000ms,high,Sep7,r,raw,0.16724079860601662,0.0025169096352620117,0.298982714225285,0.0,0.2425188431579868,0.005596357876014383,0.028488166515237875,0.0007560042423855625,0.0021922818187744436,9.53837657479382e-05,0.5593661126509134,0.8111467038701362
0.05,500_1000ms,high,Sep7,r,slow,0.14531049375600247,0.0021680324852742685,0.2842415698191768,0.0,0.23640595407753584,0.00533701272795619,0.021669695128056717,0.0005656286551253116,0.0021922818187744436,9.53837657479382e-05,0.5112218239170409,0.8317078822352688
0.05,500_1000ms,low,ALL,p,fast,0.3577116449471817,0.001628286305343885,0.3982880289915654,0.0,0.2280669932043896,0.011571892400863626,0.1286369599971122,0.001219988525107711,0.06620639280547484,0.0005766635831321244,0.8981230137719178,0.5726182476079877
0.05,500_1000ms,low,ALL,p,raw,0.499432682015338,0.0032471718714968192,0.8115263640718379,0.0,0.6652785465979772,0.00940701404457444,0.25032736502205466,0.0033253426024203183,0.06620639280547484,0.0005766635831321244,0.6154238532799253,0.8197867328178207
0.05,500_1000ms,low,ALL,p,slow,0.23498954300445807,0.0033121590928802264,0.6434818623591393,0.0,0.6000361679253233,0.0032982652223600513,0.05548401221946761,0.001582092132681351,0.06620639280547484,0.0005766635831321244,0.36518440806231456,0.932483420318119
0.05,500_1000ms,low,ALL,q,fast,0.1636215399136244,0.019296282822860198,0.3514530819104458,0.0,0.32658890469999347,0.0036984885527080727,0.02736054415030975,0.006620859821275172,0.014795420751189661,0.003490592983096499,0.46555727730200136,0.9292532104846132
0.05,500_1000ms,low,ALL,q,raw,0.25239490220827737,0.023859945334966125,0.7328746188304852,0.0,0.7047665184731376,0.00428038696724946,0.06465942602868922,0.01257035477266927,0.014795420751189661,0.003490592983096499,0.344390289584659,0.9616467815433393
0.05,500_1000ms,low,ALL,q,slow,0.14944887187587716,0.00802457815231701,0.5882185758165784,0.0,0.5741283665061854,0.002160010925810947,0.022503461127189817,0.00246605211955886,0.014795420751189661,0.003490592983096499,0.25407030314948625,0.9760459633719784
0.05,500_1000ms,low,ALL,r,fast,0.0630617500186605,0.0005220528453391334,0.06262429089089316,0.0,0.03862082486448285,0.00044869311786097663,0.004028639627358717,6.835366337163968e-05,0.0026258893888067313,9.501574460729532e-05,1.0069854543906853,0.6167067812675081
0.05,500_1000ms,low,ALL,r,raw,0.14684182535994364,0.002495757500868229,0.24220720489359446,0.0,0.20380351066584745,0.0009167038745736531,0.022018942099517783,0.0007441858151651092,0.0026258893888067313,9.501574460729532e-05,0.6062653067007384,0.8414428082574242
0.05,500_1000ms,low,ALL,r,slow,0.12220210520757335,0.0024823543701821753,0.22988437508334222,0.0,0.1997773922043163,0.0008205849838988997,0.015364413083352338,0.0006249200041719665,0.0026258893888067313,9.501574460729532e-05,0.5315807355905343,0.8690342357191048
0.05,500_1000ms,low,Sep17,p,fast,0.3350537148341386,0.003629317390652705,0.36629391135845685,0.0,0.22549418003599933,0.011935560276010317,0.112622772216536,0.0024706298090984655,0.058996797699060084,0.0011703523908074354,0.9147127605576101,0.615609959771703
0.05,500_1000ms,low,Sep17,p,raw,0.47627691895776286,0.004729356223050703,0.7520123956977426,0.0,0.6200561307597682,0.008770745790424537,0.2273014483013299,0.004603771134189128,0.058996797699060084,0.0011703523908074354,0.6333365270074531,0.824529135832208
0.05,500_1000ms,low,Sep17,p,slow,0.23574082252646714,0.004413677504957747,0.5994838741555553,0.0,0.551025424216621,0.0017022392220472987,0.055681878385733796,0.0020838692657964494,0.058996797699060084,0.0011703523908074354,0.39323963944574203,0.9191663829036373
0.05,500_1000ms,low,Sep17,q,fast,0.1657706946054729,0.028021128635087954,0.38995740769329745,0.0,0.345756510465244,0.006834158428404345,0.028421713591624154,0.010025097793726328,0.015667663242680395,0.005263307503744534,0.42509948864941677,0.886651987227237
0.05,500_1000ms,low,Sep17,q,raw,0.2568807236670778,0.03543796252565689,0.8238959812375451,0.0,0.7713860358037223,0.008281874083506212,0.06754752500353,0.019385221490762668,0.015667663242680395,0.005263307503744534,0.3117878100111938,0.9362662925543714
0.05,500_1000ms,low,Sep17,q,slow,0.15226609362952478,0.013068184814134234,0.6622190781486756,0.0,0.6372733268206302,0.004052895234066215,0.02345814816922545,0.004096851267874317,0.015667663242680395,0.005263307503744534,0.22993311224920543,0.9623300624352522
0.05,500_1000ms,low,Sep17,r,fast,0.0605047483594236,0.0008359839199598001,0.06533001864471379,0.0,0.03844427121265387,0.0005897111008823542,0.0036684054334663566,0.00010206419915459703,0.002581140774350902,0.00015542452370715678,0.9261400748784169,0.5884625783091615
0.05,500_1000ms,low,Sep17,r,raw,0.15305590407534445,0.005502111974130606,0.2672542361173589,0.0,0.22618982504751714,0.001382287149813985,0.023576696896343296,0.0017008189727202834,0.002581140774350902,0.00015542452370715678,0.572697766362563,0.8463470152375463
0.05,500_1000ms,low,Sep17,r,slow,0.13112618660822087,0.005858700758066194,0.25669015743094853,0.0,0.22347421933210468,0.0012676146401282616,0.017327150688526038,0.0015395817584195459,0.002581140774350902,0.00015542452370715678,0.5108344936969184,0.870599097249067
0.05,500_1000ms,low,Sep7,p,fast,0.3778520272698867,0.00345929159786266,0.4267272446654398,0.0,0.23035393824295877,0.011248677098113846,0.1428717935798466,0.002620453698962068,0.07261492178895462,0.0014119259260179135,0.8854649708764858,0.5398153999366961
0.05,500_1000ms,low,Sep7,p,raw,0.5200155825109605,0.005126347016330169,0.8644276692932561,0.0,0.7054762495652742,0.00997316147092254,0.27079484655158775,0.005366977222200524,0.07261492178895462,0.0014119259260179135,0.6015721164225549,0.8161194679736035
0.05,500_1000ms,low,Sep7,p,slow,0.23432173898489447,0.0027720852288701052,0.6825911852067698,0.0,0.6436012734441698,0.004722671779604836,0.05530813118278655,0.0013468774157043277,0.07261492178895462,0.0014119259260179135,0.3432826911087549,0.942879555717103
0.05,500_1000ms,low,Sep7,q,fast,0.16171118018753686,0.014714664763119846,0.31722701454791097,0.0,0.30955103290865954,0.0029229504604118915,0.02641728242469693,0.004688249714626816,0.014020094092086785,0.002472929092364747,0.5097648459037952,0.975802875268392
0.05,500_1000ms,low,Sep7,q,raw,0.2484075053560103,0.017244674901672204,0.6519667411353207,0.0,0.6455491697348402,0.002895576493768808,0.062092226939941854,0.008454202381959396,0.014020094092086785,0.002472929092364747,0.3810125420254396,0.990156596961825
0.05,500_1000ms,low,Sep7,q,slow,0.14694467476152367,0.004446594562525633,0.5224403515213809,0.0,0.5179995128933456,0.0008895558827565813,0.021654850423158133,0.0012958444031645068,0.014020094092086785,0.002472929092364747,0.28126593654875826,0.991499816935841
0.05,500_1000ms,low,Sep7,r,fast,0.06533464038242663,0.00026977012102135246,0.06021919955416372,0.0,0.038777761443886394,0.0003247378576140763,0.004348847799707479,4.1616490658613514e-05,0.002665665934989691,4.376293730838731e-05,1.084947008032909,0.6439434886378391
0.05,500_1000ms,low,Sep7,r,raw,0.1413181998351429,0.0012896048836269153,0.21994317713913722,0.0,0.18390456454880774,0.0005218757056737485,0.02063427116900621,0.00041189770680690217,0.002665665934989691,4.376293730838731e-05,0.6425214079077537,0.8361458033884304
0.05,500_1000ms,low,Sep7,r,slow,0.11426958840699776,0.0015590691008410913,0.2060570129965811,0.0,0.17871354586850444,0.0004709501471764023,0.013619757434309043,0.0004129936461894255,0.002665665934989691,4.376293730838731e-05,0.5545532605041388,0.8673014486115532
0.1,0_500ms,ALL,ALL,p,fast,0.42284584742499454,0.0020540330210128683,0.5106263639560756,0.0,0.3328701521000843,0.005223169962543728,0.18005164876336668,0.001691769031490916,0.04711492250491078,0.0006454090139385879,0.8280924708802696,0.6518859494859885
0.1,0_500ms,ALL,ALL,p,raw,0.5007768805535951,0.003081808197859397,0.8369252833214785,0.0,0.6979566395722733,0.004936585003551828,0.25219043758996995,0.003040432036734043,0.04711492250491078,0.0006454090139385879,0.5983531511512927,0.8339533450373433
0.1,0_500ms,ALL,ALL,p,slow,0.1575993746489902,0.002403196952067991,0.5533469980029522,0.0,0.5290263226219482,0.0019175314399492802,0.0250238663216925,0.0007657381887624711,0.04711492250491078,0.0006454090139385879,0.28481111349256727,0.9560480576043998
0.1,0_500ms,ALL,ALL,q,fast,0.17089195503721052,0.005923599832057973,0.4412940202577503,0.0,0.4103443182786804,0.0042063261884936,0.02929145923515013,0.00204964837190133,0.009354019737745542,0.0005682867396665993,0.38725191639215106,0.9298660290910065
0.1,0_500ms,ALL,ALL,q,raw,0.22430169920485846,0.0069325679724145575,0.7344042189487587,0.0,0.6979674916766232,0.0040671551385287035,0.05050641288138938,0.0031815699787857356,0.009354019737745542,0.0005682867396665993,0.3054199491472537,0.9503860049656416
0.1,0_500ms,ALL,ALL,q,slow,0.10821205516850746,0.0028437330916209016,0.49156072443557247,0.0,0.47575338335538175,0.0021472941984589347,0.011860933908493708,0.0006519628541570083,0.009354019737745542,0.0005682867396665993,0.2201397503691134,0.967842546618546
0.1,0_500ms,ALL,ALL,r,fast,0.08486955040750839,0.0007983854281539669,0.09562163437899213,0.0,0.06918171714313369,0.0010020523214422316,0.007260779098207124,0.00014212514368113852,0.003882148266887439,7.084554645993273e-05,0.8875559485956042,0.7234944015800338
0.1,0_500ms,ALL,ALL,r,raw,0.13833478326558263,0.0011296555500376745,0.22253362623412207,0.0,0.1910077256847594,0.0016734155048186811,0.0193422817316446,0.0003003939336129772,0.003882148266887439,7.084554645993273e-05,0.6216354157642857,0.8583319694966232
0.1,0_500ms,ALL,ALL,r,slow,0.08976223802059674,0.0008726615615847974,0.1660522211601051,0.0,0.14751667627330348,0.0010839085378756843,0.00819935436655004,0.00012842783821657018,0.003882148266887439,7.084554645993273e-05,0.540566319399301,0.8883752065626999
0.1,0_500ms,ALL,Sep17,p,fast,0.3917468781646307,0.004047335630471414,0.4661453398559298,0.0,0.3200426078305135,0.004447996847496141,0.1542068158225108,0.0031840571299980983,0.04160465990837355,0.0009899335141696007,0.8403964271866512,0.686572578263741
0.1,0_500ms,ALL,Sep17,p,raw,0.47031031463535783,0.005181455815008298,0.7714719533665048,0.0,0.6515015427243828,0.0032950749941923108,0.22223240229094884,0.004910313442753066,0.04160465990837355,0.0009899335141696007,0.6096272360687188,0.8444915461688502
0.1,0_500ms,ALL,Sep17,p,slow,0.16206449532379194,0.0036986152335487694,0.5143167121556488,0.0,0.4885171826292785,0.0009745134038587114,0.026420926560064503,0.0011807980428364354,0.04160465990837355,0.0009899335141696007,0.31510641496468816,0.9498372716331984
0.1,0_500ms,ALL,Sep17,q,fast,0.17244744283056682,0.00857372559887515,0.47856136827686435,0.0,0.4253630633918291,0.006919517996969901,0.029851054633763308,0.0030148324189775773,0.009903976671287762,0.0008531098502759743,0.36034551525019876,0.8888370261131103
0.1,0_500ms,ALL,Sep17,q,raw,0.2311333855723859,0.010595137912688329,0.8065568456235903,0.0,0.7455383832777587,0.006172169317954967,0.05362166264872967,0.004982872478778319,0.009903976671287762,0.0008531098502759743,0.286568004259743,0.9243469785460005
0.1,0_500ms,ALL,Sep17,q,slow,0.11735416968628687,0.004833287825456824,0.5468366236503283,0.0,0.5198511032403619,0.0019784498053416755,0.013866631343678599,0.0011421893536406277,0.009903976671287762,0.0008531098502759743,0.21460554141912844,0.9506515854226653
0.1,0_500ms,ALL,Sep17,r,fast,0.08509634211266343,0.0006155681866228385,0.1064491348989135,0.0,0.0753391697235913,0.0008240440298918362,0.007256962738751045,0.00010458781568366409,0.004347519105830325,8.771765826545805e-05,0.7994084892608365,0.707748069490044
0.1,0_500ms,ALL,Sep17,r,raw,0.14537128932495658,0.0005693498988747306,0.2652480913943733,0.0,0.22199261425320826,0.0012236820662949288,0.021160882894865618,0.000151961169885143,0.004347519105830325,8.771765826545805e-05,0.5480578147075796,0.8369244547103927
0.1,0_500ms,ALL,Sep17,r,slow,0.09766356267671585,0.000799588337872499,0.20145845172650698,0.0,0.17238810330012422,0.0007497155195785138,0.00955640105028425,0.0001554028521965092,0.004347519105830325,8.771765826545805e-05,0.48478265289808004,0.8557005269461335
0.1,0_500ms,ALL,Sep7,p,fast,0.45048937565642905,0.001906825281739344,0.5501650520450944,0.0,0.3442724136730361,0.005932816824176482,0.203024833599683,0.0017558015131827177,0.05201293370183278,0.000537780042226865,0.8188258668591414,0.6257620552110565
0.1,0_500ms,ALL,Sep7,p,raw,0.5278582724809172,0.00243743284168898,0.8951060210592331,0.0,0.7392500589926202,0.006446389609996269,0.2788198023002109,0.0026430893521822165,0.05201293370183278,0.000537780042226865,0.589715921982371,0.8258798864047645
0.1,0_500ms,ALL,Sep7,p,slow,0.15363037849361086,0.0012519552783860992,0.5880405854227775,0.0,0.5650344470598766,0.003077151775627711,0.023782034998695172,0.00039859374525683344,0.05201293370183278,0.000537780042226865,0.2612581211263791,0.9608766147554928
0.1,0_500ms,ALL,Sep7,q,fast,0.16950929922089383,0.004644307630728491,0.4081674886852044,0.0,0.39699432262254813,0.0022949475849452622,0.028794041103049523,0.0015747146000090534,0.008865169130152457,0.0004164143995047676,0.41529348593372756,0.9726260263926275
0.1,0_500ms,ALL,Sep7,q,raw,0.2182290891003896,0.004739692960757282,0.6702685507933528,0.0,0.6556822546978361,0.002196428891209558,0.0477373019770869,0.0020677538723822136,0.008865169130152457,0.0004164143995047676,0.3255845568796062,0.9782381314500705
0.1,0_500ms,ALL,Sep7,q,slow,0.10008573115270354,0.0010789179528003369,0.44242659180023414,0.0,0.43655541012428833,0.002434215508004954,0.010078091743884916,0.0002177197992760271,0.008865169130152457,0.0004164143995047676,0.2262199718725193,0.986729591338405
0.1,0_500ms,ALL,Sep7,r,fast,0.08466795778070392,0.0011360654749155519,0.08599718947239536,0.0,0.0637084259605047,0.0013738320414471,0.007264171417723638,0.00020795316930178446,0.0034684852989382065,0.00014781705209129898,0.9845433124053651,0.7408198611066792
0.1,0_500ms,ALL,Sep7,r,raw,0.1320801112128058,0.0023105433346118994,0.18456521275834317,0.0,0.16346560251280481,0.0020751794409297345,0.01772574736433703,0.0006107603976877652,0.0034684852989382065,0.00014781705209129898,0.7156284179388794,0.885679376247545
0.1,0_500ms,ALL,Sep7,r,slow,0.08273883832626865,0.002358808927262624,0.1345800162121923,0.0,0.12540874113835174,0.001382362923176482,0.006993090647675184,0.000380661646884512,0.0034684852989382065,0.00014781705209129898,0.6147928990869962,0.9318526232053636
0.1,0_500ms,high,ALL,p,fast,0.44287646935412645,0.001661076160780011,0.5214872829245781,0.0,0.34091277501117295,0.0026364499940010697,0.19739656293199348,0.0014890187110504535,0.053076194859605685,0.0007597990332089454,0.8492565089419044,0.6537317134548009
0.1,0_500ms,high,ALL,p,raw,0.531463181314039,0.0028986910896813384,0.8547710630685428,0.0,0.7141716496823962,0.0026264651405603686,0.28391334863756135,0.0030947123504051215,0.053076194859605685,0.0007597990332089454,0.6217608483447478,0.8355121979897066
0.1,0_500ms,high,ALL,p,slow,0.18194770781180888,0.002353871230372584,0.5607831034688,0.0,0.5397315070803689,0.0010032218780613555,0.033440590845962175,0.0008591377153508582,0.053076194859605685,0.0007597990332089454,0.3244529064558947,0.962460358990466
0.1,0_500ms,high,ALL,q,fast,0.20488176009418532,0.005608316094905544,0.44955146927790673,0.0,0.3976133164956261,0.0046897126339124386,0.042734169557769174,0.0024319187055752917,0.014283864528793109,0.0006556503090704205,0.4557470592261153,0.8844667266560012
0.1,0_500ms,high,ALL,q,raw,0.27448155044222916,0.006873458919571915,0.7846274738910569,0.0,0.722381987873748,0.0059067565625932775,0.07703203726173555,0.004011942012444095,0.014283864528793109,0.0006556503090704205,0.349824036980306,0.9206687401492246
0.1,0_500ms,high,ALL,q,slow,0.13827668660872572,0.003520807940362131,0.5422694805347446,0.0,0.5122010429762356,0.004459327152828896,0.020014003175173267,0.001063042031657856,0.014283864528793109,0.0006556503090704205,0.2549962547631629,0.9445507471140404
0.1,0_500ms,high,ALL,r,fast,0.0971012705830191,0.000934250896745608,0.11488815872372578,0.0,0.07918385952600139,0.0009589981840037384,0.009555195607852876,0.00019272085954562346,0.005377677449215373,2.8840618350909764e-05,0.8451808407559284,0.6892255947492087
0.1,0_500ms,high,ALL,r,raw,0.16221952252150043,0.0004704061352280961,0.27127233131945455,0.0,0.2261530522323473,0.0024334238656984466,0.02679383288019187,0.00014600805599231968,0.005377677449215373,2.8840618350909764e-05,0.5979950912519278,0.8336753370030426
0.1,0_500ms,high,ALL,r,slow,0.10712786481556895,0.0008502735890217039,0.20330407245190688,0.0,0.17523049368674337,0.0015076575262915393,0.011860959823123622,0.0001174113681648584,0.005377677449215373,2.8840618350909764e-05,0.5269341805285817,0.8619133476934924
0.1,0_500ms,high,Sep17,p,fast,0.42197229637154554,0.001939498044454683,0.4882906532410202,0.0,0.32507491891196016,0.002504483653952038,0.17918271593729374,0.0017169224315967003,0.04874995895637881,0.0008837529562939943,0.8641826206803513,0.6657406132070752
0.1,0_500ms,high,Sep17,p,raw,0.5139860898476986,0.003255553641947879,0.7999743747884395,0.0,0.6671817540875296,0.0012762973135362872,0.2657014124572545,0.003419248899889894,0.04874995895637881,0.0008837529562939943,0.6425031926599235,0.8340039070176115
0.1,0_500ms,high,Sep17,p,slow,0.19384439787830818,0.0030937029122770155,0.5245731085144363,0.0,0.49815143688427793,0.0010253802945063852,0.03776873756358188,0.0011515494621257467,0.04874995895637881,0.0008837529562939943,0.36952789750749027,0.9496320508975705
0.1,0_500ms,high,Sep17,q,fast,0.2190642623452317,0.009021501381382484,0.4817924537152576,0.0,0.41115385853903286,0.007594763477286489,0.04844489378754624,0.004053398146428187,0.01599598735755079,0.0009612832095990048,0.454685955863269,0.8533837659110107
0.1,0_500ms,high,Sep17,q,raw,0.29789836826904004,0.011158058367258717,0.8356886339580636,0.0,0.7544989334504475,0.007728499402214692,0.08961418096136,0.006805600577153555,0.01599598735755079,0.0009612832095990048,0.3564705276151801,0.9028469489610286
0.1,0_500ms,high,Sep17,q,slow,0.15685653097519245,0.006335511349385262,0.578608647923937,0.0,0.5401904246283062,0.0037891417451214435,0.025173299816262967,0.002016551336161851,0.01599598735755079,0.0009612832095990048,0.2710926142186049,0.9336024039158829
0.1,0_500ms,high,Sep17,r,fast,0.0999045393078704,0.0015096357879058862,0.1260575987744563,0.0,0.08329479271190772,0.0004457808195358265,0.010077468159529092,0.00029712925122002003,0.005983940688084499,0.0002474451032951323,0.7925308769891829,0.6607677246092853
0.1,0_500ms,high,Sep17,r,raw,0.17312467514782526,0.003948823405131086,0.31073797585418383,0.0,0.25119615663149275,0.002786774867243511,0.03011625322268906,0.0013556074864212611,0.005983940688084499,0.0002474451032951323,0.5571403838617567,0.8083857659849354
0.1,0_500ms,high,Sep17,r,slow,0.11816943517037892,0.0034165112809064683,0.23419542804447424,0.0,0.19468029059313408,0.0019248165286898226,0.014054844375075473,0.0008337259670765396,0.005983940688084499,0.0002474451032951323,0.5045761830497317,0.8312728058728962
0.1,0_500ms,high,Sep7,p,fast,0.46145795644975385,0.001435680183719956,0.5509953981988518,0.0,0.35499086932158436,0.0030942886913278866,0.21358664914950434,0.001309645936645937,0.05692173788469624,0.0006774839344245581,0.8374987485525527,0.644271931275676
0.1,0_500ms,high,Sep7,p,raw,0.5469983737285639,0.0027103351103095,0.9034792304286346,0.0,0.755940445766722,0.004550226145533237,0.3001017363533897,0.0029199289968888254,0.05692173788469624,0.0006774839344245581,0.6054354713489686,0.8366993067544937
0.1,0_500ms,high,Sep7,p,slow,0.1713728721971428,0.002993168654953343,0.5929697656504567,0.0,0.5766915694768942,0.0027412861552616654,0.029593349319189097,0.0010308683702692249,0.05692173788469624,0.0006774839344245581,0.2890077742988393,0.9725480165827575
0.1,0_500ms,high,Sep7,q,fast,0.19227509142658852,0.0030979369392383944,0.42089281644470594,0.0,0.38557727912370887,0.0026657028020785315,0.03765797024241177,0.0011753974844414155,0.012761977569897392,0.0005500724558353795,0.45682673572512333,0.9160937513276932
0.1,0_500ms,high,Sep7,q,raw,0.25366660126284174,0.004095435463757654,0.7392397760537177,0.0,0.6938335918055706,0.004887180069811622,0.06584790952873604,0.0020898917781286687,0.012761977569897392,0.0005500724558353795,0.343145227678345,0.9385771900823047
0.1,0_500ms,high,Sep7,q,slow,0.12176126939408867,0.0016668826647915358,0.5099679984110179,0.0,0.48732159261883945,0.00646872239645683,0.015427961716426871,0.00038395686910979853,0.012761977569897392,0.0005500724558353795,0.2387625689719318,0.9555924962689007
0.1,0_500ms,high,Sep7,r,fast,0.09460947616092906,0.0014545261923302657,0.10495976756752089,0.0,0.07552969669408466,0.0014545467844533538,0.009090953339696242,0.00030599448962962295,0.004838776792442814,0.00026578718666862773,0.9013880113641309,0.7196061733415731
