partition,flight_id,channel,other,correlation
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,rudder,differential,0.029607620288502747
train,9.13数据/log_3_2026-9-13-06-31-26.ulg,rudder,rudder,0.9999999999999999
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,drive,drive,0.9999999999999999
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,drive,common,0.06745659728800947
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,drive,differential,0.02388139632303735
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,drive,rudder,-0.0178483818726507
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,common,drive,0.06745659728800947
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,common,common,1.0
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,common,differential,-0.10409655638937884
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,common,rudder,-0.28640375417999087
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,differential,drive,0.023881396323037346
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,differential,common,-0.10409655638937884
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,differential,differential,1.0
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,differential,rudder,0.021840915960922892
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,rudder,drive,-0.0178483818726507
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,rudder,common,-0.28640375417999087
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,rudder,differential,0.021840915960922892
train,9.13数据/log_4_2026-9-13-06-36-26.ulg,rudder,rudder,1.0
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,drive,drive,1.0
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,drive,common,0.169301597088112
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,drive,differential,0.031650344364878444
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,drive,rudder,-0.07419320158652395
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,common,drive,0.16930159708811202
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,common,common,0.9999999999999998
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,common,differential,-0.07885783894976446
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,common,rudder,-0.0861141998530309
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,differential,drive,0.031650344364878444
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,differential,common,-0.07885783894976445
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,differential,differential,1.0
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,differential,rudder,0.025805475257359368
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,rudder,drive,-0.07419320158652395
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,rudder,common,-0.0861141998530309
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,rudder,differential,0.025805475257359368
train,9.13数据/log_5_2026-9-13-06-42-40.ulg,rudder,rudder,0.9999999999999999
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,drive,drive,1.0
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,drive,common,0.2394043765546518
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,drive,differential,-0.10809645546905913
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,drive,rudder,0.04995329544262883
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,common,drive,0.2394043765546518
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,common,common,1.0
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,common,differential,-0.23777708699335307
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,common,rudder,0.09025453894777648
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,differential,drive,-0.10809645546905913
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,differential,common,-0.23777708699335307
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,differential,differential,1.0
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,differential,rudder,0.09132718569741541
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,rudder,drive,0.04995329544262883
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,rudder,common,0.09025453894777649
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,rudder,differential,0.09132718569741541
train,9.13数据/log_7_2026-9-13-18-12-52.ulg,rudder,rudder,1.0
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,drive,drive,1.0
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,drive,common,0.21146838866428194
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,drive,differential,-0.05329179771071689
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,drive,rudder,-0.08049100973484737
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,common,drive,0.21146838866428194
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,common,common,1.0
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,common,differential,-0.12013374160078875
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,common,rudder,0.012868838359330741
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,differential,drive,-0.05329179771071689
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,differential,common,-0.12013374160078875
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,differential,differential,1.0
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,differential,rudder,0.1368033669423294
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,rudder,drive,-0.08049100973484737
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,rudder,common,0.012868838359330741
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,rudder,differential,0.1368033669423294
train,9.14数据/log_11_2026-9-14-18-13-22.ulg,rudder,rudder,0.9999999999999999
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,drive,drive,1.0
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,drive,common,0.20259006320973422
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,drive,differential,-0.07042026697671054
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,drive,rudder,-0.08011594867684775
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,common,drive,0.20259006320973424
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,common,common,0.9999999999999999
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,common,differential,-0.0598814436664689
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,common,rudder,-0.11934837289083376
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,differential,drive,-0.07042026697671054
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,differential,common,-0.05988144366646889
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,differential,differential,1.0
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,differential,rudder,0.23708403090665522
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,rudder,drive,-0.08011594867684775
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,rudder,common,-0.11934837289083376
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,rudder,differential,0.23708403090665522
train,9.14数据/log_12_2026-9-14-18-20-30.ulg,rudder,rudder,1.0
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,drive,drive,1.0
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,drive,common,0.11253884272074917
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,drive,differential,-0.014496880839687701
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,drive,rudder,-0.036384184699241255
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,common,drive,0.11253884272074918
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,common,common,1.0
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,common,differential,-0.15451839833198516
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,common,rudder,0.049062050486064886
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,differential,drive,-0.0144968808396877
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,differential,common,-0.15451839833198516
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,differential,differential,1.0
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,differential,rudder,0.12059322394627409
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,rudder,drive,-0.036384184699241255
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,rudder,common,0.04906205048606488
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,rudder,differential,0.12059322394627409
train,9.14数据/log_13_2026-9-14-18-28-32.ulg,rudder,rudder,1.0
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,drive,drive,0.9999999999999999
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,drive,common,0.16791972572623767
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,drive,differential,0.028025113505985653
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,drive,rudder,-0.0016567152216698103
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,common,drive,0.16791972572623767
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,common,common,1.0
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,common,differential,-0.2046885808888881
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,common,rudder,0.09595679357655908
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,differential,drive,0.02802511350598565
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,differential,common,-0.20468858088888808
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,differential,differential,0.9999999999999999
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,differential,rudder,0.12752295094166424
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,rudder,drive,-0.0016567152216698103
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,rudder,common,0.09595679357655908
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,rudder,differential,0.12752295094166424
train,9.14数据/log_14_2026-9-14-18-34-22.ulg,rudder,rudder,0.9999999999999998
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,drive,drive,1.0
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,drive,common,0.08021107034447966
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,drive,differential,-0.08325738755705787
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,drive,rudder,-0.0018978507023069714
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,common,drive,0.08021107034447966
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,common,common,0.9999999999999998
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,common,differential,-0.044695502486606316
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,common,rudder,-0.053639908446892134
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,differential,drive,-0.08325738755705786
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,differential,common,-0.04469550248660632
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,differential,differential,1.0
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,differential,rudder,0.07919370727533603
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,rudder,drive,-0.001897850702306971
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,rudder,common,-0.05363990844689214
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,rudder,differential,0.07919370727533603
train,9.15数据/log_10_2026-9-15-17-44-04.ulg,rudder,rudder,1.0
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,drive,drive,1.0
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,drive,common,0.1764093839984584
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,drive,differential,-0.05628533538412832
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,drive,rudder,-0.05572242032033979
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,common,drive,0.1764093839984584
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,common,common,0.9999999999999999
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,common,differential,-0.09074910215567755
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,common,rudder,-0.14056826633356223
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,differential,drive,-0.05628533538412831
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,differential,common,-0.09074910215567757
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,differential,differential,1.0
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,differential,rudder,0.19117571283742107
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,rudder,drive,-0.05572242032033979
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,rudder,common,-0.14056826633356223
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,rudder,differential,0.19117571283742107
train,9.15数据/log_11_2026-9-15-17-51-56.ulg,rudder,rudder,1.0
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,drive,drive,1.0
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,drive,common,0.10019448914944307
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,drive,differential,0.005861288438212629
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,drive,rudder,-0.12023596448548936
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,common,drive,0.10019448914944308
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,common,common,1.0
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,common,differential,0.06763643600246833
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,common,rudder,-0.1524221456301666
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,differential,drive,0.0058612884382126295
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,differential,common,0.06763643600246833
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,differential,differential,1.0
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,differential,rudder,0.1430223940747548
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,rudder,drive,-0.12023596448548936
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,rudder,common,-0.15242214563016657
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,rudder,differential,0.1430223940747548
train,9.15数据/log_12_2026-9-15-18-03-58.ulg,rudder,rudder,1.0
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,drive,drive,1.0
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,drive,common,0.09294822900341004
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,drive,differential,-0.031240935808854314
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,drive,rudder,-0.09187496872785457
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,common,drive,0.09294822900341003
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,common,common,1.0
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,common,differential,-0.06659174364457615
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,common,rudder,-0.16101790213088937
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,differential,drive,-0.031240935808854314
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,differential,common,-0.06659174364457615
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,differential,differential,1.0
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,differential,rudder,0.15010985739978688
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,rudder,drive,-0.09187496872785458
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,rudder,common,-0.16101790213088937
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,rudder,differential,0.15010985739978686
train,9.15数据/log_13_2026-9-15-18-10-58.ulg,rudder,rudder,1.0
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,drive,drive,1.0
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,drive,common,0.17672700593250973
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,drive,differential,-0.06405210551352405
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,drive,rudder,-0.038470542299521175
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,common,drive,0.17672700593250973
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,common,common,1.0
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,common,differential,-0.07809511924794342
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,common,rudder,-0.2083838412723578
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,differential,drive,-0.06405210551352405
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,differential,common,-0.07809511924794342
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,differential,differential,1.0
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,differential,rudder,0.1975295281670965
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,rudder,drive,-0.03847054229952118
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,rudder,common,-0.20838384127235776
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,rudder,differential,0.19752952816709654
train,9.15数据/log_14_2026-9-15-18-17-26.ulg,rudder,rudder,0.9999999999999998
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,drive,drive,1.0
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,drive,common,0.1566476691598664
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,drive,differential,0.03838268739789887
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,drive,rudder,-0.06994287511367314
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,common,drive,0.15664766915986642
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,common,common,0.9999999999999999
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,common,differential,0.026002227399198292
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,common,rudder,-0.15989736809775165
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,differential,drive,0.038382687397898865
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,differential,common,0.02600222739919829
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,differential,differential,1.0
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,differential,rudder,0.052951905560413924
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,rudder,drive,-0.06994287511367316
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,rudder,common,-0.15989736809775165
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,rudder,differential,0.052951905560413924
train,9.15数据/log_15_2026-9-15-18-23-44.ulg,rudder,rudder,1.0
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,drive,drive,1.0
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,drive,common,0.17048222207418212
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,drive,differential,0.04327980153913148
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,drive,rudder,-0.08116058829561523
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,common,drive,0.17048222207418212
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,common,common,1.0
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,common,differential,-0.028847424992032505
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,common,rudder,0.015432754253668888
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,differential,drive,0.04327980153913148
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,differential,common,-0.028847424992032508
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,differential,differential,1.0
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,differential,rudder,0.15202634590766873
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,rudder,drive,-0.08116058829561523
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,rudder,common,0.015432754253668888
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,rudder,differential,0.15202634590766873
train,9.16数据/log_1_2026-9-16-18-02-34.ulg,rudder,rudder,1.0
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,drive,drive,0.9999999999999998
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,drive,common,0.162024180445744
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,drive,differential,-0.09624181891794344
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,drive,rudder,-0.04873382426542625
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,common,drive,0.162024180445744
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,common,common,1.0
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,common,differential,-0.20364769963844898
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,common,rudder,-0.12000532777119517
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,differential,drive,-0.09624181891794345
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,differential,common,-0.20364769963844898
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,differential,differential,1.0
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,differential,rudder,0.12800553224943076
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,rudder,drive,-0.04873382426542625
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,rudder,common,-0.12000532777119519
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,rudder,differential,0.12800553224943076
train,9.16数据/log_2_2026-9-16-18-08-46.ulg,rudder,rudder,1.0
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,drive,drive,1.0
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,drive,common,0.1979475573365767
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,drive,differential,-0.0725855689140013
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,drive,rudder,-0.09871825017800451
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,common,drive,0.19794755733657673
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,common,common,0.9999999999999998
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,common,differential,-0.04627684049497695
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,common,rudder,-0.1784176277010149
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,differential,drive,-0.0725855689140013
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,differential,common,-0.04627684049497695
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,differential,differential,1.0
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,differential,rudder,0.05420861481169059
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,rudder,drive,-0.09871825017800452
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,rudder,common,-0.1784176277010149
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,rudder,differential,0.05420861481169059
train,9.16数据/log_3_2026-9-16-18-13-58.ulg,rudder,rudder,1.0
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,drive,drive,1.0
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,drive,common,0.1755223828281758
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,drive,differential,0.08066739488942228
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,drive,rudder,-0.06789493547797396
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,common,drive,0.1755223828281758
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,common,common,1.0
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,common,differential,0.0820344781903817
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,common,rudder,-0.14157484382810917
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,differential,drive,0.08066739488942228
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,differential,common,0.08203447819038169
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,differential,differential,1.0
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,differential,rudder,0.003442830925475038
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,rudder,drive,-0.06789493547797397
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,rudder,common,-0.1415748438281092
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,rudder,differential,0.003442830925475038
train,9.16数据/log_4_2026-9-16-18-20-50.ulg,rudder,rudder,0.9999999999999998
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,drive,drive,1.0
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,drive,common,0.07842788223974488
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,drive,differential,0.10307608355950972
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,drive,rudder,-0.01321998564334873
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,common,drive,0.07842788223974488
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,common,common,1.0
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,common,differential,0.013424677667909796
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,common,rudder,-0.16091190383795678
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,differential,drive,0.10307608355950972
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,differential,common,0.013424677667909798
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,differential,differential,1.0
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,differential,rudder,0.05721385166453663
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,rudder,drive,-0.01321998564334873
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,rudder,common,-0.16091190383795675
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,rudder,differential,0.05721385166453663
train,9.16数据/log_5_2026-9-16-18-26-48.ulg,rudder,rudder,1.0
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,drive,drive,1.0
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,drive,common,0.12890921204189904
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,drive,differential,-0.0364368293586871
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,drive,rudder,0.01655638118797454
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,common,drive,0.128909212041899
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,common,common,0.9999999999999999
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,common,differential,0.03837117495451155
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,common,rudder,-0.10164753577928541
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,differential,drive,-0.03643682935868709
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,differential,common,0.038371174954511554
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,differential,differential,1.0
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,differential,rudder,0.015368143391783115
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,rudder,drive,0.016556381187974537
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,rudder,common,-0.10164753577928541
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,rudder,differential,0.015368143391783114
train,9.18数据/log_0_2026-9-18-18-15-06.ulg,rudder,rudder,1.0
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,drive,drive,1.0
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,drive,common,0.2349657171493995
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,drive,differential,-0.011157473209183685
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,drive,rudder,-0.022463464661413714
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,common,drive,0.23496571714939948
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,common,common,1.0
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,common,differential,0.0906119065635883
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,common,rudder,0.020895524908202342
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,differential,drive,-0.011157473209183685
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,differential,common,0.0906119065635883
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,differential,differential,1.0
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,differential,rudder,0.10363568257749164
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,rudder,drive,-0.022463464661413714
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,rudder,common,0.020895524908202342
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,rudder,differential,0.10363568257749163
train,9.18数据/log_1_2026-9-18-18-23-36.ulg,rudder,rudder,0.9999999999999999
