partition,channel,subset,flight_id,cohort,n_origins,positive,negative,zero,one_direction
train,differential,isolated,9.11数据/log_14_2026-9-11-18-34-58.ulg,train,1,0,1,0,0
train,differential,isolated,9.11数据/log_15_2026-9-11-18-40-48.ulg,train,1,0,1,0,1
train,differential,isolated,9.12数据/log_10_2026-9-12-06-13-40.ulg,train,0,0,0,0,0
train,differential,isolated,9.12数据/log_11_2026-9-12-06-21-12.ulg,train,0,0,0,0,0
train,differential,isolated,9.12数据/log_12_2026-9-12-06-29-44.ulg,train,0,0,0,0,0
train,differential,isolated,9.12数据/log_2_2026-9-12-18-32-54.ulg,train,0,0,0,0,0
train,differential,isolated,9.12数据/log_3_2026-9-12-18-40-02.ulg,train,2,1,1,0,1
train,differential,isolated,9.12数据/log_7_2026-9-12-05-49-02.ulg,train,0,0,0,0,0
train,differential,isolated,9.12数据/log_8_2026-9-12-05-55-30.ulg,train,2,0,2,0,2
train,differential,isolated,9.12数据/log_9_2026-9-12-06-03-32.ulg,train,1,1,0,0,1
train,differential,isolated,9.13数据/log_1_2026-9-13-06-11-06.ulg,train,1,1,0,0,1
train,differential,isolated,9.13数据/log_2_2026-9-13-06-20-06.ulg,train,1,0,1,0,1
train,differential,isolated,9.13数据/log_3_2026-9-13-06-31-26.ulg,train,0,0,0,0,0
train,differential,isolated,9.13数据/log_4_2026-9-13-06-36-26.ulg,train,0,0,0,0,0
train,differential,isolated,9.13数据/log_5_2026-9-13-06-42-40.ulg,train,1,1,0,0,0
train,differential,isolated,9.13数据/log_7_2026-9-13-18-12-52.ulg,train,3,1,2,0,3
train,differential,isolated,9.14数据/log_11_2026-9-14-18-13-22.ulg,train,1,0,1,0,0
train,differential,isolated,9.14数据/log_12_2026-9-14-18-20-30.ulg,train,2,1,1,0,1
train,differential,isolated,9.14数据/log_13_2026-9-14-18-28-32.ulg,train,0,0,0,0,0
train,differential,isolated,9.14数据/log_14_2026-9-14-18-34-22.ulg,train,0,0,0,0,0
train,differential,isolated,9.15数据/log_10_2026-9-15-17-44-04.ulg,train,0,0,0,0,0
train,differential,isolated,9.15数据/log_11_2026-9-15-17-51-56.ulg,train,2,0,2,0,1
train,differential,isolated,9.15数据/log_12_2026-9-15-18-03-58.ulg,train,3,2,1,0,2
train,differential,isolated,9.15数据/log_13_2026-9-15-18-10-58.ulg,train,0,0,0,0,0
train,differential,isolated,9.15数据/log_14_2026-9-15-18-17-26.ulg,train,1,0,1,0,1
train,differential,isolated,9.15数据/log_15_2026-9-15-18-23-44.ulg,train,2,0,2,0,2
train,differential,isolated,9.16数据/log_1_2026-9-16-18-02-34.ulg,train,0,0,0,0,0
train,differential,isolated,9.16数据/log_2_2026-9-16-18-08-46.ulg,train,2,1,1,0,1
train,differential,isolated,9.16数据/log_3_2026-9-16-18-13-58.ulg,train,2,1,1,0,2
train,differential,isolated,9.16数据/log_4_2026-9-16-18-20-50.ulg,train,4,3,1,0,3
train,differential,isolated,9.16数据/log_5_2026-9-16-18-26-48.ulg,train,1,1,0,0,1
train,differential,isolated,9.18数据/log_0_2026-9-18-18-15-06.ulg,train,1,0,1,0,1
train,differential,isolated,9.18数据/log_1_2026-9-18-18-23-36.ulg,train,2,2,0,0,2
train,differential,isolated,9.18数据/log_2_2026-9-18-18-29-40.ulg,train,2,1,1,0,1
train,differential,predominant,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train,110,56,54,0,73
train,differential,predominant,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train,141,62,79,0,73
train,differential,predominant,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train,90,51,39,0,59
train,differential,predominant,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train,71,31,40,0,40
train,differential,predominant,2026.9.6/log_24_2026-9-6-06-28-38.ulg,train,85,41,44,0,59
train,differential,predominant,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train,84,43,41,0,50
train,differential,predominant,9.11数据/log_13_2026-9-11-18-28-08.ulg,train,36,13,23,0,26
train,differential,predominant,9.11数据/log_14_2026-9-11-18-34-58.ulg,train,43,19,24,0,25
train,differential,predominant,9.11数据/log_15_2026-9-11-18-40-48.ulg,train,38,10,28,0,21
train,differential,predominant,9.12数据/log_10_2026-9-12-06-13-40.ulg,train,36,16,20,0,23
train,differential,predominant,9.12数据/log_11_2026-9-12-06-21-12.ulg,train,39,24,15,0,31
train,differential,predominant,9.12数据/log_12_2026-9-12-06-29-44.ulg,train,49,21,28,0,31
train,differential,predominant,9.12数据/log_2_2026-9-12-18-32-54.ulg,train,37,22,15,0,23
train,differential,predominant,9.12数据/log_3_2026-9-12-18-40-02.ulg,train,45,20,25,0,24
train,differential,predominant,9.12数据/log_7_2026-9-12-05-49-02.ulg,train,35,18,17,0,29
train,differential,predominant,9.12数据/log_8_2026-9-12-05-55-30.ulg,train,49,28,21,0,35
train,differential,predominant,9.12数据/log_9_2026-9-12-06-03-32.ulg,train,49,19,30,0,33
train,differential,predominant,9.13数据/log_1_2026-9-13-06-11-06.ulg,train,35,13,22,0,25
train,differential,predominant,9.13数据/log_2_2026-9-13-06-20-06.ulg,train,37,15,22,0,30
train,differential,predominant,9.13数据/log_3_2026-9-13-06-31-26.ulg,train,34,21,13,0,24
train,differential,predominant,9.13数据/log_4_2026-9-13-06-36-26.ulg,train,35,20,15,0,24
train,differential,predominant,9.13数据/log_5_2026-9-13-06-42-40.ulg,train,35,21,14,0,24
train,differential,predominant,9.13数据/log_7_2026-9-13-18-12-52.ulg,train,44,24,20,0,32
train,differential,predominant,9.14数据/log_11_2026-9-14-18-13-22.ulg,train,41,14,27,0,33
train,differential,predominant,9.14数据/log_12_2026-9-14-18-20-30.ulg,train,49,25,24,0,34
train,differential,predominant,9.14数据/log_13_2026-9-14-18-28-32.ulg,train,67,39,28,0,54
train,differential,predominant,9.14数据/log_14_2026-9-14-18-34-22.ulg,train,36,17,19,0,25
train,differential,predominant,9.15数据/log_10_2026-9-15-17-44-04.ulg,train,4,1,3,0,3
train,differential,predominant,9.15数据/log_11_2026-9-15-17-51-56.ulg,train,44,23,21,0,29
train,differential,predominant,9.15数据/log_12_2026-9-15-18-03-58.ulg,train,42,19,23,0,30
train,differential,predominant,9.15数据/log_13_2026-9-15-18-10-58.ulg,train,53,31,22,0,40
train,differential,predominant,9.15数据/log_14_2026-9-15-18-17-26.ulg,train,37,21,16,0,25
train,differential,predominant,9.15数据/log_15_2026-9-15-18-23-44.ulg,train,51,22,29,0,34
train,differential,predominant,9.16数据/log_1_2026-9-16-18-02-34.ulg,train,36,23,13,0,27
train,differential,predominant,9.16数据/log_2_2026-9-16-18-08-46.ulg,train,46,21,25,0,29
train,differential,predominant,9.16数据/log_3_2026-9-16-18-13-58.ulg,train,38,24,14,0,28
train,differential,predominant,9.16数据/log_4_2026-9-16-18-20-50.ulg,train,44,24,20,0,34
train,differential,predominant,9.16数据/log_5_2026-9-16-18-26-48.ulg,train,33,17,16,0,21
train,differential,predominant,9.18数据/log_0_2026-9-18-18-15-06.ulg,train,49,22,27,0,35
train,differential,predominant,9.18数据/log_1_2026-9-18-18-23-36.ulg,train,42,22,20,0,27
train,differential,predominant,9.18数据/log_2_2026-9-18-18-29-40.ulg,train,50,28,22,0,37
train,rudder,high,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train,126,61,65,0,88
train,rudder,high,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train,132,52,80,0,93
train,rudder,high,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train,116,60,56,0,84
train,rudder,high,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train,131,61,70,0,85
train,rudder,high,2026.9.6/log_24_2026-9-6-06-28-38.ulg,train,227,117,110,0,163
train,rudder,high,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train,227,107,120,0,156
train,rudder,high,9.11数据/log_13_2026-9-11-18-28-08.ulg,train,179,96,83,0,110
train,rudder,high,9.11数据/log_14_2026-9-11-18-34-58.ulg,train,149,81,68,0,102
train,rudder,high,9.11数据/log_15_2026-9-11-18-40-48.ulg,train,191,101,90,0,114
train,rudder,high,9.12数据/log_10_2026-9-12-06-13-40.ulg,train,220,104,116,0,159
train,rudder,high,9.12数据/log_11_2026-9-12-06-21-12.ulg,train,261,126,135,0,165
train,rudder,high,9.12数据/log_12_2026-9-12-06-29-44.ulg,train,211,107,104,0,144
train,rudder,high,9.12数据/log_2_2026-9-12-18-32-54.ulg,train,114,58,56,0,83
train,rudder,high,9.12数据/log_3_2026-9-12-18-40-02.ulg,train,146,69,77,0,104
train,rudder,high,9.12数据/log_7_2026-9-12-05-49-02.ulg,train,178,90,88,0,133
train,rudder,high,9.12数据/log_8_2026-9-12-05-55-30.ulg,train,227,120,107,0,159
train,rudder,high,9.12数据/log_9_2026-9-12-06-03-32.ulg,train,281,143,138,0,193
train,rudder,high,9.13数据/log_1_2026-9-13-06-11-06.ulg,train,56,30,26,0,40
train,rudder,high,9.13数据/log_2_2026-9-13-06-20-06.ulg,train,104,49,55,0,68
train,rudder,high,9.13数据/log_3_2026-9-13-06-31-26.ulg,train,143,75,68,0,104
train,rudder,high,9.13数据/log_4_2026-9-13-06-36-26.ulg,train,100,49,51,0,62
train,rudder,high,9.13数据/log_5_2026-9-13-06-42-40.ulg,train,105,61,44,0,82
train,rudder,high,9.13数据/log_7_2026-9-13-18-12-52.ulg,train,119,64,55,0,83
train,rudder,high,9.14数据/log_11_2026-9-14-18-13-22.ulg,train,190,93,97,0,142
train,rudder,high,9.14数据/log_12_2026-9-14-18-20-30.ulg,train,215,108,107,0,154
train,rudder,high,9.14数据/log_13_2026-9-14-18-28-32.ulg,train,236,111,125,0,174
train,rudder,high,9.14数据/log_14_2026-9-14-18-34-22.ulg,train,111,59,52,0,74
train,rudder,high,9.15数据/log_10_2026-9-15-17-44-04.ulg,train,318,166,152,0,169
train,rudder,high,9.15数据/log_11_2026-9-15-17-51-56.ulg,train,162,81,81,0,109
train,rudder,high,9.15数据/log_12_2026-9-15-18-03-58.ulg,train,146,66,80,0,103
train,rudder,high,9.15数据/log_13_2026-9-15-18-10-58.ulg,train,121,59,62,0,86
train,rudder,high,9.15数据/log_14_2026-9-15-18-17-26.ulg,train,166,84,82,0,116
train,rudder,high,9.15数据/log_15_2026-9-15-18-23-44.ulg,train,170,97,73,0,107
train,rudder,high,9.16数据/log_1_2026-9-16-18-02-34.ulg,train,135,72,63,0,103
train,rudder,high,9.16数据/log_2_2026-9-16-18-08-46.ulg,train,151,80,71,0,108
train,rudder,high,9.16数据/log_3_2026-9-16-18-13-58.ulg,train,105,51,54,0,82
train,rudder,high,9.16数据/log_4_2026-9-16-18-20-50.ulg,train,149,81,68,0,104
train,rudder,high,9.16数据/log_5_2026-9-16-18-26-48.ulg,train,121,58,63,0,80
train,rudder,high,9.18数据/log_0_2026-9-18-18-15-06.ulg,train,225,100,125,0,143
train,rudder,high,9.18数据/log_1_2026-9-18-18-23-36.ulg,train,336,158,178,0,206
train,rudder,high,9.18数据/log_2_2026-9-18-18-29-40.ulg,train,274,122,152,0,183
train,rudder,isolated,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train,4,1,3,0,3
train,rudder,isolated,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train,1,0,1,0,1
train,rudder,isolated,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train,1,0,1,0,1
train,rudder,isolated,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train,6,3,3,0,5
train,rudder,isolated,2026.9.6/log_24_2026-9-6-06-28-38.ulg,train,0,0,0,0,0
train,rudder,isolated,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train,1,0,1,0,1
train,rudder,isolated,9.11数据/log_13_2026-9-11-18-28-08.ulg,train,2,0,2,0,2
train,rudder,isolated,9.11数据/log_14_2026-9-11-18-34-58.ulg,train,3,2,1,0,3
train,rudder,isolated,9.11数据/log_15_2026-9-11-18-40-48.ulg,train,1,0,1,0,1
train,rudder,isolated,9.12数据/log_10_2026-9-12-06-13-40.ulg,train,4,1,3,0,4
train,rudder,isolated,9.12数据/log_11_2026-9-12-06-21-12.ulg,train,2,1,1,0,2
train,rudder,isolated,9.12数据/log_12_2026-9-12-06-29-44.ulg,train,0,0,0,0,0
train,rudder,isolated,9.12数据/log_2_2026-9-12-18-32-54.ulg,train,0,0,0,0,0
train,rudder,isolated,9.12数据/log_3_2026-9-12-18-40-02.ulg,train,1,1,0,0,1
train,rudder,isolated,9.12数据/log_7_2026-9-12-05-49-02.ulg,train,1,1,0,0,1
train,rudder,isolated,9.12数据/log_8_2026-9-12-05-55-30.ulg,train,2,2,0,0,1
train,rudder,isolated,9.12数据/log_9_2026-9-12-06-03-32.ulg,train,2,1,1,0,1
train,rudder,isolated,9.13数据/log_1_2026-9-13-06-11-06.ulg,train,1,1,0,0,1
train,rudder,isolated,9.13数据/log_2_2026-9-13-06-20-06.ulg,train,0,0,0,0,0
train,rudder,isolated,9.13数据/log_3_2026-9-13-06-31-26.ulg,train,0,0,0,0,0
train,rudder,isolated,9.13数据/log_4_2026-9-13-06-36-26.ulg,train,0,0,0,0,0
train,rudder,isolated,9.13数据/log_5_2026-9-13-06-42-40.ulg,train,0,0,0,0,0
train,rudder,isolated,9.13数据/log_7_2026-9-13-18-12-52.ulg,train,1,0,1,0,0
train,rudder,isolated,9.14数据/log_11_2026-9-14-18-13-22.ulg,train,0,0,0,0,0
train,rudder,isolated,9.14数据/log_12_2026-9-14-18-20-30.ulg,train,1,0,1,0,1
train,rudder,isolated,9.14数据/log_13_2026-9-14-18-28-32.ulg,train,5,4,1,0,4
train,rudder,isolated,9.14数据/log_14_2026-9-14-18-34-22.ulg,train,0,0,0,0,0
train,rudder,isolated,9.15数据/log_10_2026-9-15-17-44-04.ulg,train,0,0,0,0,0
train,rudder,isolated,9.15数据/log_11_2026-9-15-17-51-56.ulg,train,0,0,0,0,0
train,rudder,isolated,9.15数据/log_12_2026-9-15-18-03-58.ulg,train,1,0,1,0,0
train,rudder,isolated,9.15数据/log_13_2026-9-15-18-10-58.ulg,train,2,0,2,0,1
train,rudder,isolated,9.15数据/log_14_2026-9-15-18-17-26.ulg,train,3,1,2,0,1
train,rudder,isolated,9.15数据/log_15_2026-9-15-18-23-44.ulg,train,1,0,1,0,1
train,rudder,isolated,9.16数据/log_1_2026-9-16-18-02-34.ulg,train,1,1,0,0,1
train,rudder,isolated,9.16数据/log_2_2026-9-16-18-08-46.ulg,train,4,2,2,0,4
train,rudder,isolated,9.16数据/log_3_2026-9-16-18-13-58.ulg,train,0,0,0,0,0
train,rudder,isolated,9.16数据/log_4_2026-9-16-18-20-50.ulg,train,0,0,0,0,0
train,rudder,isolated,9.16数据/log_5_2026-9-16-18-26-48.ulg,train,0,0,0,0,0
train,rudder,isolated,9.18数据/log_0_2026-9-18-18-15-06.ulg,train,4,1,3,0,3
train,rudder,isolated,9.18数据/log_1_2026-9-18-18-23-36.ulg,train,4,0,4,0,3
train,rudder,isolated,9.18数据/log_2_2026-9-18-18-29-40.ulg,train,0,0,0,0,0
train,rudder,predominant,2026.9.6/log_17_2026-9-6-18-34-06.ulg,train,34,16,18,0,26
train,rudder,predominant,2026.9.6/log_18_2026-9-6-18-46-20.ulg,train,51,22,29,0,38
train,rudder,predominant,2026.9.6/log_19_2026-9-6-18-52-30.ulg,train,31,14,17,0,27
train,rudder,predominant,2026.9.6/log_20_2026-9-6-18-58-10.ulg,train,40,20,20,0,31
train,rudder,predominant,2026.9.6/log_24_2026-9-6-06-28-38.ulg,train,37,19,18,0,28
train,rudder,predominant,2026.9.6/log_28_2026-9-6-07-01-38.ulg,train,45,17,28,0,30
train,rudder,predominant,9.11数据/log_13_2026-9-11-18-28-08.ulg,train,47,27,20,0,33
train,rudder,predominant,9.11数据/log_14_2026-9-11-18-34-58.ulg,train,46,29,17,0,33
train,rudder,predominant,9.11数据/log_15_2026-9-11-18-40-48.ulg,train,49,26,23,0,33
train,rudder,predominant,9.12数据/log_10_2026-9-12-06-13-40.ulg,train,79,36,43,0,59
train,rudder,predominant,9.12数据/log_11_2026-9-12-06-21-12.ulg,train,91,47,44,0,58
train,rudder,predominant,9.12数据/log_12_2026-9-12-06-29-44.ulg,train,84,50,34,0,59
train,rudder,predominant,9.12数据/log_2_2026-9-12-18-32-54.ulg,train,40,25,15,0,29
train,rudder,predominant,9.12数据/log_3_2026-9-12-18-40-02.ulg,train,40,13,27,0,32
train,rudder,predominant,9.12数据/log_7_2026-9-12-05-49-02.ulg,train,69,37,32,0,57
train,rudder,predominant,9.12数据/log_8_2026-9-12-05-55-30.ulg,train,76,35,41,0,58
train,rudder,predominant,9.12数据/log_9_2026-9-12-06-03-32.ulg,train,86,48,38,0,65
train,rudder,predominant,9.13数据/log_1_2026-9-13-06-11-06.ulg,train,24,16,8,0,21
train,rudder,predominant,9.13数据/log_2_2026-9-13-06-20-06.ulg,train,25,14,11,0,18
train,rudder,predominant,9.13数据/log_3_2026-9-13-06-31-26.ulg,train,49,21,28,0,40
train,rudder,predominant,9.13数据/log_4_2026-9-13-06-36-26.ulg,train,39,17,22,0,23
train,rudder,predominant,9.13数据/log_5_2026-9-13-06-42-40.ulg,train,31,20,11,0,28
train,rudder,predominant,9.13数据/log_7_2026-9-13-18-12-52.ulg,train,27,16,11,0,21
train,rudder,predominant,9.14数据/log_11_2026-9-14-18-13-22.ulg,train,54,24,30,0,42
train,rudder,predominant,9.14数据/log_12_2026-9-14-18-20-30.ulg,train,58,23,35,0,47
train,rudder,predominant,9.14数据/log_13_2026-9-14-18-28-32.ulg,train,80,34,46,0,64
train,rudder,predominant,9.14数据/log_14_2026-9-14-18-34-22.ulg,train,34,19,15,0,26
train,rudder,predominant,9.15数据/log_10_2026-9-15-17-44-04.ulg,train,52,21,31,0,34
train,rudder,predominant,9.15数据/log_11_2026-9-15-17-51-56.ulg,train,31,19,12,0,21
train,rudder,predominant,9.15数据/log_12_2026-9-15-18-03-58.ulg,train,39,14,25,0,31
train,rudder,predominant,9.15数据/log_13_2026-9-15-18-10-58.ulg,train,43,15,28,0,35
train,rudder,predominant,9.15数据/log_14_2026-9-15-18-17-26.ulg,train,28,13,15,0,19
train,rudder,predominant,9.15数据/log_15_2026-9-15-18-23-44.ulg,train,47,26,21,0,31
train,rudder,predominant,9.16数据/log_1_2026-9-16-18-02-34.ulg,train,36,17,19,0,28
train,rudder,predominant,9.16数据/log_2_2026-9-16-18-08-46.ulg,train,44,22,22,0,30
train,rudder,predominant,9.16数据/log_3_2026-9-16-18-13-58.ulg,train,15,8,7,0,13
train,rudder,predominant,9.16数据/log_4_2026-9-16-18-20-50.ulg,train,32,24,8,0,26
train,rudder,predominant,9.16数据/log_5_2026-9-16-18-26-48.ulg,train,40,17,23,0,30
train,rudder,predominant,9.18数据/log_0_2026-9-18-18-15-06.ulg,train,37,15,22,0,21
train,rudder,predominant,9.18数据/log_1_2026-9-18-18-23-36.ulg,train,55,22,33,0,34
train,rudder,predominant,9.18数据/log_2_2026-9-18-18-29-40.ulg,train,57,19,38,0,43
validation,drive,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,7,3,4,0,3
validation,drive,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,4,3,1,0,3
validation,drive,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,34,16,18,0,33
validation,drive,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,37,15,22,0,34
validation,drive,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,4,1,3,0,1
validation,drive,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0,0,0,0,0
validation,drive,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,32,16,16,0,30
validation,drive,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,21,11,10,0,19
validation,drive,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,5,2,3,0,4
validation,drive,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,52,28,24,0,48
validation,drive,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,52,25,27,0,50
validation,drive,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,44,26,18,0,43
validation,drive,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,59,28,31,0,56
validation,drive,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,32,17,15,0,30
validation,drive,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,58,28,30,0,55
validation,drive,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,57,28,29,0,54
validation,drive,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,35,19,16,0,32
validation,drive,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,1,1,0,0,1
validation,drive,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,0,0,0,0,0
validation,drive,isolated,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1,0,1,0,1
validation,drive,isolated,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,3,1,2,0,3
validation,drive,isolated,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,0,0,0,0,0
validation,drive,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0,0,0,0,0
validation,drive,isolated,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,2,0,2,0,1
validation,drive,isolated,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,2,1,1,0,2
validation,drive,isolated,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1,1,0,0,1
validation,drive,isolated,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,2,1,1,0,2
validation,drive,isolated,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,2,0,2,0,2
validation,drive,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,4,2,2,0,4
validation,drive,isolated,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0,0,0,0,0
validation,drive,isolated,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,1,1,0,0,1
validation,drive,isolated,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,2,1,1,0,2
validation,drive,isolated,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,1,0,1,0,1
validation,drive,isolated,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1,1,0,0,1
validation,drive,predominant,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,2,1,1,0,1
validation,drive,predominant,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,1,1,0,0,1
validation,drive,predominant,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,23,11,12,0,23
validation,drive,predominant,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,26,9,17,0,24
validation,drive,predominant,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,2,0,2,0,0
validation,drive,predominant,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,0,0,0,0,0
validation,drive,predominant,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,25,11,14,0,23
validation,drive,predominant,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,15,8,7,0,14
validation,drive,predominant,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,4,2,2,0,3
validation,drive,predominant,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,21,12,9,0,19
validation,drive,predominant,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,28,10,18,0,28
validation,drive,predominant,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,30,18,12,0,29
validation,drive,predominant,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,24,12,12,0,23
validation,drive,predominant,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,21,10,11,0,21
validation,drive,predominant,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,35,18,17,0,35
validation,drive,predominant,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,32,13,19,0,31
validation,drive,predominant,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,16,9,7,0,15
validation,common,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,37,15,22,0,29
validation,common,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,18,9,9,0,17
validation,common,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,23,7,16,0,13
validation,common,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,27,14,13,0,23
validation,common,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,18,9,9,0,13
validation,common,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,16,8,8,0,12
validation,common,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,18,8,10,0,14
validation,common,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,18,10,8,0,12
validation,common,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,16,10,6,0,15
validation,common,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,26,15,11,0,18
validation,common,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,33,22,11,0,23
validation,common,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,30,13,17,0,23
validation,common,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,43,21,22,0,32
validation,common,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,27,14,13,0,20
validation,common,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,28,13,15,0,23
validation,common,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,32,18,14,0,28
validation,common,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,30,14,16,0,24
validation,common,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,Sep7,4,0,4,0,4
validation,common,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,Sep7,3,2,1,0,3
validation,common,isolated,2026.9.7/log_23_2026-9-7-06-09-22.ulg,Sep7,1,0,1,0,1
validation,common,isolated,2026.9.7/log_24_2026-9-7-06-16-04.ulg,Sep7,1,0,1,0,1
validation,common,isolated,2026.9.7/log_26_2026-9-7-06-30-26.ulg,Sep7,3,3,0,0,2
validation,common,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,Sep7,2,1,1,0,2
validation,common,isolated,2026.9.7/log_28_2026-9-7-06-44-02.ulg,Sep7,0,0,0,0,0
validation,common,isolated,2026.9.7/log_29_2026-9-7-06-51-04.ulg,Sep7,1,1,0,0,0
validation,common,isolated,2026.9.7/log_30_2026-9-7-06-58-22.ulg,Sep7,1,0,1,0,1
validation,common,isolated,9.17数据/log_10_2026-9-17-06-34-34.ulg,Sep17,0,0,0,0,0
validation,common,isolated,9.17数据/log_11_2026-9-17-06-40-30.ulg,Sep17,0,0,0,0,0
validation,common,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,Sep17,1,0,1,0,1
validation,common,isolated,9.17数据/log_13_2026-9-17-06-52-30.ulg,Sep17,0,0,0,0,0
validation,common,isolated,9.17数据/log_6_2026-9-17-06-02-24.ulg,Sep17,0,0,0,0,0
validation,common,isolated,9.17数据/log_7_2026-9-17-06-12-16.ulg,Sep17,0,0,0,0,0
validation,common,isolated,9.17数据/log_8_2026-9-17-06-17-52.ulg,Sep17,0,0,0,0,0
validation,common,isolated,9.17数据/log_9_2026-9-17-06-28-10.ulg,Sep17,1,0,1,0,1
