partition,channel,subset,window_id,flight_id,activity,mean_departure,persistence
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1165,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3935214111684039,-0.0328777289390564,0.8648644806228718
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1175,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.344657305664236,-0.029218406677246095,0.8775738195398092
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1215,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3450082544055419,0.02921294927597046,0.8765173891907331
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1275,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.30911110183647766,-0.026523587703704835,0.8882440006160933
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1425,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3818204357128864,-0.031616230010986325,0.8571671744274343
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1435,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.32443299487272415,-0.027761497497558595,0.8857935038771012
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1555,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.34980779974260723,0.028636059761047362,0.847419374285423
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1565,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3436685039596517,0.028009161949157715,0.8436746499085631
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1575,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3740655708566264,0.03065788745880127,0.8484164996240847
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1585,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3983786569419145,0.03340406179428101,0.8679962180801952
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1595,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.39830431191995086,0.033402204513549805,0.8681099629065239
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1605,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.33975146218975744,0.029378585815429688,0.8951259953814354
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1625,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.36993073468433935,-0.03157256841659546,0.8834950399860279
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1635,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.29819646693284985,-0.02564192771911621,0.8901491791870061
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1715,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3768985817612665,-0.03130599737167358,0.859840027917655
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1755,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.38179549895622283,0.03161161184310913,0.857097945631126
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1765,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.38329226825777774,0.03172410249710083,0.8567890416524853
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1775,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3854741651602104,0.03193594455718994,0.8576283065722423
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1785,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.38649660388338997,0.03203912973403931,0.8581232057103907
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1795,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.35150264280233284,0.02982386589050293,0.8783143144359631
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1815,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.39569408952654,-0.032991178035736084,0.8630836266923311
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1825,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3541700232671392,-0.029298954010009766,0.856357160992707
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1835,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3416046189356875,-0.027756099700927735,0.8411032715165326
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1845,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3596078399025228,-0.02988455057144165,0.8602648837799455
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1885,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.37018459173555424,0.030388474464416504,0.849777402688556
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1895,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3800218675051752,0.03151471138000488,0.8584586161663201
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:1925,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3478635877930023,-0.029401164054870605,0.8749236804273449
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2005,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.38183826410963606,0.031616654396057126,0.8571386576945406
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2015,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.32671258183974633,0.027925240993499755,0.8848011689561809
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2035,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3652080385249928,-0.029604694843292235,0.8391408789443721
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2045,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.350656571204945,-0.029799718856811524,0.8797206826449715
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2075,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3975982542130339,-0.03328909158706665,0.8667065782767199
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2085,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3981320464537962,-0.033408803939819334,0.8686571710823217
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2095,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3876857189105815,-0.032771384716033934,0.8750434266468864
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2125,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.39020852188981336,0.032658183574676515,0.8663829434365435
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2135,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.37032739420301336,0.03038883924484253,0.8494599155443865
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2145,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3135784994799787,0.02649418592453003,0.8746190243489379
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2165,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3700379016146116,-0.030291826725006105,0.8474105607413229
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:3:2175,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3508047678541027,-0.029460339546203612,0.8693344262820176
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:555,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.346151795069082,-0.0232800030708313,0.6961952611345547
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:565,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.5076007020838861,-0.03904662847518921,0.7962985844944545
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:575,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.532205070969177,-0.049457075595855715,0.961975568360357
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:615,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.363272660711742,0.029691832065582277,0.8460945514979774
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:655,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.46516555489277206,-0.02881067991256714,0.641151373530824
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:665,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.8297956368330776,-0.06909315586090088,0.8619429075669429
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:675,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.8792611921100117,-0.07710070729255676,0.907726625969753
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:685,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.5450536247052532,-0.04801602482795715,0.9119301787396843
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:735,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.4473380158862509,0.03170339822769165,0.7336427437460279
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:745,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.5185675197986414,0.04681361198425293,0.9345046297605193
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:875,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.37873186096416683,0.027254523038864137,0.7449401155429224
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:885,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.4546238678888842,0.041843682527542114,0.9527792349170927
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:975,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.30468380552427005,-0.02296594262123108,0.7802782868104178
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:1025,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.3869579082320842,0.02925836205482483,0.7827100328047847
train,drive,high,train:2026.9.6/log_17_2026-9-6-18-34-06.ulg:4:1325,2026.9.6/log_17_2026-9-6-18-34-06.ulg,0.39927395297771506,0.03666031837463379,0.9504731881852261
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:155,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3920360605379777,0.03269639730453491,0.86335320028986
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:165,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.37979456571236925,0.031585497856140135,0.8609017646269149
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:175,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3258888729923428,0.028074884414672853,0.8917909529915113
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:225,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.37763901222407215,-0.03179043054580689,0.8714333457383812
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:275,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.29979234944399413,0.023372485637664794,0.8070472714788769
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:285,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3659440629401276,0.03003478527069092,0.8496194450252416
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:1:295,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.370068490555205,0.03078772306442261,0.8612120154194011
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:3:165,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3421789364851591,0.027558839321136473,0.8337239322325118
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:3:175,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.36946562540650185,0.030147013664245607,0.8446657354095344
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:3:185,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.38753817242899447,0.032014389038085934,0.8551560034645869
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:25,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3889719670231441,-0.03229422569274902,0.8594511372969997
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:35,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3569721365624097,-0.029497222900390627,0.8553846038024172
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:75,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.36763698285167473,0.03009639501571655,0.8474418410365764
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:85,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.38574492528701687,0.031820623874664306,0.85393160274783
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:95,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3886425801755526,0.03234893321990967,0.8616367229409067
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:105,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3254937032074978,0.02738399267196655,0.8709010138993345
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:145,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.36752128219679975,-0.030040149688720704,0.8461243959228426
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:155,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3858677696414132,-0.031832296848297116,0.8539728999591213
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:165,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3889859987711997,-0.03238405466079712,0.8618106803788956
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:175,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.36583506177744235,-0.029993774890899657,0.8487121494977848
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:185,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.34618839300575877,-0.029213991165161133,0.8735605407577104
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:225,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.38583261060927837,0.03182085752487183,0.8537438047946365
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:235,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.38870398809975754,0.03234206676483154,0.8613177365383065
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:245,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3890767473408112,0.032596695423126223,0.8672671878938152
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:255,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3818217424016121,0.031514723300933835,0.8544122391830867
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:265,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3877622554744924,0.03208479642868042,0.8565414275239972
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:295,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3872777999509369,-0.03193424224853516,0.8535886478072647
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:305,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3656923953384268,-0.030874979496002198,0.8739877918888795
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:485,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.36032834995700486,0.02961984634399414,0.8509400920957317
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:495,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.39237902868526636,0.032704880237579344,0.8628223633699125
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:505,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.36857200788061856,0.03071143388748169,0.8625660543314911
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:515,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.2991673076176015,0.025786023139953613,0.8922464993558115
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:555,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3485579389223151,-0.02904620409011841,0.8626388700362986
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:565,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3513523973069945,-0.029406945705413818,0.8664063292833202
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:575,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.37024620207718395,-0.030094699859619142,0.8414223075536993
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:585,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3410107537991759,-0.029394609928131102,0.8923068856784435
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:615,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3894783101814394,0.03243474960327149,0.8620687259616854
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:625,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3657679030330426,0.030029799938201904,0.8498875436362955
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:635,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3938951203787235,0.032808287143707274,0.8622189710242562
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:695,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3398947649094617,-0.027733979225158693,0.8446607777236995
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:705,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.37896974545650486,-0.03126511812210083,0.8540241492920594
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:715,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.30543754670114326,-0.026335668563842774,0.8925581970656091
train,drive,high,train:2026.9.6/log_18_2026-9-6-18-46-20.ulg:5:815,2026.9.6/log_18_2026-9-6-18-46-20.ulg,0.3157682949043034,-0.0268627667427063,0.8806368139133395
