contract,deployable,oracle_label,seed,trained_target,evaluation_target,scope,log_id,signal,n,rmse
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,15.784971713665255
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,q_dot,2369,7.532530223452689
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,az_n,2369,2.381176769251528
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,3.3954791191996763
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,16.717188555826674
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,q_dot,2416,8.41056492586864
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,az_n,2416,2.3605850127873267
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,3.687047559849509
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,16.184555402415477
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,q_dot,2387,8.064027529855503
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,az_n,2387,2.3227469560923644
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,5.198604830850376
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,25.54718702469021
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,q_dot,1867,11.672428574601952
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,az_n,1867,3.0197363665441075
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,linear,1567,3.69552058860297
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular,1567,16.62659868363934
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,q_dot,1567,9.754384474837948
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,az_n,1567,2.45618328668751
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,linear,1712,4.024382971631394
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular,1712,17.592964623799716
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,q_dot,1712,9.440423979000991
P2,True,,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,az_n,1712,2.647642989065946
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,0.1355353361243559
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,0.637457967944562
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,delta_q_2,2369,0.3054834439724135
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,delta_vz_2,2369,0.0961706854304111
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,0.1364407810850121
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,0.6700754327413564
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,delta_q_2,2416,0.3385114614712664
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,delta_vz_2,2416,0.0949435465483895
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,0.1482519901160584
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,0.6520170317442684
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,delta_q_2,2387,0.3266046483689809
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,delta_vz_2,2387,0.0936039260671538
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,0.2089270381517752
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,1.0333702368115758
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,delta_q_2,1867,0.4721524433194625
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,delta_vz_2,1867,0.12106742820178
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,linear,1567,0.148519328831889
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular,1567,0.6699942710042048
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,delta_q_2,1567,0.3967137289606589
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,delta_vz_2,1567,0.0985403173425309
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,linear,1712,0.1622817261432124
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular,1712,0.706611006824998
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,delta_q_2,1712,0.3799400930894157
P2,True,,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,delta_vz_2,1712,0.1067119891956264
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,linear,7841,4.091030628568549
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular,7841,24.837609479283334
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,7841,8.594099954258015
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,7841,2.10686092883629
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,linear,7391,3.83626446311478
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular,7391,23.53587777647026
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,q_dot,7391,8.412671126766462
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,7391,2.0656000118967777
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,linear,9475,4.172428925736865
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular,9475,24.09203794644907
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,q_dot,9475,8.159627903056034
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,az_n,9475,2.085914352810604
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,linear,7586,4.831180722894818
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular,7586,23.847578250517248
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,q_dot,7586,8.628129117179203
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,7586,2.046184508270148
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,linear,7792,4.575610956180772
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular,7792,24.09855525644498
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,7792,8.178014761260348
P2,True,,416,D0_raw,D0_raw,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,7792,2.078989563008321
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,linear,7841,4.631824386085838
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular,7841,19.514213382696425
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,7841,10.303829474200151
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,7841,3.090638284149648
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,linear,7391,4.384041213752933
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular,7391,18.592099292364185
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,q_dot,7391,9.779710417589236
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,7391,2.991066847844857
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,linear,9475,4.463199148059452
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular,9475,18.888195599804664
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,q_dot,9475,9.745839849312798
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,az_n,9475,2.785133027177054
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,linear,7586,5.030823864796648
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular,7586,18.63443263690204
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,q_dot,7586,10.026578035998098
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,az_n,7586,2.8718779309070177
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,linear,7792,4.854260636253255
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular,7792,19.63882950246441
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,q_dot,7792,10.043990266550717
P2,True,,416,D0_raw,increment2,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,az_n,7792,2.835445918349912
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,linear,7841,0.1862904529509563
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,angular,7841,0.7806296951801274
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,delta_q_2,7841,0.4167449275614736
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,delta_vz_2,7841,0.1243726382666
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,linear,7391,0.1770454806610521
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,angular,7391,0.7443113054804991
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,delta_q_2,7391,0.3975349710446057
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,delta_vz_2,7391,0.1211111626109304
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,linear,9475,0.1794322951122138
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,angular,9475,0.755685259464776
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,delta_q_2,9475,0.3942232884659503
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,delta_vz_2,9475,0.1122474209161945
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,linear,7586,0.2021501570378781
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,angular,7586,0.7465415416423439
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,delta_q_2,7586,0.4066735450749605
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,delta_vz_2,7586,0.1156523868454857
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,linear,7792,0.1948611663425636
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,angular,7792,0.7874086112383818
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,delta_q_2,7792,0.4071552441540046
P2,True,,416,D0_raw,increment2_state,validation,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,delta_vz_2,7792,0.1140640031311668
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,3.1134132528413168
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,20.3974047582557
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,q_dot,2369,9.887182189867984
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,az_n,2369,2.064793463395674
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,3.2384006406053305
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,20.71581967709752
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,q_dot,2416,8.677620021456658
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,az_n,2416,2.231148616373518
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,3.518224171842076
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,20.67661810589095
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,q_dot,2387,8.451692905838888
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,az_n,2387,2.128180884158795
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,4.730216747646477
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,32.64359260794017
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,q_dot,1867,11.02553161517662
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,az_n,1867,2.430573999268173
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,linear,1567,3.698879016743778
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular,1567,22.950843284265204
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,q_dot,1567,9.555673335463348
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,az_n,1567,2.1967310923221324
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,linear,1712,3.891441967937206
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular,1712,22.301408360536133
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,q_dot,1712,9.058910754988515
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,D0_raw,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,az_n,1712,2.287944244914501
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,3.1931398857644444
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,16.483555724242255
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,q_dot,2369,8.046823533861449
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,az_n,2369,2.279584735652484
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,3.397274696693996
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,16.871263120884777
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,q_dot,2416,8.734065619802974
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,az_n,2416,2.4539443911028003
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,3.615375555457273
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,16.274550909988577
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,q_dot,2387,8.34638398961843
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,az_n,2387,2.306609459906794
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,4.921446760405124
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,26.49301290614566
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,q_dot,1867,12.191266925755444
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,az_n,1867,2.9179519345639098
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,linear,1567,3.985349713559717
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,angular,1567,17.23918074942475
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,q_dot,1567,10.211421435043516
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,az_n,1567,2.8002914094312343
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,linear,1712,3.9961734359495455
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,angular,1712,17.434151652329682
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,q_dot,1712,9.208864763991617
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2,train_temporal_holdout,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,az_n,1712,2.621691004136968
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,linear,2369,0.1288436934868791
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,angular,2369,0.666096375274933
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,delta_q_2,2369,0.325640192243981
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,delta_vz_2,2369,0.0923545336895521
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,linear,2416,0.1365237921925848
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,angular,2416,0.6767896589631003
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,delta_q_2,2416,0.3514781500438227
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,delta_vz_2,2416,0.0986862173737679
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,linear,2387,0.1453474011589166
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,angular,2387,0.6555081567046768
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,delta_q_2,2387,0.3374503141418266
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,delta_vz_2,2387,0.0928070163086631
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,linear,1867,0.1978169650634612
P_oracle,False,ORACLE_NOT_DEPLOYABLE,416,D0_raw,increment2_state,train_temporal_holdout,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,angular,1867,1.0719058140205768
