method,history_steps,n,cycles_median,duration_mean_s,p50_offset_error_deg,p75_offset_error_deg,p90_offset_error_deg,p95_offset_error_deg
E1,12,12168,0.853587174102191,0.24001056286982247,8.000000000000009,14.999999999999998,23.999999999999996,35.0
E1,25,12168,1.780548426961924,0.5000112358645628,8.000000000000009,15.000000000000009,22.000000000000007,29.000000000000004
E1,50,12168,3.5623470222829567,0.9999955253122943,8.000000000000009,14.999999999999998,21.0,25.999999999999996
E2,12,12168,0.853587174102191,0.24001056286982247,6.999999999999984,12.000000000000016,18.0,22.999999999999993
E2,25,12168,1.780548426961924,0.5000112358645628,6.000000000000008,12.000000000000016,17.00000000000001,20.00000000000003
E2,50,12168,3.5623470222829567,0.9999955253122943,5.999999999999996,11.999999999999991,17.000000000000004,19.99999999999997
