split,method,history_steps,log_id,segment_id,n,median_circular_jump_rad,p95_circular_jump_rad,jump_over_45deg_fraction,median_offset_rate_rad_s
train,E1,25,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2072,0.017453292519943292,0.052359877559829904,0.009657170449058426,0.8853247702102073
train,E1,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1647,0.017453292519942654,0.03490658503988664,0.001215066828675577,0.8743258451031795
train,E1,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3950,0.017453292519943098,0.03490658503988664,0.0,0.8743696468074271
train,E1,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,872,0.0,0.03490658503988664,0.0,0.0
train,E1,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1916,0.017453292519943098,0.05235987755983018,0.005744125326370757,0.8744134529030688
train,E1,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1526,0.017453292519942654,0.03490658503988642,0.0,0.5829228322346688
train,E1,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3951,0.017453292519943098,0.03490658503988664,0.0,0.8743696468080274
train,E1,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,897,0.017453292519943098,0.03490658503988664,0.0,0.5829423019353865
train,E1,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,1917,0.017453292519943098,0.034906585039887084,0.0020876826722338203,0.8744134529030688
train,E1,25,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,1884,0.017453292519943098,0.03490658503988664,0.0,0.8742382548576902
train,E1,25,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,3,3073,0.017453292519943098,0.05235987755983018,0.0,0.8743258451044242
train,E1,25,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,4,1601,0.017453292519943098,0.05235987755983018,0.0125,0.8743258451044242
train,E1,25,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,0,650,0.017453292519943098,0.03490658503988664,0.0,0.8743258451025682
train,E1,25,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,3,3350,0.017453292519943098,0.03490658503988686,0.0011943863839952225,0.8743696468074271
train,E1,25,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,4,1556,0.017453292519942876,0.034906585039887084,0.0006430868167202572,0.8743696468086499
train,E1,25,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,0,1095,0.017453292519943098,0.034906585039886195,0.0,0.582903363835021
train,E1,25,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,3,3410,0.017453292519943098,0.034906585039887084,0.0,0.8743696468074049
train,E1,25,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,4,1533,0.017453292519943098,0.05235987755983018,0.0032637075718015664,0.8743696468086499
train,E1,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1731,0.0,0.017453292519943986,0.0005780346820809249,0.0
train,E1,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,4017,0.0,0.017453292519943986,0.0,0.0
train,E1,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,409,0.0,0.01745329251994332,0.0,0.0
train,E1,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2072,0.0,0.017453292519944232,0.00386286817962337,0.0
train,E1,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1647,0.0,0.017453292519943986,0.0,0.0
train,E1,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3950,0.0,0.017453292519943542,0.0,0.0
train,E1,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,872,0.0,0.017453292519943542,0.0,0.0
train,E1,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1916,0.0,0.017453292519943986,0.0036553524804177544,0.0
train,E1,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1526,0.0,0.017453292519943986,0.0,0.0
train,E1,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3951,0.0,0.017453292519943542,0.0,0.0
train,E1,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,897,0.0,0.017453292519943542,0.0,0.0
train,E1,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,1917,0.0,0.017453292519943542,0.0010438413361169101,0.0
train,E1,50,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,1884,0.0,0.017453292519943986,0.0,0.0
train,E1,50,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,3,3073,0.0,0.034906585039886195,0.0,0.0
train,E1,50,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,4,1601,0.0,0.017453292519943986,0.00625,0.0
train,E1,50,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,0,650,0.0,0.017453292519943764,0.0,0.0
train,E1,50,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,3,3350,0.0,0.017453292519943542,0.0,0.0
train,E1,50,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,4,1556,0.0,0.017453292519943764,0.0006430868167202572,0.0
train,E1,50,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,0,1095,0.0,0.017453292519943986,0.0,0.0
train,E1,50,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,3,3410,0.0,0.017453292519943986,0.0,0.0
train,E1,50,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,4,1533,0.0,0.017453292519943986,0.0032637075718015664,0.0
train,E2,12,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1731,0.017453292519943098,0.0523598775598298,0.0,0.8852349624634002
train,E2,12,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,4017,0.017453292519943302,0.06981317007977264,0.0,0.8852798640642509
train,E2,12,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,409,0.0174532925199433,0.0698131700797732,0.0,0.8853247702102074
train,E2,12,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2072,0.01745329251994332,0.0872664625997165,0.0,0.8853696809172531
train,E2,12,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1647,0.017453292519943098,0.05235987755982974,0.0,0.8743696468086276
train,E2,12,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3950,0.017453292519943098,0.05235987755983018,0.0,0.8744134529030688
train,E2,12,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,872,0.017453292519943098,0.05235987755982974,0.0,0.8744134529030688
train,E2,12,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1916,0.017453292519943542,0.08726646259971638,0.0020887728459530026,0.8744572633870958
train,E2,12,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1526,0.017453292519943098,0.034906585039887306,0.0,0.8743696468080496
train,E2,12,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3951,0.01745329251994332,0.05235987755983018,0.0,0.8744134529030688
train,E2,12,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,897,0.017453292519943098,0.05235987755982974,0.0,0.8744134529030688
train,E2,12,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,1917,0.017453292519943542,0.06981317007977328,0.0,0.874413452903091
train,E2,12,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,1884,0.017453292519943098,0.03490658503988753,0.0,0.8742820477822859
train,E2,12,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,3,3073,0.017453292519943986,0.10471975511965947,0.0,0.8743696468099171
train,E2,12,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,4,1601,0.017453292519943986,0.08726646259971638,0.00125,0.8743696468098948
train,E2,12,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,0,650,0.01745329251994332,0.05235987755982942,0.0,0.8743696468080274
train,E2,12,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,3,3350,0.01745329251994332,0.05235987755983018,0.0,0.874369646808661
train,E2,12,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,4,1556,0.017453292519943542,0.08726646259971615,0.0012861736334405145,0.874413452903091
train,E2,12,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,0,1095,0.017453292519943098,0.052359877559829286,0.0,0.8743258451032017
train,E2,12,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,3,3410,0.017453292519943098,0.06981317007977239,0.0,0.8743696468086499
train,E2,12,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,4,1533,0.017453292519943986,0.08726646259971682,0.0032637075718015664,0.8745448975266137
train,E2,25,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1731,0.0,0.017453292519944232,0.0,0.0
train,E2,25,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,4017,0.01745329251994221,0.0349065850398866,0.0,0.5901965548466261
train,E2,25,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,409,0.017453292519943243,0.0349065850398866,0.0,0.5902165134734697
train,E2,25,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2072,0.017453292519943264,0.03490658503988661,0.0,0.885324770210152
train,E2,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1647,0.0,0.03490658503988575,0.001215066828675577,0.0
train,E2,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3950,0.0,0.034906585039886195,0.0,0.0
train,E2,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,872,0.0,0.017453292519943986,0.0,0.0
train,E2,25,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1916,0.017453292519943098,0.03490658503988664,0.0,0.5829812452385276
train,E2,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1526,0.0,0.017453292519943986,0.0,0.0
train,E2,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3951,0.0,0.034906585039886195,0.0,0.0
train,E2,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,897,0.0,0.017453292519943653,0.0,0.0
train,E2,25,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,1917,0.017453292519943098,0.03490658503988664,0.0,0.5829423019356633
train,E2,25,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,1884,0.0,0.03490658503988531,0.0,0.0
train,E2,25,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,3,3073,0.017453292519943098,0.052359877559829286,0.0,0.8743258451019346
train,E2,25,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,4,1601,0.01745329251994221,0.034906585039887084,0.0,0.5829033638347443
train,E2,25,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,0,650,0.017453292519942876,0.03490658503988642,0.0,0.5829033638347517
train,E2,25,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,3,3350,0.017453292519942876,0.03490658503988642,0.0,0.5829228322346837
train,E2,25,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,4,1556,0.017453292519942876,0.03490658503988664,0.0,0.8743696468074049
train,E2,25,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,0,1095,0.0,0.017453292519943986,0.0,0.0
train,E2,25,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,3,3410,0.0,0.034906585039886195,0.0,0.0
train,E2,25,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,4,1533,0.017453292519943098,0.03490658503988797,0.0019582245430809398,0.8743696468086499
train,E2,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,0,1731,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,3,4017,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,4,409,0.0,0.017453292519943306,0.0,0.0
train,E2,50,2026.8.10-8.20/log_14_2026-8-19-06-27-52.ulg,5,2072,0.0,0.01745329251994332,0.0,0.0
train,E2,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,0,1647,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,3,3950,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,4,872,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_15_2026-8-19-06-52-42.ulg,5,1916,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,1,1526,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,2,3951,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,3,897,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_18_2026-8-19-07-03-30.ulg,4,1917,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,0,1884,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,3,3073,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_1_2026-8-19-17-20-36.ulg,4,1601,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,0,650,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,3,3350,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_5_2026-8-19-18-31-42.ulg,4,1556,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,0,1095,0.0,0.017453292519943542,0.0,0.0
train,E2,50,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,3,3410,0.0,0.017453292519943986,0.0,0.0
train,E2,50,2026.8.10-8.20/log_6_2026-8-19-18-40-42.ulg,4,1533,0.0,0.017453292519943986,0.0,0.0
validation,E1,12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0,580,0.017453292519943098,0.05235987755982974,0.0,0.8744572633871069
validation,E1,12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1,4568,0.01745329251994332,0.0698131700797735,0.0,0.8745010782613908
validation,E1,12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2,2693,0.017453292519943986,0.13962634015954611,0.020059435364041606,1.7488269058036696
validation,E1,12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0,1011,0.017453292519943098,0.06981317007977283,0.0,0.8851900654235499
validation,E1,12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1,4871,0.017453292519943542,0.08726646259971682,0.0008213552361396304,0.8853247702127498
validation,E1,12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,1509,0.03490658503988664,2.6354471705114384,0.08687002652519894,1.7706495404254996
validation,E1,12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,992,0.017453292519943098,0.05235987755982974,0.0,0.874369646808661
validation,E1,12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,661,0.017453292519943542,0.08726646259971638,0.0,0.8744134529030688
validation,E1,12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,725,0.017453292519943098,0.05235987755982974,0.0,0.8744134529030688
validation,E1,12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,5196,0.017453292519943542,0.08726646259971638,0.0023099133782483157,0.8744572633883633
validation,E1,12,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,1901,0.017453292519943542,0.20943951023931984,0.04052631578947368,1.7488269058036474
validation,E1,12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,579,0.017453292519943542,0.08726646259971638,0.0034602076124567475,0.874413452903091
validation,E1,12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,155,0.017453292519943542,0.05235987755982974,0.0,0.8744134529030799
validation,E1,12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,4970,0.017453292519943542,0.08726646259971638,0.0052324411350372305,0.8744572633870958
validation,E1,12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,209,0.034906585039886195,0.10471975511965947,0.009615384615384616,1.7488999227913409
validation,E1,12,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,1673,0.034906585039886195,0.13962634015954656,0.02751196172248804,1.7489145267741917
validation,E1,12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,1098,0.017453292519943098,0.06981317007977239,0.0,0.8743696468074049
validation,E1,12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,4954,0.017453292519943986,0.08726646259971638,0.0020189783969311527,0.8744134529042694
validation,E1,12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,213,0.034906585039886195,0.08726646259971638,0.009433962264150943,1.7488269058036474
validation,E1,12,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,1527,0.017453292519943986,0.13526301702956012,0.015727391874180863,0.8744572633883856
validation,E1,25,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0,580,0.0,0.034906585039886216,0.0,0.0
validation,E1,25,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1,4568,0.017453292519943098,0.03490658503988664,0.0,0.8743696468074271
validation,E1,25,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2,2693,0.017453292519943098,0.03490658503988686,0.0007429420505200594,0.8744572633870958
validation,E1,25,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0,1011,0.017453292519943098,0.03490658503988664,0.0,0.8851900654222289
validation,E1,25,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1,4871,0.017453292519943098,0.034906585039887084,0.0,0.8852349624634064
validation,E1,25,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,1509,0.017453292519943098,0.08115781021773363,0.04045092838196287,0.8853247702102421
validation,E1,25,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,992,0.017453292519942654,0.03490658503988664,0.0,0.5829228322346762
validation,E1,25,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,661,0.0,0.03490658503988664,0.0,0.0
validation,E1,25,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,725,0.0,0.017453292519943542,0.0,0.0
validation,E1,25,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,5196,0.017453292519943098,0.03490658503988664,0.00038498556304138594,0.8744134529018237
validation,E1,25,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,1901,0.017453292519943098,0.034906585039887084,0.0015789473684210526,0.8744572633858506
validation,E1,25,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,579,0.0,0.034906585039887084,0.0,0.0
validation,E1,25,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,155,0.017453292519942765,0.03490658503988664,0.0,0.582893631585274
validation,E1,25,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,4970,0.017453292519942876,0.03490658503988686,0.0,0.8743696468086387
validation,E1,25,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,209,0.017453292519943098,0.034906585039887084,0.0,0.8744572633870847
validation,E1,25,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,1673,0.017453292519943098,0.05235987755982974,0.0011961722488038277,0.8744572633870958
validation,E1,25,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,1098,0.0,0.034906585039886195,0.0,0.0
validation,E1,25,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,4954,0.017453292519943098,0.034906585039887084,0.0,0.8743696468074494
validation,E1,25,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,213,0.017453292519943098,0.034906585039886195,0.0,0.8744134529018237
validation,E1,25,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,1527,0.017453292519943098,0.034906585039887084,0.001310615989515072,0.8744134529018237
validation,E1,50,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0,580,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1,4568,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2,2693,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0,1011,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1,4871,0.0,0.017453292519943986,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,2,1509,0.0,0.03490658503988664,0.022546419098143235,0.0
validation,E1,50,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,0,992,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,1,661,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,2,725,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,3,5196,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,5,1901,0.0,0.017453292519943542,0.002631578947368421,0.0
validation,E1,50,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,0,579,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,2,155,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,3,4970,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,4,209,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,5,1673,0.0,0.017453292519943542,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,0,1098,0.0,0.017453292519943986,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,1,4954,0.0,0.017453292519943986,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,2,213,0.0,0.017453292519943986,0.0,0.0
validation,E1,50,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,3,1527,0.0,0.017453292519943986,0.0,0.0
validation,E2,12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,0,580,0.017453292519943098,0.03490658503988664,0.0,0.8744572633870958
validation,E2,12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,1,4568,0.01745329251994332,0.05235987755982996,0.0,0.8744572633871069
validation,E2,12,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,2,2693,0.01745329251994332,0.0698131700797735,0.0,0.8745010782614019
validation,E2,12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,0,1011,0.017453292519943098,0.05235987755982974,0.0,0.8851900654235274
validation,E2,12,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,1,4871,0.017453292519943098,0.06981317007977283,0.0,0.8852798640591909
