experiment,signal,axis,frequency_hz,pred_power,truth_power
S1,omega,p,1.953125,4.0066942269497914e-05,0.008182799744918862
S1,omega,p,2.34375,8.145790560111411e-05,0.013279872495866762
S1,omega,p,2.734375,0.0004207270326679532,0.028138925283918568
S1,omega,p,3.125,0.0027533683809050765,0.05791927008132236
S1,omega,p,3.515625,0.010580049912525612,0.08975749177740837
S1,omega,p,3.90625,0.02035342508178865,0.0971643273479508
S1,omega,p,4.296875,0.01528504413038613,0.06130554897377865
S1,omega,p,4.6875,0.003037298769009208,0.022735032446980843
S1,omega,p,5.078125,0.00025408525906936636,0.007195076692625238
S1,omega,p,5.46875,6.429341124306853e-05,0.004472465803024483
S1,omega,p,5.859375,8.917749932428905e-05,0.0058367335748351476
S1,omega,p,6.25,0.00025462932615704525,0.009881117879316748
S1,omega,p,6.640625,0.0005891567816729777,0.013944790258572412
S1,omega,p,7.03125,0.0010752004387403363,0.016918643676195968
S1,omega,p,7.421875,0.0017559469461015855,0.021271159965408983
S1,omega,p,7.8125,0.002065433545656038,0.022906657885054464
S1,omega,p,8.203125,0.0017757153128586975,0.020172295176155045
S1,omega,p,8.59375,0.0009682592282913608,0.01303459870644731
S1,omega,p,8.984375,0.00024307410074560893,0.005599957683451892
S1,omega,p,9.375,3.4314163618079755e-05,0.0028533830626276723
S1,omega,p,9.765625,8.797829860559323e-06,0.002349240929765378
S1,omega,p,10.15625,1.0505448556334019e-05,0.0026856775449343962
S1,omega,p,10.546875,1.2198607468560145e-05,0.0033374347823129577
S1,omega,p,10.9375,1.0667552828788572e-05,0.003943528864769219
S1,omega,p,11.328125,8.912975396482188e-06,0.004512247885550384
S1,omega,p,11.71875,7.762075153345386e-06,0.004277837052897436
S1,omega,p,12.109375,6.196741682398047e-06,0.003666500528010423
S1,omega,p,12.5,4.413138991936824e-06,0.002781554085009465
S1,omega,p,12.890625,2.8963237911102847e-06,0.0019227557005560606
S1,omega,p,13.28125,1.7439896373540652e-06,0.0016386608653693043
S1,omega,p,13.671875,1.1587915453342794e-06,0.001465411832840275
S1,omega,p,14.0625,8.427284436022341e-07,0.0013973248484065314
S1,omega,p,14.453125,7.37322068195052e-07,0.0014727123619747867
S1,omega,p,14.84375,7.79011840431513e-07,0.0014446949524365524
S1,omega,p,15.234375,8.471516298429304e-07,0.001469285548962406
S1,omega,p,15.625,8.529800568430275e-07,0.0015304401592672217
S1,omega,p,16.015625,1.0071515130842557e-06,0.0016414568398524475
S1,omega,p,16.40625,9.790834213772233e-07,0.0015277498016762192
S1,omega,p,16.796875,7.807887367503124e-07,0.0014348429931480531
S1,omega,p,17.1875,6.600312627985204e-07,0.0012635407561067582
S1,omega,p,17.578125,5.172499463489551e-07,0.001027488574992658
S1,omega,p,17.96875,4.390832028543043e-07,0.0009550603562462034
S1,omega,p,18.359375,4.425159655801921e-07,0.0009254843054366097
S1,omega,p,18.75,4.228873421280174e-07,0.0008240435997699886
S1,omega,p,19.140625,3.147036745089074e-07,0.0007066935073478998
S1,omega,p,19.53125,2.0352488722771997e-07,0.000619926275603269
S1,omega,p,19.921875,1.9287554406357551e-07,0.0005866336316195685
S1,omega,p,20.3125,2.4632315212886674e-07,0.0006389941142187725
S1,omega,p,20.703125,2.715403844751053e-07,0.0006618299329873364
S1,omega,p,21.09375,2.716769500999637e-07,0.0007408870643596824
S1,omega,p,21.484375,3.0485738791031747e-07,0.0008394716883969933
S1,omega,p,21.875,3.1749991531669857e-07,0.0008527885228777278
S1,omega,p,22.265625,3.39252900836437e-07,0.0008781219096660875
S1,omega,p,22.65625,3.699672124239671e-07,0.0010392412545218153
S1,omega,p,23.046875,3.1452674694894806e-07,0.0011275943069394034
S1,omega,p,23.4375,2.1470894254133333e-07,0.0011767550223265725
S1,omega,p,23.828125,1.6715561476192725e-07,0.0013414777750711702
S1,omega,p,24.21875,1.823792268524274e-07,0.001547572232528563
S1,omega,p,24.609375,2.0671865140543234e-07,0.0014104039454218592
S1,omega,p,25.0,1.0260626862106568e-07,0.0006994129252604539
S1,omega,q,0.0,0.00023663620667329412,0.0037873256777660115
S1,omega,q,0.390625,0.0010294231748672353,0.01728740615324307
S1,omega,q,0.78125,0.00015016400733229015,0.013639029541376005
S1,omega,q,1.171875,2.3810182480807856e-05,0.017312464231052975
S1,omega,q,1.5625,1.9176913773426728e-05,0.018840597397121024
S1,omega,q,1.953125,3.669108314902067e-05,0.00961235188912724
S1,omega,q,2.34375,0.00031321447124439477,0.005998368315882151
S1,omega,q,2.734375,0.002397884749933031,0.007118632686504986
S1,omega,q,3.125,0.014718002899186799,0.0160443031006984
S1,omega,q,3.515625,0.04742659524387223,0.04040533249101336
S1,omega,q,3.90625,0.06499052712903114,0.0581461969266884
S1,omega,q,4.296875,0.03502644752104774,0.03692723576999417
S1,omega,q,4.6875,0.00552494658852232,0.011261825245469028
S1,omega,q,5.078125,0.0002711559758543194,0.003733882272394322
S1,omega,q,5.46875,4.251234715461966e-05,0.005831976033060047
S1,omega,q,5.859375,5.35124009708954e-05,0.011264466372233536
S1,omega,q,6.25,0.00015981111795759854,0.020088782679274345
S1,omega,q,6.640625,0.0004150221545041358,0.030804046867601985
S1,omega,q,7.03125,0.0007886002103257169,0.037592072813282564
S1,omega,q,7.421875,0.0012653182430594717,0.04296403303985252
S1,omega,q,7.8125,0.0014246227905935784,0.040427848482109875
S1,omega,q,8.203125,0.0011967887845264092,0.03032523725436064
S1,omega,q,8.59375,0.0006632779619117826,0.015365961620561273
S1,omega,q,8.984375,0.00016857749695977078,0.005089433006242157
S1,omega,q,9.375,2.4430700794114265e-05,0.0023999339086917836
S1,omega,q,9.765625,7.928292109698542e-06,0.0019132572553966422
S1,omega,q,10.15625,1.4436403900684813e-05,0.0018462448143484434
S1,omega,q,10.546875,2.111208515186118e-05,0.002032471392661072
S1,omega,q,10.9375,1.809198648546368e-05,0.002391160352875313
S1,omega,q,11.328125,1.2935411349598036e-05,0.0026329873254524014
S1,omega,q,11.71875,1.0152830441946719e-05,0.0026871141495683182
S1,omega,q,12.109375,9.23387809143878e-06,0.00252223438023599
S1,omega,q,12.5,8.095175220242696e-06,0.0022012763391064893
S1,omega,q,12.890625,6.045067051586703e-06,0.0016445574552660324
S1,omega,q,13.28125,3.1859866599880835e-06,0.0011477870106045445
S1,omega,q,13.671875,1.71420359628448e-06,0.0007492203209315131
S1,omega,q,14.0625,1.0014606295495167e-06,0.0006979796091659027
S1,omega,q,14.453125,1.0379658448751771e-06,0.0006873482819576909
S1,omega,q,14.84375,1.1049324429319882e-06,0.0006528249676851478
S1,omega,q,15.234375,1.0439928802257801e-06,0.0006700761784910014
S1,omega,q,15.625,1.039186672536437e-06,0.0006212674446336845
S1,omega,q,16.015625,1.2101243936555545e-06,0.0005403494131037646
S1,omega,q,16.40625,1.273168131309026e-06,0.0004741053213064464
S1,omega,q,16.796875,1.0845749418962773e-06,0.00033598745382019095
S1,omega,q,17.1875,1.0044411794787888e-06,0.0002343877307088207
S1,omega,q,17.578125,9.395747289549132e-07,0.00016655316800001633
S1,omega,q,17.96875,8.217006124729419e-07,0.0001179565371763773
S1,omega,q,18.359375,7.718643018785731e-07,0.00010008724006092693
S1,omega,q,18.75,5.913548799939482e-07,9.401996808906857e-05
S1,omega,q,19.140625,3.184815226526783e-07,8.111557690118295e-05
S1,omega,q,19.53125,1.839054363569088e-07,8.644215911518463e-05
S1,omega,q,19.921875,1.9166825769461654e-07,9.908489426500229e-05
S1,omega,q,20.3125,2.145067019779968e-07,9.969307706201902e-05
S1,omega,q,20.703125,2.346567497402079e-07,0.00011163867705731877
S1,omega,q,21.09375,2.5466348663956586e-07,0.00013681162785380023
S1,omega,q,21.484375,2.792375817125334e-07,0.0001558994468204924
S1,omega,q,21.875,2.6123758211074616e-07,0.00015644255820119262
S1,omega,q,22.265625,2.8393055752522383e-07,0.00017293356508051223
S1,omega,q,22.65625,3.369777631810278e-07,0.0001744259179870088
S1,omega,q,23.046875,2.85035634969906e-07,0.00015184755055778787
S1,omega,q,23.4375,1.7923631050604093e-07,0.00015334784182610047
S1,omega,q,23.828125,1.741960577431802e-07,0.0001474072917070278
S1,omega,q,24.21875,2.767285016921007e-07,0.00014785397112160184
S1,omega,q,24.609375,3.2299301021072027e-07,0.0001578381398428794
S1,omega,q,25.0,1.618637414162047e-07,8.366220171985372e-05
S1,omega,r,0.0,0.00033119686728676304,0.003145023064815083
S1,omega,r,0.390625,0.0030798570991555584,0.021432338790425033
S1,omega,r,0.78125,0.0002904341687852349,0.018795137185190405
S1,omega,r,1.171875,2.0257878864421427e-05,0.0072826311762996835
S1,omega,r,1.5625,5.77443828480884e-06,0.0018473452504365632
S1,omega,r,1.953125,3.605991259317788e-06,0.0007611361878423657
S1,omega,r,2.34375,1.30313065958941e-05,0.0005436970447348568
S1,omega,r,2.734375,4.2654051128408665e-05,0.0008238137950302285
S1,omega,r,3.125,8.109647232406285e-05,0.001746368272604255
S1,omega,r,3.515625,0.00011725014547315857,0.0035255862353528802
S1,omega,r,3.90625,0.0001177020787624817,0.004729881468273147
S1,omega,r,4.296875,6.457024853020045e-05,0.0034950884111523725
S1,omega,r,4.6875,1.1811083021569677e-05,0.0010522136600810876
S1,omega,r,5.078125,8.06169845035054e-07,0.00023217552619042185
S1,omega,r,5.46875,1.9249244756903198e-07,0.00014525408095954467
S1,omega,r,5.859375,3.0079588008561685e-07,0.00017719236006448542
S1,omega,r,6.25,1.0078279244817885e-06,0.000258556725713181
S1,omega,r,6.640625,2.460242582578767e-06,0.0003785659595644492
S1,omega,r,7.03125,4.526151113616876e-06,0.00048285161806944747
S1,omega,r,7.421875,7.253442537363421e-06,0.0005795857992779857
S1,omega,r,7.8125,8.517466741718305e-06,0.0006157772360298499
S1,omega,r,8.203125,7.21979163290812e-06,0.0005623018964129166
S1,omega,r,8.59375,3.86372125042799e-06,0.0004258935344488248
S1,omega,r,8.984375,9.969934675073362e-07,0.00016263353524046173
S1,omega,r,9.375,1.354896857029108e-07,9.924554213507402e-05
S1,omega,r,9.765625,4.632637527155544e-08,0.00010569552074883848
S1,omega,r,10.15625,5.94711928283886e-08,0.00010763782419243704
S1,omega,r,10.546875,7.01178906600786e-08,0.00011396329546762928
S1,omega,r,10.9375,7.399906350669707e-08,0.00012452944760783387
S1,omega,r,11.328125,7.368880397652396e-08,0.000136342728107502
S1,omega,r,11.71875,6.710618168837845e-08,0.0001265110746591296
S1,omega,r,12.109375,6.396441786467689e-08,0.00011004062978778019
S1,omega,r,12.5,5.2024900532000164e-08,7.922876083789161e-05
S1,omega,r,12.890625,3.7847221212004064e-08,6.214582613394367e-05
S1,omega,r,13.28125,1.799254704625075e-08,4.383459285156053e-05
S1,omega,r,13.671875,7.4181723218683485e-09,2.9299639741343452e-05
S1,omega,r,14.0625,3.891873822345237e-09,3.242338878004852e-05
S1,omega,r,14.453125,3.6030856601584708e-09,3.428820775304074e-05
S1,omega,r,14.84375,3.461226604777333e-09,3.8313782329671806e-05
S1,omega,r,15.234375,3.3081900530154467e-09,4.763301430562065e-05
S1,omega,r,15.625,3.1991048940683174e-09,5.730595739372588e-05
S1,omega,r,16.015625,3.656899809289415e-09,6.164563495225231e-05
S1,omega,r,16.40625,3.700434780819762e-09,6.279159595027886e-05
S1,omega,r,16.796875,2.935178561552388e-09,5.726999076387008e-05
S1,omega,r,17.1875,2.7377736559013944e-09,4.587369274386397e-05
S1,omega,r,17.578125,2.448110478677651e-09,3.248342646325982e-05
S1,omega,r,17.96875,2.2305364930910978e-09,3.05230502127059e-05
S1,omega,r,18.359375,1.949524110393582e-09,3.299497088182114e-05
S1,omega,r,18.75,1.5957774425097839e-09,3.72338693837599e-05
S1,omega,r,19.140625,1.2131334213430732e-09,3.9867109830212616e-05
S1,omega,r,19.53125,8.801199785482409e-10,4.026448410735794e-05
S1,omega,r,19.921875,8.147593561828964e-10,3.6961324341546805e-05
S1,omega,r,20.3125,9.87072357279022e-10,3.721440653773631e-05
S1,omega,r,20.703125,1.120690434064352e-09,3.47714794377869e-05
S1,omega,r,21.09375,1.1536049622248906e-09,3.235879881975667e-05
S1,omega,r,21.484375,1.3170240426654397e-09,3.0289523913431286e-05
S1,omega,r,21.875,1.3556691066719014e-09,2.9820001772517624e-05
S1,omega,r,22.265625,1.4559706449948942e-09,2.9062494288514037e-05
S1,omega,r,22.65625,1.53995840586581e-09,3.047048886426036e-05
S1,omega,r,23.046875,1.3681835785526917e-09,3.071911843401363e-05
S1,omega,r,23.4375,1.0440812945808937e-09,3.1277320619361686e-05
S1,omega,r,23.828125,8.893453904925341e-10,2.868452906696616e-05
S1,omega,r,24.21875,9.425284074498293e-10,2.8913790278131058e-05
S1,omega,r,24.609375,1.035927004199823e-09,2.7128984211623965e-05
S1,omega,r,25.0,5.125073784314381e-10,1.3006001473541492e-05
S1,angular_acceleration,p,0.0,0.05129187159433821,0.2407750406426189
S1,angular_acceleration,p,0.390625,0.03164381924972836,0.6172302562466916
S1,angular_acceleration,p,0.78125,0.00479975960720681,0.7854327394095864
S1,angular_acceleration,p,1.171875,0.004085061072130981,0.9232893577669525
S1,angular_acceleration,p,1.5625,0.005172792785913137,1.0932506750679225
S1,angular_acceleration,p,1.953125,0.007126689843837462,1.7447306754084098
S1,angular_acceleration,p,2.34375,0.022152427128184746,3.4805555627609595
S1,angular_acceleration,p,2.734375,0.14752381295121755,9.166455958375279
S1,angular_acceleration,p,3.125,1.193058956966926,23.143989299963422
S1,angular_acceleration,p,3.515625,5.480756495201846,43.8971447105431
S1,angular_acceleration,p,3.90625,12.185979895580157,56.427387778524825
S1,angular_acceleration,p,4.296875,10.208779150583755,41.496646994316364
S1,angular_acceleration,p,4.6875,2.2358000787966628,18.23243185714986
S1,angular_acceleration,p,5.078125,0.22060970751984604,7.067388415040565
S1,angular_acceleration,p,5.46875,0.06073513193391863,5.366666501570939
S1,angular_acceleration,p,5.859375,0.09563867480915367,7.985134400419743
S1,angular_acceleration,p,6.25,0.3472970716761211,15.105883942489827
S1,angular_acceleration,p,6.640625,0.9484186819040173,23.231434214088512
S1,angular_acceleration,p,7.03125,1.9605927923470312,31.197140069697316
S1,angular_acceleration,p,7.421875,3.558820243129414,43.10024089285763
S1,angular_acceleration,p,7.8125,4.5607616485298275,50.72425522225498
S1,angular_acceleration,p,8.203125,4.245215875106441,48.612869758113
S1,angular_acceleration,p,8.59375,2.475566540587263,34.06524677770578
S1,angular_acceleration,p,8.984375,0.6623886400951347,15.953936696727226
S1,angular_acceleration,p,9.375,0.09876083562194429,9.215992579719124
S1,angular_acceleration,p,9.765625,0.025116183302852934,8.194845984669676
S1,angular_acceleration,p,10.15625,0.029051404294064612,9.984500751337611
S1,angular_acceleration,p,10.546875,0.034947049471962505,13.074243379883416
S1,angular_acceleration,p,10.9375,0.03565765813319156,16.43740575804797
S1,angular_acceleration,p,11.328125,0.0352997857420796,19.993449973745456
S1,angular_acceleration,p,11.71875,0.03269401288069997,19.989115833578616
S1,angular_acceleration,p,12.109375,0.02692118504342263,18.262145397283405
S1,angular_acceleration,p,12.5,0.01895182105735662,14.537214876150877
S1,angular_acceleration,p,12.890625,0.012195600522629677,10.64397915888069
S1,angular_acceleration,p,13.28125,0.006690952696877236,9.613738877063764
S1,angular_acceleration,p,13.671875,0.004356758716038352,9.192388707754455
S1,angular_acceleration,p,14.0625,0.0035770660319476818,9.244704471164058
S1,angular_acceleration,p,14.453125,0.0039047477909242966,9.940603667179714
S1,angular_acceleration,p,14.84375,0.0047111711862570975,10.039812811299928
S1,angular_acceleration,p,15.234375,0.005479761223357507,10.64218999312486
S1,angular_acceleration,p,15.625,0.005662032296921967,11.326323131969092
S1,angular_acceleration,p,16.015625,0.006326203917815245,12.463861069838211
S1,angular_acceleration,p,16.40625,0.005981599402444803,11.869851005252281
S1,angular_acceleration,p,16.796875,0.005506371738734266,11.467428094777956
S1,angular_acceleration,p,17.1875,0.005142045323871925,10.365920764549328
S1,angular_acceleration,p,17.578125,0.004840965749351393,8.651670646198273
S1,angular_acceleration,p,17.96875,0.005639811660780938,8.293988058254154
S1,angular_acceleration,p,18.359375,0.006407549975751672,8.297065394908469
S1,angular_acceleration,p,18.75,0.0054232452782842265,7.5801275902039
S1,angular_acceleration,p,19.140625,0.0030377716107514133,6.638969262469306
S1,angular_acceleration,p,19.53125,0.001659673086586085,6.010468406977307
S1,angular_acceleration,p,19.921875,0.0017674678886717874,5.906509811034138
S1,angular_acceleration,p,20.3125,0.0025098062065437346,6.5474348743347
S1,angular_acceleration,p,20.703125,0.0029354869920841815,6.85554498556343
S1,angular_acceleration,p,21.09375,0.0032003741081164166,7.7970455996060535
S1,angular_acceleration,p,21.484375,0.003935589730414265,8.881663950522253
S1,angular_acceleration,p,21.875,0.004875424677375428,9.007338911895314
S1,angular_acceleration,p,22.265625,0.006228268698037699,9.273052125385101
S1,angular_acceleration,p,22.65625,0.006828683797556682,10.96683886225334
S1,angular_acceleration,p,23.046875,0.004991563858782212,11.998554943982798
S1,angular_acceleration,p,23.4375,0.0026930700569694813,12.673557946424761
S1,angular_acceleration,p,23.828125,0.001847874905188264,14.193483450582072
S1,angular_acceleration,p,24.21875,0.0024333798680050323,16.539645974948787
S1,angular_acceleration,p,24.609375,0.0032056656725001137,15.077137275457266
S1,angular_acceleration,p,25.0,0.001679037111372107,7.471183491833472
S1,angular_acceleration,q,0.0,0.06261807616813277,0.1620847021103637
S1,angular_acceleration,q,0.390625,0.03346199780463595,0.2783303440633566
S1,angular_acceleration,q,0.78125,0.002044112689024667,0.45186680395599893
S1,angular_acceleration,q,1.171875,0.0017578992563678794,1.1638430018250767
S1,angular_acceleration,q,1.5625,0.002179338645384937,1.814706207898867
S1,angular_acceleration,q,1.953125,0.0068642176659796375,1.4136050891320722
S1,angular_acceleration,q,2.34375,0.08566929291364744,1.3789928046853313
S1,angular_acceleration,q,2.734375,0.8312672900927603,2.2623855523768683
S1,angular_acceleration,q,3.125,6.308715805435134,6.634713021536709
S1,angular_acceleration,q,3.515625,23.947970959869856,20.31848101023966
S1,angular_acceleration,q,3.90625,37.81057154925376,34.04818359107918
S1,angular_acceleration,q,4.296875,23.022757772416398,24.720133509479652
S1,angular_acceleration,q,4.6875,4.025787893255469,8.804110943273225
S1,angular_acceleration,q,5.078125,0.22653504465028684,3.655324968442209
S1,angular_acceleration,q,5.46875,0.0410503461023559,6.896711519648474
S1,angular_acceleration,q,5.859375,0.06049546592121692,14.939582964173356
S1,angular_acceleration,q,6.25,0.22383765947739137,29.99354216189382
S1,angular_acceleration,q,6.640625,0.6771746948372694,50.74213619317034
S1,angular_acceleration,q,7.03125,1.4513749772836293,68.9073205347692
S1,angular_acceleration,q,7.421875,2.5690976722375067,86.45084210134615
S1,angular_acceleration,q,7.8125,3.1527578671668937,88.77873875858829
S1,angular_acceleration,q,8.203125,2.877423811057361,72.20233203601204
S1,angular_acceleration,q,8.59375,1.7062350777346484,39.510760321449396
S1,angular_acceleration,q,8.984375,0.4611726854623742,14.18811211441592
S1,angular_acceleration,q,9.375,0.07070384406959927,7.337248783496286
S1,angular_acceleration,q,9.765625,0.023177198990344757,6.291447196705075
S1,angular_acceleration,q,10.15625,0.040760691567062954,6.585463637533226
S1,angular_acceleration,q,10.546875,0.05657370686126642,7.762879137264884
S1,angular_acceleration,q,10.9375,0.04995248404367812,9.69482327286691
S1,angular_acceleration,q,11.328125,0.04128089963005752,11.398550023581537
S1,angular_acceleration,q,11.71875,0.038898152922993416,12.272044758886345
S1,angular_acceleration,q,12.109375,0.04093818241307334,12.101769527107031
S1,angular_acceleration,q,12.5,0.037921496475015484,10.953972555101007
S1,angular_acceleration,q,12.890625,0.027368917092383024,8.634320684697908
S1,angular_acceleration,q,13.28125,0.01395846094852294,6.342180937082753
S1,angular_acceleration,q,13.671875,0.007749685026015082,4.400831438006841
S1,angular_acceleration,q,14.0625,0.005025254139547167,4.253100914890113
S1,angular_acceleration,q,14.453125,0.005524969392129691,4.372140844652127
S1,angular_acceleration,q,14.84375,0.006021747698613202,4.309624923832289
S1,angular_acceleration,q,15.234375,0.00640094838615359,4.567631032978829
S1,angular_acceleration,q,15.625,0.006497146261294216,4.4011904187437745
S1,angular_acceleration,q,16.015625,0.007325746067956598,3.9603130690687895
S1,angular_acceleration,q,16.40625,0.0074507832577421235,3.5803670710248077
S1,angular_acceleration,q,16.796875,0.007261867107933742,2.6017732850133375
S1,angular_acceleration,q,17.1875,0.008714644025224365,1.887511071354224
S1,angular_acceleration,q,17.578125,0.010652951465102457,1.343830507201167
S1,angular_acceleration,q,17.96875,0.014716735585001972,0.9732117018107626
S1,angular_acceleration,q,18.359375,0.018432351440952236,0.8731339430319386
S1,angular_acceleration,q,18.75,0.014369344831795723,0.8524343466426578
S1,angular_acceleration,q,19.140625,0.006302882741280744,0.738112980783216
S1,angular_acceleration,q,19.53125,0.002922461925617215,0.8044823032737245
S1,angular_acceleration,q,19.921875,0.002389701449861448,0.9481581410501954
S1,angular_acceleration,q,20.3125,0.0023707751284353764,0.97693978337447
S1,angular_acceleration,q,20.703125,0.0028316652993629196,1.1106028738523954
S1,angular_acceleration,q,21.09375,0.003508774586544676,1.3729770558762586
S1,angular_acceleration,q,21.484375,0.004058393638361759,1.574793060397026
S1,angular_acceleration,q,21.875,0.0042407857227120555,1.599738498393854
S1,angular_acceleration,q,22.265625,0.005397811768112495,1.7598506854608502
S1,angular_acceleration,q,22.65625,0.006382691005710413,1.7822318189286115
S1,angular_acceleration,q,23.046875,0.004628687206478356,1.5600762071674794
S1,angular_acceleration,q,23.4375,0.0025938908585458375,1.6037267575815959
S1,angular_acceleration,q,23.828125,0.002667306983913202,1.5402595888497495
S1,angular_acceleration,q,24.21875,0.005217046614379347,1.565646076535611
S1,angular_acceleration,q,24.609375,0.007736388848289567,1.6611802106863043
S1,angular_acceleration,q,25.0,0.004192091463103756,0.8841564971609694
S1,angular_acceleration,r,0.0,0.005321664819073055,0.03185968606238392
S1,angular_acceleration,r,0.390625,0.0062563538623097315,0.19241801905899192
S1,angular_acceleration,r,0.78125,0.001323890365686952,0.4169845183088601
S1,angular_acceleration,r,1.171875,0.0005762207060325044,0.30579635058132243
S1,angular_acceleration,r,1.5625,0.0003979821375689794,0.15931952998540633
S1,angular_acceleration,r,1.953125,0.0005273693320415095,0.11753486656539418
S1,angular_acceleration,r,2.34375,0.003278047550476015,0.13181628250505203
S1,angular_acceleration,r,2.734375,0.0135937754069583,0.26845094879467
S1,angular_acceleration,r,3.125,0.03231918811061665,0.7079975733888072
S1,angular_acceleration,r,3.515625,0.05740591951814455,1.7480887370418625
S1,angular_acceleration,r,3.90625,0.06809573861237046,2.800258984072377
S1,angular_acceleration,r,4.296875,0.042754518521912546,2.369948002236454
S1,angular_acceleration,r,4.6875,0.008668822936119591,0.8191071300277785
S1,angular_acceleration,r,5.078125,0.0006822719980620521,0.22697639623214022
S1,angular_acceleration,r,5.46875,0.00018615193323328374,0.17681892724437356
S1,angular_acceleration,r,5.859375,0.0003457526362303757,0.24522341142027063
S1,angular_acceleration,r,6.25,0.0014284484984940576,0.397289695822768
S1,angular_acceleration,r,6.640625,0.004030144469820678,0.6343280413155987
S1,angular_acceleration,r,7.03125,0.008275730265733628,0.8900991311213342
S1,angular_acceleration,r,7.421875,0.01474386730271774,1.1679104252173567
S1,angular_acceleration,r,7.8125,0.01887256684692685,1.3656736846780195
S1,angular_acceleration,r,8.203125,0.0173030177113942,1.3685930374791346
S1,angular_acceleration,r,8.59375,0.009907985146229628,1.123068137417048
S1,angular_acceleration,r,8.984375,0.0027267223829049235,0.4673290469659092
S1,angular_acceleration,r,9.375,0.0003914621597414513,0.32237119013002125
S1,angular_acceleration,r,9.765625,0.00013687090582559846,0.3657808418065569
S1,angular_acceleration,r,10.15625,0.00017218948123345535,0.39325396435106186
S1,angular_acceleration,r,10.546875,0.0002092820934768376,0.4378375695421502
S1,angular_acceleration,r,10.9375,0.00025415148594840824,0.5037025320280413
S1,angular_acceleration,r,11.328125,0.00028364681248319967,0.5878087801803334
S1,angular_acceleration,r,11.71875,0.00028764030803210387,0.5726714627276434
S1,angular_acceleration,r,12.109375,0.00029281828262007234,0.5319686296036241
S1,angular_acceleration,r,12.5,0.0002457522113900252,0.40565835214312507
S1,angular_acceleration,r,12.890625,0.00018169109040987524,0.33507796623072644
S1,angular_acceleration,r,13.28125,8.466778083312564e-05,0.2441608981009274
S1,angular_acceleration,r,13.671875,3.280674186990925e-05,0.17280342421638922
S1,angular_acceleration,r,14.0625,1.7617921203146616e-05,0.20451980418827337
S1,angular_acceleration,r,14.453125,1.8988141865813346e-05,0.22170414583059297
S1,angular_acceleration,r,14.84375,2.003808280058311e-05,0.25068275816301755
S1,angular_acceleration,r,15.234375,2.1203341724368014e-05,0.3215771026270962
S1,angular_acceleration,r,15.625,2.0228223028263474e-05,0.402881633844729
S1,angular_acceleration,r,16.015625,2.1963932755979053e-05,0.45514821207919715
S1,angular_acceleration,r,16.40625,1.991559171732821e-05,0.47549357797017866
S1,angular_acceleration,r,16.796875,1.5820659541449146e-05,0.4470796028710146
S1,angular_acceleration,r,17.1875,1.570884148490039e-05,0.37078197301673915
S1,angular_acceleration,r,17.578125,1.557625388857731e-05,0.27094137633913745
S1,angular_acceleration,r,17.96875,1.765455112824767e-05,0.25902396147467466
S1,angular_acceleration,r,18.359375,2.1095813429851343e-05,0.28777120893207375
S1,angular_acceleration,r,18.75,1.9239812521232432e-05,0.33099311657042113
S1,angular_acceleration,r,19.140625,1.1292214201884536e-05,0.35962180432351865
S1,angular_acceleration,r,19.53125,6.421231367810329e-06,0.3725722803769971
S1,angular_acceleration,r,19.921875,6.6370242355145565e-06,0.349915157126775
S1,angular_acceleration,r,20.3125,9.183578095518197e-06,0.3587502817000429
S1,angular_acceleration,r,20.703125,1.0609767733532487e-05,0.34184424165715216
S1,angular_acceleration,r,21.09375,1.2893930508845128e-05,0.3249843425246506
S1,angular_acceleration,r,21.484375,1.6724885617888053e-05,0.31425540203223845
S1,angular_acceleration,r,21.875,2.106544651366821e-05,0.3082057892074859
S1,angular_acceleration,r,22.265625,2.60553472519134e-05,0.2997802177192041
S1,angular_acceleration,r,22.65625,2.745558422366112e-05,0.3145274945549996
S1,angular_acceleration,r,23.046875,2.0249045199037213e-05,0.3212307441459396
S1,angular_acceleration,r,23.4375,1.1334189604384878e-05,0.33086722000544283
S1,angular_acceleration,r,23.828125,7.806064330424564e-06,0.30805639058372614
S1,angular_acceleration,r,24.21875,9.21579083167641e-06,0.3140347037649516
S1,angular_acceleration,r,24.609375,1.056890636647912e-05,0.2922531064192351
S1,angular_acceleration,r,25.0,5.107967192182722e-06,0.13858229006021636
