experiment,mode,log_id,signal,harmonic_rmse,pred_harmonic_std,truth_harmonic_std,shape_correlation,bias,phase_bin_errors
S0,teacher_state,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ax_n,0.4265321409295626,0.032910407140451806,0.42318710653173797,-0.00910373564731773,0.03880289972332377,"[0.47580023794369714, 0.5141675250946774, 0.46890670115987504, 0.3069329195811551, 0.0311999688423142, -0.3088241391283076, -0.6279560480558334, -0.8351083070902091, -0.8693198546285542, -0.724972880324733, -0.45384847747266044, -0.142968689529929, 0.12094423148812464, 0.28344886449737683, 0.336655352421094, 0.3115195075682521, 0.25522341475348065, 0.2072659761323081, 0.18642317751730647, 0.19270351639144984, 0.21896939994088005, 0.26173205206862077, 0.32263669277016027, 0.3997384514192232]"
S0,teacher_state,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,ay_n,0.234970710468138,0.03876648636994037,0.1882369167752145,0.5347563038147823,-0.16149239788358244,"[-0.10750308332073616, -0.007015074553932715, 0.07748731524981084, 0.13097011546451312, 0.14228670605200686, 0.10891459533311307, 0.03968509682288554, -0.04658889653842904, -0.12686502217343348, -0.18200757859189431, -0.20384163974315261, -0.19788028062385787, -0.18037965614930884, -0.17101716576334663, -0.18450897658794893, -0.22484834528866154, -0.2844104236872647, -0.3477453806071468, -0.3977719488871702, -0.4213484546786212, -0.41208290802275815, -0.37008378311828705, -0.3000042341559193, -0.2092585256364382]"
S0,teacher_state,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,az_n,9.367460345660879,1.9300008008615188,9.822787588988106,0.377440355149003,1.3595122653887617,"[-1.6207648791351303, 0.2510603399213831, 3.0409991957667635, 6.834637861768696, 11.083044802903155, 14.781510038871572, 16.91205423574769, 16.912476923247837, 14.918984455566502, 11.656885987908883, 8.050814912078788, 4.779085794942946, 2.0189843109760193, -0.4895576145520746, -3.1237475975124713, -6.010904595984435, -8.844988105712229, -11.000254967679098, -11.872224606033532, -11.2359305870621, -9.398186992265751, -7.04257019213809, -4.850822547714665, -3.1222918045803754]"
S0,teacher_state,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,p_dot,9.513259000659163,3.9751165638410453,12.453555320679168,0.8324017644762951,1.422847493738543,"[-2.6031568613150498, -5.024698612137152, -8.06800392612874, -10.045768710200731, -8.923749224064334, -3.7879072538931586, 4.176927037683923, 11.890438642868013, 15.774731732039514, 13.635556070000614, 5.979829234070126, -4.014622174819534, -11.935384355251747, -14.255511525941314, -10.025256723261139, -1.249966197250964, 8.214724778718336, 14.618077471997015, 16.05300415383705, 13.081161470164627, 8.009918892304547, 3.351568812405242, 0.4205851862300418, -1.1241580683301438]"
S0,teacher_state,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,q_dot,12.915143694521552,6.509938390474979,16.082706438211016,0.6629999605128244,-2.1440554494378388,"[-12.20123309718981, -16.58960012195427, -15.463221170553975, -8.402077782391125, 1.936404530600441, 10.797914178168135, 13.606744645529425, 8.350743680582621, -3.233289079482528, -16.3637023433174, -25.475929007307986, -26.861837516053328, -20.310042088564952, -8.935299585285462, 2.615077352860748, 10.52434376202537, 13.438615938585414, 12.561140609830172, 10.32830874247398, 8.59793422890574, 7.505211099424404, 5.665214565931793, 1.5246867403707833, -5.073439069696308]"
S0,teacher_state,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,r_dot,2.212328854742155,0.28212294659282866,2.3626659240538745,0.7171115525225578,-0.4342975336580418,"[-2.245482546959997, -2.452029632837958, -2.382859411842394, -1.7219149167744738, -0.34179009437969465, 1.5321015060339005, 3.3416642926489075, 4.415733105860261, 4.28672867587161, 2.937475838273775, 0.8397536168510534, -1.2458865233736272, -2.6115567748947033, -2.911146721134142, -2.2821345481715913, -1.227654631836586, -0.33475961109567454, 0.012910232011057454, -0.2218151054263739, -0.7897468865203258, -1.358924850489791, -1.7250964242948832, -1.9003940460078501, -2.0363153493034964]"
S0,teacher_state,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ax_n,0.36151524662122675,0.03179980441245369,0.35014890835027157,-0.31739984203296334,0.0030830168243584123,"[-0.7179319740529138, -0.5888507054373163, -0.3814656783580311, -0.16305534047473336, 0.008609747956826733, 0.1080446759126917, 0.14689829300314633, 0.16004890223486473, 0.1821959202462383, 0.22860789896547548, 0.2901690411947066, 0.3437689476729765, 0.3699221902496445, 0.36568802203881434, 0.34459853989836425, 0.32401445066809237, 0.3086989310354924, 0.282243151327886, 0.2134435580975566, 0.07544584846107114, -0.1329967144891371, -0.37723494186140066, -0.5951456528895918, -0.7217247076161205]"
S0,teacher_state,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,ay_n,0.17265457205738066,0.029360960737683826,0.11920414307775218,-0.15713317752701825,-0.11678181175759231,"[-0.2557544254952419, -0.2768739512585179, -0.24447055544481736, -0.18463163854632855, -0.12890620523222796, -0.09941304513160473, -0.10103173132331131, -0.12371283095690512, -0.15204325983042, -0.17539337112722525, -0.19236472514510763, -0.2074220521927935, -0.22286544318534174, -0.23240139090002399, -0.22158352783739826, -0.17590555491704454, -0.09209163288458878, 0.014587570311588666, 0.11252435297352567, 0.16586092608507774, 0.15097009608226658, 0.06880331756022903, -0.053764683768444704, -0.1748797200175597]"
S0,teacher_state,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,az_n,9.00172906727877,2.002511723694337,9.484939289910216,0.3928142873184498,1.4067674977245264,"[15.034477035180675, 12.20947692372772, 8.814501622989129, 5.574883878758539, 2.7897295113995457, 0.31116982296356266, -2.206686172197192, -4.957000272494923, -7.75007872532292, -10.047531047672255, -11.240615492999456, -11.002122633643513, -9.493791937124229, -7.295681715985768, -5.090359333340771, -3.284390996306368, -1.7927373243585831, -0.12093715280429662, 2.2930710650388484, 5.670275055651068, 9.653006426572652, 13.384108156118192, 15.87069329685659, 16.438959954382344]"
S0,teacher_state,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,p_dot,8.516634201127232,4.849757987907943,12.117019415059168,0.852950258050735,1.561194252303023,"[13.300762849820176, 12.362350813614995, 6.720653434328488, -1.4035406941872708, -8.584183763328625, -11.762396824349914, -9.65169524807431, -3.261840371681106, 4.698832827484463, 11.186291835393225, 14.206798630843359, 13.518039651276657, 10.358575383286555, 6.474848158671494, 3.0836355031146243, 0.3845097719031503, -2.148477027728944, -4.971444565614645, -7.762865975820326, -9.330581591393287, -8.258344755715493, -3.9224839038970094, 2.770639169426294, 9.460578747899987]"
