experiment,variable,bin,horizon_s,n_rollouts,position_m_change_pct,velocity_m_s_change_pct,attitude_deg_change_pct,body_rate_rad_s_change_pct,frequency_hz_change_pct,phase_rad_change_pct
S1,motor_command,0,0.2,368,-44.144018031887725,-39.06764708690418,-0.6510848743627173,-4.6802628215986015,-23.284328178416303,-21.548447004021654
S1,motor_command,0,0.5,368,-15.674872259496354,-6.7013593983500375,-3.4212866884113624,-3.814117531394512,-12.450063836967617,-9.253940136662376
S1,motor_command,0,1.0,368,-1.442014456548879,-2.923565611126,-0.32096727864380226,-3.509515632469562,-12.25388136817922,-1.7842023781785121
S1,motor_command,0,2.0,368,3.792662059299845,7.089711651945163,6.588789795989758,0.35416599560356143,-2.9573326935891875,-0.8391309970990357
S1,motor_command,0,3.0,368,7.89480090821586,11.051510980142144,10.294048920892163,2.854396201745746,0.4683628129605433,0.41110981325782614
S1,motor_command,0,5.0,368,10.848653384424356,10.96933629049932,9.96892721121978,4.099142298040448,4.8791942256886545,2.5054371613370874
S1,motor_command,1,0.2,268,-43.26909745557014,-32.39733268716496,1.7569384073982564,-4.468804130608428,-14.921195586893743,-18.646394366706776
S1,motor_command,1,0.5,268,-14.709127547156097,-6.141147222618448,-1.7992011079010384,-5.819865143204417,-12.465712884204127,-6.147633251857654
S1,motor_command,1,1.0,268,-1.1416363534472396,-1.8678870211249587,-2.3034975879608455,-4.590485941056144,-10.049756612922156,-3.5749320730664502
S1,motor_command,1,2.0,268,4.302999241120986,4.124812850706094,2.846613231056816,-1.3914534717784588,-12.451668704211771,-2.8686783344218036
S1,motor_command,1,3.0,268,4.772068210372038,4.711542267141544,3.0037810394157205,1.2788688318647212,-3.2198710238748762,-4.020028655643692
S1,motor_command,1,5.0,268,4.244837697395321,4.842425650117654,1.911794649364018,4.015614234324172,7.735895004353677,-1.0221316350309761
S1,motor_command,2,0.2,86,-43.913528639084845,-21.19471903744521,0.8859589230425291,-8.448934429291,-12.72801743728137,-7.136009499971896
S1,motor_command,2,0.5,86,-14.710084790983746,-6.870067894994881,-1.5132789587179896,-11.048435287442492,-2.9984814633457257,-4.3544902763753885
S1,motor_command,2,1.0,86,2.9995309295049344,3.9529493864232768,-0.16416470644255998,-7.986470531139234,7.849544044013124,-0.3298336619594111
S1,motor_command,2,2.0,86,9.380066960417533,7.931878953425908,3.503323414355397,-0.5744490957059645,-0.7873612917163375,7.594404986335146
S1,motor_command,2,3.0,86,7.36686187270601,3.261265850060524,3.4697688924991477,-2.180895778807368,-2.6458216462044937,9.171839011008975
S1,motor_command,2,5.0,86,3.852022828614099,2.4106662747248375,0.2407261255138904,2.0173708127418477,14.827684535095864,5.113479279421873
S1,tail_command_magnitude,0,0.2,188,-45.09782301242914,-35.9244485282285,-0.04650642926442572,-1.4684526798524833,-22.89667924555068,-20.826372401318526
S1,tail_command_magnitude,0,0.5,188,-13.802700033216809,-2.9624737516597333,-3.8906048449199315,-5.079041066252888,-10.598172977675935,-8.490962972088967
S1,tail_command_magnitude,0,1.0,188,0.8439468055595256,0.0465591301292978,-3.957353125139329,0.6392775934682016,-12.637597139142642,-1.8582681241567145
S1,tail_command_magnitude,0,2.0,188,7.279457637634135,9.490683346720585,4.450068426727594,-1.1563153338969512,-8.104587991057134,2.1948903058727876
S1,tail_command_magnitude,0,3.0,188,10.593456296926185,13.146553217391176,8.55535115188486,2.7978502692854734,-2.1963662328443934,3.1498769280434935
S1,tail_command_magnitude,0,5.0,188,14.008216974203137,14.259123857560251,9.203553926077767,2.2018776541245177,8.126317834992403,4.129490252024004
S1,tail_command_magnitude,1,0.2,314,-46.745556341506486,-34.34646960398988,0.9077542915501446,-6.121966973747927,-18.36297186431699,-20.511994599899484
S1,tail_command_magnitude,1,0.5,314,-15.392496214636997,-9.687329616843577,-4.423498478531229,-5.859380866746299,-13.046481262995858,-7.651761856029959
S1,tail_command_magnitude,1,1.0,314,-0.02915030374354144,-2.0945077084571384,-2.8973599430176744,-4.800807600211332,-10.041435314497582,-1.6167910948136965
S1,tail_command_magnitude,1,2.0,314,4.484254975318591,4.433387814337997,2.725386133319585,0.46215598852952233,-6.472379347182589,-0.5428213665293335
S1,tail_command_magnitude,1,3.0,314,5.225255737794288,4.954525914943564,3.629300285229964,0.9691692144206732,-0.5037506270873848,0.7853063082258416
S1,tail_command_magnitude,1,5.0,314,4.622506762877587,4.372924286316726,1.462446035950249,4.165414351387242,3.855632148008148,3.6211506951489447
S1,tail_command_magnitude,2,0.2,220,-39.255403605027105,-36.943974820943914,0.6224735655532054,-5.8185522642303695,-19.641575148324186,-16.664218869153746
S1,tail_command_magnitude,2,0.5,220,-16.01763012156666,-7.546177805066822,1.6185324672144619,-5.806099603027581,-10.109820790111835,-6.471071161133191
S1,tail_command_magnitude,2,1.0,220,-2.6736231350219297,-2.043763813518651,3.946958598019834,-6.992957506960251,-8.78418725204484,-1.9131539307993717
S1,tail_command_magnitude,2,2.0,220,3.7899890697769445,5.9434471642244135,6.045428264256292,-0.5316462070027228,-4.6971616653069255,-0.4077669909599235
S1,tail_command_magnitude,2,3.0,220,5.7059238215777075,6.144440646210048,6.531903540442974,-0.10272039382418496,-0.7365555620400532,-2.2264362448342068
S1,tail_command_magnitude,2,5.0,220,5.646701591803316,5.794095824420453,4.539280787189348,5.1935722372627335,9.821100962795072,-0.09213953743026915
S1,command_variation,0,0.2,241,-45.7500738935324,-38.2198519913694,2.218829172301895,-2.814712988362711,-27.18057385566831,-24.509879446891592
S1,command_variation,0,0.5,241,-17.266015359580223,-8.017258732409937,-2.5086124219655614,-3.8366761981074027,-17.11856882156756,-13.590852122538221
S1,command_variation,0,1.0,241,0.18378554620817056,-1.6988971445929812,0.40541798539561746,-1.2437054481838183,-10.762754040339395,-6.606400842362515
S1,command_variation,0,2.0,241,5.944197873018364,7.296301860232313,5.816949804842708,2.710496444699584,-9.070459717341727,-4.603179684547731
S1,command_variation,0,3.0,241,8.88599224097999,10.591431304516385,8.186740518186685,1.901662995335296,-0.7843010484533508,-4.444213502853833
S1,command_variation,0,5.0,241,10.619220613677527,10.00745894665316,6.051583493035828,5.221674443662572,3.088295714354583,-0.892752046873424
S1,command_variation,1,0.2,240,-45.86673749360909,-36.14524132283896,-0.9680275771979052,-5.325412629588422,-15.04802221716478,-18.694366098650317
S1,command_variation,1,0.5,240,-14.705766925136354,-5.663684305342231,-3.771606058029986,-4.804989465052523,-9.138237836603658,-4.9838953843903795
S1,command_variation,1,1.0,240,-2.0592255253258585,-1.7921227615419144,-2.5660026535971547,-6.092909155017834,-11.105790578984154,-1.0815921604551582
S1,command_variation,1,2.0,240,3.387062089926851,5.396760150487423,3.182445396020106,-0.7644696922173955,-6.325833685337512,0.4999737713653696
S1,command_variation,1,3.0,240,4.9821631077934025,5.662818455643626,4.130390994763555,2.451593491401449,-1.7628440455517924,1.6663202562225088
S1,command_variation,1,5.0,240,3.916700644664295,3.5971547490895706,1.129553298183228,4.360287499849713,8.08507425972953,4.361247440876914
S1,command_variation,2,0.2,241,-39.89489847263881,-32.25232359274914,-0.6230663935263725,-6.248474840310858,-19.63784748232803,-15.192836484321315
S1,command_variation,2,0.5,241,-15.75305672445121,-7.321460886757835,-0.9731318043282311,-8.035817800132495,-9.154355429084838,-4.233192485898973
S1,command_variation,2,1.0,241,-1.1516011586277908,0.499397349403341,-0.5669074184562861,-4.408329019704738,-8.746329101016181,0.4995931635563666
S1,command_variation,2,2.0,241,5.244606445557665,6.255566071052021,4.964177590207597,-1.367436096344743,-5.843665236622209,2.071325498987675
S1,command_variation,2,3.0,241,6.934994151099194,6.900823787704913,7.005588901030335,0.4981262845171086,1.3288850284578713,1.7151731043160812
S1,command_variation,2,5.0,241,7.245373257663834,6.8017928543477435,5.817739652172627,2.998373547762734,10.214482098025691,5.183460921300087
