experiment,horizon_s,signal,log_id,n_origins,rmse,axis_0_rmse,axis_1_rmse,axis_2_rmse
S0,2.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.8822488113633193,0.659721979277618,0.521304545523308,0.26715434869518667
S0,2.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,18.708713319085994,7.332194418233261,8.721140095761925,14.83902269352899
S0,2.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,15.375727205803749,5.687656061229695,5.264570459421399,13.279602912521074
S0,2.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,16.299269612772303,6.163283759784174,7.085927704681372,13.321777350273207
S0,2.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,17.97354576110094,7.040212311117798,8.268269107700915,14.321993010870163
S0,2.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,21.713628931897816,6.72035463303876,8.106758462637007,18.98944396834219
S0,2.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,30.25673980159828,23.165854219610857,18.95333837064403,4.42543402450338
S0,2.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,28.061015394056657,20.88811197407612,18.33273889811388,3.8753125806216966
S0,2.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,28.955425464345677,21.889956632987527,18.509016843942337,4.082004152112317
S0,2.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,30.53374506398134,23.190348012276438,19.366127190629932,4.412534910689686
S0,2.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,32.14744325239766,25.38309344141695,19.195692284883336,4.547754689348758
S0,3.0,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.7842307026257117,0.5299441732479004,0.5172553764053082,0.2581159502262886
S0,3.0,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.6808024532255014,0.43785161439711073,0.46995522564025816,0.2256546697525199
S0,3.0,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.742894106850152,0.5180710831795434,0.46193324412578063,0.2647861112998405
S0,3.0,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.7672561269506871,0.5548513102721205,0.4586272415939144,0.26548642357122
S0,3.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.8956340546016006,0.6746446188064094,0.5187747973624527,0.27908369300122793
S0,3.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,27.344264955686523,7.539146293763606,9.03582518139556,24.682462648999884
S0,3.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,22.862297193807237,5.978295342368792,5.068859089425256,21.476761518183526
S0,3.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,25.081070061499474,6.632755767975615,7.360740277741744,23.04096631905576
S0,3.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,26.805952754189057,7.153982619894238,8.345046985592683,24.448718300604583
S0,3.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,33.69563536823218,6.761674523583856,9.247170020047117,31.688569660467763
S0,3.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,30.259143236859074,23.182417584028546,18.941113928272006,4.407433215001497
S0,3.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,28.05358142306254,20.904275239189722,18.3048768517445,3.8660303706861257
S0,3.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,28.962944123472667,21.92202230618368,18.485812770286476,4.068389918444208
S0,3.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,30.58436900989825,23.235887548179647,19.394326604996255,4.3996878435530995
S0,3.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,32.236467996557906,25.487750272244366,19.207171937318382,4.5441171995337415
S0,5.0,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.7632212654253553,0.49024059099148737,0.5273909551344441,0.253040793913109
S0,5.0,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.7015801952679381,0.4600201023319434,0.4728248666764286,0.23881566383954808
S0,5.0,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.7637642557118272,0.5364713137237526,0.4793222477451756,0.2564849911224141
S0,5.0,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.7792778282967496,0.5619187548204759,0.4671186912164184,0.2707791996667481
S0,5.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.9315501580415328,0.6886134443129758,0.5513124284333412,0.2994191502118011
S0,5.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,42.16760943152584,14.32629790798641,7.848619656791796,38.87497450680004
S0,5.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,40.29859033366454,11.162391852531245,4.822150461273704,38.42036251702869
S0,5.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,44.25336791987324,11.01409872822877,8.368939266958247,42.035830632954784
S0,5.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,42.54951166407888,12.756816603670853,6.717165873442282,40.03253995964476
S0,5.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,58.38971902431847,14.111268855157656,9.21964740412772,55.90375193830801
S0,5.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,30.1901824283742,23.126137762274336,18.907188179497744,4.375740212110878
S0,5.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,28.022472581556265,20.90662341139199,18.257600814674543,3.851243904286565
S0,5.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,28.924889199693528,21.91254086123506,18.443106837642983,4.042471817407987
S0,5.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,30.57590735630494,23.2197047969008,19.40326873649181,4.386864728436899
S0,5.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,32.298613921387116,25.5795990647618,19.1896511934535,4.5433313771337005
S1,0.2,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.7034686178941871,0.5198059520671742,0.4369293673194243,0.18374601092634396
S1,0.2,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.6087808737230541,0.42914631680536103,0.39423005290465973,0.1761540699790585
S1,0.2,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.6520812606006771,0.46432234817715534,0.42599099069294544,0.16776889836398015
S1,0.2,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.7015672938976031,0.47365595800478927,0.47711958700398943,0.2005083564605565
S1,0.2,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.687189606803078,0.5222146817238382,0.4026938685971545,0.19328484183840397
S1,0.2,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,3.212936173607749,1.8226456846333954,2.29359783335042,1.319215881808101
S1,0.2,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,2.8238042089444795,1.5785139964722328,1.9411749555143853,1.3091995896262494
S1,0.2,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,3.270217094483195,1.8889410881228232,2.3837933751903204,1.201561715040146
S1,0.2,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,3.5163078009244826,2.0543896608066303,2.510874399725639,1.3562497635817672
S1,0.2,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,3.390141519037671,2.1329318262892674,2.261338409458818,1.3527786002933515
S1,0.2,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,28.17429604441528,22.716282259991683,16.096686450127528,4.319509602839462
S1,0.2,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,25.887879332372354,20.248162986168694,15.677020566831454,3.7980545230635245
S1,0.2,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,26.292637287566706,20.69543629230273,15.69024162047633,4.1009767248613445
S1,0.2,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,28.965616637160043,23.042059418469172,17.008603387899658,4.3333423266327555
S1,0.2,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,28.899406113061243,23.703595586973968,15.849603537400062,4.701627127289569
S1,0.5,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.7375053548932663,0.5318446724175955,0.4762106091910937,0.18514547958594776
S1,0.5,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.6541276877506448,0.4549534128972622,0.4241835027736391,0.20240746021286954
S1,0.5,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.6320722380646123,0.4618329757740753,0.3903384118443736,0.18401505606466714
S1,0.5,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.7040695930949786,0.4823545359016457,0.47974212527162,0.18137140583869882
S1,0.5,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.7721798081926903,0.6153608495732397,0.40886188990365985,0.22455430518564592
S1,0.5,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,6.880726949601702,3.923313019595797,4.294060879996906,3.676011352556661
S1,0.5,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,5.58942595277656,3.1817801197614157,2.8946501202117827,3.5691677506977877
S1,0.5,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,5.840804321804676,3.065210642736709,3.8769535848140633,3.1126692311363846
S1,0.5,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,6.410811460331487,3.6168316322908405,3.9606588770611695,3.511440414293609
S1,0.5,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,6.653502689157335,3.3658755694619744,3.7427843732670874,4.351039510364233
S1,0.5,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,28.523007436000064,22.714047533458366,16.68291520749416,4.394808075612517
S1,0.5,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,26.36419909405771,20.497198436461666,16.12799258543486,3.850156528192717
S1,0.5,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,26.685525283464838,20.827618386774592,16.173062761021406,4.093850622261729
S1,0.5,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,29.100663792223987,22.839211346680568,17.49172540321757,4.388462216784727
S1,0.5,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,29.419049055489708,23.742147315028614,16.7777905770069,4.505178304450115
S1,1.0,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.6949789762232418,0.4857168053776449,0.44357209023177335,0.2243184413583863
S1,1.0,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.6221836542089069,0.41728329905310846,0.42541098494867857,0.1789207695632281
S1,1.0,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.7009273602275422,0.49634081887831605,0.4514467993361315,0.20283181012828314
S1,1.0,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.7235299887806282,0.5235800231528464,0.4388072482317905,0.23834387535534587
S1,1.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.8342556513051179,0.6299886320548596,0.487211663875007,0.24843834204953233
S1,1.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,11.279809381215006,6.4863107732993495,6.479900376781237,6.570598400124394
S1,1.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,9.0961707212395,4.4693108343024734,4.181406949988325,6.729146927724985
S1,1.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,9.45948640310197,5.098523447268228,5.627695671736311,5.640565848782152
S1,1.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,10.616430382297109,5.883212876873152,6.290951568141609,6.206474738114359
S1,1.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,11.673410200701808,5.707839946445574,5.6095426761714995,8.49835865469444
S1,1.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,29.00222285202099,22.90767239278646,17.227801836043525,4.42383541749384
S1,1.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,26.598911967837417,20.46653347605103,16.54682011008033,3.8504375843646934
S1,1.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,27.414346401151228,21.387071232662198,16.657284395941304,4.083435960570051
S1,1.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,29.38969834320905,22.933774167095606,17.842655174576297,4.408631020923483
S1,1.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,30.61409110984288,24.785707713526897,17.39662607692887,4.499852082112546
S1,2.0,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.7401445663597954,0.5041760361327048,0.4762772058293026,0.25841928509473744
S1,2.0,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.6470902395255939,0.42968974477333355,0.4334462620965064,0.2149810205587569
S1,2.0,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.7478055864248494,0.5132077779392689,0.4885168968573357,0.2391280268720718
S1,2.0,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.775702464224659,0.5424199567962971,0.48462492514547423,0.2695061880570744
S1,2.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.8829642258443626,0.6539286412770285,0.5185119033445531,0.2883549242314456
S1,2.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,19.963138355400776,7.578120679600497,8.864988981582233,16.202189676667487
S1,2.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,15.51214152655914,5.634986396009491,5.446522798639801,13.38689106778289
S1,2.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,16.868615952609954,6.165453668413237,7.422378166852942,13.8363899759844
S1,2.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,19.04105303297234,7.329049015071867,8.459560035135596,15.40397952319711
S1,2.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,22.82863664924726,6.944921760023534,8.192849350977989,20.14427791018299
S1,2.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,29.663577055249107,23.086972905318646,18.0937893078646,4.419759525629032
S1,2.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,27.01977283741419,20.540742424602936,17.12777117565392,3.8451891222697396
S1,2.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,28.11807874036513,21.69898565633358,17.41254810018,4.072289551900864
S1,2.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,29.957611398621246,23.083211676477752,18.580319057180805,4.404039412072362
S1,2.0,angular_acceleration,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,31.370460183345326,25.17999535038153,18.157216138284365,4.5154300323717385
S1,3.0,body_rate_endpoint,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,0.7922594003076686,0.5162244750432775,0.5392724215487578,0.26527816363036394
S1,3.0,body_rate_endpoint,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,0.6605178501443975,0.43382283971785196,0.4413153103255456,0.23091637224498168
S1,3.0,body_rate_endpoint,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,0.7448363121354558,0.5288766599034551,0.45292260184691147,0.2644460762067293
S1,3.0,body_rate_endpoint,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,0.7726450347938882,0.5463286710492179,0.4692530564636696,0.27983370415435727
S1,3.0,body_rate_endpoint,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,0.9518954328352675,0.7075986746522448,0.5639307488587562,0.29561992689030664
S1,3.0,SO3_log_error_deg,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,29.367648170401274,8.050423492761912,9.823873402787507,26.479066297995942
S1,3.0,SO3_log_error_deg,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,23.266345766882736,6.185865514207791,5.805345567186171,21.664622683763245
S1,3.0,SO3_log_error_deg,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,26.187839858927195,6.935212519896537,8.446253024711584,23.79845779926163
S1,3.0,SO3_log_error_deg,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,29.070582112486328,7.562385576165325,9.41690504275261,26.44297578132985
S1,3.0,SO3_log_error_deg,2026.8.10-8.20/log_22_2026-8-20-07-09-54.ulg,140,36.13672874003846,7.2258718747097594,10.20719576570247,33.90373274850463
S1,3.0,angular_acceleration,2026.8.10-8.20/log_15_2026-8-20-06-08-16.ulg,145,30.00296289167176,23.181349622536978,18.529824132856792,4.410037365163197
S1,3.0,angular_acceleration,2026.8.10-8.20/log_16_2026-8-20-06-20-52.ulg,135,27.271226157527952,20.641577704244593,17.401893206193996,3.849566060595471
S1,3.0,angular_acceleration,2026.8.10-8.20/log_17_2026-8-20-06-29-34.ulg,170,28.469291179836784,21.875192685495108,17.760496325881395,4.067094234603755
S1,3.0,angular_acceleration,2026.8.10-8.20/log_19_2026-8-20-06-51-18.ulg,132,30.174808788368697,23.117655438739035,18.88597894894297,4.406006306218295
