channel,horizon_s,axis,log_id,sign_agreement,absolute_gain_mean,gain_seed_std,near_zero_fraction,n_origins
common,0.1,p,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5333333333333333,0.523595095754765,0.4625545172613624,0.0,15
common,0.1,p,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5714285714285714,0.42497842131937896,0.346288658373989,0.0,14
common,0.1,p,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.35714285714285715,0.43092278275746015,0.46377272827427446,0.0,14
common,0.1,p,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.46153846153846156,0.4742028490329685,0.4140111584674837,0.0,13
common,0.1,p,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5384615384615384,0.4548514637301889,0.4193938624633095,0.0,13
common,0.1,p,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.3125,0.4802452328627634,0.4478520589192423,0.0,16
common,0.1,p,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.5714285714285714,0.44902716092639705,0.37729077461420596,0.0,14
common,0.1,p,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.6153846153846154,0.4090739215587099,0.36090173682133475,0.0,13
common,0.1,p,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.6153846153846154,0.47067285507116086,0.34055336790871815,0.0,13
common,0.1,p,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.3984748599872758,0.31739271392791873,0.0,12
common,0.1,p,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.45454545454545453,0.5402262517452253,0.4697763134243567,0.0,11
common,0.1,p,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.23076923076923078,0.44514960199880654,0.4700995147291449,0.0,13
common,0.1,p,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.6153846153846154,0.4724940624641351,0.37694759854380033,0.0,13
common,0.1,p,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.35714285714285715,0.4909434138232252,0.4942780812679542,0.0,14
common,0.1,p,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.4166666666666667,0.4488426959514813,0.4667524653069603,0.0,12
common,0.1,p,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.46153846153846156,0.4944385475877922,0.44524887526036677,0.0,13
common,0.1,p,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.42857142857142855,0.5253582957020789,0.504409447773411,0.0,14
common,0.1,q,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,1.9210288317522057,0.2730029294524329,0.0,15
common,0.1,q,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,1.9486843823301114,0.2939869178557129,0.0,14
common,0.1,q,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,2.1199857695253277,0.2738242288547308,0.0,14
common,0.1,q,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,1.9718529155158342,0.29547138743567203,0.0,13
common,0.1,q,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,2.1487049771356626,0.35659907510814315,0.0,13
common,0.1,q,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,2.0171469396416137,0.3123658320039459,0.0,16
common,0.1,q,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,2.1339145324946744,0.31777571465792753,0.0,14
common,0.1,q,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,2.163126704424539,0.28748212839427867,0.0,13
common,0.1,q,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,1.8489015573242022,0.26491017868811323,0.0,13
common,0.1,q,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,1.9257121717274375,0.259879157645903,0.0,12
common,0.1,q,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,2.0259831910711776,0.353289889686718,0.0,11
common,0.1,q,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,1.9590115525356286,0.36491860220793915,0.0,13
common,0.1,q,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,1.9917211847524945,0.30127875424518036,0.0,13
common,0.1,q,9.17数据/log_6_2026-9-17-06-02-24.ulg,1.0,2.0508189285278755,0.3701384014282566,0.0,14
common,0.1,q,9.17数据/log_7_2026-9-17-06-12-16.ulg,1.0,2.0400532210934674,0.3395838653549969,0.0,12
common,0.1,q,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,2.04037582370841,0.3870602513275064,0.0,13
common,0.1,q,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,2.0863819412262132,0.3215204806276029,0.0,14
common,0.1,r,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.5333333333333333,0.10918825551404485,0.08724721349138022,0.0,15
common,0.1,r,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.5,0.10577973710290325,0.08422546279927458,0.0,14
common,0.1,r,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.42857142857142855,0.09180708643652451,0.08634466206816052,0.0,14
common,0.1,r,2026.9.7/log_24_2026-9-7-06-16-04.ulg,0.46153846153846156,0.08799839435123555,0.08058282816585573,0.0,13
common,0.1,r,2026.9.7/log_26_2026-9-7-06-30-26.ulg,0.5384615384615384,0.09520819683470812,0.07606498538281041,0.0,13
common,0.1,r,2026.9.7/log_27_2026-9-7-06-37-24.ulg,0.25,0.07821846299207733,0.07914523125657603,0.0,16
common,0.1,r,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.35714285714285715,0.07367440434393559,0.07605137911687873,0.0,14
common,0.1,r,2026.9.7/log_29_2026-9-7-06-51-04.ulg,0.3076923076923077,0.06645501147561005,0.07888019253270427,0.0,13
common,0.1,r,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.9230769230769231,0.13318891534673397,0.09011247010777806,0.0,13
common,0.1,r,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.5,0.09059629913247604,0.08363802903368744,0.0,12
common,0.1,r,9.17数据/log_11_2026-9-17-06-40-30.ulg,0.45454545454545453,0.08815975720535135,0.07754744142369117,0.0,11
common,0.1,r,9.17数据/log_12_2026-9-17-06-46-02.ulg,0.38461538461538464,0.10498115738806785,0.07803118836060231,0.0,13
common,0.1,r,9.17数据/log_13_2026-9-17-06-52-30.ulg,0.38461538461538464,0.08390256612714825,0.08169826882037089,0.0,13
common,0.1,r,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.14285714285714285,0.08340321468851218,0.09269572279600528,0.0,14
common,0.1,r,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.3333333333333333,0.09227618765001729,0.08752938292337092,0.0,12
common,0.1,r,9.17数据/log_8_2026-9-17-06-17-52.ulg,0.23076923076923078,0.11240828937152256,0.11134710133874318,0.0,13
common,0.1,r,9.17数据/log_9_2026-9-17-06-28-10.ulg,0.2857142857142857,0.09549318679360697,0.09812792120724402,0.0,14
common,0.1,vx,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1.0,0.7227556748565617,0.09413979904827902,0.0,15
common,0.1,vx,2026.9.7/log_22_2026-9-7-06-01-40.ulg,0.9285714285714286,0.7516880393019666,0.10201123825749954,0.0,14
common,0.1,vx,2026.9.7/log_23_2026-9-7-06-09-22.ulg,0.9285714285714286,0.4921571507971346,0.09400320198461289,0.0,14
common,0.1,vx,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.6433462722702779,0.08858701992274695,0.0,13
common,0.1,vx,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.6439417671744357,0.08379677182200686,0.0,13
common,0.1,vx,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.5823612748346544,0.07831187670450955,0.0,16
common,0.1,vx,2026.9.7/log_28_2026-9-7-06-44-02.ulg,0.9285714285714286,0.5549117569145977,0.08117545083676067,0.0,14
common,0.1,vx,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.659863720891694,0.09253766756512403,0.0,13
common,0.1,vx,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1.0,0.6796501510711526,0.09376626929474208,0.0,13
common,0.1,vx,9.17数据/log_10_2026-9-17-06-34-34.ulg,0.9166666666666666,0.6761685694232562,0.11749128696644584,0.0,12
common,0.1,vx,9.17数据/log_11_2026-9-17-06-40-30.ulg,1.0,0.6733316586370351,0.08180207610629968,0.0,11
common,0.1,vx,9.17数据/log_12_2026-9-17-06-46-02.ulg,1.0,0.7376084020936587,0.09548342031046762,0.0,13
common,0.1,vx,9.17数据/log_13_2026-9-17-06-52-30.ulg,1.0,0.556823186254846,0.06968123565959541,0.0,13
common,0.1,vx,9.17数据/log_6_2026-9-17-06-02-24.ulg,0.9285714285714286,0.5993253049203028,0.10770946372088895,0.0,14
common,0.1,vx,9.17数据/log_7_2026-9-17-06-12-16.ulg,0.9166666666666666,0.6443080817376455,0.09436493117046464,0.0,12
common,0.1,vx,9.17数据/log_8_2026-9-17-06-17-52.ulg,1.0,0.6993291664507306,0.10170849808737768,0.0,13
common,0.1,vx,9.17数据/log_9_2026-9-17-06-28-10.ulg,1.0,0.6653860327850349,0.10911292128504708,0.0,14
common,0.1,vy,2026.9.7/log_21_2026-9-7-05-54-56.ulg,0.9333333333333333,0.3537144509049035,0.06748976669242582,0.0,15
common,0.1,vy,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1.0,0.4040879237662333,0.0626982175429885,0.0,14
common,0.1,vy,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1.0,0.6516424295860298,0.08970720477440301,0.0,14
common,0.1,vy,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1.0,0.5700673381377549,0.07232608604478276,0.0,13
common,0.1,vy,2026.9.7/log_26_2026-9-7-06-30-26.ulg,1.0,0.5222092648988144,0.07131011576902041,0.0,13
common,0.1,vy,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1.0,0.6378569229024388,0.08309187699045231,0.0,16
common,0.1,vy,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1.0,0.5814948809918726,0.07459763935045931,0.0,14
common,0.1,vy,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1.0,0.5321569176497933,0.08418084250836613,0.0,13
common,0.1,vy,2026.9.7/log_30_2026-9-7-06-58-22.ulg,0.9230769230769231,0.3806166621476291,0.060642281483469396,0.0,13
common,0.1,vy,9.17数据/log_10_2026-9-17-06-34-34.ulg,1.0,0.4364123960942141,0.09005736932177388,0.0,12
